label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122
0.03	north7_active	80	8310	4760	2638	1004	848	2369	304	357	126	108	127	315	294	497	126	376	206	127	222	40	74	29	215	18	77	44	63	27	10	154	63	10	12	22	31	74	27	8	24	30	7	47	17	6	27	25	27	4	3	6	10	3	11	9	6	2	2	3	0	4	0	3	0	4	3	1	0	0	0	0	0	2	0	0	2	0	1	0	3	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
0.03	north8_all	80	11283	6050	3479	1752	1429	2610	706	693	462	413	361	453	410	570	234	422	257	201	240	135	126	98	255	67	111	62	89	63	44	130	71	34	30	35	38	86	29	24	36	26	9	65	21	9	20	20	24	9	11	12	10	6	6	15	7	4	3	6	5	5	4	4	1	7	6	2	3	1	2	1	3	2	0	1	2	2	0	0	2	0	1	1	0	0	1	1	0	0	0	2	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
0.03	north8_active	80	8283	4680	2612	1016	873	2313	301	359	124	107	134	309	287	473	116	365	196	133	207	47	72	33	218	17	79	40	71	30	9	122	57	11	9	18	24	75	20	11	27	21	2	61	17	6	16	18	20	5	3	8	7	2	6	14	6	0	3	3	1	2	0	4	1	5	4	1	0	0	0	1	0	2	0	0	2	0	0	0	2	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
0.03	north9_all	80	11180	5972	3437	1746	1467	2487	687	664	475	416	355	463	392	581	245	459	264	188	234	128	121	100	222	67	118	77	105	65	47	148	63	30	22	31	38	84	33	23	39	21	9	74	23	12	20	29	13	10	13	10	14	6	17	16	7	4	4	6	6	3	2	8	1	5	3	1	2	0	2	1	3	3	0	1	2	2	0	0	2	0	1	2	0	0	1	1	0	0	0	2	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0
0.03	north9_active	80	8166	4621	2593	972	901	2198	289	334	130	119	122	319	272	480	124	401	193	133	200	45	64	34	186	15	86	50	83	32	11	137	44	12	6	15	27	75	18	11	28	19	5	70	17	9	18	25	9	4	1	7	7	1	17	15	6	1	3	4	2	0	0	8	1	4	1	1	0	0	0	1	0	3	0	0	2	0	0	0	2	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0
0.03	north10_all	80	11210	5713	3374	1729	1422	2456	670	646	487	433	370	436	414	594	245	476	265	180	247	125	113	91	207	71	127	95	87	67	51	147	54	32	25	32	27	89	40	18	39	32	13	80	21	19	18	26	13	9	10	9	14	5	25	14	2	3	8	4	8	5	4	18	1	4	3	0	0	0	2	1	2	1	0	1	2	2	0	0	2	0	0	2	0	7	1	1	0	0	1	1	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0
0.03	north10_active	80	8189	4380	2545	963	880	2159	262	307	119	118	121	301	295	492	125	422	202	121	208	45	61	27	175	14	95	60	63	31	19	134	39	11	9	12	17	83	22	7	24	28	5	74	14	15	16	23	9	3	0	7	6	3	23	10	1	1	5	2	3	2	0	17	1	2	1	0	0	0	0	1	0	1	0	1	2	0	0	0	2	0	0	1	0	7	0	1	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0
0.03	north11_all	80	11515	6189	3417	1788	1350	2573	698	657	540	438	365	436	387	576	242	480	254	199	265	111	127	86	220	74	131	87	94	51	46	151	55	31	38	42	42	73	34	20	26	27	19	31	15	11	12	37	22	9	8	13	16	6	22	21	3	8	9	5	3	12	3	4	0	2	5	0	6	1	2	3	0	7	4	1	3	3	1	2	1	0	1	0	2	0	0	1	1	1	0	0	1	1	0	4	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	north11_active	80	8500	4836	2518	1029	794	2312	298	329	114	135	136	300	274	485	113	419	195	123	209	38	66	20	192	20	96	63	51	26	16	139	38	15	18	23	22	69	17	10	18	23	10	29	11	7	7	31	20	1	2	9	8	2	17	19	0	1	8	4	2	7	2	4	0	0	3	0	4	0	1	3	0	6	4	0	2	3	1	1	1	0	0	0	2	0	0	1	1	0	0	0	0	1	0	4	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	north12_all	80	11602	6134	3525	1781	1340	2538	692	654	523	404	358	437	403	566	244	495	281	181	252	101	123	86	231	87	138	98	97	61	51	125	52	23	44	38	43	64	24	21	28	23	17	50	21	10	16	40	21	10	7	15	13	5	13	23	2	7	14	4	2	12	2	4	0	1	9	1	5	1	1	3	1	6	4	1	6	2	0	1	1	1	1	1	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	north12_active	80	8566	4771	2601	1053	814	2269	313	336	117	118	141	314	302	481	117	429	213	111	208	29	65	16	201	26	103	70	53	29	17	116	36	10	18	21	23	57	12	8	21	18	10	47	14	9	11	34	17	2	0	10	7	1	10	21	0	0	13	4	2	7	2	4	0	0	8	0	4	0	0	3	0	6	4	0	5	2	0	1	1	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	north13_all	80	11456	5997	3554	1797	1326	2624	694	694	490	402	366	420	416	530	245	481	289	168	230	97	136	86	230	97	125	97	99	55	54	153	62	34	39	39	46	63	28	25	21	25	20	49	21	11	19	34	19	12	10	19	5	7	36	27	3	3	13	2	2	8	3	6	0	1	7	2	6	1	1	3	1	2	2	0	5	2	0	1	2	1	1	1	1	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	north13_active	80	8459	4699	2661	1030	804	2336	320	344	103	105	150	305	303	444	123	420	224	102	188	31	72	16	199	27	96	73	56	26	17	143	43	12	17	22	26	54	12	8	16	19	13	48	12	9	13	30	16	3	0	15	3	2	34	24	2	0	13	2	1	4	2	6	0	0	6	1	4	0	0	3	0	1	2	0	4	2	0	1	2	1	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	north14_all	80	11443	5850	3493	1788	1298	2492	701	674	476	414	327	424	384	512	237	479	284	193	210	96	142	84	201	97	103	92	92	55	54	158	48	36	47	34	34	59	26	24	31	26	20	54	25	11	24	34	27	10	11	16	3	10	32	19	4	4	10	1	2	5	5	7	1	1	6	3	6	1	4	3	1	2	1	0	4	2	1	0	2	1	0	2	0	1	0	2	1	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north14_active	80	8381	4551	2648	1032	776	2213	306	335	110	112	132	298	286	428	121	415	218	110	153	36	75	16	164	25	78	66	57	30	23	148	38	9	20	18	18	51	12	5	25	21	12	53	17	8	18	30	24	2	0	12	1	3	31	14	3	0	10	1	1	2	2	6	1	0	6	2	4	1	3	3	0	1	0	0	3	2	1	0	2	1	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	11282	5818	3448	1818	1332	2477	687	707	453	426	343	423	352	496	230	496	273	184	190	99	149	83	181	89	93	90	82	51	53	156	56	40	39	30	31	84	31	18	35	32	14	60	19	10	19	18	26	6	10	22	9	13	54	22	4	6	9	2	2	3	4	9	3	2	4	4	4	1	5	4	2	2	1	0	0	3	2	1	2	0	0	1	0	2	0	2	1	1	0	0	0	2	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north15_active	80	8315	4548	2640	1033	777	2205	296	362	108	110	125	276	248	419	130	437	211	110	144	37	83	21	143	20	67	63	46	29	21	148	46	10	15	15	15	78	15	4	25	25	9	58	16	7	13	15	24	2	0	16	5	5	52	18	4	0	9	1	1	2	1	7	1	0	2	3	2	1	4	4	1	1	0	0	0	3	1	0	2	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	11091	5899	3385	1776	1422	2479	709	645	459	436	313	447	328	583	222	485	288	188	197	85	133	89	183	76	93	83	67	60	41	130	61	37	43	28	30	97	30	20	35	34	12	64	15	12	15	8	21	7	8	16	11	13	50	21	4	4	5	4	1	3	2	13	4	4	3	4	4	2	4	2	1	3	3	0	4	5	2	1	1	1	0	3	0	2	0	2	1	1	0	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_active	80	8115	4616	2570	985	850	2212	312	339	104	114	110	281	228	504	123	429	224	110	142	33	69	22	150	17	65	55	39	34	17	121	47	11	17	15	17	90	20	6	27	28	7	60	13	6	11	5	18	1	0	12	6	5	46	18	3	0	5	3	0	1	0	10	1	1	1	4	2	1	4	2	1	2	2	0	4	5	1	0	1	1	0	3	0	1	0	2	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	10993	5901	3392	1759	1426	2466	722	669	467	426	335	439	366	595	221	533	286	165	205	96	146	92	209	71	94	82	70	69	44	132	78	38	34	26	32	102	29	19	32	39	10	57	19	17	14	11	24	9	6	12	9	11	44	22	2	3	5	7	1	3	4	13	3	3	4	5	2	3	5	3	1	1	6	0	4	6	1	1	2	1	0	3	1	1	0	0	0	0	0	1	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	8057	4584	2552	977	854	2202	303	360	102	112	114	279	273	527	131	482	221	99	165	36	77	21	186	14	65	53	42	39	18	119	60	9	17	15	17	92	18	6	23	31	5	52	16	12	9	9	19	1	1	8	5	4	38	22	1	0	4	5	0	1	0	9	0	1	2	5	0	0	4	2	1	1	3	0	4	6	0	0	2	1	0	3	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	10942	5926	3444	1688	1450	2445	730	637	473	413	361	438	413	628	218	519	272	167	211	109	130	84	222	71	91	76	68	64	41	138	79	33	34	32	37	91	25	23	35	31	15	73	19	18	24	18	20	10	5	9	5	8	39	21	5	2	5	9	1	5	4	11	3	6	3	4	1	4	2	2	0	2	6	0	4	3	1	0	2	1	0	3	1	0	1	0	0	0	0	1	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	8025	4567	2577	950	878	2163	303	337	102	112	129	278	305	553	135	471	221	99	159	40	66	19	205	19	60	45	46	39	22	121	56	10	16	18	18	77	17	8	32	24	6	68	16	11	19	16	16	1	1	6	3	4	34	21	2	0	4	4	0	2	1	9	1	3	3	4	0	1	1	1	0	2	3	0	4	3	1	0	2	1	0	3	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	11172	6038	3473	1671	1435	2435	695	640	479	382	340	458	403	566	240	528	280	168	211	123	132	77	238	73	80	82	81	67	42	173	71	37	28	37	33	96	19	22	27	28	15	61	19	19	27	30	28	10	7	8	5	5	27	17	4	1	3	11	2	4	4	9	4	6	4	4	3	3	2	1	0	2	4	0	1	2	2	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	8175	4660	2595	932	878	2165	267	326	110	92	121	306	303	485	137	467	226	93	160	43	72	20	224	20	48	48	58	44	24	156	49	8	12	19	16	82	13	7	23	21	5	57	11	11	22	28	24	2	2	6	5	3	22	17	1	0	2	4	0	2	1	7	1	3	3	4	1	1	1	0	0	2	1	0	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	11296	6028	3565	1705	1435	2404	689	600	476	394	362	466	399	601	256	513	311	209	208	136	123	79	209	81	78	90	98	63	41	177	70	45	27	41	35	91	23	25	28	26	19	54	23	15	27	42	24	10	6	8	4	5	20	7	5	1	6	9	1	3	2	8	4	4	4	3	5	1	1	2	1	2	1	0	1	0	3	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	8319	4685	2676	977	860	2112	285	309	112	103	129	323	285	510	154	446	233	122	164	48	68	18	191	25	45	57	73	39	25	163	50	11	12	17	18	79	13	7	24	18	10	51	14	6	23	41	23	2	2	5	4	2	18	6	1	0	6	1	0	2	1	7	1	2	3	2	3	1	1	1	1	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	10481	5385	3248	1694	1311	2416	688	623	498	419	372	439	378	421	220	424	257	155	235	142	136	81	195	66	86	80	79	58	49	107	59	36	37	34	25	65	42	24	24	28	24	33	18	13	17	14	56	5	4	12	9	5	38	6	7	9	9	1	2	5	7	13	2	3	0	1	3	3	2	1	2	5	0	1	0	2	1	1	5	0	1	0	1	3	1	1	1	1	1	2	0	0	0	0	1	0	4	4	7	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	7493	3957	2319	887	763	2116	286	318	123	102	139	279	255	340	111	354	195	76	186	59	75	21	168	17	55	47	46	38	18	93	37	8	15	15	15	60	27	8	17	23	15	28	11	7	10	12	53	1	0	5	3	3	34	3	3	4	5	1	1	3	0	7	1	1	0	0	1	1	2	0	0	2	0	0	0	2	0	0	5	0	0	0	1	2	0	1	1	0	1	0	0	0	0	0	1	0	4	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	9993	5054	3045	1634	1290	2092	674	625	514	406	344	418	359	413	225	413	222	158	222	137	133	86	172	64	72	74	84	58	42	123	45	33	35	32	23	43	33	26	23	31	20	41	16	13	15	17	50	8	4	11	10	6	24	6	5	9	8	1	6	5	3	10	3	7	1	1	4	3	3	1	2	5	0	0	0	1	2	1	5	0	1	0	1	2	1	4	0	1	0	2	0	0	0	0	1	0	3	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	6879	3619	2085	822	699	1789	256	287	119	86	123	258	219	333	113	343	163	75	172	45	66	21	147	15	41	40	50	32	16	111	30	4	12	12	15	38	21	8	15	23	9	35	12	5	9	15	44	2	0	4	5	2	21	4	1	5	5	0	4	2	0	4	1	2	0	0	2	1	2	0	0	2	0	0	0	1	0	0	5	0	0	0	1	2	0	4	0	0	0	1	0	0	0	0	1	0	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	9786	4992	3064	1621	1290	2055	690	619	513	388	351	419	366	427	247	394	213	156	215	124	115	80	161	69	71	76	78	60	43	106	39	32	39	33	19	53	28	20	24	34	25	39	13	12	16	20	50	8	8	9	8	6	9	9	5	10	7	3	8	2	2	8	2	6	2	4	4	2	3	3	1	4	0	1	0	2	1	1	0	0	1	0	1	1	1	5	0	1	0	1	0	0	0	0	1	0	3	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	6625	3560	2131	812	702	1738	261	281	115	74	130	256	228	340	122	332	154	70	150	36	54	16	134	19	43	44	51	31	15	93	26	5	10	13	10	44	20	3	15	24	16	32	7	2	9	17	45	2	1	4	5	1	7	7	1	5	4	0	5	0	0	5	0	1	0	1	2	0	2	1	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	5	0	0	0	1	0	0	0	0	1	0	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	10623	5278	3218	1622	1343	2276	707	616	478	395	367	414	374	478	249	417	238	172	218	106	108	81	177	80	79	84	92	60	43	119	45	31	42	36	23	59	24	19	27	35	20	53	17	16	27	18	40	9	10	10	11	11	11	9	7	8	10	3	7	6	2	6	2	6	2	3	3	2	3	3	1	2	0	1	0	1	1	0	0	2	0	0	1	0	0	4	0	1	0	1	0	1	0	0	1	0	3	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	7415	3869	2288	840	765	1963	280	266	115	78	141	257	243	398	122	364	173	90	157	35	46	17	145	17	50	43	65	32	14	102	33	10	11	12	14	46	19	4	18	24	13	48	9	5	20	16	34	1	1	7	6	2	9	8	3	4	8	0	5	4	0	6	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	1	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
