label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125
0.03	north1_all	80	6663	3317	2050	1551	1397	1094	959	1421	576	390	522	398	248	248	213	190	151	136	256	121	101	115	104	101	76	50	122	126	26	41	47	30	44	21	60	40	40	71	20	28	21	11	34	13	15	6	13	32	7	13	6	9	7	8	4	7	9	2	8	3	6	2	5	6	6	3	5	2	1	1	3	3	2	3	1	0	1	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2355	1352	798	779	899	703	676	1231	341	167	380	237	134	93	87	101	31	39	214	66	56	76	21	56	43	13	93	108	5	12	30	9	37	6	46	27	26	64	9	26	5	4	29	4	11	0	11	28	5	11	1	3	0	6	1	6	7	0	7	2	6	2	1	6	5	0	5	2	0	0	2	2	2	2	0	0	1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	6705	3321	1986	1556	1391	1111	966	1398	610	394	556	347	253	231	197	197	145	128	251	120	122	107	80	100	80	47	125	146	25	44	55	33	52	23	64	43	38	60	16	38	16	10	46	14	15	9	17	26	13	17	5	9	5	8	6	19	6	2	9	3	9	5	7	5	8	1	4	1	2	1	4	2	1	3	2	1	2	0	3	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	2378	1360	753	780	900	706	674	1219	358	162	402	202	125	81	74	108	39	45	201	62	68	71	13	56	41	13	101	120	7	19	34	10	43	6	50	33	28	51	5	32	5	3	34	4	10	3	15	20	12	15	0	2	0	7	2	18	6	0	7	2	7	4	3	5	7	0	4	1	1	0	4	1	1	3	1	1	2	0	0	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	6827	3340	1994	1617	1406	1121	978	1391	595	402	535	359	292	219	196	200	149	129	281	118	130	111	74	83	81	50	135	131	39	39	71	30	51	32	63	51	39	55	19	45	17	10	36	17	15	15	10	15	13	22	4	10	4	9	5	22	2	3	7	7	10	4	7	2	10	1	5	1	2	1	4	2	1	4	1	2	1	1	4	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	2514	1353	754	846	928	713	678	1213	352	156	382	209	146	88	77	101	41	45	235	60	79	75	13	48	46	12	108	104	10	17	52	10	41	8	50	40	32	46	6	36	5	3	26	5	11	4	10	11	11	19	0	3	0	7	2	21	2	0	5	2	7	3	3	2	9	0	4	1	1	0	4	2	1	3	1	1	1	0	1	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	6778	3273	1968	1598	1419	1077	1019	1396	590	411	548	350	305	208	194	201	147	124	251	114	137	118	66	87	76	57	126	120	48	35	65	29	63	31	61	61	34	38	20	47	22	9	36	14	18	17	9	19	17	22	3	11	9	8	7	36	4	4	5	8	9	5	6	1	12	2	3	3	2	2	5	1	1	4	1	3	2	1	4	1	0	0	6	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north4_active	80	2491	1316	736	854	912	703	707	1226	354	179	407	201	161	83	72	101	44	48	209	55	84	79	17	51	43	14	95	95	14	17	48	13	50	9	50	43	27	31	7	37	4	4	25	3	13	6	9	15	15	19	0	4	3	5	4	36	3	1	3	3	6	4	6	1	12	1	2	2	1	2	4	1	1	2	1	1	2	0	1	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north5_all	80	6740	3280	1957	1634	1403	1083	999	1401	593	415	539	351	324	213	196	188	167	122	235	114	137	125	62	77	69	57	110	114	50	28	56	24	55	33	56	61	35	37	18	43	25	15	36	10	14	20	13	20	12	17	6	10	9	6	8	36	2	4	5	14	9	8	4	0	9	2	1	3	1	2	5	2	1	2	0	2	1	1	2	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north5_active	80	2489	1317	708	876	895	722	692	1232	388	183	389	190	162	94	72	94	44	47	191	56	85	86	14	44	39	13	87	94	12	9	40	12	41	8	46	44	30	30	9	34	4	6	30	2	11	6	13	17	10	13	0	6	3	2	4	36	1	1	5	6	6	5	4	0	9	1	0	2	0	2	3	2	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north6_all	80	6723	3274	1951	1522	1404	1059	985	1502	594	420	584	334	297	220	182	193	162	106	218	122	134	136	67	82	74	54	91	115	42	24	46	26	56	31	53	46	28	32	19	35	21	14	35	12	17	13	16	13	23	27	8	6	12	11	9	32	2	5	8	12	7	9	3	3	9	1	3	5	2	2	4	1	3	1	0	4	2	1	4	1	0	2	0	0	0	1	4	0	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
0.03	north6_active	80	2436	1326	704	791	881	712	697	1328	374	183	434	174	152	91	60	98	43	41	158	52	79	91	18	47	42	13	69	98	8	7	33	15	43	10	45	28	23	24	8	31	2	4	33	3	15	3	15	11	19	23	0	4	4	5	4	32	1	1	7	6	7	7	3	3	9	1	2	3	0	2	2	1	3	0	0	2	2	0	3	0	0	2	0	0	0	0	3	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
0.03	north7_all	80	6648	3242	2001	1487	1345	1117	953	1548	590	428	543	335	297	217	178	193	158	108	199	133	125	146	69	76	77	52	106	111	32	29	51	38	37	34	51	42	44	30	19	36	16	13	27	12	13	8	31	13	17	26	8	7	9	8	9	24	0	4	11	11	7	9	3	6	7	0	3	4	3	0	3	1	2	1	0	3	1	1	2	0	0	4	0	0	0	1	4	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
0.03	north7_active	80	2394	1285	717	739	840	730	666	1363	369	180	405	177	148	93	54	101	33	40	142	57	64	102	21	46	43	10	85	97	5	8	35	21	27	12	43	31	31	24	9	32	4	5	26	3	11	1	30	8	12	22	0	4	3	3	4	24	0	0	9	5	7	7	3	6	7	0	3	2	0	0	1	1	2	0	0	2	1	0	2	0	0	4	0	0	0	0	3	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	north8_all	80	6640	3261	1981	1551	1363	1124	999	1509	582	425	574	346	281	233	196	190	168	122	236	111	132	158	78	79	76	61	109	104	42	43	50	41	46	31	41	38	40	31	19	39	19	12	24	14	15	7	27	11	18	30	7	6	7	10	7	16	0	6	11	7	5	8	0	6	3	1	5	5	2	1	3	1	3	1	0	4	1	2	2	0	0	4	0	1	1	0	4	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
0.03	north8_active	80	2358	1275	720	805	879	729	702	1313	352	181	432	194	131	97	72	95	35	52	179	45	67	110	22	48	47	17	87	86	8	16	37	19	34	9	35	28	28	26	6	35	4	4	21	4	13	2	26	8	14	28	0	2	4	5	3	14	0	0	9	3	5	6	0	6	3	1	5	3	0	0	1	1	3	0	0	3	1	0	2	0	0	4	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	north9_all	80	6680	3248	1959	1554	1353	1134	1001	1440	597	437	521	376	289	221	200	182	160	152	238	96	134	145	70	91	85	63	99	90	45	43	51	33	53	33	39	41	39	34	19	50	16	12	17	11	9	6	30	13	13	33	4	7	7	5	6	14	0	5	8	3	1	4	0	5	1	2	7	3	3	1	4	3	3	1	1	1	0	2	0	0	0	3	0	1	1	0	2	0	0	1	0	0	0	0	0	1	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0
0.03	north9_active	80	2427	1241	701	799	850	738	709	1253	379	205	392	218	127	92	74	93	31	60	196	35	73	98	23	55	45	14	82	73	9	17	33	13	40	11	34	32	27	28	7	46	4	5	13	3	7	1	26	7	12	32	0	2	4	4	2	12	0	0	7	0	1	4	0	3	1	2	7	2	1	0	2	3	3	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	north10_all	80	6644	3225	1930	1639	1360	1115	1050	1471	603	394	534	345	285	228	227	184	137	171	244	81	125	147	66	97	79	65	83	101	47	42	49	29	63	33	33	45	22	55	22	73	17	14	19	10	13	10	26	22	23	23	8	5	8	5	5	14	2	4	9	2	3	6	0	5	2	2	6	2	2	1	3	4	4	2	1	1	1	1	0	0	0	1	1	2	1	0	1	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	2441	1234	695	851	880	714	721	1280	389	182	381	189	129	93	92	98	29	74	209	29	72	103	18	56	37	19	69	81	13	20	34	13	49	9	27	29	15	42	8	65	3	6	13	3	12	2	22	17	22	23	2	1	4	5	2	11	1	0	8	0	1	6	0	3	2	2	6	2	1	0	2	4	3	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	6620	3212	1965	1588	1353	1046	908	1458	619	393	539	322	251	219	204	165	146	126	252	129	108	124	82	73	86	59	108	84	44	51	42	29	47	26	42	32	32	68	8	46	19	11	29	15	16	10	13	21	8	23	7	7	7	7	2	10	7	6	14	4	3	8	10	3	12	4	2	3	1	1	6	2	1	2	2	0	0	0	1	1	0	2	2	0	2	0	0	1	0	0	0	0	4	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
