label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94
0.03	north1_all	80	36950	15468	6528	5771	4937	3396	3815	2409	2250	1474	1099	884	967	761	391	507	549	251	264	589	169	144	247	131	177	81	134	88	67	73	74	100	63	55	53	47	34	23	59	26	65	15	19	15	17	11	21	15	7	10	4	3	3	3	4	1	1	3	2	4	2	0	3	0	1	0	0	1	0	1	0	0	1	0	1	2	1	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	21385	8757	2961	3129	2814	1814	2316	1307	1368	819	601	468	610	440	164	261	314	127	115	358	65	58	141	78	101	34	81	41	39	38	46	67	29	30	32	27	19	12	45	18	45	10	14	7	12	3	14	8	1	7	4	1	1	2	1	0	1	2	1	2	1	0	2	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	36860	15753	6577	5760	4893	3428	3839	2357	2238	1457	1090	883	948	740	388	490	598	241	262	558	182	148	231	171	180	86	150	92	75	66	74	102	57	42	41	63	25	32	73	28	61	16	20	15	19	11	17	15	7	10	5	2	5	1	4	1	1	2	3	2	1	1	4	0	2	2	1	1	0	0	0	0	1	0	1	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	21269	8890	3008	3136	2787	1878	2320	1304	1323	823	609	450	570	406	156	250	366	120	114	347	85	63	138	112	106	37	91	46	42	39	44	61	29	23	23	42	13	18	58	17	46	10	16	8	15	6	11	9	5	7	3	1	2	0	1	0	1	0	2	2	1	0	3	0	2	0	1	1	0	0	0	0	1	0	1	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	37133	15791	6587	5697	4950	3376	3809	2381	2212	1479	1087	894	999	720	399	495	591	250	267	563	179	157	232	206	177	96	168	101	65	65	78	111	48	44	51	67	24	38	89	25	45	16	19	14	15	11	16	13	8	11	5	9	4	4	3	6	4	1	6	3	1	1	4	0	3	5	1	1	0	1	0	0	1	0	1	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	21531	8924	2986	3032	2862	1873	2294	1327	1293	843	611	454	594	393	170	256	362	102	120	348	82	75	129	129	98	47	102	54	25	38	47	65	33	25	26	49	10	22	79	14	30	11	15	6	8	7	12	8	7	7	2	8	1	3	0	6	4	0	3	3	1	0	3	0	2	2	1	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	37468	16050	6541	5763	5078	3379	3827	2367	2344	1476	1063	822	1078	684	407	502	561	264	268	565	194	170	242	205	176	93	196	100	59	67	77	107	53	55	47	58	26	43	89	26	35	25	12	14	22	13	17	8	10	5	6	9	6	4	4	7	4	1	4	4	1	1	3	0	3	5	1	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north4_active	80	21804	9001	3026	3069	2953	1834	2245	1324	1368	856	573	417	650	385	171	283	337	113	124	332	92	75	130	119	97	42	122	55	25	41	48	62	38	30	25	44	12	29	78	14	20	19	9	5	13	7	13	3	7	2	2	7	2	4	2	7	4	0	2	4	1	0	3	0	2	2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	37676	15916	6569	5876	5008	3422	3883	2337	2460	1436	1118	806	1066	743	414	488	515	283	279	535	189	174	232	198	172	99	203	101	56	68	73	90	66	53	42	52	23	44	62	25	32	27	13	13	22	11	22	4	6	3	2	9	7	4	3	10	5	0	3	3	0	0	4	0	2	3	1	1	1	2	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_active	80	21796	8850	3007	3132	2874	1809	2301	1309	1439	848	601	406	662	437	181	275	288	126	127	315	87	74	116	125	92	44	130	57	25	40	43	57	42	29	21	38	10	31	53	13	14	18	9	9	13	5	15	1	3	1	0	7	2	4	2	10	5	0	1	3	0	0	3	0	1	2	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
