label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98
0.03	north1_all	80	35480	26316	12625	9916	4224	2843	3583	1954	1441	2260	1561	1654	1303	1156	518	628	494	353	536	214	265	301	156	280	217	128	93	90	74	61	67	57	68	33	34	28	19	46	24	16	25	23	12	11	13	6	13	15	6	2	5	5	5	3	2	4	2	5	2	3	16	2	3	1	3	1	0	1	0	1	1	0	0	1	0	1	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	21431	22023	9603	8026	2114	683	2612	776	425	1808	1132	1369	1049	936	176	410	303	191	430	69	175	241	29	229	187	50	21	57	40	37	41	30	52	12	9	13	3	32	5	7	18	9	1	3	11	1	6	12	1	1	3	1	0	2	1	1	2	2	0	0	16	2	2	1	3	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	36125	26914	12984	10087	4274	2878	3477	1904	1486	2275	1560	1853	1316	1109	505	582	486	368	524	239	288	246	158	324	259	121	94	88	86	78	74	56	88	34	31	35	22	59	22	14	28	19	14	10	19	5	14	20	6	4	9	5	4	5	2	5	2	4	1	4	6	2	3	7	5	0	1	2	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	22104	22658	9979	8195	2190	764	2503	790	435	1827	1156	1558	1069	915	167	375	299	197	419	77	194	182	28	274	227	57	24	58	50	47	47	33	71	15	9	15	7	45	3	5	22	7	2	3	17	1	8	17	1	4	6	2	1	3	1	1	2	2	0	0	5	2	2	6	5	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	37204	28437	13738	10384	4367	2918	3504	1958	1550	2447	1679	1938	1370	1161	530	569	472	354	476	238	317	306	164	330	290	133	85	117	103	76	66	57	87	37	38	36	28	54	24	16	24	17	11	14	23	5	14	13	8	5	10	7	7	8	1	7	2	4	0	5	6	4	4	8	4	0	1	2	0	1	0	0	4	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	23545	24296	10766	8535	2329	837	2603	855	473	1988	1300	1644	1133	976	186	378	296	198	387	82	207	239	28	281	253	75	21	77	70	46	45	36	71	11	13	15	9	43	4	8	18	5	2	5	21	1	8	7	2	5	6	3	2	6	0	3	2	1	0	0	5	2	3	6	4	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	38194	29233	14247	10839	4497	2898	3600	2035	1578	2323	1771	2016	1422	1140	523	569	434	374	532	236	331	368	173	335	285	123	75	121	113	92	73	58	111	55	34	47	29	47	26	19	23	16	14	9	23	7	16	12	10	5	9	7	7	9	0	6	4	4	1	4	9	5	2	8	2	0	1	1	0	1	0	0	4	5	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	24928	25157	11385	8997	2477	880	2714	916	510	1900	1428	1730	1199	953	166	386	269	212	447	83	219	296	45	282	246	73	19	83	81	64	54	32	91	19	12	22	11	39	5	9	19	4	1	3	20	1	11	6	3	5	6	4	2	6	0	3	3	1	0	0	8	2	1	6	2	0	1	0	0	1	0	0	4	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	37082	28162	13817	10362	4402	2935	3613	2000	1544	2230	1765	1806	1361	1137	545	563	455	352	518	249	318	401	166	300	248	125	80	133	102	76	66	64	83	56	37	53	36	38	26	23	14	16	12	10	17	7	15	19	9	7	8	7	4	6	0	4	4	8	2	1	5	5	2	2	0	0	1	1	0	0	0	1	4	5	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	23711	23991	10886	8444	2317	802	2724	851	497	1806	1399	1530	1123	927	148	386	286	193	424	82	193	343	43	246	213	68	19	83	76	49	47	39	64	19	13	20	13	32	7	13	9	5	1	4	14	2	9	7	3	7	5	4	1	5	0	2	3	1	0	0	4	2	1	1	0	0	1	0	0	0	0	0	4	5	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
