label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39
0.03	south32_active	80	2772	3256	2822	222	183	109	155	83	423	23	17	39	30	11	10	12	5	5	3	4	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	7225	4222	3091	872	582	380	315	196	344	88	74	58	48	27	20	15	11	11	18	10	2	1	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	2538	2869	2452	214	170	93	133	65	311	22	14	35	26	8	7	12	4	2	9	6	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	7375	4416	3217	856	603	360	314	189	342	87	64	61	56	34	23	18	11	8	14	8	2	1	2	2	3	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	2679	3108	2617	219	187	87	138	63	313	18	16	35	33	11	12	15	4	2	9	5	2	0	2	2	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	7519	4823	3567	884	589	342	317	197	421	90	61	61	63	25	26	11	13	5	9	6	4	2	3	2	3	3	2	1	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	2955	3545	2987	258	192	90	157	71	389	17	15	37	47	8	18	9	6	1	6	3	3	0	2	2	1	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	7622	5294	3903	892	594	337	331	193	475	87	61	75	59	28	22	11	10	2	9	5	5	1	1	1	2	3	4	1	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south36_active	80	3161	4045	3358	277	203	79	178	78	437	17	13	40	40	9	17	7	4	1	8	3	4	0	0	1	1	3	2	1	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south37_all	80	7671	5606	4175	906	599	355	321	201	556	94	64	75	55	23	24	12	10	4	12	5	8	1	6	1	0	1	2	1	1	1	1	0	2	0	0	0	0	0	0	0
0.03	south37_active	80	3324	4364	3652	283	221	79	178	87	515	20	16	38	35	4	20	7	3	1	9	3	6	0	5	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0
0.03	south38_all	80	7523	5157	4040	889	600	366	325	181	504	95	65	77	64	31	25	15	11	8	14	4	10	1	6	2	0	0	2	1	0	1	1	0	2	0	0	0	0	0	0	0
0.03	south38_active	80	3106	3894	3496	263	218	86	176	79	459	21	13	38	35	4	21	9	0	4	10	2	8	1	6	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south39_all	80	7367	4778	3609	926	598	358	296	183	491	93	69	78	62	28	33	13	12	10	12	3	9	3	7	2	0	1	0	0	0	2	1	0	2	0	0	0	0	0	0	0
0.03	south39_active	80	2881	3457	3055	242	207	90	147	74	447	18	13	41	37	2	27	10	1	5	7	2	7	1	7	1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0
0.03	south40_all	80	7177	4270	3203	943	596	346	286	184	424	89	63	76	67	29	40	13	12	9	13	4	8	4	4	2	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0
0.03	south40_active	80	2613	2950	2638	238	196	98	131	66	374	16	6	40	38	5	30	8	1	4	9	2	6	1	2	2	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
