label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35
0.03	north7_active	80	1813	1256	547	193	155	241	178	32	65	32	34	18	19	8	4	1	3	5	1	0	4	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	north8_all	80	3600	2260	1005	407	301	419	299	81	114	68	75	36	26	17	8	7	7	7	2	3	5	7	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north8_active	80	1877	1351	585	190	163	285	197	32	77	36	44	17	18	6	6	4	1	5	1	0	3	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north9_all	80	3753	2389	1054	423	306	431	339	85	118	69	86	54	27	16	9	8	8	7	4	3	4	5	4	2	1	0	0	0	1	1	0	0	0	1	0	0
0.03	north9_active	80	1981	1472	585	196	170	291	217	35	71	39	50	34	20	5	5	4	1	4	1	1	2	3	4	2	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north10_all	80	3941	2637	1109	403	362	479	371	79	116	74	120	62	29	14	11	11	8	6	3	3	2	3	4	2	2	0	0	0	1	0	0	0	0	1	0	0
0.03	north10_active	80	2095	1663	627	191	212	349	245	40	70	43	73	39	19	6	5	6	1	2	0	2	1	2	4	2	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north11_all	80	4006	2719	1139	409	352	485	412	72	124	97	144	46	26	17	3	5	5	10	9	4	2	2	0	6	2	1	0	0	2	0	0	2	0	0	1	0
0.03	north11_active	80	2218	1668	665	186	180	315	252	39	86	50	83	26	14	13	1	3	2	3	6	1	1	1	0	3	1	0	0	0	2	0	0	2	0	0	0	0
0.03	north12_all	80	4028	2695	1103	415	337	482	381	61	125	104	126	50	26	18	6	7	6	10	9	4	1	2	1	4	3	1	0	0	1	0	0	2	1	0	0	0
0.03	north12_active	80	2230	1646	642	183	185	297	232	33	78	60	66	28	10	12	1	4	2	2	5	1	0	0	0	1	2	0	0	0	1	0	0	2	0	0	0	0
0.03	north13_all	80	4051	2649	1153	415	312	447	366	62	125	99	103	48	22	18	5	6	6	11	3	4	2	2	1	1	2	1	0	0	1	0	1	1	1	0	0	0
0.03	north13_active	80	2189	1620	700	188	175	268	220	35	76	66	61	28	8	10	0	3	2	5	1	1	1	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0
0.03	north14_all	80	3925	2478	1075	392	300	405	334	57	112	101	96	38	22	21	8	7	5	14	3	4	1	2	1	0	1	0	0	1	1	0	1	1	1	0	0	0
0.03	north14_active	80	2062	1534	611	168	163	257	216	22	67	72	60	20	9	9	0	2	3	8	2	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north15_all	80	3751	2322	1073	387	291	385	313	62	105	85	79	42	19	18	9	7	6	10	2	4	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0
0.03	north15_active	80	1908	1420	622	171	152	230	204	19	60	59	59	13	10	6	2	2	3	8	2	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
0.03	north16_all	80	3564	2162	1034	372	284	322	281	73	90	85	74	47	25	13	9	10	6	7	1	2	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
0.03	north16_active	80	1781	1298	555	157	139	198	190	27	52	55	54	21	14	4	3	4	3	6	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north17_all	80	3548	2206	1061	387	288	317	295	76	74	74	73	57	26	14	12	13	6	4	1	2	0	1	0	0	0	0	1	1	0	1	0	2	0	0	0	0
0.03	north17_active	80	1832	1307	593	173	144	181	198	30	36	49	47	32	12	4	7	6	3	3	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
0.03	north18_all	80	3685	2287	1127	401	308	344	317	74	90	69	91	55	30	14	12	13	5	6	2	5	3	3	0	0	0	1	1	0	0	1	1	2	0	0	0	0
0.03	north18_active	80	1902	1374	654	194	155	205	206	32	43	44	61	37	16	6	7	7	2	5	1	0	2	1	0	0	0	1	0	0	0	1	1	2	0	0	0	0
0.03	north19_all	80	3792	2435	1136	389	342	405	344	69	97	75	114	60	24	15	12	12	6	5	4	5	4	4	0	0	0	1	1	0	0	1	1	2	0	0	0	0
0.03	north19_active	80	1985	1510	677	197	187	247	221	34	49	41	82	35	10	6	7	5	3	5	3	0	2	1	0	0	0	1	0	0	0	0	1	2	0	0	0	0
0.03	north20_all	80	4004	2537	1198	400	334	474	403	65	141	71	115	42	23	13	10	8	4	10	3	5	5	8	0	0	0	2	0	0	0	1	1	0	0	0	0	0
0.03	north20_active	80	2137	1627	743	200	190	301	271	33	83	34	89	24	16	5	4	3	2	10	2	0	2	6	0	0	0	2	0	0	0	0	1	0	0	0	0	0
0.03	south21_all	80	3279	1734	843	429	283	307	216	80	89	62	45	28	19	10	9	5	5	7	1	2	1	3	2	1	2	0	0	0	0	0	0	0	1	0	0	0
0.03	south21_active	80	1581	964	461	199	146	187	127	47	45	35	24	17	12	4	5	3	5	7	0	1	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south22_all	80	3396	1842	922	445	298	347	261	72	89	66	66	26	21	8	8	6	6	8	1	2	1	3	2	1	2	0	0	1	0	0	0	0	1	0	0	0
0.03	south22_active	80	1674	1041	515	193	162	206	159	41	40	33	40	16	13	4	6	2	4	6	0	1	0	3	0	1	1	0	0	1	0	0	0	0	1	0	0	0
0.03	south23_all	80	3583	2144	1043	414	301	416	280	75	109	84	75	30	25	15	5	8	8	11	3	2	1	2	3	1	2	0	0	1	0	0	0	0	1	0	0	0
0.03	south23_active	80	1805	1258	616	174	155	247	173	41	60	39	48	18	12	9	4	2	6	7	0	1	0	2	1	1	1	0	0	1	0	0	0	0	1	0	0	0
0.03	south24_all	80	3753	2361	1171	422	301	453	337	75	106	92	102	45	26	14	7	7	9	10	3	4	1	0	2	0	1	1	0	2	0	0	0	0	0	0	0	0
0.03	south24_active	80	1937	1416	713	180	155	288	209	36	62	44	65	26	11	9	5	1	5	4	0	2	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	south25_all	80	3815	2498	1272	385	301	497	361	78	105	100	101	61	26	17	10	7	7	8	4	4	2	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0
0.03	south25_active	80	2002	1521	737	185	149	319	238	38	70	52	64	36	10	9	7	1	5	2	0	2	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south26_all	80	3853	2426	1218	389	332	522	376	91	98	87	93	68	23	24	10	5	10	5	2	7	3	1	1	0	0	1	1	1	0	3	0	0	0	0	0	0
0.03	south26_active	80	2022	1476	685	175	164	337	249	41	72	48	65	44	10	15	7	2	7	1	0	3	2	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0
0.03	south27_all	80	3758	2265	1136	381	322	463	346	84	96	80	82	56	26	23	11	8	7	3	3	7	2	1	0	0	0	1	1	0	0	3	0	0	0	0	0	0
0.03	south27_active	80	1928	1339	620	167	158	286	227	40	73	47	54	36	13	17	8	3	4	1	0	4	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south28_all	80	3719	2086	1018	383	325	430	286	83	96	73	62	42	23	24	9	11	7	2	2	5	1	1	0	0	0	1	2	0	0	3	0	0	0	0	0	0
0.03	south28_active	80	1865	1225	564	166	165	256	195	39	67	33	44	23	10	17	6	3	5	0	0	3	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0
0.03	south29_all	80	3648	2006	983	370	312	383	268	83	84	59	60	46	31	27	10	9	9	3	2	4	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	1816	1167	553	176	165	218	181	36	51	30	43	25	13	17	5	3	7	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	3582	1955	939	370	294	363	261	88	87	55	59	38	29	22	10	8	8	4	3	1	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	1780	1133	533	188	162	206	176	42	47	28	43	16	13	11	4	2	5	2	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	3591	2105	880	389	285	357	248	87	128	56	95	28	40	9	12	8	5	10	5	1	2	16	0	2	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south31_active	80	1746	1233	488	177	148	220	141	39	71	33	64	12	24	6	8	3	2	7	1	0	2	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	3396	1980	865	374	302	319	274	93	111	64	70	31	31	10	14	9	5	11	4	0	2	15	2	1	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south32_active	80	1674	1155	465	169	160	184	180	38	56	42	48	15	15	7	10	5	1	9	1	0	2	7	2	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	3516	2247	902	359	305	369	327	88	97	74	68	30	23	16	10	10	9	4	4	1	2	10	2	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	1819	1338	499	145	170	208	218	40	57	55	45	14	12	13	7	6	4	4	1	0	2	7	2	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	3616	2464	1020	380	322	423	344	81	93	79	70	26	17	20	7	8	7	6	1	3	2	4	2	0	0	2	1	0	1	0	0	0	0	0	0	0
0.03	south34_active	80	1917	1508	599	151	184	259	233	41	54	51	44	14	9	15	6	5	4	6	0	2	2	1	2	0	0	2	1	0	1	0	0	0	0	0	0	0
0.03	south35_all	80	3819	2569	1080	392	318	444	373	85	98	76	85	32	26	17	6	7	8	6	4	5	1	6	1	2	1	2	1	1	1	0	0	0	0	0	0	0
0.03	south35_active	80	2090	1596	629	163	182	289	237	42	56	49	53	19	12	13	5	6	4	5	2	3	1	0	0	2	0	2	1	1	1	0	0	0	0	0	0	0
0.03	south36_all	80	3891	2565	1160	407	331	445	417	81	113	72	89	40	32	14	7	6	6	4	3	4	0	4	2	3	2	2	1	2	1	0	0	0	0	0	0	0
0.03	south36_active	80	2118	1593	660	165	178	290	272	37	68	39	51	27	16	11	6	5	4	2	2	3	0	0	0	2	0	1	1	1	1	0	0	0	0	0	0	0
0.03	south37_all	80	4037	2507	1189	374	346	436	416	79	128	87	92	50	29	12	11	9	5	9	4	3	0	4	2	4	2	1	0	2	1	0	0	0	0	0	0	0
0.03	south37_active	80	2167	1547	677	161	193	295	280	31	79	44	57	37	15	9	8	3	3	7	2	2	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south38_all	80	3947	2365	1208	365	343	394	409	84	119	78	94	46	26	13	9	11	5	10	5	2	0	1	2	2	3	2	0	2	0	0	0	0	0	0	0	0
0.03	south38_active	80	2075	1430	665	161	194	243	271	36	74	39	70	35	15	8	6	2	2	9	4	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south39_all	80	3820	2203	1117	382	328	369	358	91	108	70	96	35	21	12	14	12	5	11	5	4	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	2012	1290	625	175	184	242	240	47	66	39	67	28	13	5	8	3	2	10	4	3	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	3719	2060	1023	387	308	320	314	91	109	74	94	34	20	15	13	11	5	13	4	4	1	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	1947	1176	575	167	176	197	202	46	65	46	66	27	9	8	7	4	3	11	4	3	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
