label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113
0.03	north12_all	80	51145	29728	18655	6506	3670	2885	2535	1823	2013	2184	1614	937	863	654	1281	1119	551	791	472	334	246	305	200	231	260	240	137	315	105	180	125	72	122	52	64	59	30	52	49	31	25	30	30	22	23	22	15	19	12	21	28	7	56	0	8	10	17	12	11	6	2	5	1	7	2	1	2	1	0	2	4	2	4	2	0	1	0	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	42577	26150	16347	3999	879	1025	1369	556	1298	1744	1185	355	451	242	1108	961	342	664	321	146	78	188	95	145	188	191	47	285	40	146	98	20	90	16	42	21	12	30	34	13	2	14	15	8	12	19	12	15	2	19	22	6	56	0	4	2	16	9	10	6	1	4	0	7	1	0	1	0	0	2	3	2	3	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	49939	28895	17936	6325	3690	2878	2524	1780	1993	2071	1585	926	867	652	1193	1186	577	843	469	337	252	303	193	219	232	219	143	307	98	185	143	75	111	60	52	48	35	53	37	34	23	25	25	19	20	22	19	15	12	23	29	6	43	4	11	9	19	12	8	5	2	4	1	8	1	2	2	1	1	3	4	4	4	0	0	1	0	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	41138	25215	15577	3798	855	976	1362	526	1243	1618	1105	337	403	249	1022	1024	352	720	312	148	72	182	95	127	154	173	48	273	38	145	112	15	79	14	35	15	14	32	27	17	3	9	9	6	10	18	13	13	3	21	23	5	42	1	3	2	16	11	6	5	1	3	0	7	0	1	1	0	1	3	3	3	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	47413	27474	17052	6191	3728	2838	2493	1755	1947	2064	1508	908	871	662	1124	1108	552	800	514	341	246	276	187	225	218	207	133	265	98	171	148	80	106	59	53	45	44	56	47	32	28	25	29	19	24	22	21	18	13	18	22	9	19	5	10	12	18	14	6	2	1	1	1	11	2	2	2	0	3	3	4	4	7	2	0	0	0	1	2	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north14_active	80	38343	23803	14657	3625	884	941	1258	494	1169	1569	1028	298	391	250	940	921	320	673	354	141	76	166	85	113	141	163	49	231	42	136	113	19	69	16	31	12	12	37	37	19	6	10	10	2	13	14	15	12	4	15	16	7	18	1	3	2	14	13	3	2	0	0	0	8	0	2	1	0	1	3	3	2	6	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	45541	26309	15519	6029	3739	2758	2443	1714	1900	2009	1488	891	897	674	1135	1001	548	743	515	330	241	274	178	226	211	179	134	250	92	165	145	80	93	60	55	53	43	48	46	33	26	27	27	18	22	17	26	14	14	18	23	5	20	10	10	10	9	15	8	1	2	0	0	8	4	3	2	1	3	2	4	4	5	2	0	1	1	2	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_active	80	36131	22536	13107	3409	832	852	1195	437	1082	1493	976	282	390	236	920	816	297	611	348	122	66	149	79	111	149	134	48	213	41	126	110	20	55	13	28	11	14	26	36	16	7	8	9	1	12	10	19	9	6	13	18	4	19	1	2	2	4	13	5	0	0	0	0	4	2	3	1	1	1	2	2	2	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	43402	25197	15135	5946	3694	2770	2390	1736	1816	1942	1475	873	880	679	1076	945	513	742	507	326	245	263	180	201	193	166	131	198	90	145	134	84	86	58	61	53	54	44	57	31	31	31	29	24	24	18	31	20	13	11	25	9	14	6	12	14	10	13	8	4	3	1	0	6	4	3	1	2	2	0	3	1	4	2	0	1	1	1	1	0	2	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_active	80	33840	21416	12673	3267	805	825	1098	420	1034	1414	976	266	372	238	843	757	269	594	334	113	80	138	63	91	138	122	50	156	44	103	100	22	50	12	32	11	20	23	42	13	7	8	11	2	15	11	22	13	6	6	18	8	12	0	5	3	7	12	5	2	0	1	0	3	2	2	0	1	0	0	2	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	45835	26373	15286	6145	3631	2847	2438	1760	1816	2037	1450	902	894	702	1061	965	544	795	492	312	259	268	203	216	214	167	132	206	91	143	128	72	84	59	61	56	49	50	42	24	27	28	29	21	24	25	35	22	12	10	20	9	15	6	9	13	7	13	6	4	9	3	7	8	4	2	1	2	0	1	4	1	2	1	0	1	1	2	0	0	2	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	36435	22708	12836	3522	829	940	1201	450	1097	1547	997	291	390	248	837	798	313	646	328	118	90	142	85	111	154	114	46	169	38	95	94	21	45	15	33	15	22	26	29	8	5	6	11	3	14	19	30	15	6	6	15	7	12	0	4	3	5	11	3	2	4	2	2	7	2	1	0	1	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	48322	27854	16309	6271	3625	2940	2488	1770	1910	2094	1543	940	897	672	1056	1016	554	834	516	298	299	272	217	192	237	225	132	210	97	156	143	76	83	55	69	45	51	49	54	30	32	31	28	20	24	17	44	18	14	6	19	12	26	6	11	10	7	9	12	4	11	5	8	14	4	5	0	1	1	1	4	1	1	0	0	1	0	2	0	0	10	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	39295	24293	13872	3729	851	1056	1249	492	1209	1597	1103	310	398	233	854	866	322	690	356	131	98	140	91	98	171	163	48	169	34	112	105	19	49	12	41	12	22	26	36	11	8	8	10	5	13	13	38	12	5	5	14	11	20	1	5	2	4	7	10	2	5	2	3	12	1	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	50976	29246	17144	6447	3600	2899	2613	1744	2015	2203	1639	975	886	680	1111	1211	583	842	515	275	295	258	243	210	248	258	138	244	108	164	136	65	75	50	62	43	52	46	44	35	35	26	32	15	23	18	40	16	12	7	25	16	24	4	9	11	11	13	11	9	9	5	8	14	3	4	6	1	1	2	2	2	2	0	1	3	0	1	0	0	9	0	0	1	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	42241	25778	14789	3982	888	1089	1387	519	1305	1738	1225	330	411	239	935	1063	356	726	366	119	100	125	113	116	181	191	56	213	43	127	106	19	49	12	40	14	21	24	26	12	9	6	15	3	12	14	36	10	4	6	21	14	19	1	6	3	7	11	10	6	6	2	3	12	0	3	6	0	0	1	1	0	0	0	0	2	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	52242	30546	17802	6515	3633	2946	2616	1785	2057	2178	1629	961	859	633	1122	1132	555	822	526	301	291	265	237	203	226	265	128	302	118	167	146	76	84	47	69	42	40	45	38	45	34	22	31	19	18	13	40	11	13	10	23	20	24	6	9	9	30	12	13	21	9	5	2	12	4	5	8	1	1	3	2	3	1	1	1	4	0	0	0	0	8	1	0	0	0	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	43759	27138	15561	4030	897	1124	1412	542	1347	1677	1249	333	416	236	948	988	331	714	366	137	90	126	116	116	169	199	52	267	42	127	118	21	55	14	40	11	19	21	25	14	10	6	20	3	9	7	36	6	5	8	20	16	19	2	4	2	26	10	11	17	7	2	1	10	0	3	8	1	0	0	1	1	0	0	0	3	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	32051	14604	9874	5308	6029	3255	2575	3771	3814	1270	1323	1108	1129	938	797	536	810	602	364	387	272	391	451	288	415	322	107	110	192	97	74	67	73	54	60	56	37	41	36	42	25	26	23	20	11	19	31	21	35	13	46	10	14	14	7	20	11	5	1	3	11	3	3	2	1	4	4	1	1	3	2	0	0	1	0	2	0	3	1	0	9	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	19760	8552	6697	2300	4541	1728	1340	3153	3335	287	819	635	785	639	522	244	653	454	163	232	77	330	382	212	351	281	33	52	156	49	41	23	23	9	18	38	12	35	23	15	9	11	8	8	4	16	23	14	30	7	40	4	3	8	5	17	8	2	1	2	9	3	1	1	0	2	4	0	1	3	2	0	0	1	0	2	0	2	1	0	8	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	32043	14711	10001	5354	5960	3314	2646	3602	3825	1272	1314	1071	1141	920	727	521	796	594	370	374	240	411	424	340	382	287	117	114	193	105	74	74	82	59	50	57	38	46	38	46	32	22	28	23	9	31	27	22	35	13	30	8	14	19	8	19	10	4	3	6	11	3	5	2	2	3	4	2	3	3	3	1	0	0	0	0	1	3	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	19774	8560	6829	2332	4460	1758	1401	2987	3351	266	796	616	802	612	468	237	639	433	160	224	66	347	348	247	324	234	39	55	153	50	40	28	28	8	15	38	9	38	21	18	14	5	8	12	5	27	20	17	30	5	25	0	5	14	5	16	7	2	0	3	9	3	1	0	0	0	4	0	1	3	2	0	0	0	0	0	0	2	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	32167	14520	10123	5346	6100	3264	2709	3751	3707	1235	1306	1065	1158	895	723	545	751	622	375	361	250	429	407	332	384	274	128	121	178	101	86	72	75	57	43	61	32	49	41	40	29	19	30	25	18	36	26	26	36	9	29	9	10	19	8	11	11	4	4	4	7	10	5	1	4	3	5	3	3	0	4	1	0	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	19927	8415	6953	2322	4615	1704	1434	3118	3260	245	785	587	802	627	460	242	610	464	173	218	66	363	330	244	327	219	44	59	135	56	46	28	26	11	15	38	8	38	20	15	14	3	13	13	10	32	22	24	26	4	25	1	5	17	6	8	5	2	1	1	5	9	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	31733	14198	9930	5244	6060	3211	2647	3660	3607	1221	1267	1096	1076	859	694	519	717	600	368	327	239	469	389	336	356	254	138	126	171	108	91	71	77	51	35	49	35	34	40	37	30	19	24	27	28	28	26	20	30	11	17	6	7	12	10	7	6	3	6	5	7	10	4	1	4	4	3	2	4	0	3	2	2	1	0	1	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	19280	7994	6721	2194	4485	1642	1368	3014	3134	257	763	583	710	597	438	223	564	448	164	188	59	386	317	250	302	200	51	51	123	53	49	31	30	12	13	29	8	23	14	12	14	4	9	12	17	24	21	20	21	3	14	1	3	11	6	4	0	1	2	1	6	9	0	0	0	2	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	30990	13738	9783	5183	5767	3148	2550	3652	3266	1219	1268	1069	1043	829	658	516	633	567	378	342	246	436	347	307	314	247	138	123	182	108	109	75	63	53	40	58	30	40	38	25	33	19	22	24	35	25	24	20	35	14	12	6	4	19	8	6	3	4	5	4	3	16	4	0	3	2	3	3	2	0	3	2	2	1	0	1	1	0	3	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	18092	7476	6355	2053	4185	1487	1242	2980	2785	296	734	567	662	539	404	203	484	402	164	204	60	351	282	225	257	208	52	51	138	45	52	37	27	17	18	36	8	29	11	8	9	4	12	10	20	21	19	20	27	5	7	1	1	15	4	3	0	0	3	0	3	15	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	30389	13409	9259	5105	5402	3144	2436	3505	3129	1232	1269	1014	981	851	669	488	649	516	365	313	252	406	335	286	280	234	123	121	172	98	93	76	62	63	48	56	31	42	37	26	23	16	22	27	30	24	18	15	19	15	14	5	3	11	8	5	0	6	5	3	4	16	1	0	2	2	4	3	1	0	1	1	2	1	1	1	2	0	2	1	1	0	4	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
