label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113
0.03	north6_all	80	37539	10650	10377	4950	3461	2979	1812	2256	1412	1911	1234	945	762	565	784	503	438	463	286	449	480	287	177	166	320	157	147	105	208	163	103	125	70	52	64	114	37	42	74	37	28	40	24	21	12	13	14	16	17	13	26	13	8	9	8	8	4	0	7	3	4	5	3	1	7	1	4	3	0	1	3	0	1	7	0	0	0	2	0	1	2	0	0	0	0	2	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	22236	5149	6142	2549	1682	1561	805	1260	704	1137	706	498	395	264	424	263	225	262	144	290	324	146	94	82	211	77	82	50	137	104	51	96	28	22	42	89	17	24	40	22	13	27	17	11	5	5	9	9	7	7	20	6	4	5	6	5	4	0	5	0	4	4	2	0	4	0	2	2	0	0	1	0	1	5	0	0	0	0	0	1	1	0	0	0	0	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	37408	10630	10395	4959	3528	3024	1826	2246	1434	1988	1264	934	757	574	772	496	438	496	316	505	494	253	165	142	325	124	134	98	180	147	103	110	71	58	61	99	42	49	101	27	24	36	20	16	13	16	10	19	17	18	23	9	7	14	6	4	6	3	4	2	4	5	3	1	5	1	4	2	1	1	4	1	2	7	0	1	1	1	0	1	0	0	1	0	0	1	6	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	22241	5117	6077	2554	1723	1589	815	1278	729	1199	726	519	380	273	423	257	223	287	159	336	324	132	86	69	196	54	70	44	119	94	58	77	31	26	35	67	21	29	73	17	11	19	13	9	6	8	4	11	6	9	19	2	4	9	4	1	4	3	2	0	4	5	2	0	3	0	2	1	1	0	2	0	1	4	0	1	1	0	0	1	0	0	1	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	37629	10612	10371	4937	3500	2949	1827	2240	1432	2040	1315	919	752	591	756	489	417	502	300	514	474	236	188	146	337	129	126	99	146	139	90	117	70	64	66	97	49	43	101	23	20	38	25	17	10	16	15	23	20	15	24	11	6	13	5	7	8	8	5	3	4	7	2	1	2	5	4	1	1	1	4	2	2	6	0	1	3	2	1	1	2	1	1	0	0	0	6	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	22389	5092	6052	2534	1733	1586	818	1288	722	1231	717	496	374	282	413	260	214	288	160	341	291	133	107	63	213	59	62	50	94	83	51	85	35	37	36	68	28	25	78	12	8	22	17	9	7	9	5	14	7	7	18	4	4	9	3	3	5	8	3	2	3	6	1	0	0	5	2	1	1	1	3	0	1	4	0	1	3	1	1	1	0	0	1	0	0	0	6	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	37568	10485	10408	4856	3485	3019	1901	2279	1426	2023	1331	912	804	580	724	502	410	461	289	572	464	216	181	145	309	141	132	100	141	129	98	110	69	56	69	88	45	40	93	27	17	43	26	17	11	13	17	20	20	16	24	18	5	11	8	8	8	10	5	7	2	5	0	2	2	11	4	1	2	2	3	3	1	3	3	1	3	1	1	0	2	1	2	0	0	0	4	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	22484	5037	6097	2497	1716	1623	850	1282	718	1194	726	513	422	302	392	274	215	261	150	369	274	122	96	58	167	65	60	50	87	73	53	77	37	32	44	56	30	23	66	18	6	28	17	11	7	7	5	13	8	9	15	12	3	8	5	4	4	8	3	3	1	2	0	1	1	5	3	1	2	1	3	1	0	2	1	1	3	1	1	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	37308	10432	10278	4731	3441	3006	1926	2276	1409	2019	1312	920	822	593	697	487	423	429	285	545	408	256	183	155	303	153	121	111	165	135	91	136	85	59	83	79	35	46	67	22	17	38	25	17	12	12	19	19	18	16	27	27	7	6	10	12	10	8	7	10	5	4	5	1	4	16	6	0	3	2	2	2	0	3	4	0	2	1	1	0	4	3	2	0	1	0	4	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	22064	5030	6004	2455	1693	1614	852	1262	720	1196	702	493	423	317	387	266	220	246	147	318	238	148	103	67	188	75	56	61	107	79	46	91	49	30	53	55	21	25	37	13	9	22	13	10	7	7	8	10	10	12	15	20	4	2	5	4	5	6	3	4	1	1	2	1	1	9	5	0	3	1	2	1	0	3	2	0	2	1	1	0	1	2	2	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	37752	10522	10333	4747	3423	3016	1778	2252	1399	1983	1217	894	754	599	717	487	471	444	279	426	484	278	167	166	238	139	166	118	148	114	92	154	87	52	58	95	43	54	69	43	20	52	38	11	13	10	8	5	7	12	43	5	12	5	11	10	6	5	10	7	1	6	1	5	3	8	3	2	1	3	0	2	2	1	4	1	3	0	4	0	0	0	0	3	1	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	22660	5071	6006	2408	1677	1564	793	1228	719	1167	672	448	389	281	396	245	234	252	120	261	298	143	81	87	151	74	98	52	96	63	52	97	49	22	31	55	18	29	33	29	11	35	28	5	9	3	5	1	7	9	27	2	9	3	8	6	4	2	6	1	0	4	0	3	2	8	0	2	1	1	0	0	0	1	0	0	2	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	37650	10577	10668	4843	3380	2934	1795	2196	1433	2009	1197	899	784	568	693	478	437	473	274	484	465	287	183	175	234	133	156	107	152	127	97	140	87	57	61	92	38	52	69	27	22	37	36	13	15	8	13	11	6	13	47	10	14	12	10	9	5	7	14	8	7	5	1	2	3	8	2	2	2	2	0	2	2	2	4	1	2	0	1	1	0	0	0	1	1	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	22603	5070	6223	2427	1671	1546	803	1187	738	1171	613	443	414	277	386	235	215	278	122	294	279	153	97	94	148	69	85	54	99	83	59	84	51	29	29	58	19	28	41	14	10	16	25	5	10	2	8	8	4	10	28	7	10	8	7	5	3	4	12	4	5	4	0	0	2	8	0	2	1	1	0	0	0	1	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	37470	10538	10567	4849	3408	2949	1838	2150	1424	1956	1252	862	775	551	699	479	458	503	269	455	450	299	199	174	252	134	137	99	170	132	99	143	77	53	62	110	44	44	73	30	18	48	36	14	18	6	14	20	8	12	47	11	17	17	6	4	4	6	15	9	9	6	1	0	4	1	2	3	2	0	0	2	1	2	1	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	22276	5056	6233	2440	1713	1535	814	1186	725	1179	660	433	411	262	383	226	232	304	127	270	282	167	109	84	159	58	71	44	101	85	61	91	39	25	29	78	26	25	43	12	6	24	23	6	14	2	10	13	5	10	33	7	7	12	3	2	3	5	13	4	6	4	0	0	3	1	0	2	1	0	0	1	0	1	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	37643	10554	10744	4831	3377	2969	1820	2106	1419	1986	1351	940	769	544	723	503	420	486	272	481	392	290	196	176	266	140	120	103	176	125	97	128	71	53	66	111	40	32	92	30	21	39	27	17	17	10	14	23	10	14	35	14	17	18	3	3	5	14	13	8	9	3	5	10	2	2	1	1	1	0	0	1	5	2	1	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	22183	5083	6394	2481	1680	1576	812	1197	712	1212	744	489	431	263	384	238	209	269	139	299	237	162	106	78	179	68	57	48	113	81	56	95	36	30	36	82	27	17	54	11	9	20	17	7	12	5	8	14	5	10	23	10	6	12	1	1	3	11	11	4	6	1	3	1	2	1	1	0	0	0	0	1	4	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	37449	10473	10466	4804	3362	3038	1807	2100	1440	2100	1381	917	769	577	760	495	435	476	260	418	408	284	193	162	283	137	128	113	204	113	84	140	66	46	70	123	46	35	105	31	24	35	30	16	18	14	19	20	10	17	31	8	13	19	3	5	1	14	9	4	6	6	5	14	2	2	3	1	1	0	2	2	5	3	1	0	1	2	1	2	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_active	80	22015	5060	6137	2428	1690	1610	814	1186	701	1296	779	485	428	255	432	233	226	269	132	257	240	163	101	64	192	70	61	47	134	65	42	102	29	23	38	97	28	16	70	12	11	23	15	8	11	9	10	10	6	9	17	4	3	12	1	3	0	10	7	0	2	2	4	2	2	1	3	0	0	0	2	1	5	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	37568	10560	10377	4875	3348	3049	1894	2017	1406	2084	1367	917	738	581	752	494	438	474	258	468	460	290	184	168	239	146	133	121	182	121	77	148	87	46	85	121	39	30	121	27	28	27	30	19	17	14	14	17	11	17	31	13	10	11	3	12	1	13	7	4	5	6	6	29	0	2	6	1	1	0	2	2	6	3	2	0	2	2	0	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	north16_active	80	22176	5141	6036	2493	1641	1669	858	1113	675	1260	770	479	397	259	448	244	234	260	124	303	276	164	96	65	156	77	74	50	118	66	37	102	39	28	48	74	22	12	74	13	13	19	17	8	9	10	5	9	5	8	17	9	4	4	0	6	0	8	4	0	2	2	4	17	0	1	3	0	0	0	2	1	6	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	37790	10614	10347	4922	3339	3046	1887	2099	1467	2137	1311	906	749	567	752	479	430	490	275	485	463	290	175	171	272	137	157	119	180	133	79	120	87	42	82	123	35	34	97	25	29	22	31	17	13	19	15	14	10	13	31	11	11	10	3	12	8	7	10	6	2	5	4	20	0	2	11	0	1	1	3	2	2	6	1	0	3	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	north17_active	80	22548	5125	6060	2528	1615	1667	836	1168	711	1268	744	468	391	272	474	231	235	270	116	298	290	182	83	72	183	75	100	47	124	72	39	72	43	20	45	73	19	18	69	8	15	15	16	9	9	11	6	7	4	3	18	6	7	4	0	5	6	4	8	2	1	1	3	16	0	1	6	0	0	1	3	1	2	3	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	37699	10562	10314	4980	3414	3064	1873	2190	1411	2139	1297	902	744	561	737	475	429	496	268	487	457	290	160	181	267	135	166	115	189	140	89	104	84	56	72	141	41	40	68	35	38	23	30	15	10	17	15	19	6	9	24	14	9	7	3	10	10	3	10	6	2	4	4	28	0	1	22	0	1	2	1	2	1	4	1	0	3	3	0	0	1	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0
0.03	north18_active	80	22500	5092	6072	2567	1625	1695	820	1212	683	1255	737	468	357	281	438	231	210	278	113	310	281	187	74	83	170	68	114	51	126	79	48	52	42	26	42	92	23	24	42	15	22	16	15	7	7	10	6	11	0	2	15	7	6	3	0	4	9	2	9	3	0	0	1	15	0	0	16	0	0	1	1	1	1	2	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north19_all	80	37530	10489	10322	4929	3383	3034	1877	2269	1373	2188	1242	910	755	562	726	458	425	532	286	485	441	297	150	175	260	128	178	116	191	125	89	81	78	54	57	122	40	42	65	47	38	34	33	15	10	16	14	18	6	13	16	16	8	6	2	7	11	8	6	5	6	3	4	14	0	3	20	1	1	2	1	2	2	3	0	0	2	2	0	0	1	1	2	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0
0.03	north19_active	80	22302	5104	6192	2518	1603	1654	790	1255	685	1323	688	465	359	279	419	223	202	299	131	306	285	190	62	82	162	62	122	54	136	71	46	34	38	25	30	85	21	27	48	24	25	22	18	8	8	8	6	9	2	5	10	8	7	4	0	5	9	7	6	3	4	1	1	2	0	1	17	0	0	1	1	1	1	2	0	0	1	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north20_all	80	37309	10397	10219	4901	3481	2973	1874	2264	1364	2123	1230	941	703	570	740	455	453	483	303	483	426	265	152	171	209	121	171	122	209	127	96	94	73	60	50	138	47	38	56	42	38	41	33	22	9	13	12	19	13	10	9	20	9	9	4	5	9	8	6	3	6	3	3	15	2	3	19	1	0	2	0	2	1	1	0	0	0	2	0	0	4	1	2	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
0.03	north20_active	80	22137	5053	6137	2481	1682	1627	803	1243	691	1299	686	499	336	278	417	240	204	268	148	310	259	169	69	85	124	50	111	66	151	66	60	48	41	29	30	106	22	21	38	23	25	25	19	13	5	7	5	10	8	4	6	9	8	2	2	5	8	7	3	2	4	1	1	3	1	1	17	0	0	1	0	1	0	1	0	0	0	1	0	0	4	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	south21_all	80	37209	10379	10139	4802	3564	3142	1799	2204	1472	2035	1283	912	771	611	781	445	434	507	282	455	512	300	193	142	273	150	145	113	182	118	103	113	68	51	51	132	44	49	44	39	25	39	27	11	14	10	16	18	16	14	13	16	11	6	13	8	2	3	6	5	9	2	1	10	7	3	2	2	0	1	10	3	2	18	3	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
0.03	south21_active	80	22027	4951	5849	2394	1732	1667	803	1251	772	1235	733	473	421	303	479	214	222	319	135	268	317	175	81	76	173	83	91	60	114	70	54	66	38	28	26	97	17	25	24	18	16	24	13	9	9	5	10	7	2	10	8	12	8	2	5	4	2	1	1	4	3	0	1	8	7	2	0	1	0	1	8	3	1	17	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	37515	10549	10229	4824	3506	2993	1818	2206	1470	2059	1221	924	795	626	748	440	415	492	280	475	485	279	190	147	287	151	149	112	170	141	97	110	66	44	54	102	48	48	49	37	28	36	23	14	9	14	20	13	12	15	26	18	12	13	11	12	1	4	8	3	6	5	0	11	0	5	1	3	0	1	10	3	6	3	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
0.03	south22_active	80	22086	5035	5972	2433	1688	1592	817	1261	749	1305	687	471	420	307	435	216	217	307	140	277	319	155	81	71	193	87	96	55	120	87	55	68	36	23	30	71	17	29	28	16	17	24	13	7	3	5	13	6	2	9	18	11	11	10	4	7	1	2	4	1	0	4	0	10	0	5	0	2	0	0	8	3	4	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	37573	10540	10346	4677	3464	2909	1846	2273	1433	2002	1202	944	778	634	737	467	454	479	291	490	503	279	191	153	283	151	162	101	198	168	87	104	81	66	63	87	48	50	54	30	29	32	16	16	9	18	21	8	12	9	39	21	8	13	11	9	2	5	6	2	13	6	0	9	0	8	2	4	1	1	9	1	4	1	1	0	2	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south23_active	80	22142	5088	6051	2355	1681	1525	812	1302	734	1234	662	498	405	296	438	227	238	299	144	266	323	160	82	65	190	79	99	47	140	99	46	64	47	34	41	52	17	30	32	15	15	19	7	8	5	7	16	5	4	6	29	13	7	11	5	7	2	2	4	0	2	4	0	8	0	4	1	3	1	0	6	1	3	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	37412	10679	10411	4727	3509	2935	1827	2327	1377	2095	1220	927	818	604	732	471	462	477	285	468	474	310	178	175	281	148	167	103	216	156	85	109	79	61	67	91	54	43	70	30	31	25	7	20	11	22	23	11	9	12	44	15	15	13	10	7	7	12	6	3	15	5	0	14	6	9	5	2	1	1	4	1	4	0	1	0	3	1	0	1	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south24_active	80	22032	5142	6130	2395	1720	1515	815	1325	696	1274	670	480	420	286	416	219	229	278	146	252	285	170	76	76	186	78	99	57	160	96	41	66	49	29	42	64	25	25	40	14	16	14	2	8	7	7	19	7	5	6	35	7	14	11	5	5	4	3	6	1	3	4	0	6	6	4	2	2	1	0	2	1	3	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	36900	10654	10190	4709	3417	2946	1828	2266	1332	2130	1216	921	817	566	736	490	461	475	323	447	464	301	162	178	263	134	166	92	187	124	88	121	80	64	68	93	52	50	81	30	23	25	15	18	14	20	19	12	9	8	33	15	10	4	10	6	8	14	6	4	10	4	0	16	6	7	15	2	1	1	3	1	3	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	21636	5117	5874	2349	1686	1521	802	1285	678	1295	686	470	414	269	439	241	226	268	176	260	269	180	75	86	168	73	93	54	126	79	46	76	50	31	40	55	27	25	54	13	11	13	4	8	10	4	15	8	6	5	29	5	9	2	6	5	5	2	6	1	3	1	0	6	6	0	12	2	1	0	2	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	35908	10517	9876	4808	3347	2933	1845	2161	1310	2113	1193	904	804	568	736	490	424	456	315	434	429	291	161	159	206	136	160	106	160	108	97	123	63	55	64	91	46	47	79	38	25	37	22	22	17	17	24	13	11	8	18	5	9	6	8	2	14	15	2	6	3	5	1	15	6	4	15	2	4	2	2	1	0	1	0	0	2	1	0	0	0	0	0	0	0	4	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
