label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114
0.03	north6_all	80	28738	9628	14034	4482	5259	6101	1853	1660	2911	1265	1094	1571	1450	949	841	549	880	509	397	300	201	213	250	312	170	143	111	102	165	105	92	87	102	52	48	56	35	38	31	57	40	45	46	40	21	19	21	18	17	17	10	9	25	5	6	19	13	9	4	16	5	6	2	2	3	1	3	11	1	1	0	2	0	1	0	0	2	1	0	4	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	15789	4406	8817	2129	3112	3835	799	808	1838	620	579	979	958	561	492	316	533	316	213	168	98	119	145	178	91	76	58	54	93	51	52	50	54	25	24	33	16	25	13	33	21	25	33	25	11	10	14	9	10	9	6	8	18	3	1	2	3	6	1	9	3	4	1	0	1	1	0	10	1	1	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	28625	9636	14368	4383	5178	6140	1858	1653	2873	1276	1071	1615	1485	969	770	561	864	522	385	309	207	205	270	275	180	147	114	88	191	128	101	80	95	56	60	54	42	40	26	57	77	47	35	30	18	18	19	15	15	15	6	8	23	6	4	20	10	9	4	16	5	4	2	3	2	2	4	5	2	2	0	1	1	0	0	0	1	2	0	2	1	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	15661	4370	8948	2079	2987	3885	814	773	1770	638	569	1045	970	597	449	331	470	303	196	170	101	103	145	152	92	79	64	37	131	68	61	51	57	33	33	28	18	23	11	31	55	25	26	21	7	10	12	10	10	7	3	4	15	4	0	2	4	4	3	7	2	4	1	0	0	2	1	5	2	2	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	28487	9729	14262	4378	5142	6187	1904	1601	2816	1222	1125	1642	1542	952	793	599	928	570	380	315	230	205	264	307	181	144	124	98	198	153	81	76	84	53	56	52	35	35	29	65	80	46	30	14	19	16	17	11	11	17	6	16	17	6	1	10	7	10	4	13	4	3	2	4	3	1	3	5	4	3	0	1	4	2	2	0	0	2	0	2	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	15485	4459	8816	2089	2928	3929	830	761	1702	601	613	1067	1020	561	472	344	537	323	213	172	110	101	133	177	93	75	68	38	131	94	50	42	45	29	36	26	15	21	15	40	49	27	20	8	10	7	12	8	7	8	2	10	6	4	0	2	2	6	4	5	0	3	1	0	3	1	1	5	3	3	0	0	2	0	2	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	28362	9869	14520	4280	5138	6233	1912	1578	2809	1221	1144	1591	1568	941	796	615	949	587	378	319	236	213	263	293	162	131	122	106	176	162	84	82	71	61	56	56	36	29	38	53	86	35	25	16	18	14	15	15	8	13	10	21	21	5	0	4	5	8	6	6	8	4	2	4	3	4	2	5	3	2	0	1	4	2	2	0	0	2	0	0	2	0	0	0	3	1	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	15407	4519	9136	2063	2948	3959	823	739	1702	605	626	1009	1004	536	462	345	583	323	198	164	109	101	137	173	90	65	66	36	110	103	54	42	37	31	38	28	18	16	21	27	58	18	15	10	9	7	10	7	5	6	5	11	10	3	0	1	2	4	5	3	4	3	1	0	3	2	2	5	2	2	0	1	2	0	2	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	28436	9977	14162	4356	5186	6432	1915	1567	2800	1192	1126	1592	1682	964	844	623	923	600	388	312	237	202	238	309	173	136	124	101	175	145	97	76	70	64	39	49	35	35	39	56	84	38	36	22	20	16	8	13	7	12	14	18	26	5	3	2	5	6	5	0	7	4	1	2	3	3	2	1	2	1	0	1	5	3	2	0	1	1	1	0	1	0	3	0	3	0	2	0	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	15328	4581	8960	2117	3008	3985	821	735	1693	587	605	998	1049	524	494	334	608	347	212	162	110	94	132	178	101	69	61	34	108	91	65	33	33	32	24	26	18	18	26	29	56	23	23	14	13	8	4	5	5	8	5	11	15	2	1	1	2	3	4	0	4	2	0	0	3	1	1	0	1	1	0	1	2	0	2	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	28598	9929	14389	4443	5263	6285	1824	1504	2922	1170	1176	1564	1437	967	887	595	950	648	388	342	235	213	246	277	189	122	130	96	162	114	80	91	82	39	53	73	38	31	29	40	47	44	42	31	13	14	17	10	9	18	5	39	28	11	5	22	4	4	7	11	4	2	5	2	6	3	2	3	4	2	3	0	1	2	0	1	0	1	3	11	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	15628	4600	9105	2049	3154	4012	852	691	1761	565	586	990	928	568	520	317	579	417	214	169	100	109	124	173	102	54	60	49	83	66	46	37	53	17	27	41	14	11	17	17	24	35	30	11	7	7	9	6	1	13	4	29	19	6	3	18	3	2	0	10	1	2	1	1	0	2	0	2	4	1	1	0	1	1	0	0	0	0	3	11	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	28581	10045	14527	4390	5215	6105	1850	1511	2887	1158	1174	1565	1427	948	875	609	946	657	370	310	234	194	235	294	169	142	123	102	157	118	84	90	92	38	54	60	38	33	29	46	69	34	42	28	13	13	15	15	7	17	4	44	7	13	7	31	3	4	1	2	5	5	4	2	6	4	0	6	3	2	3	2	1	1	0	1	0	2	5	11	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	15609	4639	9291	2043	3161	3827	854	704	1729	550	593	982	897	537	525	322	555	424	206	148	99	93	131	182	89	73	60	47	83	68	48	46	59	15	29	29	16	14	18	22	27	21	25	12	5	7	6	7	2	12	3	33	0	6	5	27	3	2	0	1	1	3	0	1	1	3	0	5	3	1	1	1	1	1	0	0	0	1	5	11	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	28455	10082	14562	4416	5161	6069	1816	1527	2985	1141	1114	1615	1377	955	876	614	918	681	376	327	227	205	263	321	176	140	119	111	194	109	96	99	93	42	50	56	42	34	30	51	59	41	39	28	14	11	13	16	7	20	6	44	9	10	8	26	4	2	8	11	4	5	4	3	6	5	1	5	3	1	3	3	2	1	0	2	0	2	3	13	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	15446	4663	9296	2089	3089	3851	835	694	1839	555	553	1024	841	544	519	335	581	415	213	164	102	96	131	191	93	77	55	51	125	62	55	55	53	13	20	28	18	16	20	33	25	25	19	16	7	6	8	8	2	15	3	33	3	5	5	24	3	1	6	11	1	1	1	0	1	4	1	4	3	0	1	1	2	1	0	1	0	1	3	13	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	28289	10019	14447	4425	5175	6050	1836	1559	3013	1143	1085	1539	1316	938	851	587	904	669	377	320	217	210	228	304	186	153	114	115	231	125	84	101	68	53	48	46	44	39	32	70	60	46	38	23	11	11	16	15	10	19	8	32	9	9	5	13	7	3	12	19	3	6	2	3	1	3	2	13	3	2	2	3	1	1	0	2	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	15389	4556	8964	2102	3074	3781	863	712	1902	551	557	964	813	542	507	319	567	409	211	163	99	98	124	186	105	81	54	53	158	71	45	53	36	23	19	23	19	22	19	54	24	23	17	14	6	5	12	7	3	15	6	21	6	5	3	12	6	0	8	11	1	1	1	0	1	2	2	4	3	0	0	1	1	1	0	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	28501	9994	14241	4463	5175	6007	1846	1549	2979	1180	1106	1528	1429	951	867	603	912	639	379	350	212	211	227	296	187	164	121	126	227	124	73	121	81	67	56	53	39	42	28	74	46	41	38	27	14	8	15	12	12	14	10	19	13	5	4	10	7	4	13	20	2	4	2	5	1	4	3	9	2	2	0	3	1	3	0	1	1	2	5	3	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
0.03	north15_active	80	15503	4532	8903	2142	3071	3822	860	711	1884	562	576	963	900	535	505	349	571	407	211	186	89	98	124	176	116	85	57	58	161	74	36	67	49	32	24	29	17	21	15	56	27	21	22	21	5	5	13	6	2	12	6	9	8	4	1	7	6	0	8	12	1	1	1	2	0	3	3	1	2	0	0	1	1	3	0	1	1	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	28500	9851	14116	4390	5308	6041	1821	1535	2689	1239	1127	1558	1533	970	877	586	867	679	361	356	200	202	211	267	184	144	112	112	215	134	73	125	88	60	59	51	36	33	33	79	59	43	28	30	17	9	12	11	11	10	11	20	14	4	3	12	7	3	19	22	2	7	1	4	2	3	4	8	2	2	0	3	1	3	0	1	1	0	8	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
0.03	north16_active	80	15510	4439	8815	2126	3144	3884	855	702	1638	618	573	964	959	574	521	306	546	463	209	198	87	101	125	172	117	77	59	48	154	76	39	66	53	32	34	24	13	15	16	58	33	26	19	17	4	5	7	7	3	9	8	11	9	4	2	10	4	0	9	14	1	4	0	2	0	1	3	0	2	0	0	3	0	3	0	1	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	28623	10000	13973	4488	5313	6138	1890	1511	2801	1227	1104	1590	1439	964	899	576	908	627	370	361	205	191	212	265	189	138	107	101	173	146	87	128	78	62	54	53	44	22	41	67	76	62	37	34	17	9	16	14	9	13	13	17	15	5	5	16	4	4	15	4	4	8	0	3	2	2	3	8	2	2	3	4	1	2	0	0	2	0	9	1	0	3	0	1	0	2	0	1	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north17_active	80	15403	4503	8934	2194	3105	3920	881	678	1744	613	538	976	904	583	512	309	599	426	205	194	90	90	130	165	116	74	60	46	110	81	49	67	47	31	32	26	18	6	24	49	50	47	25	18	3	6	9	8	2	10	6	9	10	3	3	12	1	0	5	4	1	4	0	2	0	1	2	0	2	1	1	4	0	2	0	0	2	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	28333	10023	14180	4554	5365	6033	1890	1543	2640	1193	1099	1622	1551	1004	939	575	923	658	352	341	218	189	215	325	193	133	87	107	184	159	102	111	78	52	52	45	44	25	52	54	74	63	36	26	18	11	13	14	6	12	17	21	23	6	5	20	4	2	16	6	4	6	1	1	3	4	2	1	1	2	3	4	2	2	0	0	2	0	4	1	1	2	0	1	0	2	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	15248	4541	9046	2225	3173	3836	883	705	1559	596	531	991	965	621	521	312	615	438	195	185	101	87	132	187	102	69	47	51	124	82	63	60	41	23	30	20	13	9	30	39	54	49	26	14	5	7	7	7	2	7	8	12	18	3	3	17	1	1	6	4	1	3	0	0	1	1	1	0	1	1	1	4	1	2	0	0	2	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	28032	10058	14070	4665	5368	6319	1921	1603	2797	1133	1064	1547	1500	980	908	581	942	586	354	332	234	200	221	353	214	135	90	101	200	157	108	104	63	55	55	56	47	32	47	63	51	64	39	18	19	17	22	17	7	13	16	19	21	8	7	13	3	6	9	8	7	2	1	2	2	6	4	1	1	2	3	2	2	0	0	1	2	0	1	0	2	2	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	15150	4565	9027	2298	3153	3972	915	743	1664	556	524	951	904	606	512	317	610	358	189	174	104	84	137	203	107	72	48	59	137	86	67	60	28	23	27	30	17	20	25	47	38	50	25	10	10	10	15	6	5	8	8	9	18	2	4	10	2	3	7	6	1	0	0	1	1	4	2	0	1	1	1	2	1	0	0	1	2	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	28168	10000	13926	4588	5410	6104	1894	1622	2804	1132	1091	1597	1583	956	897	554	959	592	359	322	235	217	211	323	218	137	100	97	209	155	102	97	72	59	48	60	42	36	46	73	64	45	40	23	29	21	20	16	4	10	20	22	22	11	4	16	1	11	6	8	7	2	2	2	3	6	4	2	2	0	0	1	2	0	0	1	0	0	1	2	4	1	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	15398	4563	8808	2260	3280	3865	880	751	1668	552	562	994	1004	585	511	313	617	359	199	173	99	94	134	181	107	74	50	51	136	85	63	62	38	32	20	29	14	25	24	41	52	28	24	12	18	11	15	6	3	6	11	12	20	2	1	14	1	5	3	6	2	2	0	1	1	4	2	0	1	0	0	1	1	0	0	1	0	0	1	1	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	24884	16316	15420	4102	4669	3928	3480	1989	1208	1839	1512	818	1268	558	833	838	847	728	436	264	323	195	231	171	225	124	264	83	169	89	83	72	104	63	74	31	37	32	27	72	36	62	25	38	15	15	13	10	13	12	23	12	5	8	19	5	12	6	6	4	4	22	4	0	3	4	2	3	0	0	0	1	3	2	2	1	0	0	1	1	4	0	0	1	0	2	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	south21_active	80	12718	9525	9745	1824	2662	2238	2119	1025	540	1037	853	391	733	270	483	502	551	419	211	114	184	83	147	80	147	63	181	34	91	54	35	33	72	37	43	14	16	14	15	51	16	29	14	23	7	7	7	5	5	4	17	10	1	5	8	1	7	4	3	0	4	15	2	0	3	2	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	south22_all	80	25265	16806	15920	4302	4897	4078	3687	1954	1220	1899	1581	816	1293	556	822	833	902	785	432	283	339	209	274	181	238	116	280	98	192	83	80	83	106	81	84	34	41	30	28	62	35	67	33	39	18	14	15	14	12	13	25	20	6	11	21	4	10	5	4	6	16	7	4	1	2	3	2	4	0	2	0	0	4	2	1	1	2	0	1	1	2	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
0.03	south22_active	80	12899	9862	10022	1969	2831	2293	2215	1003	556	1067	922	393	761	269	483	479	582	466	209	133	198	92	183	85	163	56	188	42	121	50	36	35	75	49	51	14	21	13	16	27	15	23	18	25	10	6	8	9	3	4	20	14	2	6	9	2	7	4	3	0	12	3	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
0.03	south23_all	80	25672	17085	16503	4324	5064	4213	3729	1977	1287	1960	1585	806	1213	556	857	818	933	782	422	298	365	216	289	178	259	122	277	96	189	88	79	87	106	83	85	29	44	31	33	82	31	60	33	41	17	17	15	16	16	10	14	32	2	10	8	5	12	6	3	6	16	5	4	4	4	2	1	3	0	2	1	0	2	2	0	3	5	0	1	0	2	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	1	0	0	1	0	0	0	1
0.03	south23_active	80	13208	10157	10617	2005	2981	2400	2225	995	588	1111	915	376	746	265	515	464	580	466	204	141	216	98	194	84	180	58	178	41	114	45	41	34	77	46	47	11	20	14	18	45	11	26	17	25	10	10	6	11	9	2	8	23	2	4	4	4	8	4	2	2	11	2	2	4	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	1	0	0	0	1
0.03	south24_all	80	26065	17406	16686	4324	5157	4287	3856	2021	1310	1956	1571	785	1240	547	856	815	1063	774	413	280	381	213	299	176	264	131	256	116	197	84	71	87	160	88	83	31	38	32	38	79	28	58	45	35	21	23	12	14	21	9	11	31	6	12	9	6	28	3	3	6	18	10	7	4	3	1	2	2	0	2	1	0	2	1	0	2	6	2	2	0	1	1	2	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	6	1	0	0	1	0	0	0	1
0.03	south24_active	80	13484	10447	10759	2023	3011	2537	2307	1028	574	1130	939	359	762	248	538	466	685	470	210	155	218	111	191	83	178	63	170	49	125	38	36	43	118	53	42	16	15	16	20	42	10	38	24	20	13	14	4	9	14	2	6	20	2	7	5	5	22	2	3	2	11	8	5	4	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	1	0	0	0	1
0.03	south25_all	80	25991	17297	16595	4264	5183	4371	3972	2081	1337	1868	1555	754	1261	562	931	867	1025	726	408	286	380	229	289	167	256	137	232	113	160	89	62	87	145	83	93	28	41	34	40	60	32	55	45	21	27	25	19	11	20	5	14	29	6	6	7	8	30	3	6	6	12	17	8	5	4	2	4	1	1	3	2	0	0	0	0	4	6	2	2	0	1	0	2	0	0	0	1	0	1	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	1	0	0	15	0
0.03	south25_active	80	13426	10375	10787	1978	3018	2627	2436	1091	584	1091	931	336	790	262	582	513	668	448	227	164	218	121	181	78	166	68	157	53	90	40	41	50	104	48	49	17	17	16	20	47	11	48	26	12	17	14	6	6	13	2	8	17	1	5	2	6	22	2	3	3	4	17	5	5	1	0	3	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	15	0
0.03	south26_all	80	25752	16891	16038	4172	4989	4276	3977	2054	1321	1808	1460	760	1291	559	911	857	1005	728	408	275	359	220	267	160	263	135	236	112	164	90	68	78	144	75	88	40	38	31	38	55	27	66	39	19	33	23	14	15	17	10	14	15	9	6	10	8	29	1	5	5	7	18	7	2	2	1	4	0	2	1	2	0	0	0	0	4	4	2	6	1	1	0	2	0	0	0	1	0	1	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
