label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109
0.03	south27_active	80	5311	4966	14600	2024	1964	5523	473	912	765	2092	985	1448	427	266	131	560	115	146	248	54	151	79	414	300	126	101	189	42	42	114	38	110	135	17	22	32	62	31	13	82	62	6	11	5	7	43	3	16	4	1	16	2	25	2	1	10	2	8	7	8	3	0	0	3	2	0	6	0	0	1	1	0	2	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	24480	11983	16732	5103	4184	6408	2226	1936	1640	2540	1416	1793	824	660	549	771	455	370	442	293	288	242	490	342	200	177	237	103	116	154	77	132	162	70	43	60	85	49	39	77	52	29	20	21	20	50	14	29	13	5	20	4	28	10	15	15	4	20	7	5	3	0	3	7	7	2	5	1	0	3	0	0	0	0	1	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	5316	4874	14412	1930	1963	5462	442	896	783	2022	957	1477	427	264	133	564	125	152	250	61	148	86	423	288	125	116	185	36	48	124	38	108	141	22	20	39	75	29	18	71	46	7	6	4	8	39	3	20	3	1	15	2	28	3	1	12	1	18	4	0	2	0	1	2	4	0	5	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	24542	11946	16058	5097	4115	6201	2222	1949	1590	2492	1444	1895	832	646	583	777	454	362	404	265	273	218	464	342	201	180	234	94	112	151	94	134	173	65	49	59	119	42	36	65	55	28	25	15	25	32	15	35	18	9	21	8	9	11	14	16	2	15	8	4	1	0	5	3	6	2	8	1	1	4	0	0	3	1	1	1	0	2	0	1	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south29_active	80	5189	4786	13643	1871	1955	5262	424	872	725	1955	953	1578	421	243	139	575	134	153	237	57	137	77	391	277	125	115	172	35	50	121	50	98	152	22	24	39	102	29	15	53	51	6	8	2	9	22	5	26	4	1	17	2	9	4	3	13	0	13	4	0	1	0	1	0	3	0	7	0	0	2	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	24570	11885	16108	5002	4053	6256	2181	1995	1630	2458	1601	1879	820	635	540	757	422	371	397	250	288	219	485	340	207	166	189	104	97	155	97	101	157	67	51	59	123	54	43	48	100	35	21	22	23	30	13	24	13	10	12	14	12	12	17	26	3	18	14	0	1	0	5	2	6	1	5	3	1	2	0	0	3	1	1	1	3	2	0	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south30_active	80	5133	4793	13654	1859	1974	5267	440	873	751	1948	1093	1573	407	238	143	544	143	150	233	63	137	94	403	276	126	95	139	35	41	117	53	74	140	26	21	42	108	37	15	32	92	6	10	4	7	22	4	17	2	1	7	5	10	5	8	20	0	14	10	0	0	0	1	0	2	0	4	1	0	1	0	0	2	0	1	1	3	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	24257	11838	14712	5048	3939	5569	2228	1873	1594	2228	1363	1661	781	693	562	741	420	410	359	277	293	240	325	329	192	166	189	108	100	128	76	126	218	58	61	48	83	42	45	50	43	22	30	22	23	23	14	23	14	9	11	16	9	7	2	16	5	8	6	8	2	6	6	1	5	5	3	2	0	0	1	0	3	0	0	0	2	1	2	1	2	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	4565	4400	12128	1744	1647	4541	402	748	701	1701	801	1309	340	231	119	523	103	152	194	70	138	79	257	269	105	89	136	34	35	86	37	97	208	17	17	35	69	24	18	32	37	5	15	4	7	19	3	13	4	2	7	5	7	3	1	13	3	6	1	2	2	0	2	0	2	0	3	2	0	0	1	0	3	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	24162	11905	14677	5104	3940	5390	2265	1845	1553	2290	1361	1708	806	711	515	713	419	414	380	270	283	221	393	340	196	163	210	118	100	131	82	114	197	57	54	50	84	44	45	51	78	26	25	21	24	33	12	24	12	5	11	14	13	11	2	14	5	5	7	4	1	7	8	0	4	2	4	2	0	1	4	0	7	0	0	1	2	1	1	1	1	0	0	1	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	4565	4399	12074	1739	1706	4376	384	739	713	1742	842	1346	365	250	108	495	102	148	216	64	126	82	331	276	105	92	145	37	33	88	37	93	184	17	15	34	71	29	19	37	70	7	11	2	8	29	2	16	3	1	7	6	11	5	0	12	3	4	2	1	1	0	2	0	1	0	3	2	0	0	4	0	5	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	24384	11873	15143	5102	3897	5428	2259	1911	1553	2424	1351	1731	810	724	527	736	408	393	390	270	274	232	415	379	210	174	202	115	103	120	85	105	173	66	66	51	93	52	42	54	80	28	23	25	24	47	10	24	18	4	14	18	19	7	4	13	4	5	3	6	2	4	5	0	1	2	10	3	1	1	5	2	6	0	1	1	0	1	0	2	0	0	0	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	4767	4477	12618	1733	1722	4429	399	764	713	1867	878	1385	374	252	129	505	104	152	219	57	119	92	354	310	125	97	134	33	30	79	34	80	157	18	26	31	78	36	16	44	71	7	9	1	10	42	2	16	4	0	7	8	16	3	0	11	2	4	2	1	1	0	1	0	0	0	9	3	0	0	5	1	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	24399	12018	15566	5202	3914	5748	2193	1951	1615	2469	1342	1705	802	704	557	743	406	396	394	268	266	221	459	399	201	197	194	114	95	127	74	134	168	65	60	50	95	51	35	50	92	26	20	23	23	54	11	14	14	7	9	18	15	9	7	8	2	4	3	6	3	3	5	0	0	1	9	4	1	2	5	2	4	0	1	1	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	4923	4739	13143	1874	1825	4722	396	825	761	1929	895	1388	375	285	139	510	115	146	225	54	116	93	404	338	130	117	133	37	28	86	28	104	154	19	25	25	81	32	13	41	82	6	5	4	11	49	3	7	1	2	5	10	11	4	1	6	1	3	2	0	1	0	0	0	0	0	8	3	0	0	5	1	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	24341	12114	16931	5105	4008	6168	2134	2060	1676	2583	1467	1754	817	686	573	800	424	387	388	276	275	215	457	396	191	191	217	105	102	127	78	133	138	63	64	48	111	57	35	82	67	21	22	26	19	54	11	14	17	9	7	14	13	10	7	10	4	4	3	7	4	0	6	2	2	0	8	2	2	5	4	2	3	0	1	0	2	0	0	1	0	0	1	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	5285	5077	14606	1917	1936	5164	449	934	827	2051	999	1450	409	289	152	572	143	154	222	52	122	89	406	339	121	118	158	44	29	89	30	103	125	18	28	23	101	37	15	77	58	5	8	7	8	50	3	8	3	4	3	10	9	7	1	8	1	2	2	0	2	0	1	0	1	0	8	1	0	1	4	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	24277	12013	17502	5182	4112	6498	2097	2127	1721	2576	1650	1893	833	681	580	821	439	382	373	292	293	230	430	426	193	209	229	107	110	135	74	158	129	67	65	50	119	51	27	82	67	18	23	24	17	60	8	15	20	12	7	10	11	6	7	15	11	10	7	10	5	0	5	4	3	1	7	1	2	4	1	0	2	0	0	0	6	0	0	0	1	6	1	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	5585	5332	15262	2039	2045	5553	481	982	878	2054	1144	1581	438	300	165	628	151	161	216	52	145	89	370	380	126	125	177	44	39	100	38	128	117	20	26	25	110	30	12	75	59	4	13	6	6	56	3	10	5	5	3	8	9	5	5	12	5	8	3	1	2	0	1	1	2	0	7	0	0	1	1	0	2	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	24171	11916	16917	5068	4124	6453	2093	2102	1722	2539	1677	1987	837	697	541	797	412	349	357	286	309	218	448	470	184	197	238	116	144	148	86	144	132	63	66	51	126	45	35	85	59	18	17	27	19	51	7	16	22	16	5	11	18	8	5	19	10	16	13	10	4	1	6	5	3	1	5	0	1	5	0	0	2	0	0	0	6	1	0	0	1	6	1	1	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	5426	5170	14670	1956	1999	5436	460	951	858	1997	1173	1650	432	263	147	607	137	148	199	46	145	83	383	416	113	120	175	47	60	106	44	118	115	17	22	28	115	32	17	82	50	6	11	6	7	49	0	10	6	9	3	7	14	5	5	16	4	14	9	1	1	0	1	1	2	0	5	0	0	2	0	0	2	0	0	0	5	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	24304	11795	16061	5080	3995	6316	2134	2057	1666	2354	1594	1916	824	714	538	745	418	356	383	273	299	224	411	454	175	194	218	109	135	143	88	149	140	68	79	50	114	48	38	109	50	21	21	25	16	43	7	28	21	16	14	12	23	8	9	20	11	14	10	6	7	4	5	4	1	4	5	2	1	4	0	0	0	0	1	2	5	1	0	0	1	6	0	1	2	2	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	5219	4833	13742	1884	1838	5282	428	889	782	1837	1069	1573	404	250	146	550	144	133	219	42	136	84	330	394	114	115	156	38	59	95	41	122	121	21	22	30	100	30	16	93	41	5	14	4	6	38	1	21	6	8	8	8	17	3	6	18	4	12	7	1	1	1	0	1	1	1	5	1	1	1	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	24385	11852	15259	4940	3978	6021	2198	1948	1658	2340	1446	1729	811	698	525	734	427	365	387	279	304	198	388	444	192	171	176	110	127	143	91	105	137	56	71	53	96	51	33	107	55	21	18	22	12	30	11	26	15	20	16	12	25	6	11	18	6	13	10	6	6	4	4	3	2	4	5	2	4	4	0	0	0	0	1	2	4	3	0	2	0	6	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	4910	4511	12861	1765	1739	4908	429	812	753	1780	914	1379	366	237	129	522	134	127	210	51	130	66	308	364	123	98	111	44	52	86	46	85	113	16	17	28	81	29	13	90	47	4	11	5	5	26	2	19	6	9	9	6	18	1	5	16	1	11	9	1	0	1	0	0	1	1	5	1	1	2	0	0	0	0	0	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	24507	11887	15753	4881	4044	6093	2222	1919	1643	2371	1407	1710	805	678	531	770	421	398	405	294	292	218	422	412	205	167	162	111	107	128	92	141	213	58	77	55	92	60	26	86	78	21	20	17	10	42	13	32	14	15	22	10	16	8	11	18	9	2	3	5	5	5	3	2	2	6	0	2	7	3	1	1	0	0	1	2	0	2	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	5028	4667	13393	1835	1785	5075	451	825	768	1821	896	1359	361	250	127	572	135	145	212	53	129	73	351	330	124	97	107	42	42	76	49	117	194	20	19	35	79	38	8	68	70	4	10	5	3	37	5	24	4	6	15	4	9	4	4	15	2	0	2	3	0	1	0	1	1	1	0	1	4	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
