label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98
0.03	north1_all	80	6184	3032	1827	1427	2617	1607	537	449	357	312	244	207	179	519	151	380	255	94	137	75	53	51	137	36	50	87	26	32	30	29	35	54	20	14	21	10	6	7	8	8	2	1	6	3	2	3	0	4	2	2	8	1	2	0	2	1	2	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north1_active	80	2057	1313	759	816	2353	1359	135	210	92	155	82	70	87	479	33	327	208	48	103	48	12	15	130	12	32	74	14	14	8	18	25	44	17	8	13	5	2	5	1	7	0	0	3	1	2	2	0	4	2	1	6	1	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north2_all	80	6220	3052	1855	1468	2764	1690	516	499	352	304	213	207	166	530	153	356	272	98	136	81	59	59	129	35	59	101	27	32	29	34	30	53	26	16	13	7	10	7	12	11	4	2	2	9	7	4	0	6	1	2	24	4	3	1	1	1	2	2	0	4	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north2_active	80	2150	1358	755	832	2475	1440	125	235	89	136	66	62	85	490	36	318	228	50	109	53	12	23	120	12	42	89	13	17	7	24	22	46	23	9	8	4	2	5	1	10	0	0	1	7	6	2	0	5	1	0	23	3	0	1	1	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north3_all	80	6188	3000	1876	1491	2750	1655	529	487	344	300	226	201	185	492	154	344	263	87	123	75	49	56	117	33	67	95	28	33	26	26	28	53	25	21	11	8	12	10	10	11	7	2	3	13	8	3	2	2	1	3	20	5	1	1	0	0	0	2	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north3_active	80	2167	1352	773	864	2423	1407	138	210	75	139	72	65	91	449	38	302	226	41	102	49	11	24	103	11	46	81	13	17	8	18	17	48	19	17	8	6	3	5	1	9	2	1	2	10	7	2	0	1	0	0	19	3	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north4_all	80	6233	2951	1839	1458	2769	1580	517	484	358	313	217	194	197	532	143	383	256	93	127	76	50	57	125	41	69	79	22	29	26	29	29	46	26	31	13	8	15	10	11	16	11	3	5	11	10	2	4	3	3	3	20	6	1	2	0	0	0	1	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
0.03	north4_active	80	2172	1353	759	818	2424	1360	125	207	73	135	65	60	95	479	41	342	223	42	106	51	12	28	105	12	50	66	11	14	10	20	18	41	19	27	9	6	2	4	2	15	5	2	4	9	9	1	0	2	0	0	20	4	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
0.03	north5_all	80	6260	2973	1817	1454	2691	1614	533	479	358	319	228	182	199	530	139	332	275	102	118	82	43	54	127	37	53	67	22	25	25	16	25	42	23	40	18	11	13	8	8	12	9	2	5	12	8	3	6	2	4	2	20	3	1	2	0	0	0	0	2	3	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
0.03	north5_active	80	2177	1354	764	835	2359	1374	117	192	77	136	74	52	87	478	36	286	240	43	97	58	10	27	109	11	38	52	12	12	9	10	17	38	15	38	10	7	2	2	2	11	5	2	4	11	8	2	0	1	0	0	19	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
