label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98
0.03	north1_all	80	8964	9314	2487	3720	1912	1896	1241	628	674	437	351	322	359	379	196	299	137	219	152	94	94	77	73	46	84	43	46	39	65	28	27	26	49	9	16	31	24	5	19	8	15	8	7	5	5	5	5	2	3	4	1	4	2	4	1	2	1	3	3	2	0	1	0	0	0	0	0	0	1	0	4	0	0	0	2	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2818	7767	804	3090	1347	1494	877	157	444	117	113	81	213	288	95	241	48	164	103	27	39	38	31	11	63	15	13	10	56	10	11	15	41	3	2	20	16	2	15	3	8	1	2	1	3	3	3	1	2	4	0	2	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	9020	9318	2477	3791	1891	1831	1231	633	678	422	328	301	362	397	175	296	136	197	152	97	90	74	59	51	75	41	46	41	55	28	27	28	42	15	14	32	24	10	23	5	10	9	4	7	8	4	5	2	3	7	0	3	1	4	1	0	1	0	2	0	0	1	2	0	1	0	0	0	1	0	2	0	1	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north2_active	80	2849	7833	811	3176	1344	1450	884	153	439	106	105	65	223	311	76	232	45	142	106	29	39	35	24	15	55	16	14	10	46	9	11	14	34	7	2	22	17	2	18	1	4	3	0	2	6	3	3	1	2	7	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north3_all	80	9097	9379	2439	3837	1956	1864	1214	662	652	411	304	298	356	399	182	312	138	223	148	88	79	77	66	59	84	45	43	36	65	23	31	26	41	15	9	28	19	11	20	3	13	7	4	9	5	5	6	2	5	6	0	2	3	4	0	0	1	0	1	1	1	1	3	0	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north3_active	80	2883	7863	819	3225	1397	1471	866	161	431	100	109	71	231	316	82	240	45	164	95	24	35	36	30	18	57	16	13	7	56	7	17	11	30	7	2	15	14	2	15	1	6	4	1	2	3	3	5	0	3	4	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north4_all	80	9208	10151	2542	4292	2012	2066	1225	638	664	414	336	298	381	426	194	317	152	226	162	89	77	71	64	57	94	42	41	35	53	25	28	27	32	18	12	24	22	10	25	8	18	9	6	12	8	3	5	5	5	7	1	3	3	2	0	1	1	0	1	1	1	0	3	1	2	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north4_active	80	3031	8686	889	3680	1441	1679	894	177	435	98	119	79	270	336	91	244	53	172	105	23	38	37	23	19	67	17	14	9	40	10	17	8	24	8	5	16	15	2	18	2	14	6	2	1	6	2	3	0	3	5	1	0	1	0	0	1	0	0	1	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north5_all	80	9139	11113	2569	4716	2175	2289	1341	650	675	423	334	303	402	432	200	326	161	247	211	85	89	84	73	57	83	54	47	32	67	28	27	26	38	22	13	17	24	11	18	14	20	9	6	10	5	3	5	6	5	4	3	3	3	1	0	1	3	0	1	1	1	0	3	1	3	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	3158	9712	918	4095	1597	1922	1006	187	455	103	131	90	291	350	103	260	50	193	154	21	43	39	27	21	55	23	14	8	57	11	19	7	31	7	6	10	19	4	13	3	15	5	2	1	5	2	3	0	3	2	3	0	1	0	0	1	1	0	1	0	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	9094	12140	2686	5102	2286	2595	1457	659	733	418	341	308	428	507	220	384	143	277	221	87	97	81	75	46	92	58	46	33	86	27	25	27	59	23	17	18	29	10	14	16	20	12	6	11	15	3	2	7	3	3	4	1	2	1	1	1	3	0	0	1	2	2	2	1	3	4	0	2	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	3283	10780	986	4488	1714	2260	1141	217	507	101	137	89	314	418	116	316	49	226	162	26	49	38	30	17	64	22	16	11	77	13	15	6	56	6	6	11	23	4	9	2	17	4	1	1	15	2	1	1	1	2	4	0	1	0	0	1	1	0	0	0	2	2	1	0	3	4	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	9070	12544	2678	5256	2307	2685	1540	647	781	401	336	324	405	506	214	408	136	250	225	95	104	94	73	47	84	61	44	38	115	30	18	25	73	20	15	21	36	10	20	16	19	10	8	8	15	3	5	5	3	2	3	2	3	1	1	3	3	2	1	2	1	3	1	1	6	4	1	2	0	0	0	1	0	0	0	2	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	3435	11155	983	4660	1775	2344	1213	218	552	91	137	90	290	420	116	349	40	209	172	28	56	50	30	19	60	22	14	11	100	14	11	8	70	5	3	13	28	5	14	5	16	3	5	1	13	2	4	1	2	1	3	0	2	1	0	3	1	2	1	0	1	2	1	0	6	4	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	9119	12889	2666	5228	2242	2680	1556	655	803	411	349	332	408	501	223	378	133	259	218	83	106	81	77	39	73	69	38	38	112	33	17	23	63	14	19	21	31	7	23	13	13	8	5	9	15	1	5	5	2	4	2	2	4	2	2	3	3	2	1	2	2	3	1	0	3	4	1	2	0	0	0	1	0	0	0	0	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	3496	11462	1032	4626	1692	2331	1222	223	572	93	135	86	287	419	121	326	45	215	163	26	62	51	36	15	50	26	13	8	96	12	9	12	62	3	4	11	26	3	16	3	11	2	4	2	13	0	4	1	1	3	2	0	2	1	1	3	1	2	1	0	1	2	0	0	3	4	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	9014	12697	2632	5344	2236	2667	1502	634	787	396	349	301	383	461	228	391	137	266	205	102	102	85	85	48	68	60	36	33	105	30	18	27	57	14	15	19	34	10	24	9	11	4	6	6	5	2	6	1	1	5	2	2	4	2	4	5	3	4	2	1	1	1	1	0	3	4	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north9_active	80	3488	11292	1030	4741	1688	2294	1152	204	561	91	128	76	260	377	128	341	48	231	153	29	59	51	42	16	46	25	12	9	84	11	10	14	53	3	3	9	28	5	18	3	9	2	5	2	3	1	5	0	1	4	2	0	2	1	4	4	1	4	2	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north10_all	80	9120	12889	2612	5298	2269	2644	1482	639	778	437	334	311	397	447	224	392	147	260	221	109	104	91	81	65	48	56	32	35	89	30	19	25	45	11	13	21	27	10	23	11	19	5	4	5	6	6	7	2	6	6	3	2	4	1	4	7	5	3	1	0	2	1	1	0	1	0	0	0	1	0	0	2	1	1	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north10_active	80	3538	11481	1088	4683	1725	2283	1150	206	560	114	118	73	272	374	129	336	54	216	164	23	62	59	42	21	32	21	9	12	67	9	11	13	41	5	5	13	22	3	18	4	16	2	3	1	5	5	6	0	6	5	3	0	2	0	4	5	4	3	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north11_all	80	9164	9435	2523	3971	1940	1897	1218	633	700	423	377	284	333	392	202	284	137	200	149	112	90	74	62	55	74	35	41	24	51	28	16	22	21	14	13	15	12	10	13	8	9	4	2	3	9	6	6	4	4	7	2	2	1	3	2	3	8	3	0	1	0	1	3	1	1	0	3	1	1	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2945	8043	773	3330	1371	1528	938	146	425	122	112	71	222	295	98	232	37	149	104	31	43	42	31	10	44	16	12	6	48	11	7	7	18	5	1	10	6	5	10	4	6	1	1	1	8	2	5	1	4	7	1	1	0	1	0	3	1	3	0	0	0	1	0	0	1	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	9037	9190	2545	3873	1921	1908	1179	647	676	419	362	291	364	390	218	293	131	220	156	114	100	82	63	64	68	40	33	26	47	23	21	23	21	14	14	17	14	10	9	8	21	3	3	1	12	6	7	3	6	8	1	2	0	3	3	0	3	4	1	3	1	1	2	2	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2836	7787	799	3238	1336	1530	880	158	409	102	112	83	221	279	98	235	36	162	106	27	46	48	25	12	44	20	9	11	43	8	8	6	18	6	1	12	9	3	6	3	15	1	2	0	10	3	2	1	5	8	0	2	0	1	0	0	1	4	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	8978	9333	2563	3903	2008	1986	1229	631	645	427	355	293	374	346	211	301	141	213	156	109	98	85	62	64	77	38	31	29	52	32	23	25	31	19	17	20	14	11	8	8	27	6	4	3	14	7	5	3	11	2	5	1	0	5	4	0	2	6	1	3	1	1	2	2	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
0.03	north13_active	80	2805	7917	800	3265	1436	1625	909	146	397	113	118	82	219	244	96	241	39	162	98	25	40	47	29	13	45	19	8	10	46	12	5	8	25	6	5	11	11	2	7	1	18	3	3	1	12	3	1	1	8	2	0	1	0	3	0	0	1	5	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
