label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118
0.03	north15_active	80	10630	4164	861	247	185	358	542	143	168	143	100	73	643	693	36	55	49	175	109	44	25	24	45	126	49	22	11	68	12	3	32	30	36	4	10	22	7	21	10	4	11	36	2	1	6	2	6	2	4	7	0	13	2	1	2	0	3	1	4	1	1	0	2	1	1	0	0	0	2	1	6	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1
0.03	north16_all	80	12758	5260	1789	1160	854	734	818	407	382	338	236	245	703	702	145	147	132	227	136	89	84	60	75	156	71	45	39	89	28	25	45	42	52	18	20	29	19	17	31	8	16	27	7	9	8	6	11	3	8	8	6	13	5	3	2	5	7	5	6	5	1	4	4	1	1	5	2	1	1	1	4	0	0	2	0	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	10652	4278	886	275	198	352	566	147	161	145	119	79	651	652	38	64	59	185	103	40	34	25	51	138	55	18	12	87	12	3	33	33	50	4	9	18	5	16	24	2	10	27	2	2	4	4	11	2	5	6	1	12	3	1	0	1	3	3	5	1	0	2	3	0	1	3	0	0	1	1	3	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	12729	5455	1792	1144	895	765	794	435	385	313	250	237	790	616	150	154	123	212	140	87	84	62	75	145	91	40	38	127	32	28	39	37	46	20	20	28	12	23	31	5	19	25	5	7	8	6	14	3	10	12	7	14	4	5	3	4	7	7	4	4	2	4	5	1	0	7	3	1	0	0	4	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0
0.03	north17_active	80	10650	4460	895	273	211	369	564	168	157	143	118	76	737	560	44	65	59	171	108	38	40	31	52	121	74	18	11	125	11	4	28	33	42	6	11	24	4	20	26	1	14	24	1	2	5	5	14	2	6	10	1	12	2	1	1	1	2	5	4	1	1	2	5	0	0	5	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0
0.03	north18_all	80	12858	5462	1808	1164	902	769	839	458	390	290	276	241	818	560	161	159	119	220	143	94	87	75	74	163	91	30	42	130	35	30	53	48	56	19	17	36	12	30	30	5	14	18	4	6	6	6	22	3	8	13	6	6	3	6	4	3	5	6	6	2	4	5	3	2	0	6	3	1	0	1	1	1	1	0	0	0	1	1	3	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north18_active	80	10845	4472	937	274	217	371	594	174	176	132	142	83	767	503	44	61	55	180	111	40	40	31	50	139	74	13	10	124	13	5	41	42	49	9	7	32	5	28	24	0	11	16	1	3	3	4	21	1	4	12	1	5	1	1	1	1	0	5	6	0	3	4	3	2	0	6	1	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north19_all	80	12666	5432	1855	1155	917	734	815	481	400	295	277	228	787	523	146	143	130	199	142	102	81	65	78	165	88	31	41	102	37	36	46	52	56	16	13	40	13	39	24	6	13	22	5	3	6	4	23	7	6	9	3	6	2	7	5	4	6	6	4	0	4	2	3	2	0	4	2	2	1	1	0	1	1	0	0	0	2	1	2	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north19_active	80	10595	4442	946	256	223	350	576	170	179	130	123	63	731	468	38	54	61	160	103	45	38	23	52	146	69	9	10	90	16	6	35	43	44	9	4	33	6	36	17	0	10	19	2	1	2	2	20	3	4	8	0	2	0	1	1	1	0	5	4	0	4	2	2	2	0	3	1	0	0	1	0	1	0	0	0	0	1	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north20_all	80	12791	5515	1847	1115	904	745	821	474	415	312	263	244	831	641	145	127	137	201	155	93	78	62	75	174	83	42	47	123	38	34	54	68	55	15	17	44	17	37	11	11	10	26	5	6	9	4	31	5	3	8	2	8	3	7	3	4	5	2	4	1	4	3	2	2	1	2	1	2	1	1	0	1	0	0	1	1	2	1	2	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	10723	4482	925	238	216	354	567	170	192	142	117	69	765	580	35	48	59	168	113	46	35	23	50	156	64	8	11	105	19	4	44	59	43	8	6	36	6	35	5	1	8	22	2	2	4	3	27	2	2	8	1	4	0	1	1	1	0	2	4	1	4	2	1	2	0	1	1	0	0	1	0	1	0	0	0	1	1	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	10313	4442	1682	1649	929	1384	553	484	696	326	274	234	174	269	166	132	333	133	99	81	92	55	61	60	159	57	44	37	36	24	32	20	37	14	15	16	22	12	10	7	17	12	12	8	10	9	8	8	3	10	3	5	11	3	8	5	2	11	3	5	4	3	2	0	1	3	3	1	1	2	0	6	1	2	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	8119	3326	699	1118	403	1119	209	191	557	99	66	62	64	203	40	45	302	82	20	46	44	22	20	39	145	27	10	23	19	13	18	8	27	4	4	8	17	6	2	3	13	3	5	3	7	4	6	3	0	8	0	0	6	0	7	5	1	10	1	2	3	1	0	0	1	2	2	1	0	2	0	6	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	11122	4856	1648	1816	963	1542	570	487	797	315	284	238	184	279	167	145	374	129	102	92	78	61	65	63	151	52	45	35	42	31	30	19	40	23	16	16	26	17	13	10	21	15	10	7	6	3	7	9	4	4	3	5	11	2	10	9	3	12	6	1	4	3	4	1	0	2	1	3	0	2	0	6	1	2	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	8893	3782	720	1289	485	1273	223	195	667	95	85	61	75	210	48	51	344	82	23	50	41	22	23	41	139	29	12	18	24	15	17	9	28	5	7	8	22	9	3	3	18	5	3	2	5	1	5	5	0	3	0	0	5	0	9	9	1	11	3	0	3	1	1	1	0	1	0	3	0	2	0	6	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	12137	5326	1687	1830	996	1673	607	494	921	338	305	243	196	274	159	127	460	128	101	109	93	70	64	59	141	60	42	40	39	35	35	28	32	24	19	15	42	19	14	11	18	10	10	6	6	2	8	10	5	5	2	10	7	1	8	9	1	10	7	2	4	1	5	1	0	0	1	3	1	4	0	7	0	2	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	9911	4298	752	1308	512	1408	250	196	789	123	92	65	90	203	51	49	424	82	24	65	52	22	27	37	126	33	10	18	24	17	20	13	25	6	9	7	37	8	4	4	15	3	3	2	5	0	5	8	1	3	0	4	3	0	8	9	0	9	3	1	2	0	1	1	0	0	0	3	0	4	0	7	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	13132	5660	1694	2023	1023	1715	612	509	972	342	306	235	210	300	158	123	476	155	97	112	102	73	71	60	176	58	34	43	47	38	31	24	38	25	20	14	44	18	14	11	13	11	10	8	4	4	9	14	4	4	2	9	2	3	6	14	2	1	6	2	5	0	3	1	0	0	2	2	1	6	0	3	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south24_active	80	10974	4652	786	1493	556	1452	253	213	850	134	99	57	95	226	63	42	432	108	25	62	65	23	33	38	161	33	8	20	28	13	18	10	27	5	10	6	40	9	4	3	12	3	3	2	2	1	7	11	1	2	2	4	0	1	5	13	0	1	2	1	4	0	1	1	0	0	1	2	0	6	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south25_all	80	13182	5630	1695	1939	970	1657	602	467	945	318	291	225	227	291	166	120	472	150	99	103	108	75	66	61	162	60	36	35	52	40	34	30	32	18	15	14	36	23	12	10	9	11	7	8	6	9	9	14	5	6	3	6	4	3	7	14	2	3	2	3	3	0	2	2	1	0	1	2	1	8	0	1	0	0	1	1	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south25_active	80	11107	4588	796	1402	494	1397	247	187	808	126	98	49	103	222	55	39	427	103	26	56	65	27	31	39	148	32	11	19	29	12	17	13	21	5	5	6	32	12	3	4	6	4	2	2	1	3	7	10	4	3	2	4	1	1	6	13	0	3	0	2	2	0	0	1	1	0	1	2	0	6	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
