label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106
0.03	north6_all	80	14904	3911	5817	1527	957	959	967	532	785	1049	320	258	204	232	157	551	123	176	127	144	85	63	126	54	88	88	56	50	24	54	26	41	26	19	41	17	12	24	38	12	14	16	10	12	10	5	11	4	7	6	7	6	9	7	3	7	11	4	4	6	3	5	4	2	0	1	1	2	2	4	1	1	0	1	2	0	2	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	12642	2445	5191	821	213	584	692	249	622	923	132	92	60	109	40	505	26	108	67	95	30	30	105	17	63	62	16	34	12	30	17	23	14	3	31	4	6	19	31	3	11	16	3	5	3	4	8	0	3	2	5	2	6	5	2	6	5	1	1	5	3	3	1	2	0	0	0	1	0	4	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	14823	3985	5848	1515	965	969	966	544	799	976	314	273	222	241	167	563	128	150	145	139	91	72	123	47	90	95	55	43	26	52	31	37	26	18	35	18	16	25	26	14	14	18	11	13	9	5	13	2	5	5	11	7	9	6	4	7	8	6	2	4	6	6	4	4	3	2	3	2	3	4	1	0	0	3	2	0	1	0	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	12620	2507	5218	844	230	572	708	251	638	853	120	103	69	123	44	513	28	94	71	101	35	35	106	12	70	74	14	26	12	25	22	21	12	4	28	4	7	21	20	6	11	16	3	7	3	4	10	0	2	1	9	2	6	5	3	6	2	1	0	3	5	5	1	4	3	1	2	1	1	4	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	14723	4008	5929	1591	924	945	975	551	834	994	301	276	245	254	186	564	128	148	145	125	102	70	116	47	88	97	40	41	23	41	34	33	29	17	28	21	15	17	22	17	13	20	7	8	9	5	14	2	5	2	8	7	8	4	3	8	6	6	1	5	6	3	4	3	5	2	3	1	2	1	2	0	0	2	2	0	1	0	2	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	12492	2542	5326	899	209	577	712	256	666	866	113	107	73	123	45	501	32	93	75	90	39	34	103	15	65	81	7	25	10	19	23	21	13	5	24	7	8	13	15	8	9	17	1	6	4	5	10	0	1	1	8	1	5	3	2	6	2	1	0	4	5	3	0	3	5	1	2	1	1	1	1	0	0	2	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	14939	3913	5987	1663	943	959	998	557	812	915	321	285	243	253	201	618	140	137	139	125	92	68	107	54	93	87	40	64	27	36	33	32	30	19	32	19	12	11	17	12	14	14	6	6	5	9	8	1	4	1	10	7	10	3	2	9	4	5	3	3	7	3	4	4	5	1	3	0	2	3	2	0	0	2	1	0	0	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	12668	2454	5406	986	210	589	730	254	656	801	115	99	76	127	48	561	40	84	73	89	32	32	91	17	64	73	4	43	12	16	23	19	14	8	25	9	6	10	9	6	8	10	0	4	1	9	5	0	1	1	10	1	8	3	1	7	2	1	1	3	6	3	0	4	5	1	2	0	1	3	1	0	0	2	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	14867	3935	5891	1673	951	898	1057	563	780	1010	296	271	238	229	201	583	141	151	123	125	87	70	94	49	85	91	38	64	28	28	38	35	32	29	39	17	16	12	24	9	15	13	5	4	6	8	11	1	4	3	4	5	11	3	1	8	1	2	4	3	6	4	4	3	6	1	1	0	0	4	2	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north10_active	80	12529	2488	5300	959	208	554	771	253	619	904	121	100	73	111	44	524	47	83	67	83	30	23	75	18	59	76	8	42	9	10	24	22	19	12	29	11	9	10	16	3	8	8	1	3	2	7	6	0	1	2	3	2	10	3	0	7	0	0	2	3	6	4	0	2	6	1	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_all	80	14879	3969	5540	1493	924	962	1012	542	845	991	311	300	233	241	179	482	123	126	137	154	98	60	156	58	83	93	43	62	44	34	30	34	31	23	36	12	14	26	25	15	11	16	11	5	13	8	7	6	3	2	7	10	14	5	2	11	9	3	3	2	2	3	1	2	3	3	5	3	0	2	0	1	0	0	1	0	0	1	0	1	0	2	0	2	1	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	3	0
0.03	north11_active	80	12569	2469	4924	843	235	581	772	241	667	871	144	102	64	136	56	437	42	72	66	107	39	21	109	22	60	68	6	46	15	16	22	20	11	9	26	3	5	21	19	5	5	12	4	3	2	5	2	2	1	0	2	8	14	1	1	10	6	3	1	1	0	2	1	0	2	1	5	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
0.03	north12_all	80	14846	4109	5693	1523	936	952	1023	518	815	1056	307	284	222	253	180	467	140	127	135	149	92	71	140	53	87	111	46	54	39	35	30	32	34	26	35	14	18	28	16	17	7	12	7	8	11	12	7	3	2	2	8	7	9	6	4	10	13	3	3	3	0	3	1	2	3	2	6	2	1	1	1	1	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
0.03	north12_active	80	12601	2538	5079	840	222	569	772	233	646	937	136	97	62	139	65	424	40	66	59	105	38	22	95	18	64	85	7	41	13	17	20	16	17	13	26	4	7	25	15	7	2	7	2	3	1	8	3	1	1	0	3	6	9	1	1	8	7	2	1	2	0	2	1	1	2	1	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	14770	4140	5870	1509	933	992	1052	513	836	1039	294	281	200	263	182	413	138	142	138	159	85	71	139	56	87	111	47	56	39	31	38	33	31	32	42	17	20	37	14	15	13	14	8	10	9	14	10	4	4	6	8	14	9	3	3	11	11	4	2	6	3	2	2	2	7	2	5	2	2	0	2	1	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	7	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
0.03	north13_active	80	12480	2616	5273	847	219	560	795	241	665	921	130	93	50	139	62	369	37	81	64	108	39	22	98	16	65	85	6	38	16	16	23	17	13	17	32	4	8	33	13	7	7	10	2	5	2	11	7	2	2	1	3	12	9	0	0	10	6	2	1	5	3	1	2	2	6	1	5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	14802	4182	5896	1504	934	1031	1045	544	814	1058	293	278	195	244	196	455	131	135	138	143	86	76	119	52	95	93	50	64	39	27	48	34	30	24	41	21	16	35	21	19	14	15	8	11	7	21	9	6	4	5	11	8	4	3	5	9	9	4	5	7	3	1	4	3	7	0	3	2	3	0	3	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	5	0	0	0	1	1	0	0	2	2	0	0	0	0	0	0	1	0	0	0
0.03	north14_active	80	12521	2688	5290	835	212	606	785	246	637	951	126	89	49	124	62	414	30	80	67	97	40	22	87	16	72	70	6	46	12	15	26	19	12	12	32	6	7	27	19	11	9	8	2	6	2	19	6	3	2	1	7	6	4	0	1	8	4	2	3	6	3	0	3	3	6	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	15052	4154	5806	1512	935	1005	1058	526	762	1039	303	273	194	245	193	444	124	132	135	139	95	71	112	57	95	74	54	75	29	27	47	38	30	23	40	17	12	23	30	18	16	11	9	11	8	18	11	8	5	6	7	10	3	7	6	13	6	3	5	7	5	1	4	3	4	1	0	2	3	1	2	0	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	5	0	0	0	2	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0
0.03	north15_active	80	12824	2675	5227	831	221	608	791	237	571	926	125	100	63	120	53	401	25	82	70	96	44	21	83	18	74	54	8	52	8	11	27	22	12	9	28	5	6	16	23	13	10	5	2	8	2	17	7	4	1	1	5	8	3	4	3	13	4	1	3	6	4	0	3	3	4	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	15342	4090	5768	1546	963	974	1038	508	795	1080	297	282	205	266	177	541	120	131	127	109	106	73	125	57	107	74	47	79	36	30	43	40	33	24	36	17	10	13	34	12	14	13	6	12	10	15	15	5	6	5	6	5	2	6	8	13	2	3	5	4	4	0	3	1	4	1	2	3	3	1	3	0	1	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	13099	2620	5178	855	224	622	770	221	622	972	121	106	68	130	45	497	27	83	56	76	47	24	93	22	87	51	6	55	8	10	24	24	21	6	25	6	7	6	26	9	9	7	1	10	3	12	11	3	0	0	6	3	1	4	4	13	2	2	3	3	3	0	2	1	4	0	2	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	15320	4071	5838	1541	977	906	980	512	819	1075	303	269	214	258	158	548	128	131	130	117	90	77	115	50	101	90	48	72	37	34	41	35	38	23	39	14	14	15	40	13	11	10	10	11	9	15	22	3	8	3	1	10	2	8	5	11	2	3	4	1	3	2	1	0	2	1	2	1	2	1	1	1	1	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	13081	2589	5240	835	241	578	732	237	652	964	125	111	87	125	39	499	31	79	61	91	37	29	80	18	82	68	10	48	10	15	25	17	27	7	26	6	8	10	31	8	7	6	2	7	2	13	17	2	3	0	1	5	1	7	3	9	2	2	1	0	2	0	0	0	0	0	2	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	15003	3916	5823	1481	969	943	994	533	786	1039	314	275	215	282	160	548	126	142	115	136	76	70	124	60	115	77	43	67	38	36	47	33	37	25	29	17	13	19	29	10	10	19	10	13	10	9	19	3	8	3	1	9	6	4	5	10	1	4	4	2	3	4	0	0	2	0	3	1	1	1	1	1	1	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	12732	2496	5205	821	239	591	740	249	626	929	133	101	76	140	43	497	35	81	55	106	31	25	89	19	93	57	9	40	12	19	28	17	28	9	19	8	7	14	23	5	7	15	2	7	2	7	15	2	3	0	1	5	5	4	4	7	1	2	0	1	2	2	0	0	0	0	3	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	14908	3954	5802	1471	972	943	1018	577	767	1072	318	268	229	260	169	574	122	137	115	151	64	76	109	69	104	69	48	60	45	33	47	34	31	26	25	19	13	22	28	15	7	15	11	15	8	8	14	4	11	3	2	8	7	5	3	13	1	4	4	2	3	4	1	4	2	0	4	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	12642	2506	5179	833	253	592	778	268	596	965	145	99	76	137	50	516	34	72	64	111	26	27	78	21	86	50	8	40	14	19	29	13	21	11	19	8	4	18	23	7	5	10	3	8	3	5	10	1	4	0	1	4	6	5	2	10	1	1	0	2	3	2	1	4	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	14735	3895	5741	1489	963	1003	1078	570	723	1062	346	280	226	227	162	581	126	137	103	139	71	61	124	62	137	62	54	68	34	33	35	31	25	31	23	16	13	30	26	17	10	22	10	14	10	19	12	5	7	2	6	7	7	4	4	17	1	5	2	2	2	6	1	4	1	0	2	1	1	1	0	1	0	0	1	0	0	0	0	2	0	1	0	1	1	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	12482	2437	5128	855	231	626	820	262	537	946	149	101	67	119	50	528	37	80	56	95	35	25	97	20	118	43	8	43	9	15	23	15	14	16	19	5	4	24	19	8	6	16	2	8	4	14	8	1	2	1	4	5	6	4	4	16	1	1	0	2	2	3	1	4	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	15115	4020	5625	1512	979	906	958	552	773	1036	305	276	258	245	161	412	131	115	125	147	111	80	120	70	128	99	42	68	47	27	41	41	36	28	41	27	18	27	28	22	13	24	14	11	10	16	4	6	3	4	11	9	4	6	4	2	5	2	2	3	7	5	6	2	4	2	0	2	3	1	0	3	0	1	0	2	2	0	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	south21_active	80	12814	2590	5005	830	234	537	740	247	613	918	108	98	72	130	52	377	40	57	69	105	42	24	92	25	103	78	9	47	16	7	24	19	19	10	30	7	8	22	23	11	7	20	6	3	5	12	3	1	2	1	9	9	4	4	3	0	3	1	1	2	4	3	5	1	4	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	15035	4055	5412	1459	964	935	956	533	793	1051	310	282	245	236	161	433	125	133	123	149	88	80	114	77	122	110	51	58	43	29	40	33	25	27	46	24	16	22	23	16	14	20	12	10	9	20	6	8	3	5	9	9	9	8	4	1	3	2	3	4	5	3	1	1	4	2	0	5	3	2	1	5	0	1	0	2	1	0	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	12721	2614	4774	781	215	561	730	243	605	934	118	99	60	120	51	397	34	75	77	111	31	21	95	19	95	92	9	40	14	9	30	15	15	10	33	7	6	19	17	8	5	16	7	4	4	16	5	1	2	1	4	9	9	6	4	0	2	1	1	2	4	0	1	1	4	0	0	0	0	1	1	3	0	1	0	2	1	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	14884	3994	5687	1475	1013	965	1023	540	797	1057	297	291	236	217	168	462	119	151	114	133	91	87	116	69	103	117	61	62	42	32	49	27	24	29	60	25	11	17	29	17	17	21	12	9	8	13	7	9	3	6	9	10	9	8	6	3	1	0	3	3	2	5	0	1	2	2	0	5	6	2	1	3	1	1	0	0	0	0	1	0	2	0	0	0	0	1	0	0	1	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	12540	2572	5061	794	231	574	800	260	602	935	117	100	65	101	52	416	31	92	70	91	32	23	95	18	81	103	9	47	18	13	40	16	13	10	45	8	4	14	24	10	7	19	6	6	5	12	7	2	1	2	4	10	9	7	4	3	1	0	1	2	2	2	0	1	2	0	0	0	0	1	1	3	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	14473	3885	5507	1492	996	984	1046	532	789	1050	308	287	248	193	163	535	121	157	124	115	91	73	117	69	86	126	63	63	38	31	55	23	27	26	48	26	15	18	26	15	19	25	9	8	9	16	5	7	6	5	4	6	7	7	5	7	1	2	2	1	1	7	0	1	5	1	0	3	4	2	1	3	1	0	1	0	0	0	1	0	2	0	0	0	0	2	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	12120	2433	4866	813	222	578	813	250	582	929	123	106	69	87	43	483	28	103	74	75	29	19	90	16	61	112	11	45	14	10	42	10	11	9	36	8	4	13	21	5	11	23	4	6	7	16	5	1	3	1	0	5	7	5	3	6	1	0	0	0	1	4	0	1	5	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	12942	3710	4736	1470	1011	937	1007	527	724	920	308	274	233	195	154	472	130	158	121	111	92	70	114	63	77	122	64	61	40	32	49	25	29	21	48	22	18	18	30	18	21	23	12	9	7	10	9	8	6	6	2	3	8	6	5	8	1	2	2	3	1	6	0	2	5	0	1	0	5	1	0	4	1	0	1	0	0	1	1	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	10416	2174	4047	757	251	510	745	235	512	790	113	86	69	87	44	412	31	103	61	67	25	17	86	19	52	105	12	44	13	13	33	12	7	6	37	8	4	11	25	7	13	20	4	4	6	10	6	2	3	1	0	2	8	3	2	6	0	0	0	1	1	4	0	2	5	0	1	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	11486	3525	4000	1470	1020	874	920	524	651	796	297	277	232	193	148	407	141	133	117	103	102	64	94	66	68	92	54	53	36	29	51	26	31	19	36	20	19	24	37	13	18	22	11	5	6	14	6	10	8	3	2	4	6	5	2	10	3	3	2	2	8	8	1	2	3	0	2	1	2	2	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	2	0	0	1	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	8865	1905	3287	722	287	445	609	207	453	672	95	90	64	90	42	347	35	74	60	56	28	15	63	17	47	69	14	36	9	10	31	9	8	4	27	4	3	14	30	4	11	18	1	2	4	13	3	2	2	0	0	0	5	2	1	8	1	0	1	1	8	6	0	2	3	0	2	0	2	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	10581	3408	3644	1398	1010	856	885	504	602	686	286	275	226	199	136	341	139	137	106	116	82	71	111	70	78	72	46	49	39	33	43	30	25	21	29	18	21	24	33	18	17	14	13	9	7	10	7	9	4	5	7	7	9	3	2	7	6	2	1	4	7	2	2	2	3	0	5	2	2	2	0	1	1	0	1	0	0	1	1	0	2	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	south27_active	80	7874	1773	2899	639	283	426	560	181	424	552	82	83	57	95	39	292	42	69	50	65	21	20	78	21	60	49	11	32	10	9	24	11	7	4	22	5	5	16	23	9	8	10	1	6	3	7	2	3	0	1	3	2	8	2	1	5	3	0	1	3	7	2	0	1	3	0	5	0	2	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	south28_all	80	10909	3464	4002	1392	1004	844	860	527	615	709	296	277	217	210	156	321	136	138	99	126	81	73	114	68	91	93	37	60	42	29	37	32	18	25	38	21	18	28	29	16	14	13	14	9	10	20	7	8	6	8	7	8	6	2	2	7	6	1	2	4	8	2	5	3	0	2	5	4	0	2	0	2	1	3	0	0	0	1	0	0	2	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	south28_active	80	8265	1884	3251	663	266	436	552	192	432	579	85	82	42	106	38	273	41	69	48	74	22	20	82	19	70	69	10	36	9	9	20	15	8	6	30	5	5	21	20	8	5	11	1	7	4	17	2	2	1	3	3	3	5	2	1	5	4	0	2	4	8	2	3	1	0	0	5	0	0	2	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
