label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50
0.03	north1_all	80	66177	14903	8277	5162	6063	3035	1664	1539	787	811	456	323	286	156	181	95	87	105	57	30	35	31	50	12	12	35	5	10	6	3	2	2	0	1	0	1	0	2	0	0	1	0	1	1	1	0	0	0	0	0	0
0.03	north1_active	80	41505	7795	4402	2712	3739	1858	936	860	405	459	237	158	159	71	119	42	49	65	27	13	27	22	35	5	6	13	3	6	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0
0.03	north2_all	80	66076	14818	8403	5136	6109	3093	1613	1628	771	782	471	343	309	156	174	98	80	84	56	36	25	38	50	13	8	16	8	11	4	2	2	3	0	2	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north2_active	80	41498	7844	4479	2728	3790	1893	870	958	394	457	246	172	154	68	109	38	48	52	27	13	13	26	36	3	4	10	3	5	4	1	1	1	0	2	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_all	80	66422	14739	8374	5077	6281	3069	1621	1566	743	785	458	321	353	172	173	95	83	98	54	37	26	35	37	17	8	15	12	11	4	1	2	3	1	2	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_active	80	41796	7815	4435	2688	3939	1870	859	920	376	455	240	158	192	77	109	33	42	54	25	12	16	23	25	8	4	2	7	4	4	1	1	1	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_all	80	66052	14761	8398	5114	6269	3067	1636	1515	730	762	471	294	315	159	179	98	82	101	45	41	32	34	46	21	7	22	17	6	4	2	2	2	1	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	41567	7737	4422	2748	3968	1854	884	932	360	427	249	143	174	80	112	42	34	56	21	15	18	21	35	11	3	8	11	1	3	1	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	66012	14855	8247	5118	6348	3095	1604	1502	733	788	488	286	350	166	170	98	75	105	52	41	58	39	47	22	9	22	13	5	5	3	2	0	1	1	4	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	41535	7711	4348	2718	3976	1872	884	927	385	440	266	137	198	88	111	50	27	58	21	16	22	25	40	16	2	7	10	2	1	1	2	0	0	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	65420	14842	8293	5162	6239	3155	1644	1545	731	816	496	279	332	169	151	105	84	123	50	38	69	27	45	24	12	26	12	4	8	3	2	6	0	1	3	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	40967	7666	4374	2693	3889	1860	936	934	365	466	273	136	181	86	93	55	38	65	20	18	35	17	33	17	2	8	8	1	4	1	1	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	65701	14961	8441	5189	6363	3160	1626	1575	739	813	522	301	341	169	148	96	76	114	47	35	70	30	33	20	14	13	6	4	13	4	7	7	0	0	5	1	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	41024	7783	4483	2676	3947	1866	920	905	377	477	286	137	184	80	79	47	34	73	19	16	35	18	17	16	3	3	1	2	8	1	1	2	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	65417	14820	8502	5141	6111	3069	1718	1576	754	828	493	332	319	150	140	98	85	130	46	30	47	28	21	19	11	16	5	5	17	4	7	7	0	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	40668	7662	4469	2617	3743	1842	938	893	367	482	271	153	170	65	72	53	38	75	18	12	35	14	7	15	2	4	0	2	11	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	65908	14887	8384	5253	6093	3007	1695	1553	754	832	475	342	313	143	162	91	64	120	46	28	51	27	24	17	8	15	7	6	12	4	6	2	1	1	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	40995	7724	4396	2726	3744	1791	918	879	360	491	267	151	181	64	87	48	25	64	15	13	38	11	14	14	2	4	1	3	8	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
