label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63
0.03	north1_all	80	14379	4461	2199	2280	1423	777	1002	952	301	539	293	262	212	121	134	73	113	63	63	39	29	25	20	15	6	20	15	8	9	3	8	5	4	3	1	1	1	3	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north1_active	80	8516	2297	1012	1370	818	394	647	666	155	354	180	170	130	77	87	35	67	33	45	25	15	9	9	9	4	12	11	5	4	1	2	5	1	2	1	1	1	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	14664	4403	2192	2288	1423	738	983	982	301	566	308	288	209	113	112	64	106	52	67	39	24	27	23	16	8	19	14	8	7	4	6	4	3	1	1	1	0	2	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north2_active	80	8670	2239	998	1364	821	377	637	688	143	364	186	201	126	66	69	24	70	28	43	25	11	14	9	8	5	12	11	6	4	1	1	4	1	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	14644	4588	2152	2282	1381	751	977	954	282	567	312	276	221	103	113	62	95	52	71	40	27	32	23	12	13	17	12	7	6	4	7	4	2	2	1	4	1	4	2	1	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0
0.03	north3_active	80	8681	2347	980	1329	782	384	612	652	119	361	176	188	134	57	71	20	57	31	47	19	17	20	9	5	7	13	9	3	4	2	4	4	1	0	1	1	1	4	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north4_all	80	14714	4512	2120	2256	1378	767	1015	914	282	567	275	275	200	116	128	63	117	55	65	42	20	32	21	12	12	14	15	6	4	4	6	2	1	4	2	4	3	4	2	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0
0.03	north4_active	80	8791	2341	935	1310	768	375	632	614	123	365	156	184	114	72	69	22	65	34	36	16	11	22	7	3	6	11	12	2	3	2	4	1	1	1	1	1	2	4	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north5_all	80	14647	4538	2118	2267	1453	775	991	918	278	553	263	296	210	122	134	71	116	50	71	47	21	29	21	12	12	15	15	3	4	3	6	1	2	5	3	4	3	2	2	0	2	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0
0.03	north5_active	80	8860	2365	926	1291	805	382	599	625	130	363	141	191	115	75	78	25	59	31	42	16	11	21	12	4	6	12	13	1	3	1	4	0	2	1	2	1	2	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north6_all	80	14787	4434	2076	2316	1451	779	1040	950	291	576	276	273	232	135	155	65	121	54	58	55	12	25	21	13	15	17	14	4	5	2	4	1	3	5	3	3	2	0	1	0	2	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north6_active	80	8943	2277	881	1353	798	388	643	649	141	374	152	182	132	86	80	26	61	32	30	24	6	20	10	6	8	13	13	2	4	0	2	0	3	1	2	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	14804	4471	2146	2384	1477	779	1047	941	288	581	294	275	206	149	170	72	108	54	78	54	15	24	21	14	16	18	17	3	4	3	3	1	8	2	3	0	1	1	1	0	1	2	2	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0
0.03	north7_active	80	8910	2299	932	1380	814	404	647	638	139	385	159	178	126	86	96	29	60	25	46	26	6	16	11	7	7	11	12	2	4	1	1	0	5	1	1	0	1	0	0	0	0	2	2	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	14615	4396	2145	2358	1476	782	1066	914	295	587	313	273	202	143	186	71	102	48	78	52	11	19	20	14	18	23	13	5	3	6	3	0	6	0	4	0	1	1	1	0	1	2	3	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north8_active	80	8759	2254	942	1386	833	397	678	602	134	388	175	175	119	84	114	31	62	24	52	27	4	12	9	7	9	17	6	3	3	1	1	0	3	0	2	0	1	0	0	0	0	2	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	14574	4407	2192	2342	1399	774	1012	851	307	565	330	250	161	151	193	74	95	50	76	52	13	17	19	14	15	15	11	3	2	7	4	2	6	3	4	0	1	2	3	1	1	1	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0
0.03	north9_active	80	8737	2283	967	1368	807	401	624	545	138	370	194	148	101	94	123	32	62	18	50	27	5	8	6	6	7	9	4	2	1	1	1	0	3	2	2	0	1	1	2	0	0	1	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	14529	4424	2194	2237	1428	765	993	884	327	556	295	262	180	155	195	63	103	48	64	45	21	24	16	11	14	22	10	3	2	4	3	2	4	5	4	0	1	4	4	1	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	8749	2310	1006	1324	818	381	607	553	146	362	179	159	110	96	134	27	69	22	44	17	9	12	5	4	7	14	4	2	1	0	0	0	2	4	3	0	1	3	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	14606	4494	2059	2354	1437	718	1045	973	273	556	307	295	189	122	208	61	138	63	76	38	30	22	15	10	15	13	9	2	4	5	8	3	1	2	5	5	1	2	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	8777	2288	923	1408	811	359	656	619	136	368	165	180	116	68	139	25	94	31	54	20	14	7	6	6	11	9	6	2	1	2	3	1	1	2	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	14596	4501	2072	2349	1404	755	1053	900	270	550	308	292	173	135	170	68	128	55	50	42	29	25	18	15	15	23	9	9	4	5	8	4	1	3	5	6	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	8749	2299	940	1404	770	393	661	583	122	359	171	188	93	82	97	24	85	30	38	21	15	12	9	9	11	14	6	6	0	3	3	2	1	2	0	6	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	14520	4558	2072	2348	1414	751	1046	925	287	567	325	279	181	141	154	75	109	45	50	47	24	28	16	18	12	23	10	9	3	5	5	7	1	2	6	8	1	1	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	8637	2320	961	1385	785	372	653	607	129	379	194	185	102	82	93	33	82	24	33	28	12	16	9	11	7	13	6	5	0	2	2	2	1	1	2	8	0	1	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	14526	4478	2098	2317	1418	804	973	887	296	581	336	279	172	137	156	66	107	43	59	46	17	36	20	19	9	23	11	9	2	6	3	6	2	3	4	10	1	1	4	0	0	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	8651	2316	960	1365	794	391	609	587	123	396	193	192	97	80	96	33	78	25	41	27	9	23	14	11	5	13	7	5	0	4	2	1	1	1	3	9	0	1	4	0	0	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	14580	4454	2136	2352	1391	830	983	915	312	586	329	271	174	139	159	64	107	46	79	34	14	33	19	16	7	17	12	4	3	4	4	4	1	5	4	4	1	0	4	1	3	2	2	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	8743	2280	989	1399	768	404	613	606	139	411	179	169	101	85	105	31	80	27	58	17	8	21	16	9	4	8	8	1	1	3	3	0	0	1	4	3	0	0	4	1	3	0	2	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	14632	4387	2140	2346	1374	807	996	896	302	561	309	281	179	129	181	61	97	49	76	36	22	33	14	17	8	12	10	5	2	4	3	1	2	5	3	3	1	1	4	1	3	2	2	5	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_active	80	8728	2238	978	1396	740	396	624	591	133	388	171	167	106	78	120	29	71	29	58	19	12	22	11	8	6	7	7	1	2	2	3	0	0	1	2	1	0	1	4	1	3	0	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north17_all	80	14688	4415	2089	2314	1394	785	1001	941	325	534	250	266	198	140	187	72	71	61	70	41	27	31	17	13	9	12	10	6	4	2	6	1	4	8	4	2	1	1	6	1	3	2	2	5	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north17_active	80	8718	2256	959	1403	765	371	627	617	154	352	138	142	119	80	123	30	44	34	49	24	13	21	12	4	8	5	7	1	3	0	6	0	2	3	2	0	0	1	6	1	3	0	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_all	80	14738	4394	2076	2325	1424	765	1000	935	339	537	213	263	191	132	159	73	71	50	73	42	31	29	15	14	15	15	7	5	4	3	3	3	4	6	4	8	2	3	2	1	0	0	0	4	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	8682	2240	933	1423	795	347	636	579	170	340	121	159	108	73	104	30	47	30	48	23	13	20	9	4	12	7	5	1	3	0	3	0	2	3	1	5	0	3	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_all	80	14712	4424	2075	2394	1442	758	967	948	320	497	231	306	195	141	141	74	101	49	72	43	27	30	15	16	14	21	11	6	2	3	7	4	3	7	3	8	2	4	3	0	2	0	0	10	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	8704	2291	933	1456	824	356	622	583	158	311	133	197	111	77	84	29	69	28	41	27	14	21	7	7	10	7	6	1	1	0	6	1	2	4	0	5	0	3	3	0	2	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	14557	4482	2123	2404	1439	728	974	948	322	523	258	322	204	156	130	67	100	44	83	31	25	25	15	16	14	31	15	10	3	4	7	3	2	6	3	8	2	3	1	0	2	1	0	10	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	8720	2314	993	1457	798	343	614	575	144	347	149	220	117	91	76	27	67	22	52	16	15	16	7	7	9	14	9	7	1	1	6	1	1	4	1	6	0	2	1	0	2	0	0	10	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	16772	9040	2433	2857	1522	1227	690	753	352	287	275	281	166	104	154	64	124	39	97	24	26	39	12	11	19	7	15	8	4	6	3	9	3	3	3	4	5	2	1	0	3	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	10329	5871	1203	1756	880	756	378	427	201	158	145	181	95	48	87	37	74	23	53	11	13	19	3	2	11	3	6	6	2	6	0	9	2	0	2	3	4	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	16641	9117	2442	2975	1556	1213	659	741	358	285	260	287	185	109	149	61	104	49	79	33	34	46	14	14	22	6	14	7	3	7	3	10	4	2	3	4	2	2	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
