label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61
0.03	north1_all	80	4447	3452	1880	1315	473	400	284	194	167	254	131	125	107	62	146	47	50	86	98	29	31	55	16	11	8	12	6	17	10	1	7	4	4	13	11	2	2	2	3	2	11	0	2	8	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north1_active	80	2463	2217	1170	829	227	202	141	87	84	156	74	86	62	25	94	20	29	53	76	15	16	31	6	3	2	8	3	13	8	1	4	4	1	12	10	0	0	1	0	1	9	0	1	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north2_all	80	4434	3485	1871	1203	496	404	265	194	172	227	137	120	102	65	162	50	52	101	76	26	31	58	17	14	9	11	5	14	7	1	6	0	4	4	12	5	1	2	5	2	10	2	3	6	2	0	1	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north2_active	80	2466	2271	1158	748	234	201	132	87	79	140	76	71	55	29	108	22	29	69	55	14	14	42	9	7	3	8	0	7	5	1	3	0	1	3	10	0	0	1	2	1	9	2	1	6	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north3_all	80	4423	3371	1775	1176	460	413	268	180	161	224	129	134	115	56	157	52	53	91	62	21	31	54	23	14	11	8	4	18	12	3	8	3	2	2	11	5	0	2	5	1	2	3	2	9	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north3_active	80	2436	2125	1098	723	207	204	136	75	67	128	73	73	70	26	109	24	32	56	44	10	14	40	10	6	4	6	0	8	8	1	5	2	1	2	8	0	0	1	2	1	2	2	0	8	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north4_all	80	4222	3042	1707	1077	420	385	239	179	152	210	137	141	109	46	148	58	44	96	51	22	28	49	19	10	9	7	5	21	10	2	6	9	3	3	2	4	2	0	4	0	7	3	2	3	2	3	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0
0.03	north4_active	80	2333	1857	1022	668	188	178	116	70	69	122	80	76	63	26	101	29	28	57	36	10	11	37	11	5	3	5	0	12	6	0	4	4	2	2	0	0	2	0	2	0	7	2	0	2	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	north5_all	80	4073	2814	1559	1029	417	385	219	179	151	203	127	143	95	42	130	61	36	71	55	24	25	39	18	6	9	7	5	12	10	2	6	10	2	2	1	0	2	0	1	0	7	4	1	3	2	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	2172	1689	902	628	185	169	109	72	69	126	67	79	57	20	88	29	30	39	43	12	8	25	9	2	3	5	3	6	3	0	4	4	2	1	0	0	2	0	0	0	7	3	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
