label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57
0.03	north1_all	80	20118	6210	4203	3340	2100	987	755	380	377	300	247	231	118	129	75	128	41	83	76	27	30	31	16	9	21	12	12	8	2	1	5	0	3	2	2	0	4	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	12992	3700	2623	2138	1331	592	399	180	206	161	132	134	64	82	36	69	20	53	56	12	11	20	11	4	16	4	6	5	1	0	3	0	0	1	1	0	2	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	20379	6240	4155	3361	2151	967	765	357	338	295	256	227	122	129	80	105	41	105	67	32	33	24	18	10	19	17	5	12	2	1	8	0	9	1	0	0	4	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	13074	3698	2564	2149	1402	548	413	163	184	155	135	136	67	86	35	65	21	64	48	14	14	16	10	4	17	11	4	7	2	0	5	0	6	1	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	20422	6183	4274	3273	2155	953	781	362	323	290	263	208	130	145	77	118	47	100	67	35	32	26	17	13	18	18	4	11	2	1	7	2	9	1	0	2	3	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	12990	3728	2622	2067	1386	539	442	167	179	152	142	124	65	94	31	72	23	62	51	14	15	13	7	5	12	12	4	5	1	0	5	0	6	1	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	20514	6240	4253	3209	2184	908	759	376	309	261	275	218	140	143	75	129	53	96	65	29	34	22	13	15	14	23	6	12	4	1	4	2	11	1	1	2	2	1	0	2	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	13041	3769	2611	2033	1393	499	427	186	165	131	148	121	72	93	31	83	25	64	50	11	15	7	4	6	7	15	5	6	3	0	2	0	10	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	20797	6284	4204	3141	2074	914	742	405	315	261	267	204	126	149	67	121	48	95	51	23	33	23	16	13	15	28	7	17	7	2	5	2	6	1	1	2	5	0	2	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	13320	3745	2614	1981	1345	500	430	202	157	143	152	103	62	90	29	77	18	58	34	5	16	11	5	7	7	20	5	11	4	0	1	0	5	0	0	2	5	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
