label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81
0.03	north1_all	80	28143	23785	16689	4998	7872	2843	2675	2616	1306	995	828	737	527	947	364	427	370	401	379	399	279	111	171	108	90	107	82	65	76	58	26	67	21	38	24	18	16	15	10	10	19	4	3	3	9	3	2	5	1	1	0	1	0	1	1	1	0	0	0	2	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	12933	14288	10391	2297	4853	1381	1414	1533	603	461	366	361	251	599	171	231	196	216	246	273	181	50	110	57	61	68	37	26	39	37	13	41	12	25	13	14	7	7	8	7	14	2	3	2	5	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	28181	23590	16630	4962	7702	2891	2677	2593	1276	967	803	761	525	904	378	428	409	424	379	439	264	123	182	107	95	104	79	70	68	50	25	57	19	33	20	12	15	19	9	14	13	8	3	4	15	3	4	3	7	1	2	0	9	1	0	1	0	1	0	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	12955	14227	10467	2239	4752	1411	1401	1523	570	450	359	360	255	547	183	244	220	216	245	308	167	58	109	53	64	68	41	36	43	37	12	35	8	15	12	8	6	11	4	7	8	3	3	3	11	1	2	0	6	0	1	0	9	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	28247	23879	16598	5069	7793	2893	2585	2657	1292	945	766	729	518	790	413	434	412	437	415	434	274	135	151	114	86	88	103	85	63	42	29	55	22	34	20	18	16	27	10	14	12	11	4	5	15	4	4	3	7	0	3	0	10	2	0	1	0	1	0	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	13023	14427	10378	2318	4851	1403	1339	1616	595	426	332	350	243	469	206	251	225	253	256	316	165	63	86	59	51	57	54	45	39	30	12	33	8	13	11	11	8	16	5	7	8	2	4	3	12	1	2	0	6	0	2	0	10	1	0	0	0	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	28412	24176	16600	5070	7723	2898	2588	2730	1229	909	745	730	543	752	406	407	386	429	448	403	243	127	152	116	78	98	105	87	65	48	30	44	26	51	12	19	20	20	8	12	13	10	3	6	11	15	6	1	7	0	4	0	10	2	0	3	0	1	0	2	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	13123	14696	10371	2342	4824	1421	1364	1647	542	428	329	360	254	429	197	229	217	261	268	287	140	56	87	60	38	67	61	48	35	30	12	26	11	25	7	12	12	11	4	5	7	2	3	4	8	6	5	0	6	0	3	0	10	1	0	0	0	1	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	28533	24144	16783	5062	7687	2855	2574	2648	1280	916	717	743	542	750	423	396	391	443	462	444	238	115	155	116	72	90	109	90	60	63	27	48	27	54	14	21	23	19	6	10	13	6	4	4	9	16	6	3	1	1	2	1	10	1	0	3	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	13173	14621	10423	2342	4836	1407	1369	1593	578	424	319	390	247	433	205	215	232	282	266	303	141	50	95	69	31	59	62	50	32	42	11	28	13	27	7	13	15	10	3	3	10	0	3	3	5	8	4	1	0	0	2	1	10	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	28434	24113	16900	5050	7918	2911	2649	2609	1260	929	746	724	562	802	395	407	404	407	460	439	267	106	151	120	68	92	94	76	99	67	27	58	23	60	19	21	22	16	10	8	11	2	5	3	4	17	9	3	1	5	2	1	1	1	0	3	0	1	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
