label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77
0.03	north6_all	80	36726	15173	8513	5722	3884	7500	4179	1840	1476	1694	910	837	1010	1616	974	377	318	369	302	200	166	166	179	121	83	107	90	47	34	40	33	21	22	33	13	12	15	17	14	26	7	12	7	2	16	3	5	5	7	1	4	0	1	2	0	1	1	2	0	1	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	18985	6564	2686	1803	910	6495	3246	562	602	1139	248	417	770	1450	835	113	125	259	200	106	56	96	117	85	40	87	48	11	12	12	15	4	10	18	2	3	10	10	0	21	0	6	4	0	14	1	1	2	7	0	0	0	0	0	0	1	1	0	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	36803	15151	8532	5715	3939	7538	4046	1811	1513	1724	882	840	1023	1567	1016	385	325	386	271	213	154	173	162	142	92	125	94	54	39	39	31	24	26	27	16	17	20	19	9	26	7	14	8	6	9	3	7	6	7	3	4	1	1	2	1	1	1	0	0	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	19001	6569	2726	1782	883	6529	3144	552	631	1176	247	409	781	1396	861	122	141	269	165	121	54	100	115	104	46	105	52	15	12	11	17	4	17	17	3	4	8	9	0	21	0	9	4	1	7	1	1	3	7	2	0	1	0	0	1	0	1	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	36363	15054	8479	5693	3954	7559	4017	1825	1547	1761	889	800	1027	1495	952	402	330	346	266	230	159	165	150	153	93	116	93	53	42	38	28	24	24	18	17	15	16	22	14	21	4	11	9	7	4	4	5	4	6	3	2	3	1	1	2	1	1	0	0	2	2	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	18678	6559	2685	1767	927	6591	3122	524	635	1232	251	382	794	1341	792	116	165	230	154	123	52	103	105	116	46	88	50	17	17	13	13	3	17	12	5	4	6	10	2	17	0	7	5	2	3	1	0	2	6	2	0	3	0	0	1	0	1	0	0	2	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	36484	15179	8446	5768	3934	7547	4098	1791	1581	1851	885	813	1000	1514	928	382	323	370	256	242	148	164	150	143	85	144	96	50	36	27	34	27	26	20	17	16	22	16	9	6	4	10	13	6	1	4	5	4	2	2	1	3	3	1	2	1	0	0	0	1	2	1	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north9_active	80	18700	6615	2645	1782	897	6626	3201	512	652	1341	240	378	771	1366	779	112	172	253	146	131	44	101	94	106	34	117	58	13	13	10	17	7	18	11	7	5	8	6	2	5	1	8	10	2	0	1	0	2	1	2	0	3	2	1	1	0	0	0	0	1	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	36734	15251	8519	5836	3998	7555	4099	1782	1540	1789	914	806	1045	1523	914	378	322	364	244	233	159	162	149	137	81	168	96	57	37	33	37	30	28	28	18	20	13	13	12	17	4	4	10	3	3	3	3	5	4	1	0	6	3	2	1	0	1	1	0	1	2	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north10_active	80	18806	6643	2602	1828	935	6683	3207	507	612	1256	242	372	802	1389	777	99	182	247	137	123	47	99	93	93	29	140	56	16	17	7	17	14	16	15	10	6	8	7	2	16	1	2	8	1	0	0	0	3	3	0	0	4	2	2	0	0	0	0	0	1	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	35142	14946	8600	5608	4033	6663	3669	1755	1484	1519	899	811	904	1292	904	335	304	340	250	215	153	166	156	130	76	108	92	45	32	47	30	33	39	20	13	11	14	12	11	11	8	19	3	3	11	8	5	2	1	6	1	1	0	1	2	2	5	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north11_active	80	16407	5868	2367	1548	871	5665	2728	453	551	911	216	315	653	1142	749	84	152	218	146	103	44	90	91	85	28	65	52	7	6	12	18	6	16	12	3	3	5	3	1	7	2	18	2	1	10	1	1	2	1	3	1	1	0	0	1	0	4	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	34433	14577	8466	5583	4085	6284	3521	1731	1448	1484	890	791	856	1282	903	318	308	326	234	191	157	170	154	122	71	103	78	44	27	43	26	27	43	22	20	17	17	10	14	17	6	18	13	4	12	5	4	2	1	1	1	3	0	1	2	1	5	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north12_active	80	15252	5381	2190	1435	874	5188	2553	426	509	875	197	300	560	1141	724	65	146	193	133	95	35	97	86	80	22	65	44	2	6	13	15	5	17	15	6	4	6	3	2	13	2	16	12	1	10	0	0	2	1	1	1	3	0	0	1	0	4	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	34640	14761	8489	5598	4022	6520	3529	1768	1515	1517	914	797	902	1259	879	294	296	333	224	172	153	165	150	130	66	109	67	42	24	43	26	21	46	27	20	23	15	11	11	18	5	18	17	7	9	5	5	4	1	5	0	4	2	1	1	1	2	2	1	1	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north13_active	80	15697	5560	2227	1489	846	5434	2574	455	539	916	212	306	609	1121	714	60	138	201	123	84	32	103	79	91	20	74	41	6	6	17	13	3	21	14	5	7	7	2	2	13	2	15	16	1	5	1	1	4	1	3	0	4	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	35282	14892	8419	5624	3973	6953	3681	1755	1534	1600	905	792	939	1378	911	316	308	348	226	185	167	156	154	133	65	104	77	44	37	44	29	20	37	34	25	25	19	13	12	20	5	9	20	9	10	5	5	5	1	8	2	4	3	1	1	4	1	2	1	1	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north14_active	80	16784	5932	2341	1578	856	5922	2708	501	588	1014	240	331	660	1230	753	79	149	220	125	90	40	100	85	95	20	74	38	9	15	14	9	4	19	16	9	7	8	3	1	16	1	6	20	2	6	1	1	5	1	6	2	4	1	0	0	3	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	36049	15107	8431	5683	3928	7449	3853	1761	1555	1665	902	804	1018	1415	995	326	306	336	243	215	154	146	163	166	69	130	77	46	43	39	32	26	31	31	23	20	21	12	11	15	3	9	23	6	10	6	7	4	1	10	2	2	3	1	0	3	1	1	1	1	1	4	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north15_active	80	17930	6368	2466	1694	833	6493	2920	528	620	1104	230	363	761	1255	850	94	155	219	149	107	48	88	95	124	24	100	40	12	16	11	8	10	15	13	8	5	8	5	1	10	0	6	23	1	5	2	2	4	1	8	2	2	1	0	0	3	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	36913	15078	8453	5715	3882	7929	4057	1685	1509	1638	908	802	997	1430	1053	349	304	321	286	216	152	153	143	161	72	132	78	56	51	31	30	34	25	27	25	17	22	10	11	20	7	8	9	7	9	7	5	4	2	11	2	1	3	0	5	3	2	1	0	1	1	3	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
0.03	north16_active	80	18927	6661	2621	1761	862	7001	3163	512	578	1124	255	387	772	1270	920	110	162	207	189	118	49	93	85	123	32	95	38	15	23	8	8	16	11	11	10	6	10	5	1	17	2	6	8	2	5	2	2	4	2	10	2	1	1	0	3	3	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	37045	15247	8511	5755	3877	7651	4052	1700	1483	1625	899	794	1013	1376	1076	379	302	300	272	208	149	155	152	155	76	140	80	53	59	30	30	38	18	35	20	16	23	11	14	14	6	8	21	5	6	6	3	0	3	11	0	1	3	2	5	1	1	1	3	1	2	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	19059	6719	2648	1785	852	6710	3164	507	569	1134	242	368	784	1218	959	117	145	191	185	108	54	93	92	114	31	102	42	14	22	9	11	18	6	17	6	4	13	5	2	13	2	6	20	1	4	2	2	0	2	10	0	1	2	1	3	0	1	0	3	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	36838	15349	8632	5722	3860	7538	4091	1742	1474	1663	956	797	974	1522	1050	387	308	305	286	187	147	169	141	145	81	128	75	56	61	28	39	36	18	37	19	15	14	8	14	20	7	9	30	8	7	5	4	1	4	13	1	0	2	4	5	8	1	1	3	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	19090	6738	2674	1775	894	6596	3228	510	573	1165	251	368	737	1368	923	118	152	199	203	106	54	94	86	106	32	95	45	16	25	6	11	16	9	18	4	4	12	2	3	17	2	6	29	2	5	2	2	1	3	12	1	0	2	1	3	7	1	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	36643	15284	8609	5651	3901	7518	3998	1807	1450	1663	931	834	1036	1531	1003	382	310	322	243	204	157	161	158	117	81	101	86	45	68	35	34	31	24	31	17	14	12	10	16	15	10	14	33	8	3	4	6	1	5	6	1	0	3	6	0	8	0	2	3	4	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north19_active	80	19023	6639	2649	1758	942	6581	3124	532	589	1131	251	382	795	1381	883	103	146	224	160	106	57	97	101	77	32	68	52	14	32	8	12	12	8	15	3	1	8	3	4	9	1	12	29	1	3	2	2	1	4	5	1	0	2	3	0	7	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	36497	15316	8440	5683	3990	7297	4003	1866	1470	1573	937	831	966	1565	955	379	327	350	260	213	139	159	169	110	89	137	79	43	60	36	41	28	22	26	17	17	17	9	15	19	9	21	24	11	1	4	5	2	5	5	3	4	2	4	1	8	4	1	3	4	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north20_active	80	18913	6633	2615	1766	928	6353	3133	521	593	1064	242	391	736	1419	816	94	162	244	167	115	41	96	116	66	31	107	50	11	28	10	12	12	8	9	3	1	9	2	3	13	1	19	19	2	1	2	1	1	5	4	2	4	1	2	0	7	3	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	33741	14395	8315	5741	4031	5726	3385	1826	1427	1390	938	804	859	1165	816	363	291	326	242	171	182	134	107	134	109	85	78	45	55	33	46	28	23	20	25	12	12	9	8	23	5	18	16	6	9	3	9	3	3	7	1	4	1	0	0	0	1	0	2	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	14357	5046	2001	1425	907	4678	2352	422	477	802	193	317	553	988	629	61	125	198	121	89	45	82	51	84	34	52	39	8	15	7	8	10	13	7	9	1	5	2	3	22	2	12	13	1	8	1	3	2	3	6	0	1	0	0	0	0	1	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	33871	14564	8235	5585	4025	5802	3433	1777	1400	1408	969	808	896	1158	831	371	299	330	241	189	170	120	106	134	100	89	76	40	58	37	43	31	19	20	22	13	14	11	11	27	5	15	20	8	10	2	6	5	1	6	2	2	1	1	1	0	1	0	2	4	0	1	0	0	3	0	1	1	0	0	0	0	0	1	0	0	0	0
0.03	south22_active	80	14385	5092	2039	1381	927	4716	2399	393	480	808	189	317	573	970	665	64	126	191	116	97	44	67	59	92	29	64	40	6	14	7	7	10	11	10	8	1	7	3	5	25	2	10	16	2	9	1	2	3	1	6	0	0	0	0	0	0	1	0	0	4	0	1	0	0	3	0	1	1	0	0	0	0	0	1	0	0	0	0
0.03	south23_all	80	34503	14816	8387	5505	3933	6006	3572	1802	1414	1422	994	807	922	1242	830	374	301	340	274	194	169	129	136	138	102	90	60	46	53	34	39	29	32	18	19	18	16	11	9	18	8	16	17	8	8	2	4	4	1	3	2	2	3	1	2	2	1	0	1	0	0	1	0	2	3	0	1	1	1	0	0	0	0	2	0	0	0	0
0.03	south23_active	80	15186	5322	2209	1420	918	4960	2586	431	490	838	211	334	608	1054	667	68	132	200	135	97	39	73	81	98	31	67	32	7	15	10	9	12	19	9	9	3	7	4	4	15	3	10	13	2	7	0	1	3	1	3	0	1	1	0	0	2	1	0	0	0	0	1	0	0	3	0	1	1	1	0	0	0	0	1	0	0	0	0
0.03	south24_all	80	35217	15019	8400	5545	3968	6438	3667	1756	1384	1507	956	813	1011	1324	870	377	292	322	283	207	152	170	142	126	89	99	69	50	50	32	39	26	42	23	16	20	13	10	13	19	8	17	12	9	5	2	4	3	1	1	1	3	4	1	3	2	1	0	0	0	0	0	0	2	3	0	2	1	2	0	0	0	0	2	0	0	0	0
0.03	south24_active	80	16441	5738	2389	1512	904	5465	2747	416	472	964	206	360	710	1138	733	86	132	207	150	97	47	90	83	85	27	77	40	8	18	10	13	10	21	15	6	3	6	3	4	17	1	13	9	2	4	0	2	2	1	1	0	2	2	0	0	2	1	0	0	0	0	0	0	0	3	0	1	1	1	0	0	0	0	1	0	0	0	0
0.03	south25_all	80	36235	15176	8456	5640	3964	6800	3878	1767	1438	1535	925	828	1079	1396	848	363	311	329	283	207	133	181	156	130	102	101	78	49	46	36	32	26	44	27	19	18	14	8	9	16	8	16	7	5	8	1	2	3	1	1	3	3	3	1	3	3	3	0	0	0	1	2	0	2	0	0	1	2	2	0	0	0	0	1	0	0	0	0
0.03	south25_active	80	18052	6133	2579	1654	878	5878	2992	449	507	1027	223	395	805	1229	714	88	159	218	164	98	41	93	93	94	41	82	49	11	21	14	12	9	25	15	5	3	7	2	0	14	1	14	6	0	6	0	1	2	0	1	1	3	2	0	0	3	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	36789	15170	8512	5634	4029	7341	3980	1812	1467	1621	884	843	1121	1376	937	361	331	349	286	206	133	190	164	151	100	108	92	55	46	34	36	29	42	30	22	15	14	7	10	21	6	30	20	4	9	1	2	3	8	3	3	3	3	0	1	3	3	0	0	0	1	2	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0
0.03	south26_active	80	19017	6435	2709	1752	890	6439	3116	473	558	1085	225	404	873	1228	805	84	185	251	169	110	38	105	105	115	49	90	59	13	21	12	14	10	23	17	4	2	8	3	0	20	2	27	20	0	8	0	1	2	6	3	2	2	2	0	0	3	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
0.03	south27_all	80	36616	15363	8457	5639	3952	7526	4042	1804	1479	1638	924	796	1082	1415	940	345	365	366	255	213	135	170	161	156	115	123	94	53	46	39	42	35	34	22	28	15	15	8	11	21	3	35	24	2	8	0	5	3	9	2	7	3	0	3	0	1	3	0	0	0	1	3	0	0	0	0	1	2	1	0	1	0	0	0	1	0	0	0
0.03	south27_active	80	18983	6652	2719	1774	862	6602	3149	488	576	1082	234	376	855	1268	810	81	207	251	156	111	33	105	103	115	57	101	61	12	21	17	18	10	19	12	3	2	12	3	3	18	1	33	24	0	7	0	1	2	7	2	6	2	0	3	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0
0.03	south28_all	80	36722	15343	8438	5555	3916	7745	4013	1862	1494	1681	932	780	1039	1502	1064	331	371	362	257	206	143	176	159	165	109	102	83	55	34	48	33	44	26	27	27	18	12	6	12	20	2	32	28	2	11	2	5	6	9	2	7	3	0	3	0	6	1	0	0	0	0	1	0	1	0	0	0	2	0	0	1	0	0	1	1	0	1	0
0.03	south28_active	80	18878	6684	2708	1718	872	6817	3176	549	600	1117	237	341	807	1348	921	83	202	238	160	108	38	119	109	122	48	78	51	14	14	18	14	13	12	14	5	2	9	4	4	17	1	29	28	0	8	0	2	2	7	2	6	2	0	3	0	6	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	1	0	1	0
0.03	south29_all	80	37071	15311	8371	5584	3913	7670	3989	1806	1491	1704	943	770	998	1527	1010	331	376	343	253	210	136	179	159	139	103	125	84	50	36	44	31	43	21	19	24	19	11	6	12	18	2	26	9	2	9	4	8	5	1	2	7	2	1	3	0	6	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0
0.03	south29_active	80	19137	6666	2663	1682	898	6748	3131	528	627	1135	241	339	754	1361	880	83	193	215	155	117	36	113	110	97	39	96	49	15	11	15	13	10	11	7	5	4	9	4	4	15	0	24	9	0	6	0	3	1	1	2	6	2	0	3	0	6	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0
0.03	south30_all	80	36967	15416	8535	5655	3864	7528	4040	1807	1506	1690	936	838	1006	1589	970	336	360	374	257	215	143	157	153	138	87	126	85	46	36	48	28	46	26	22	19	20	15	8	9	11	6	14	9	1	7	6	7	5	0	1	5	5	1	3	2	6	3	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0
0.03	south30_active	80	19078	6674	2650	1750	908	6530	3168	531	624	1153	253	365	751	1415	827	94	184	237	150	121	43	94	99	106	29	98	47	13	14	13	11	15	12	11	7	5	12	3	2	8	2	13	9	0	4	0	2	2	0	0	4	4	0	2	2	6	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0
0.03	south31_all	80	35929	15002	8406	5780	3935	6854	3720	1854	1467	1610	913	798	984	1365	908	360	318	379	232	215	147	174	162	116	84	124	86	45	57	41	23	30	30	33	17	19	15	15	8	5	8	6	13	5	13	1	4	4	1	0	2	2	1	3	0	3	3	1	2	2	1	0	0	0	2	12	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	17426	6121	2403	1633	885	5902	2740	504	537	1066	225	351	743	1195	769	84	141	225	139	108	50	105	93	82	29	99	44	10	17	13	12	5	18	19	6	4	10	0	1	2	1	4	13	1	13	0	1	1	1	0	2	2	0	0	0	3	3	0	1	2	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	35978	14843	8482	5648	3960	6867	3773	1897	1491	1622	888	803	1007	1313	1025	347	325	345	265	239	147	184	149	113	95	113	87	53	53	33	21	31	32	28	17	19	14	14	10	7	7	6	13	6	11	3	4	3	3	2	3	1	0	3	0	1	3	2	2	2	1	0	1	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	17421	6115	2447	1608	909	5897	2774	536	555	1078	215	349	754	1147	867	82	144	199	144	120	51	116	86	80	34	78	39	15	19	11	11	5	17	18	3	3	8	1	1	5	2	4	12	2	11	0	0	0	1	2	1	1	0	0	0	1	3	0	1	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	35964	14842	8625	5620	3989	6871	3895	1877	1497	1634	910	791	1112	1335	965	337	340	344	275	214	150	175	153	128	100	108	85	56	55	38	27	25	30	23	14	13	13	16	13	8	8	13	9	4	9	3	4	2	5	3	3	2	0	0	1	1	3	2	1	2	0	0	1	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	17278	6108	2495	1608	899	5914	2872	564	556	1100	220	325	843	1173	792	89	162	197	144	121	51	109	91	87	34	72	44	17	24	12	11	4	13	15	4	1	9	2	3	6	1	8	8	2	8	1	0	0	2	2	0	2	0	0	1	1	3	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	36220	14964	8626	5628	3998	6923	3931	1878	1449	1610	937	779	1126	1446	936	343	311	355	310	215	140	177	143	151	101	89	73	56	58	42	29	22	30	19	12	15	10	10	9	13	9	14	9	6	14	5	5	1	5	3	3	2	0	0	1	0	3	1	0	0	0	1	1	0	1	11	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south34_active	80	17639	6169	2574	1653	895	5935	2922	555	536	1070	236	318	847	1285	778	93	150	210	163	119	37	108	87	104	34	53	35	14	26	15	7	4	16	10	3	1	7	2	2	11	3	8	7	2	13	1	0	0	2	2	0	2	0	0	1	0	3	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	36252	15064	8546	5684	4026	7088	3900	1809	1471	1640	979	805	1081	1411	862	341	335	376	307	206	138	172	163	149	101	91	76	50	54	47	29	22	23	26	17	16	12	10	9	15	7	25	4	5	12	4	2	1	6	6	3	2	0	0	3	0	0	1	0	0	0	2	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south35_active	80	18079	6377	2627	1666	902	6135	2935	515	549	1097	245	333	812	1261	730	96	159	232	176	117	38	109	104	104	31	68	43	11	24	18	9	4	14	17	2	3	7	2	3	14	3	18	3	1	11	1	0	1	3	3	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	36664	15185	8493	5668	4019	7203	3887	1786	1445	1577	955	820	1028	1470	884	353	331	393	275	205	138	167	149	161	96	108	75	46	52	39	28	25	26	28	17	17	13	10	8	14	8	21	6	7	10	5	2	2	2	6	3	0	0	1	2	0	0	0	1	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south36_active	80	18634	6524	2709	1717	913	6297	2995	482	551	1048	251	339	779	1310	769	89	158	255	158	118	45	103	102	118	32	87	45	11	22	15	11	3	17	19	1	4	9	4	2	14	3	16	5	3	10	2	0	1	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	36774	15328	8436	5661	4087	7128	3930	1738	1450	1675	933	858	1064	1525	860	325	329	357	251	205	142	155	165	153	91	113	72	48	37	45	24	24	25	32	19	19	18	20	7	14	8	23	5	10	14	3	1	4	2	5	2	0	4	1	2	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south37_active	80	18973	6700	2748	1797	934	6275	3089	490	579	1150	250	365	799	1370	749	87	149	229	134	125	49	101	122	116	27	90	42	13	20	18	14	6	17	24	3	4	14	9	3	13	3	19	4	4	12	2	0	3	1	2	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
