label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95
0.03	north6_all	80	11253	2907	2129	1165	872	669	1121	412	333	312	587	214	205	151	124	150	100	99	89	104	44	61	38	50	23	38	65	67	67	21	12	22	18	6	11	25	28	11	9	3	6	5	5	9	4	4	3	2	2	5	1	5	3	1	2	1	0	1	2	1	0	1	2	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	8754	1059	1278	413	330	149	931	158	98	173	501	112	59	51	51	96	29	71	63	73	13	35	9	30	10	24	59	62	63	13	2	16	7	2	9	25	27	8	8	3	5	1	5	8	2	3	3	1	2	3	0	4	0	1	0	0	0	1	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	11366	2850	2104	1174	836	640	1102	419	359	322	576	230	202	161	109	142	91	101	94	98	44	61	48	57	31	41	76	69	69	17	12	24	18	10	13	29	29	5	10	4	4	7	6	10	5	2	3	2	2	4	0	1	3	1	1	1	0	1	2	1	0	1	1	1	1	0	0	1	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_active	80	8802	1035	1249	443	335	139	917	156	109	190	496	120	56	55	54	85	27	72	70	64	10	38	9	37	13	28	70	65	63	11	2	19	5	4	8	29	29	4	8	2	3	2	6	8	3	1	3	2	2	2	0	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_all	80	11272	2766	2116	1196	885	652	1123	446	368	346	568	237	183	169	111	140	87	104	90	86	45	60	49	62	32	47	87	67	46	15	10	33	13	11	18	36	30	6	7	6	4	7	6	6	4	4	5	2	1	3	0	2	2	0	1	0	1	0	4	0	0	1	3	0	1	1	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	north8_active	80	8745	982	1244	418	359	146	916	176	105	208	494	127	56	59	60	82	24	69	67	55	8	35	10	40	13	33	80	63	41	7	2	20	3	5	8	35	30	4	4	3	3	1	6	5	3	2	3	1	0	2	0	1	0	0	0	0	1	0	2	0	0	1	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_all	80	11440	2782	2079	1207	914	660	1125	461	349	352	576	234	186	178	131	128	83	116	87	113	47	63	52	56	36	47	69	56	47	23	19	30	10	13	20	23	24	6	8	6	4	5	6	7	5	7	11	4	2	0	0	1	1	0	1	0	1	1	4	1	0	1	2	0	1	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	north9_active	80	8889	971	1205	424	359	155	917	173	116	208	502	137	69	64	71	74	28	78	59	81	12	33	12	37	13	34	61	50	42	14	4	19	0	7	10	21	24	5	3	3	3	1	6	6	4	4	7	1	0	0	0	0	0	0	0	0	1	0	3	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_all	80	11352	2754	2103	1240	934	661	1170	441	363	330	558	242	191	158	143	141	80	137	93	122	51	63	54	51	42	54	57	73	55	25	25	34	12	12	20	21	23	4	10	6	3	5	5	10	4	7	15	4	2	3	0	2	2	1	3	0	1	1	3	2	0	1	3	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north10_active	80	8887	920	1200	429	364	162	943	175	118	184	478	143	65	63	69	85	24	87	67	86	13	34	17	32	17	31	47	63	51	14	8	16	3	6	11	18	23	2	2	3	1	1	5	9	4	4	9	0	0	3	0	1	1	0	0	0	1	0	3	0	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	11274	2757	2092	1204	875	686	1166	412	347	378	627	231	165	153	115	147	85	111	98	109	57	54	38	47	26	42	55	106	85	19	16	11	12	6	10	31	21	5	8	9	15	5	20	6	2	5	15	6	4	2	3	3	1	1	0	1	3	2	3	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north11_active	80	8757	996	1217	398	340	168	939	170	119	217	536	129	50	57	47	105	19	70	59	84	12	32	9	25	11	34	43	96	76	7	2	8	6	3	3	28	20	3	3	6	7	4	12	5	1	2	11	4	2	0	0	1	0	1	0	0	3	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	11369	2800	2060	1194	908	679	1149	443	340	352	615	222	178	145	118	141	102	119	98	117	47	57	37	48	26	44	69	110	85	23	20	9	11	7	7	21	39	11	6	7	10	5	27	7	3	5	13	10	3	3	3	4	1	3	1	1	3	2	7	2	2	1	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north12_active	80	8770	998	1183	394	327	172	935	189	103	204	527	128	53	47	53	88	27	80	59	94	8	30	7	26	10	37	56	101	78	9	4	7	4	2	1	18	37	8	2	5	5	4	19	4	1	2	10	6	1	3	0	2	0	1	0	0	3	1	3	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	11542	2841	2043	1191	910	685	1160	465	348	348	563	219	170	156	128	139	98	121	93	126	59	45	44	55	18	44	67	99	78	18	21	17	8	8	13	29	37	9	4	10	10	2	21	7	3	4	8	9	4	3	2	4	0	3	1	1	6	3	7	1	3	2	0	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north13_active	80	8934	1026	1155	404	344	167	951	186	102	194	473	127	46	50	63	80	32	88	56	92	15	28	9	33	6	36	61	91	72	8	7	14	2	3	7	24	35	8	1	7	6	1	13	4	1	2	7	7	1	3	1	2	0	1	0	0	6	1	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	11339	2787	2122	1206	875	642	1106	444	347	363	548	241	158	162	139	145	103	109	100	123	61	61	47	53	16	53	69	77	59	20	19	19	9	10	15	30	30	12	3	7	9	3	18	4	4	4	4	7	1	3	1	3	1	3	1	0	6	4	7	1	3	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	8823	1002	1216	407	316	152	915	167	100	198	454	136	32	50	68	80	35	78	69	87	18	34	10	33	5	45	59	71	54	7	6	14	1	3	8	24	28	10	0	5	6	3	11	2	2	3	3	5	0	3	1	1	0	0	0	0	6	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	11389	2829	2129	1248	858	621	1116	435	352	375	504	261	153	155	151	147	93	100	116	112	63	56	40	53	17	52	60	99	57	23	15	23	6	11	17	25	26	9	1	6	8	4	4	7	5	4	4	9	3	2	3	1	1	2	1	1	9	3	0	0	2	1	1	2	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	8809	1006	1209	443	309	133	920	165	113	216	415	145	29	52	70	83	27	68	86	78	16	32	11	32	4	44	50	93	48	6	4	16	1	4	11	21	24	7	0	4	6	3	3	5	4	4	3	6	0	2	2	0	0	0	0	0	9	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	11398	2835	2131	1223	861	601	1149	430	356	357	554	257	145	140	143	146	94	111	100	106	67	60	41	46	28	51	64	92	46	27	14	25	7	11	21	23	23	7	5	6	6	8	4	5	6	4	4	4	4	1	5	2	2	2	1	4	5	2	1	0	0	1	1	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	8796	1041	1230	420	305	118	940	146	125	209	473	135	24	51	62	85	30	81	75	76	17	38	10	31	9	39	54	84	39	6	2	12	0	5	15	20	22	6	0	4	4	3	3	5	4	4	3	3	0	1	1	0	0	1	1	1	3	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	11421	2917	2114	1208	895	623	1134	442	351	361	605	238	149	134	135	154	95	120	97	104	63	52	46	59	31	36	58	89	38	26	14	26	9	10	17	30	22	9	8	6	3	5	9	5	7	3	5	4	5	4	5	3	5	1	1	4	5	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	8801	1027	1236	423	326	124	931	144	125	215	528	130	34	57	56	96	31	79	67	71	15	30	13	41	11	23	51	79	33	7	2	14	1	5	12	27	18	3	2	5	2	0	8	4	4	3	3	1	1	3	1	1	2	1	1	1	3	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	11477	2930	2089	1170	888	643	1202	428	349	354	662	235	155	126	141	164	95	142	93	108	64	56	46	53	33	41	58	80	52	27	18	22	14	10	16	36	26	10	8	10	4	11	13	4	6	4	5	6	4	4	6	3	6	2	1	4	3	0	1	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	8937	1029	1273	372	346	127	991	150	119	200	574	121	42	42	61	104	34	95	60	71	16	36	15	38	14	26	47	71	48	6	2	11	5	3	10	34	21	4	2	7	3	5	11	3	3	2	3	3	2	2	2	2	2	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	11454	2970	2089	1208	890	654	1222	427	352	363	647	234	159	116	142	180	90	140	91	115	63	49	49	58	27	45	40	69	65	23	17	20	16	11	15	30	21	10	7	7	5	10	13	9	3	4	6	8	3	5	3	3	6	1	2	2	2	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
0.03	north19_active	80	8929	1046	1279	392	351	142	1007	158	115	205	562	126	42	36	57	117	29	91	56	82	17	26	13	40	12	33	28	59	58	9	1	13	7	4	7	25	15	3	2	5	4	6	10	8	1	2	3	3	2	3	2	2	2	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
0.03	north20_all	80	11392	2860	2132	1231	884	661	1145	395	360	338	582	244	168	107	142	157	88	132	109	100	70	68	41	54	31	53	56	54	68	24	14	14	21	11	10	31	22	8	4	8	6	11	7	10	2	4	7	10	4	4	3	2	8	2	2	0	1	2	0	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0
0.03	north20_active	80	8891	999	1312	397	364	149	933	148	110	192	493	128	43	35	63	96	27	92	74	71	21	40	10	30	12	46	44	46	57	11	1	9	10	2	4	27	17	2	1	6	4	7	4	9	1	1	5	5	3	3	2	1	5	0	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0
0.03	south21_all	80	6144	3462	1760	1295	888	1114	1218	457	365	292	444	716	166	173	395	330	101	211	314	89	71	70	110	42	26	26	30	28	23	19	47	13	36	12	23	31	41	11	5	4	7	4	8	11	2	8	1	2	1	2	5	0	2	2	3	1	2	0	1	0	2	0	0	2	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south21_active	80	1697	2049	670	559	356	800	1025	158	98	116	338	642	41	120	346	275	30	187	290	68	51	52	87	17	9	10	10	17	14	10	46	5	29	5	17	26	36	6	2	3	2	2	6	10	1	8	0	2	0	2	4	0	1	2	3	0	2	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	6106	3455	1765	1261	883	1053	1271	429	340	280	410	773	165	182	342	325	104	177	270	84	67	69	113	36	27	26	29	27	18	18	52	16	24	16	23	20	21	11	6	6	6	5	6	11	2	7	1	2	2	4	4	1	2	2	0	0	2	0	2	0	1	0	0	1	0	3	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	1687	2050	691	546	367	763	1084	153	99	111	296	705	38	122	300	273	31	149	250	59	44	54	87	15	8	12	9	17	14	11	48	6	18	7	17	15	17	8	2	6	0	3	4	10	1	7	0	2	1	3	4	0	1	2	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	5989	3445	1756	1202	896	1093	1308	394	342	290	407	747	171	166	337	316	114	236	252	78	74	78	87	38	33	27	33	19	18	20	58	15	15	21	34	19	28	14	4	7	8	5	3	10	2	5	1	3	2	7	4	1	2	1	2	0	2	1	1	0	1	1	0	1	0	3	1	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	1662	2043	677	504	373	796	1104	145	104	105	293	694	35	110	294	274	31	198	236	52	47	67	67	18	8	13	11	7	14	10	50	8	9	8	27	13	25	11	1	6	0	3	2	10	1	5	0	2	1	5	3	0	1	0	1	0	2	1	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	5949	3400	1696	1195	925	1187	1239	407	343	296	383	701	164	167	364	306	102	247	228	74	67	84	93	37	40	34	27	23	22	21	60	19	34	16	35	17	41	12	2	10	7	5	3	9	2	8	3	3	2	6	5	1	3	1	2	0	2	1	1	0	0	1	0	1	4	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	1614	2016	617	498	371	876	1053	153	101	116	276	647	34	107	329	258	27	207	213	46	39	71	78	18	9	19	11	10	19	10	51	10	26	5	25	15	37	8	0	5	1	3	2	4	1	7	0	2	1	4	4	0	1	0	1	0	2	1	1	0	0	1	0	0	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	5876	3468	1729	1189	912	1253	1211	430	355	319	382	674	167	168	378	278	98	248	265	68	61	81	104	45	43	34	30	32	21	22	51	14	38	12	27	19	38	11	4	9	6	6	4	9	1	4	3	5	0	4	5	0	3	3	2	0	3	1	0	0	1	1	0	1	4	0	1	1	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1572	2112	620	493	355	920	1006	157	97	127	277	624	31	106	338	236	19	214	250	43	34	64	90	22	11	14	13	19	18	12	41	6	30	5	19	17	34	5	0	2	2	3	2	4	1	3	0	1	0	3	4	0	0	2	1	0	2	1	0	0	0	1	0	1	4	0	1	1	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	5928	3516	1718	1249	922	1227	1140	447	341	299	384	660	171	175	375	293	98	232	209	79	53	82	95	41	39	38	29	33	25	21	55	15	43	11	17	29	40	10	7	9	7	6	6	8	0	6	5	4	2	3	5	0	3	2	2	0	2	0	0	0	1	2	0	1	4	0	1	2	0	0	0	0	0	0	1	0	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	1636	2144	612	542	370	893	953	176	90	119	290	613	33	113	326	246	18	199	190	57	27	67	84	18	10	17	12	25	14	15	48	5	36	3	9	27	38	5	2	3	2	3	2	3	0	5	0	0	2	3	4	0	0	2	2	0	1	0	0	0	0	0	0	1	4	0	1	1	0	0	0	0	0	0	1	0	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	5916	3568	1705	1297	907	1148	1201	456	346	292	380	668	181	184	328	303	96	283	217	81	58	77	98	45	35	35	30	28	28	20	69	14	40	14	21	34	25	10	8	11	8	5	8	5	1	4	5	5	4	2	2	2	3	3	4	0	2	0	0	1	1	2	0	1	5	0	1	1	0	0	0	0	0	0	1	0	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	1609	2184	640	568	361	843	1012	191	88	103	285	621	31	116	285	263	17	254	197	60	34	62	87	25	10	12	12	23	15	14	63	5	35	5	15	32	23	6	3	4	3	2	1	5	0	4	1	1	3	2	1	0	0	2	4	0	1	0	0	0	0	0	0	1	5	0	1	0	0	0	0	0	0	0	1	0	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	6000	3643	1715	1334	881	1092	1240	449	341	292	385	701	175	187	371	336	90	281	215	77	69	72	94	36	27	47	31	25	27	19	80	11	22	16	20	39	35	12	10	7	9	5	8	3	2	6	5	3	4	2	2	2	1	1	4	0	2	0	0	1	0	2	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	1667	2190	664	586	336	800	1043	193	82	92	298	650	36	118	322	291	18	258	195	56	46	58	82	19	6	18	14	22	12	12	71	4	19	7	16	37	33	9	4	5	4	2	1	3	0	5	1	2	3	2	1	0	0	0	4	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	6019	3593	1761	1259	906	1015	1170	422	342	293	380	631	178	174	366	292	88	250	252	60	69	65	86	37	28	39	31	24	26	21	73	11	19	13	20	27	27	9	8	8	9	5	6	7	2	5	4	3	4	0	3	3	0	2	2	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	1558	2067	659	538	330	715	974	166	78	88	276	562	36	103	319	250	22	215	231	38	44	48	71	22	7	19	13	18	12	15	60	3	17	6	15	25	26	6	4	5	4	2	1	7	0	4	1	2	3	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	6055	3444	1777	1218	917	962	1050	405	352	293	347	580	178	165	329	267	87	207	225	58	77	65	92	35	27	41	31	25	25	23	69	12	18	12	21	19	37	10	10	8	7	2	4	5	1	7	3	2	0	0	2	2	0	1	2	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south30_active	80	1477	1882	634	498	302	660	831	133	79	76	243	501	43	86	279	226	20	169	208	32	48	44	75	18	5	22	15	15	13	15	55	2	15	7	16	18	28	5	4	5	3	1	2	5	0	6	2	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	6244	3462	1746	1281	919	1175	1196	446	341	274	358	641	160	183	407	232	99	184	281	88	82	89	106	44	31	30	29	35	31	23	49	20	41	10	28	23	24	5	8	8	3	5	10	8	4	3	3	1	1	3	3	1	2	1	7	1	3	1	2	1	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	south31_active	80	1694	2099	658	543	367	869	1003	181	104	91	251	567	28	105	354	201	29	155	262	60	60	64	94	29	9	15	9	18	18	14	46	9	35	2	26	19	22	1	2	4	2	3	7	7	2	1	0	0	1	2	3	0	0	1	5	0	2	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
