label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42
0.03	north1_all	80	8274	1901	1023	479	336	322	207	110	160	100	90	25	19	29	30	39	10	9	7	6	15	3	2	1	2	0	0	1	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	5213	1056	587	227	166	185	127	58	103	62	57	8	12	17	18	25	9	4	2	4	14	1	1	1	1	0	0	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	8333	1923	1017	449	321	307	215	108	161	103	71	24	15	30	28	46	15	13	9	9	12	3	2	2	3	0	2	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	5298	1051	572	220	156	179	139	57	104	62	43	8	9	20	12	34	13	7	3	6	11	1	1	2	1	0	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	8300	1915	988	434	321	305	194	101	156	102	83	25	18	30	24	40	19	15	9	14	4	2	2	2	4	1	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	5322	1078	566	212	154	183	125	55	104	56	51	10	12	17	7	29	17	9	4	9	3	1	1	2	1	0	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	8196	1920	991	443	299	319	195	94	153	88	96	33	22	26	22	34	17	15	6	14	2	2	1	1	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	5307	1092	547	217	135	194	125	46	98	51	60	16	11	15	10	22	13	10	4	8	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	8183	1943	1015	457	298	330	204	97	162	84	93	35	26	25	22	36	17	10	6	23	2	2	1	1	3	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	5248	1160	559	208	131	209	133	42	111	52	61	17	14	13	9	18	12	8	4	16	2	1	0	1	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	8163	1904	1008	458	287	341	215	97	151	91	118	38	24	28	22	55	14	5	5	20	3	1	2	1	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	5174	1113	550	201	137	200	134	35	95	62	71	15	13	17	11	36	8	3	3	15	2	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	8222	1870	1035	455	271	342	223	106	148	106	129	35	22	27	19	51	12	3	4	20	20	0	4	1	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	5256	1070	583	206	128	213	142	38	96	76	83	8	11	18	8	41	7	2	1	15	19	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	8108	1862	1009	459	273	350	238	106	157	110	133	31	21	20	19	59	11	4	7	17	20	0	4	2	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	5180	1031	591	225	135	213	137	51	97	75	77	6	11	14	12	55	7	4	2	12	19	0	3	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	8231	1856	1031	462	281	352	224	108	159	105	119	18	24	21	20	50	7	4	8	12	20	3	4	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	5325	1036	608	233	144	216	139	55	89	67	74	3	12	13	14	45	4	4	2	8	19	2	3	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	8251	1861	1015	469	271	353	206	105	158	101	130	22	24	19	18	61	9	7	6	20	6	4	1	1	2	1	0	0	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_active	80	5269	1035	599	236	141	210	126	50	84	64	80	4	11	11	11	50	5	7	2	14	5	3	1	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	7992	1787	1000	453	295	374	235	125	151	81	106	27	25	23	36	20	19	6	4	3	12	2	2	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north11_active	80	5078	1014	564	197	140	226	139	53	93	46	67	12	14	14	20	11	9	2	1	0	11	2	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_all	80	8110	1777	977	448	325	324	246	116	148	75	130	27	24	23	41	16	17	5	6	3	17	0	2	1	1	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north12_active	80	5221	1011	539	202	156	187	141	53	91	44	84	8	14	12	21	10	8	2	4	0	15	0	2	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north13_all	80	8194	1823	984	448	318	330	245	113	139	76	123	30	28	29	33	28	14	7	5	5	18	0	3	1	1	4	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	5261	1045	545	211	149	196	151	56	89	45	78	9	15	15	15	21	6	4	3	0	13	0	3	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	8226	1882	979	432	292	337	248	109	149	83	118	31	26	26	28	37	11	8	6	9	14	0	3	1	0	11	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	5366	1030	529	191	129	203	154	58	100	53	71	9	11	13	11	33	5	4	4	2	10	0	3	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	8153	1909	954	440	289	372	232	98	140	82	112	30	25	24	23	47	11	10	4	16	9	2	2	0	0	11	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1
0.03	north15_active	80	5299	1053	516	200	136	245	148	54	86	51	69	9	12	11	9	39	5	5	3	9	6	2	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	8081	1891	1001	430	303	388	238	93	141	89	100	24	19	17	24	46	9	12	5	18	7	3	2	2	0	9	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north16_active	80	5246	1027	562	184	145	260	147	41	80	56	60	6	10	9	13	35	3	5	3	12	3	2	2	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	7966	1878	1002	429	310	382	205	92	138	100	130	25	18	20	16	39	15	12	5	20	9	3	2	2	0	9	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1
0.03	north17_active	80	5041	1006	582	185	153	255	127	38	83	73	87	8	8	9	12	27	10	8	3	13	6	2	1	2	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	7966	1879	994	453	287	380	215	95	142	103	154	22	16	29	29	29	19	14	8	10	10	3	3	3	2	5	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north18_active	80	5056	1010	579	213	143	256	128	41	92	73	92	10	8	17	23	15	15	7	5	6	6	2	1	2	2	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	8025	1889	1000	458	305	341	220	102	148	112	153	30	20	34	27	17	18	12	12	10	14	1	2	2	2	6	1	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north19_active	80	5057	1012	575	223	157	215	136	48	104	75	94	13	7	21	22	6	17	7	10	5	11	0	0	1	2	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	8044	1833	986	493	299	306	231	106	157	102	147	35	22	32	40	20	14	10	10	9	15	1	2	1	2	6	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	5100	999	542	259	161	178	141	49	104	60	83	17	9	20	26	6	9	3	9	6	12	0	0	0	2	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	3069	1383	817	1890	1093	213	136	134	105	69	63	62	41	22	14	12	7	5	8	6	10	0	4	5	1	1	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south21_active	80	1380	699	429	1193	725	102	71	68	58	41	40	33	22	9	8	4	1	3	6	5	9	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south22_all	80	3038	1420	806	1931	1106	219	145	112	115	76	53	54	49	33	15	11	7	6	5	3	6	3	2	4	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	1351	677	401	1240	720	103	67	58	68	51	35	25	26	15	8	4	1	4	2	3	5	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	2968	1432	831	2012	1088	243	152	126	121	75	49	52	40	31	17	7	8	7	4	5	5	6	2	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south23_active	80	1345	678	402	1322	705	124	76	68	71	50	28	22	18	14	11	4	3	6	0	3	4	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south24_all	80	2988	1486	825	1917	1091	241	150	124	103	80	40	47	35	29	20	11	8	7	6	6	3	7	3	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south24_active	80	1359	702	411	1292	740	121	65	61	64	46	20	19	20	14	13	3	3	5	0	2	1	4	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0
