label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40
0.03	north1_all	80	19903	6138	3712	1078	932	484	600	343	206	111	99	137	54	44	37	88	63	19	25	14	16	8	17	10	7	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	1
0.03	north1_active	80	17330	4907	3087	236	620	103	460	232	112	28	21	93	17	14	13	81	55	8	18	5	10	0	11	9	6	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north2_all	80	19440	6004	3691	1042	915	522	628	323	209	122	95	135	56	38	42	60	78	15	29	11	15	8	9	8	5	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1
0.03	north2_active	80	16823	4794	3067	238	609	115	480	216	115	26	23	94	17	15	13	53	72	3	20	5	9	1	4	7	4	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	17836	5762	3533	1049	891	495	616	290	199	130	92	124	53	43	39	69	90	16	26	7	8	5	6	7	4	2	0	2	1	3	3	0	0	4	0	0	0	0	0	0	1
0.03	north3_active	80	15157	4547	2844	254	578	109	460	177	101	28	23	83	15	16	10	61	83	3	18	3	3	1	2	6	4	2	0	2	1	1	3	0	0	4	0	0	0	0	0	0	0
0.03	north4_all	80	17184	5730	3432	1038	889	479	572	273	193	128	91	115	59	48	35	79	87	15	20	9	4	4	6	5	1	2	0	2	3	3	3	0	0	4	0	1	0	0	0	0	0
0.03	north4_active	80	14369	4520	2721	265	564	104	426	160	90	28	21	87	17	14	9	71	78	6	10	5	2	1	4	4	0	2	0	2	3	0	3	0	0	4	0	0	0	0	0	0	0
0.03	north5_all	80	17315	5827	3456	1061	864	466	574	282	190	131	107	115	62	51	38	66	73	16	25	6	3	3	3	3	1	4	0	2	3	2	3	0	0	4	0	1	0	0	0	1	1
0.03	north5_active	80	14527	4564	2730	268	525	91	426	175	87	32	25	89	18	15	12	62	62	8	18	3	1	0	3	2	0	2	0	2	2	0	3	0	0	4	0	0	0	0	0	0	1
0.03	north6_all	80	18414	5973	3645	1078	879	463	609	287	206	123	102	132	62	60	31	53	43	10	33	6	5	2	6	2	2	4	0	1	3	1	0	0	0	0	0	1	0	0	0	1	1
0.03	north6_active	80	15740	4747	2952	271	557	101	462	176	96	32	18	107	17	16	10	50	34	6	27	4	4	0	5	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north7_all	80	19677	6330	3768	1048	914	450	648	282	218	110	96	122	54	51	35	45	43	15	44	7	10	2	7	2	10	4	2	1	3	1	0	0	0	0	0	0	0	0	0	1	3
0.03	north7_active	80	17048	5093	3108	250	588	101	514	177	111	24	17	99	14	13	9	43	37	7	41	5	9	0	4	0	9	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
0.03	north8_all	80	19562	6331	3712	1020	937	417	667	250	235	113	100	143	39	54	31	52	44	12	42	7	11	2	8	7	10	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	3
0.03	north8_active	80	16915	5078	3046	225	613	104	535	158	125	27	23	113	9	15	6	48	40	4	40	5	9	1	4	5	9	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
0.03	north9_all	80	19610	6379	3734	1043	966	448	605	245	247	112	111	139	42	50	30	58	49	12	50	8	12	4	5	6	14	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north9_active	80	16884	5111	3073	236	634	123	483	147	140	29	27	107	9	12	7	51	45	5	47	4	9	2	2	5	11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north10_all	80	19559	6274	3715	1048	947	476	587	287	219	128	106	156	44	44	35	57	50	7	61	10	12	6	7	5	15	2	3	2	1	2	0	1	0	1	0	0	0	0	0	0	2
0.03	north10_active	80	16882	5020	3097	228	613	123	443	178	119	38	29	123	8	11	11	45	46	4	56	6	8	3	3	5	12	1	0	1	0	2	0	0	0	1	0	0	0	0	0	0	2
0.03	north11_all	80	13746	5053	2717	1054	747	500	442	269	193	118	115	89	42	44	44	63	44	16	31	9	8	3	1	1	8	5	0	5	2	0	0	0	0	0	1	0	0	1	0	0	0
0.03	north11_active	80	10673	3586	1999	263	413	136	289	151	107	18	21	62	13	10	21	53	42	4	29	5	6	1	1	0	8	3	0	5	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_all	80	13737	4917	2726	1094	803	481	444	269	175	118	100	76	51	48	46	71	42	15	29	8	8	5	1	1	9	6	1	3	0	1	0	0	0	0	1	0	0	1	0	0	0
0.03	north12_active	80	10693	3458	1990	277	433	127	305	142	96	25	16	54	13	12	22	61	40	4	25	5	6	2	1	0	7	3	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north13_all	80	13755	4860	2802	1119	817	486	482	249	169	125	94	80	54	49	35	71	44	17	23	9	6	5	5	5	7	3	2	4	0	1	0	1	0	3	1	0	0	1	0	0	0
0.03	north13_active	80	10659	3477	2043	286	449	131	330	127	83	33	14	51	17	15	17	63	40	6	21	6	3	2	2	4	4	1	2	3	0	0	0	0	0	3	0	0	0	1	0	0	0
0.03	north14_all	80	15233	5202	2917	1108	852	453	508	256	179	131	83	108	58	57	22	80	32	17	20	9	6	7	4	12	4	5	3	3	0	1	0	1	0	3	0	0	0	1	0	0	0
0.03	north14_active	80	12188	3870	2179	277	489	114	348	146	91	32	13	69	21	20	10	71	27	7	17	7	3	3	1	12	1	3	2	0	0	0	0	0	0	3	0	0	0	1	0	0	0
0.03	north15_all	80	17257	5561	3405	1092	878	462	543	298	194	133	92	133	51	52	27	110	42	17	19	13	7	6	6	18	2	3	2	3	0	0	0	2	0	3	0	0	0	1	0	0	0
0.03	north15_active	80	14280	4292	2667	266	550	120	390	183	91	33	18	87	18	22	11	104	34	6	17	11	2	2	3	18	0	2	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0
0.03	north16_all	80	18766	5990	3658	1060	907	486	574	316	217	128	82	160	61	48	27	81	57	16	18	12	7	5	7	16	3	3	2	5	0	1	1	2	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	15983	4765	2933	246	580	128	426	206	117	31	20	114	16	21	11	75	50	5	15	10	1	1	4	15	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	19871	6163	3864	1037	904	478	620	347	216	127	83	157	52	32	27	87	89	15	22	10	10	2	5	21	5	3	1	2	0	1	1	2	1	0	0	0	0	0	0	0	0
0.03	north17_active	80	17206	4955	3176	228	581	121	484	239	117	30	23	115	13	13	9	78	82	5	19	10	1	0	4	20	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	19561	6276	3785	1047	878	476	616	342	236	122	93	135	53	33	27	75	97	14	15	10	9	4	6	8	7	3	0	2	1	1	1	3	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	16895	5078	3111	230	552	116	485	246	132	32	24	109	11	13	11	60	90	3	11	9	2	1	4	6	4	2	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0
