label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43
0.03	north1_all	80	14048	4150	2565	1720	937	911	1411	890	450	184	134	117	222	87	42	32	40	22	59	13	10	7	5	5	3	0	2	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	9546	1713	1409	1058	217	641	1270	790	379	82	63	80	200	73	14	9	25	13	53	6	5	1	1	0	1	0	2	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	14078	4122	2549	1712	909	925	1350	930	512	183	128	115	241	93	41	34	44	19	40	12	10	11	3	5	1	1	1	0	2	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	9615	1713	1390	1049	224	643	1227	822	427	77	51	76	222	81	14	7	32	12	32	5	4	2	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_all	80	13485	4017	2576	1623	893	853	1287	878	440	167	141	126	218	82	40	33	34	19	36	13	8	10	3	3	2	3	0	1	2	1	0	1	1	0	0	3	0	0	0	0	0	0	0	0
0.03	north3_active	80	8945	1619	1391	954	216	573	1149	756	350	67	55	81	195	67	14	8	27	8	32	4	3	1	2	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_all	80	12809	3975	2474	1576	859	800	1158	765	401	173	143	123	186	94	37	28	37	24	34	16	10	6	6	3	2	4	0	2	2	1	1	2	1	0	0	2	0	1	0	1	0	0	0	0
0.03	north4_active	80	8195	1500	1269	871	215	517	1008	636	312	66	51	80	164	74	13	6	24	10	29	5	4	1	2	2	1	1	0	2	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_all	80	12000	3891	2377	1562	871	768	1059	653	349	183	138	114	176	91	29	29	29	21	33	12	9	3	9	4	2	4	2	3	1	1	1	3	0	1	0	2	0	1	0	1	0	0	0	0
0.03	north5_active	80	7253	1380	1141	806	218	472	913	525	253	73	47	71	144	73	12	7	16	8	26	2	4	0	3	2	1	1	1	3	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north6_all	80	11699	3946	2312	1550	875	761	1053	620	344	185	130	117	199	94	37	27	29	23	36	12	11	8	10	5	3	2	3	3	1	1	1	2	0	1	0	0	0	1	0	1	0	0	0	0
0.03	north6_active	80	6916	1318	1085	792	223	453	901	496	245	74	49	71	169	73	14	8	14	9	30	3	5	1	3	2	1	0	2	3	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north7_all	80	12366	4020	2403	1614	865	789	1156	704	404	178	120	124	212	109	40	28	24	21	36	11	10	10	5	7	4	1	4	1	1	1	2	2	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	7635	1448	1209	878	211	477	1008	587	305	76	48	82	182	86	12	9	16	7	30	4	4	3	1	1	1	0	3	1	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0
