label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178
0.03	north6_all	80	2538	2362	1055	1053	1513	586	528	562	412	234	448	504	140	316	168	123	238	162	109	95	74	54	48	70	42	40	40	60	41	35	24	35	36	60	57	17	49	34	38	32	30	41	13	28	11	7	14	10	25	17	9	24	9	4	9	10	16	8	11	6	7	5	16	5	6	4	4	4	6	4	7	9	3	0	8	12	2	4	6	1	4	5	1	2	1	1	0	2	3	4	1	1	5	2	3	1	1	2	1	1	2	2	4	0	1	0	2	0	4	1	0	1	0	0	7	0	0	2	2	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1231	1491	568	667	974	352	311	342	277	113	307	324	58	192	100	73	156	95	63	52	40	30	18	37	23	19	17	28	19	23	7	15	15	38	24	7	33	22	25	19	23	24	9	21	7	2	6	8	20	10	5	16	7	2	5	5	16	5	9	6	4	2	8	2	2	2	2	1	3	2	0	6	1	0	1	9	1	2	5	1	1	3	1	2	0	0	0	1	1	1	0	0	4	1	1	1	1	0	0	1	2	1	4	0	1	0	1	0	4	1	0	0	0	0	7	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2492	2281	1007	1022	1325	540	462	512	385	232	421	469	142	293	138	112	218	154	97	100	78	59	54	65	43	49	40	52	44	39	24	34	39	63	62	10	48	29	40	34	33	30	14	24	12	5	23	11	12	20	12	19	12	5	11	9	16	8	12	5	4	5	14	5	5	8	5	5	3	2	7	11	6	2	6	8	1	4	6	0	6	6	1	1	1	1	0	1	2	2	3	0	5	1	4	1	1	2	2	0	2	0	5	0	1	0	1	0	5	1	1	2	0	0	1	0	0	2	2	0	0	0	0	0	0	1	1	0	0	1	2	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1198	1401	525	631	832	318	255	310	238	110	271	315	63	174	77	65	125	96	48	59	42	31	26	34	21	24	18	31	19	18	9	13	12	40	28	3	32	19	30	20	24	15	11	18	6	1	15	8	8	13	5	11	8	3	6	5	15	5	10	5	2	2	7	2	2	2	2	2	1	1	1	8	2	2	1	5	0	3	5	0	2	4	1	1	0	0	0	0	0	1	2	0	4	1	2	1	1	0	1	0	2	0	5	0	1	0	0	0	4	1	1	2	0	0	1	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	2481	2220	1003	1085	1300	593	464	466	360	227	457	471	148	316	163	108	227	143	82	84	77	66	51	76	47	51	39	54	42	35	25	31	40	50	65	14	50	26	35	37	26	35	13	38	11	6	22	12	16	19	8	21	11	8	9	7	14	10	7	2	7	3	14	4	4	9	5	9	2	3	10	5	5	3	8	4	3	4	2	1	7	3	2	1	2	2	0	2	1	0	3	0	6	1	4	1	1	2	2	0	1	1	1	2	1	0	1	1	1	1	2	2	1	1	1	0	0	2	1	0	1	1	0	0	0	2	0	0	0	1	1	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1177	1323	518	654	826	343	258	266	232	110	282	336	74	209	79	52	138	94	40	46	43	28	25	46	17	25	22	36	22	13	10	17	17	31	28	6	34	14	25	21	17	17	12	25	6	1	15	9	10	11	1	12	6	5	5	4	13	5	6	2	5	2	8	1	2	3	1	3	0	1	5	3	2	2	1	1	2	3	1	0	3	3	1	1	0	0	0	1	0	0	2	0	5	1	3	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	1	2	0	1	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2452	2200	1010	1053	1347	579	448	433	365	234	470	437	150	316	156	109	257	127	96	89	67	67	42	79	46	48	41	48	49	42	31	23	33	51	49	22	42	24	39	52	24	24	12	49	10	10	28	12	18	18	14	15	11	7	7	9	6	9	7	2	5	4	6	1	2	11	4	10	2	2	9	6	6	5	4	1	4	3	7	3	6	2	2	2	2	2	0	1	1	0	2	0	3	1	4	0	2	3	1	0	0	2	6	3	0	0	3	1	2	0	2	2	1	1	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	1140	1303	521	604	857	351	246	252	238	123	288	305	74	208	74	48	171	74	45	47	36	27	20	47	16	24	21	28	30	16	12	11	16	30	27	11	27	14	28	35	13	17	10	32	7	3	21	6	11	10	3	6	5	5	4	3	5	4	5	2	4	2	4	0	1	5	2	5	0	1	6	4	4	3	1	0	2	2	4	1	3	2	1	1	0	0	0	1	1	0	2	0	3	1	4	0	2	1	1	0	0	2	6	1	0	0	2	0	0	0	1	2	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2548	2291	1044	1121	1428	668	470	443	393	218	537	417	174	326	176	125	305	141	104	81	68	61	45	98	51	45	41	49	47	33	32	21	29	37	39	31	40	28	38	49	17	22	13	56	9	12	17	12	21	15	14	14	15	10	9	9	6	10	3	2	6	6	5	1	3	9	4	9	4	4	9	7	12	3	9	4	4	2	7	3	7	2	1	1	2	3	1	2	2	0	0	0	4	1	4	0	2	1	2	0	1	2	5	3	1	1	2	2	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1187	1422	561	676	948	413	245	266	250	114	353	299	89	215	89	49	206	90	51	39	36	27	19	61	19	25	21	27	29	15	14	10	17	19	20	15	26	14	30	36	5	14	9	36	8	5	13	7	14	7	4	10	9	8	4	2	5	5	1	1	4	2	4	0	1	5	2	4	1	1	7	5	9	1	5	2	3	1	4	1	4	2	0	0	1	1	0	1	2	0	0	0	3	1	4	0	2	1	1	0	1	2	5	1	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2494	2126	1001	934	1195	612	480	471	340	190	469	405	135	321	139	117	240	151	92	96	56	49	60	79	58	54	33	32	48	25	29	28	44	39	53	20	36	30	37	36	18	36	16	28	15	14	16	6	11	14	16	16	21	8	3	10	22	7	5	4	8	5	10	7	4	5	5	2	5	4	6	14	3	2	1	6	5	5	5	5	3	1	1	0	1	2	3	3	1	2	11	1	2	2	1	0	2	2	5	0	5	0	3	3	2	1	10	0	0	0	2	1	1	1	0	0	0	0	0	1	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north11_active	80	1143	1259	529	510	767	374	284	304	213	99	345	281	63	201	70	56	151	92	49	52	23	20	25	44	24	28	16	11	28	11	9	10	22	16	37	7	29	15	19	26	13	24	4	18	3	7	11	4	5	8	11	11	11	5	0	2	12	4	3	0	2	3	9	5	2	3	3	0	3	2	3	7	1	1	0	6	5	3	4	1	2	1	1	0	1	1	2	1	1	0	9	1	2	1	1	0	1	0	3	0	5	0	2	3	1	1	9	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north12_all	80	2457	1993	987	902	1161	601	461	415	344	196	429	349	117	296	141	115	203	129	88	82	62	44	58	66	54	47	34	31	48	27	31	28	41	35	55	21	44	19	34	37	19	37	16	28	14	17	20	11	14	12	13	11	17	5	5	9	12	7	5	3	8	5	8	5	4	10	6	4	5	3	7	6	4	3	1	4	4	2	7	5	2	1	1	0	2	2	3	4	0	3	4	0	2	2	1	0	2	3	3	0	2	1	3	3	0	1	9	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north12_active	80	1135	1158	518	479	743	359	259	247	216	102	293	219	57	177	73	55	132	71	45	49	24	19	25	35	24	27	18	11	27	11	11	11	21	16	36	12	35	9	17	25	13	26	4	21	3	9	14	7	6	5	10	7	9	3	2	2	7	2	4	0	2	3	7	4	2	7	4	1	2	1	2	2	1	1	0	1	3	1	4	1	2	1	0	0	1	1	2	1	0	1	2	0	2	1	1	0	1	2	3	0	2	0	2	3	0	1	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north13_all	80	2483	1949	984	896	1128	561	438	413	366	204	431	309	126	254	146	108	201	121	96	76	56	48	54	66	57	47	40	32	41	29	33	30	33	42	48	23	38	14	28	31	20	36	11	32	18	17	20	11	18	13	16	10	13	4	6	7	8	7	7	4	7	3	6	5	5	10	8	4	5	3	7	7	3	3	3	4	6	0	6	4	0	2	2	0	1	0	1	4	0	2	2	1	2	1	1	2	3	2	3	0	1	1	3	3	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	3	0	0	0	2	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north13_active	80	1115	1122	507	502	720	328	250	243	218	112	275	189	59	155	83	48	123	66	54	46	22	24	19	42	23	24	20	14	25	9	15	9	17	22	28	13	28	7	14	20	12	26	3	25	4	8	16	7	8	8	11	5	5	2	4	2	3	1	3	1	2	3	5	5	3	7	4	1	3	2	3	3	0	1	1	1	5	0	4	1	0	2	0	0	0	0	1	1	0	1	2	1	2	0	1	0	1	2	3	0	1	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north14_all	80	2532	1949	1023	908	1083	566	434	409	342	203	451	300	122	256	162	124	198	128	88	95	58	53	48	73	54	38	36	40	44	26	34	31	16	54	41	23	44	19	21	35	19	39	6	33	15	18	21	11	17	14	9	13	7	5	8	5	9	7	8	5	7	3	3	2	4	12	5	6	6	2	6	2	4	5	4	5	5	0	5	2	0	4	3	3	3	0	2	1	0	2	2	1	2	1	1	2	1	2	1	0	2	1	0	2	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	3	0	0	0	2	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_active	80	1140	1083	526	541	696	309	249	231	198	109	284	181	61	164	101	62	124	71	55	58	25	26	20	48	23	19	20	19	21	5	16	11	8	26	26	16	31	11	15	24	10	25	3	22	5	10	14	6	9	6	4	4	1	2	5	4	2	1	2	2	3	3	2	2	2	7	3	2	4	1	2	1	1	2	1	1	3	0	3	0	0	3	0	1	0	0	1	0	0	2	2	1	1	0	1	0	0	2	1	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_all	80	2579	2040	1019	873	1050	532	455	440	341	207	437	287	131	268	158	117	222	148	98	93	52	53	46	69	48	39	31	40	44	30	34	27	29	56	39	20	30	16	26	29	24	33	10	42	19	11	21	11	13	18	8	16	9	4	6	6	12	8	7	5	4	2	3	3	6	7	4	6	4	3	5	3	4	5	4	8	5	0	3	2	1	4	3	3	5	0	2	2	0	5	0	2	1	0	1	2	1	1	0	0	1	0	1	0	0	1	1	0	4	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north15_active	80	1177	1135	535	512	681	288	265	261	190	112	267	178	65	183	93	62	141	86	55	55	27	25	24	44	21	18	16	22	26	7	15	13	11	26	28	13	17	8	17	20	13	20	6	28	7	4	15	7	9	8	2	6	3	2	4	4	6	0	1	2	3	2	2	2	3	3	2	3	2	2	3	2	2	2	1	6	3	0	3	0	0	3	1	1	1	0	1	1	0	2	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north16_all	80	2455	2003	994	880	1062	536	459	468	350	218	381	313	126	268	161	107	230	151	98	93	53	60	48	72	50	46	33	48	45	26	37	36	30	44	44	13	36	19	25	30	25	28	8	38	15	11	25	16	13	14	14	20	9	3	4	4	11	6	3	3	7	3	2	4	4	5	4	5	3	4	2	4	4	4	4	7	4	0	2	2	2	3	2	3	4	0	3	2	0	5	0	2	1	0	0	0	1	0	1	0	2	1	1	0	0	1	1	0	4	1	0	2	2	0	0	6	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north16_active	80	1118	1125	521	523	693	305	276	285	202	106	232	177	66	174	100	57	151	95	52	57	25	28	28	41	25	20	14	27	24	9	15	17	13	16	32	9	22	10	18	17	12	15	5	25	6	6	17	9	7	5	5	11	3	2	2	3	4	1	0	1	5	2	0	1	2	1	3	2	3	3	2	2	2	1	2	6	1	0	1	0	0	2	1	1	1	0	2	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
