label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184
0.03	north6_all	80	3496	3378	1192	859	959	518	424	339	376	602	411	413	439	578	154	451	120	107	153	98	122	324	85	326	60	90	52	48	62	41	66	45	29	48	47	129	33	32	54	32	28	22	70	14	26	30	19	25	29	75	63	21	28	12	10	8	10	6	14	8	15	8	5	2	5	9	10	22	4	16	1	23	11	4	1	4	13	4	5	1	0	3	1	4	2	1	11	3	1	43	1	5	6	7	1	1	1	1	1	0	1	4	1	0	1	2	0	2	0	0	1	8	1	0	0	0	1	2	3	0	2	9	0	2	0	0	0	0	1	0	3	0	1	1	0	1	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north6_active	80	1035	2706	571	381	689	110	142	102	228	491	287	332	373	531	65	411	29	48	99	27	79	294	47	305	15	65	12	13	26	15	54	24	7	21	38	118	13	17	40	9	19	10	64	6	12	19	4	11	25	67	59	18	24	7	6	4	10	4	9	2	11	3	3	0	1	2	3	22	2	13	0	20	6	2	0	2	11	4	2	1	0	3	1	3	1	0	7	3	0	43	0	4	5	5	0	0	1	1	0	0	1	3	0	0	0	1	0	1	0	0	0	8	0	0	0	0	0	2	1	0	0	9	0	1	0	0	0	0	1	0	3	0	0	1	0	1	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_all	80	3512	3361	1193	828	1009	506	410	344	396	599	430	408	434	573	144	481	113	115	147	86	122	325	82	384	60	80	60	41	66	43	50	42	31	45	76	108	29	33	55	33	31	22	64	10	28	16	14	23	31	56	56	21	26	12	14	8	11	8	14	3	17	7	13	3	5	9	6	22	4	23	2	3	8	5	1	7	7	2	5	3	0	4	1	2	4	3	9	3	0	19	4	6	6	9	2	2	7	1	0	4	1	4	2	1	1	2	0	2	0	0	1	0	1	0	0	1	0	0	2	0	4	20	0	2	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1024	2696	556	346	711	115	156	91	241	484	296	317	371	525	55	438	30	52	91	24	80	301	46	363	15	58	17	9	29	16	40	22	6	21	61	98	9	16	41	10	23	11	59	4	11	6	2	7	24	50	54	18	20	8	6	3	11	4	9	0	14	3	13	0	1	2	2	22	2	22	0	2	3	3	0	5	7	1	2	2	0	3	1	1	1	0	8	3	0	19	3	4	4	6	0	1	1	1	0	4	1	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	20	0	2	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	3522	3233	1181	821	995	494	444	348	388	597	411	425	458	635	151	504	133	117	158	89	119	344	85	356	57	79	65	42	56	39	70	45	33	41	95	134	28	25	47	36	27	20	90	13	25	23	11	22	36	54	56	24	35	12	14	6	11	10	11	4	20	9	18	3	4	11	3	23	6	33	5	8	9	5	1	10	11	3	5	3	1	1	5	2	3	5	3	3	0	35	5	4	5	7	3	1	7	4	0	7	2	3	2	1	2	2	0	2	0	0	0	0	1	0	1	1	0	4	2	0	3	20	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1051	2559	534	358	694	123	168	87	226	488	281	328	392	586	55	460	32	55	97	29	74	317	53	338	14	55	15	10	25	16	57	24	7	17	80	124	8	5	35	11	16	12	86	5	13	8	4	4	27	47	54	20	31	7	8	2	11	3	6	1	16	2	17	1	1	4	1	23	3	31	2	6	4	3	0	9	9	2	2	1	0	0	4	1	0	2	2	3	0	35	3	2	4	5	2	1	0	4	0	7	1	3	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	4	1	0	2	20	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	3498	3336	1174	835	979	490	431	345	387	617	418	437	418	615	136	571	129	113	154	94	126	363	80	319	65	78	67	34	53	44	82	47	37	46	91	136	29	27	55	33	28	17	117	14	29	17	9	14	41	47	58	34	34	14	17	5	14	9	14	4	14	5	19	5	6	12	1	36	6	51	6	11	6	18	1	12	15	10	4	3	1	2	5	3	3	4	2	3	1	38	4	2	6	6	3	1	7	5	1	7	2	3	1	1	1	1	0	0	0	1	0	0	1	0	2	1	0	4	1	0	2	20	0	1	0	0	1	0	0	2	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	1075	2620	544	371	668	115	162	88	229	513	289	330	365	572	49	528	32	50	99	29	91	340	47	299	13	56	15	9	24	14	66	24	9	27	78	128	4	9	46	12	15	11	113	7	16	7	3	2	33	41	53	29	29	3	10	3	14	2	6	1	11	1	17	2	2	5	0	36	3	48	2	9	4	17	0	12	12	8	2	1	0	0	4	2	0	2	2	3	0	37	3	0	5	3	2	1	0	5	1	7	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	2	20	0	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	3479	3427	1219	877	969	520	433	347	367	615	413	415	427	580	139	536	123	105	155	98	126	331	81	265	58	70	57	45	50	43	80	46	40	48	63	169	23	25	44	30	22	18	110	15	28	20	13	19	46	48	67	35	63	17	12	7	16	7	18	8	5	5	9	6	6	12	2	38	5	49	6	13	2	16	2	14	14	9	6	2	1	1	5	6	3	2	2	7	2	37	4	0	5	3	3	2	8	4	1	5	2	0	1	1	1	0	4	0	0	1	1	0	1	0	2	0	0	4	0	0	0	0	0	2	1	1	1	0	4	2	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1078	2686	568	404	668	123	165	87	214	522	296	314	375	520	46	496	35	38	101	32	90	301	44	246	12	49	10	13	24	15	65	21	12	28	52	161	4	13	37	10	11	8	108	7	16	9	4	8	41	44	62	31	57	3	7	4	14	1	7	4	3	1	7	2	1	5	1	38	3	46	2	11	1	16	0	14	9	7	5	1	0	0	3	5	2	2	2	6	0	36	3	0	5	2	2	0	0	4	1	5	0	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	2	0	0	0	0	4	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	3415	3508	1143	861	999	482	397	370	389	606	321	372	377	550	122	513	126	122	154	90	113	363	88	278	70	95	61	44	45	44	60	37	26	39	93	124	30	32	43	30	16	16	88	17	15	12	18	19	22	67	53	43	31	20	9	11	16	12	10	2	17	9	23	3	6	8	10	29	5	23	2	12	2	17	5	17	4	10	3	5	1	5	21	6	3	3	3	2	2	4	1	1	9	21	0	0	4	1	2	6	1	1	4	2	0	1	1	3	0	0	0	2	0	1	0	5	0	3	1	2	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	2	9	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
0.03	north11_active	80	1044	2834	583	410	686	137	132	83	233	508	208	300	321	498	39	483	39	41	100	34	77	345	50	260	17	64	11	11	23	21	49	17	6	13	75	111	12	12	34	10	6	6	79	5	13	5	7	11	18	62	50	41	29	12	7	2	8	8	6	0	10	3	22	1	5	5	2	26	0	20	1	8	0	16	1	15	2	9	0	3	0	2	19	4	3	1	2	2	0	4	0	1	9	21	0	0	2	0	2	4	1	0	2	1	0	0	1	1	0	0	0	2	0	0	0	5	0	3	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north12_all	80	3466	3534	1147	843	985	477	417	346	343	601	338	385	398	555	150	536	131	122	140	89	117	352	73	287	73	90	55	46	44	49	54	39	37	40	102	109	35	37	35	30	17	17	104	17	13	17	21	14	31	61	36	51	28	16	13	12	12	15	14	4	18	9	22	3	6	12	8	22	4	12	4	13	3	16	6	27	2	11	6	4	1	5	21	3	2	3	2	3	3	9	1	1	12	21	0	0	3	1	3	2	0	1	4	2	1	1	0	3	0	0	0	2	0	2	2	3	0	3	1	2	0	1	1	0	1	0	0	3	0	0	0	1	0	0	0	2	6	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	1069	2852	592	387	688	122	143	75	212	506	227	315	332	510	58	492	36	42	88	32	78	337	35	267	16	55	13	7	18	22	41	22	8	20	85	99	11	12	22	13	7	5	96	6	13	6	9	9	27	57	33	46	26	11	9	3	8	10	10	0	14	3	22	1	4	8	1	21	1	8	3	10	1	16	2	26	1	10	5	2	1	2	19	1	2	1	1	3	0	9	1	0	12	21	0	0	1	0	2	0	0	0	2	1	0	0	0	1	0	0	0	2	0	0	2	3	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3463	3615	1179	884	948	485	432	358	374	668	373	401	386	515	153	593	127	114	145	98	125	317	82	266	67	86	48	45	49	53	50	47	40	49	76	116	35	37	34	26	18	22	78	19	21	15	20	18	35	37	28	38	22	13	15	14	14	16	9	10	12	8	18	1	4	12	9	23	7	20	4	12	5	5	7	26	1	13	6	4	2	3	30	4	2	3	1	3	1	8	1	1	5	9	0	0	3	1	3	0	1	2	3	1	1	0	0	3	1	0	0	6	0	2	2	2	0	3	1	2	0	5	0	0	0	0	0	2	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1038	2922	572	416	674	121	157	96	228	575	264	318	318	468	54	541	32	39	92	31	88	304	38	252	13	54	13	12	18	21	40	29	11	28	59	108	10	14	18	11	5	7	73	9	18	8	11	8	30	34	25	33	22	8	11	6	10	10	5	1	9	2	17	1	1	8	3	22	5	18	3	10	1	5	2	23	0	10	5	3	1	2	28	1	1	0	1	3	0	8	1	0	5	9	0	0	1	0	2	0	0	1	2	0	0	0	0	1	0	0	0	5	0	0	2	2	0	3	0	2	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3512	3578	1200	903	939	502	437	353	354	634	400	389	401	514	161	575	116	102	170	95	123	352	78	330	66	84	42	49	41	53	56	49	40	52	68	127	31	31	32	24	22	21	122	16	24	13	17	19	43	39	38	30	17	7	18	13	8	13	11	10	19	7	14	2	4	11	7	20	6	25	7	18	5	9	5	24	2	10	7	3	3	2	21	5	2	2	5	2	1	9	2	1	8	12	0	1	1	2	2	0	3	3	1	1	1	1	0	0	1	0	0	7	1	1	2	2	1	3	2	0	0	5	1	0	1	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	1024	2873	581	423	682	119	147	95	218	533	297	302	328	465	58	523	28	38	120	33	86	332	39	311	11	56	13	13	15	17	45	30	12	33	53	122	6	13	18	11	5	10	118	9	16	7	7	8	40	35	36	26	16	4	12	4	6	7	7	2	18	2	13	1	0	8	3	20	5	24	6	18	2	7	2	22	0	8	6	2	1	2	20	3	1	1	5	2	0	9	1	0	8	12	0	0	1	2	1	0	0	1	1	1	0	0	0	0	0	0	0	6	0	0	2	2	0	3	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3492	3568	1258	919	971	481	430	350	362	621	392	409	421	504	148	564	120	94	174	98	125	343	76	335	56	94	40	42	45	50	61	53	41	48	51	129	21	32	38	18	20	19	133	11	33	8	16	18	42	31	50	33	23	5	20	12	10	10	13	12	20	6	16	6	5	7	8	31	8	34	7	11	5	8	4	17	1	4	4	2	2	8	16	18	1	2	5	5	2	2	3	0	11	11	0	1	1	6	0	0	3	2	1	1	0	1	0	1	1	0	0	11	1	1	0	0	1	3	1	1	0	6	1	0	1	0	0	1	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	1012	2866	612	463	709	109	150	100	237	522	287	318	356	450	53	510	34	33	128	34	84	316	42	313	14	64	10	12	19	14	46	33	10	28	34	126	6	16	27	10	5	9	127	8	18	4	7	7	37	24	48	32	21	3	13	6	7	5	11	2	18	2	15	4	0	6	3	31	7	32	6	11	3	5	1	15	0	2	4	2	0	8	16	17	0	1	5	5	0	2	2	0	11	11	0	0	1	5	0	0	0	1	1	1	0	0	0	0	0	0	0	9	0	0	0	0	0	3	0	1	0	5	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3543	3500	1258	889	994	471	411	348	354	602	388	411	436	640	144	536	123	100	165	103	108	352	84	350	54	94	49	35	58	43	58	45	41	49	49	152	20	22	36	23	20	19	148	14	32	16	19	16	29	23	64	65	26	6	25	12	11	6	9	7	21	5	29	9	6	5	5	28	5	30	6	9	8	10	6	29	4	2	4	1	1	7	14	17	0	4	6	6	1	2	4	0	11	11	0	2	1	6	1	0	3	2	0	1	0	1	0	1	6	1	0	7	1	1	0	0	2	3	1	1	0	1	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
