label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51
0.03	north1_all	80	67816	16331	8306	4825	5573	2278	3965	2470	874	1004	726	562	402	558	249	160	117	103	56	61	37	66	40	22	16	10	13	16	7	4	6	2	2	9	1	1	3	1	0	0	3	0	0	1	0	0	0	1	0	0	0	1
0.03	north1_active	80	55746	8565	3310	1579	4284	682	3491	2140	270	732	517	414	280	489	160	119	56	73	16	40	9	54	23	8	13	6	3	8	5	4	0	2	1	8	1	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
0.03	north2_all	80	67810	16351	8138	4839	5687	2267	3919	2486	882	1024	738	568	404	554	266	198	106	95	67	54	32	75	37	20	17	12	6	16	3	6	5	3	3	0	7	1	2	2	0	0	3	0	0	1	0	0	0	1	0	0	0	1
0.03	north2_active	80	55771	8578	3207	1594	4429	680	3459	2133	274	758	519	430	278	482	171	152	48	70	22	35	11	64	20	7	12	7	2	10	3	6	0	3	3	0	0	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
0.03	north3_all	80	68095	16305	8055	4862	5532	2202	3758	2560	874	1041	690	538	431	522	246	205	113	109	65	51	30	72	32	18	19	20	10	15	3	4	7	3	3	1	11	4	2	3	0	0	4	0	0	0	0	0	0	1	0	0	0	0
0.03	north3_active	80	56172	8557	3140	1594	4326	660	3285	2215	273	781	477	392	298	455	166	148	47	74	20	30	6	59	21	7	14	12	4	10	2	4	1	3	3	0	2	4	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	68148	16204	8028	4927	5544	2179	3888	2567	863	1039	690	527	479	563	245	214	107	107	64	45	31	60	31	14	19	21	11	12	4	5	5	4	6	8	11	4	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	56120	8496	3165	1593	4300	640	3400	2186	264	778	477	355	336	487	165	161	48	74	18	20	6	50	21	4	11	14	5	7	3	4	1	3	5	7	2	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	67318	16192	8067	4960	5597	2250	3921	2554	906	1055	676	515	466	471	222	220	116	106	57	43	29	55	28	14	25	28	16	14	4	6	6	1	5	9	5	4	0	4	0	0	2	1	0	0	1	0	0	0	0	0	0	0
0.03	north5_active	80	55271	8492	3227	1616	4280	677	3419	2167	279	773	478	340	326	403	153	167	50	66	17	22	3	39	21	5	18	20	5	8	3	4	1	0	4	8	3	4	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	67078	16400	8282	5040	5516	2253	3982	2653	877	1069	639	530	464	525	213	224	118	117	62	51	36	71	25	12	21	26	15	9	6	7	6	4	3	8	3	4	2	4	0	0	3	1	0	0	1	0	1	0	0	0	0	0
0.03	north6_active	80	55007	8574	3332	1649	4203	696	3481	2276	277	780	441	348	327	456	144	175	56	85	18	26	3	60	20	4	15	20	4	4	6	4	0	3	2	8	3	4	1	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0
0.03	north7_all	80	67184	16361	8272	4944	5631	2264	3901	2667	848	1061	660	521	470	510	215	210	113	96	73	62	39	84	15	11	17	20	11	10	5	9	4	5	1	2	4	0	2	3	0	0	2	2	0	0	1	0	1	0	0	0	0	0
