label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50
0.03	north1_all	80	36801	18291	9785	6480	9207	2207	1718	1123	1371	968	613	388	270	223	237	192	98	156	119	53	51	31	51	19	19	13	9	6	10	2	1	15	11	5	3	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	17231	11364	5781	4212	8278	554	718	234	999	670	363	114	106	52	152	146	29	118	90	15	25	6	43	12	14	6	4	3	3	2	1	14	10	4	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	36827	18439	9669	6521	9268	2228	1707	1130	1330	928	618	399	280	241	252	168	101	121	119	53	58	27	65	19	20	11	9	2	9	3	2	12	9	3	4	1	2	1	2	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north2_active	80	17420	11345	5737	4229	8318	545	731	209	962	639	348	118	106	55	166	124	24	79	93	16	31	3	56	12	13	5	3	0	3	2	2	10	9	2	3	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_all	80	36784	18364	9642	6630	9260	2225	1756	1129	1413	951	554	392	296	248	222	174	112	120	99	49	52	28	64	21	22	11	7	4	9	2	2	12	10	3	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north3_active	80	17483	11267	5664	4239	8311	530	767	201	1062	661	313	120	114	54	143	116	23	89	74	17	30	2	55	14	15	5	3	1	1	1	2	10	10	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_all	80	36860	18352	9656	6712	9489	2212	1742	1110	1441	930	588	394	303	239	223	206	99	113	93	63	50	37	64	23	16	10	8	8	11	4	3	15	2	3	2	1	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north4_active	80	17351	11162	5658	4290	8549	539	782	202	1060	644	311	133	105	52	134	139	20	76	69	28	30	6	57	15	9	6	3	3	1	0	3	12	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_all	80	36879	18311	9934	6629	9358	2184	1782	1092	1430	956	593	396	293	238	211	248	79	120	84	67	58	36	42	26	15	7	8	9	11	5	6	17	2	3	1	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	17200	11221	5787	4180	8396	548	794	206	1065	668	322	161	99	49	119	173	17	80	54	32	33	7	36	17	8	3	2	3	0	2	5	14	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_all	80	36711	18243	10007	6553	9449	2189	1736	1107	1409	980	606	381	274	219	230	241	88	131	89	60	60	39	35	33	16	7	10	9	8	10	9	15	2	3	1	1	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	17005	11406	5902	4131	8529	561	775	206	1021	691	327	145	90	46	143	174	21	86	58	30	39	10	33	23	11	2	3	2	0	6	8	13	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	36830	18176	9970	6568	9400	2142	1680	1126	1349	958	572	372	278	228	201	254	85	124	103	57	63	36	41	44	14	9	12	9	7	10	10	16	3	4	2	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_active	80	17125	11383	5915	4145	8494	581	765	206	965	676	301	148	89	45	126	189	24	79	64	23	40	8	37	35	9	3	4	2	0	8	9	14	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	36991	18198	9938	6562	9210	2144	1669	1146	1371	966	550	347	304	221	207	208	93	114	93	56	56	40	55	61	17	10	12	9	7	9	9	13	2	4	2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	17135	11419	5871	4113	8298	570	747	222	999	676	289	124	101	52	128	148	25	76	63	22	44	7	49	45	13	2	4	2	0	7	8	10	2	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	36804	18213	9869	6579	9204	2176	1669	1169	1332	989	567	361	327	218	196	190	95	111	122	53	53	33	68	52	16	9	11	8	6	10	4	15	2	3	7	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_active	80	17149	11265	5769	4163	8304	579	761	229	959	691	297	115	107	56	121	142	27	73	92	22	36	6	61	36	12	2	4	2	0	8	3	13	2	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	36733	18117	9673	6580	9363	2226	1693	1193	1285	1001	575	367	318	214	179	187	94	110	113	42	69	33	52	50	18	9	8	7	6	3	5	6	3	2	9	1	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north10_active	80	16889	11048	5555	4139	8422	586	775	243	887	685	307	115	103	53	110	132	24	76	89	17	39	8	46	37	14	3	3	2	1	3	1	5	2	1	8	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north11_all	80	35548	17079	9278	6135	8251	2136	1610	1144	1209	832	556	347	255	206	203	202	92	106	84	39	45	27	45	26	35	7	12	6	12	9	6	10	0	6	5	0	1	0	1	4	1	0	0	0	0	0	0	0	0	0	0
