label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55
0.03	north1_all	80	53585	22706	9968	4251	3037	2002	3366	2101	877	502	643	679	362	223	268	223	151	158	104	44	36	36	48	26	33	12	7	6	12	5	5	4	2	1	1	1	8	1	1	0	7	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north1_active	80	31990	13630	5633	1950	1421	962	2205	1378	438	225	332	441	215	91	144	144	98	92	65	20	17	17	24	12	21	4	4	2	6	4	2	2	1	0	0	0	8	0	1	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	53258	22571	9979	4291	3012	1990	3316	2209	923	537	634	644	353	234	278	242	153	181	104	43	37	38	55	22	37	13	14	6	9	3	4	5	2	0	1	3	5	1	1	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	31662	13580	5615	1966	1416	943	2152	1397	451	259	339	391	213	96	149	147	96	114	55	21	20	19	22	13	24	6	5	2	4	2	1	2	1	0	0	2	5	1	1	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	52968	22440	9874	4349	3007	1973	3423	2238	868	519	623	596	356	206	261	251	175	198	110	37	37	37	44	20	30	11	13	8	7	6	5	6	7	1	0	3	6	1	0	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	31583	13517	5586	1984	1442	926	2244	1400	415	244	351	351	210	86	153	148	112	124	60	20	21	15	15	13	15	4	4	3	4	4	3	2	5	0	0	2	5	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	52641	22593	9781	4374	3020	1936	3375	2281	829	547	620	577	366	188	258	230	159	214	113	36	42	33	45	18	20	13	12	8	6	6	6	3	7	1	0	4	1	1	1	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	31538	13622	5519	2010	1448	863	2199	1463	393	252	340	344	218	82	152	134	95	144	63	19	22	10	21	12	6	5	4	3	4	4	5	0	5	0	0	2	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	53297	22681	9812	4389	3049	1939	3406	2333	796	548	610	605	352	188	276	224	163	185	106	38	43	30	37	33	19	11	9	9	7	6	9	2	9	2	1	4	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north5_active	80	31979	13695	5466	2000	1483	887	2219	1485	387	244	326	364	203	82	170	128	93	122	70	17	23	12	26	15	5	4	4	5	5	4	8	0	6	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north6_all	80	53648	22781	9744	4287	3053	1948	3302	2341	814	557	617	629	352	170	272	192	158	183	104	37	43	29	42	49	19	10	6	12	8	6	9	2	8	2	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north6_active	80	32259	13798	5444	1934	1494	868	2214	1530	393	258	336	374	182	72	164	104	90	116	71	17	23	13	27	28	10	4	4	8	5	5	8	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_all	80	53961	22495	9729	4242	3010	1973	3344	2295	821	577	606	663	358	175	272	204	178	199	99	40	45	27	43	50	20	10	10	11	9	10	9	3	4	2	2	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_active	80	32554	13624	5370	1859	1455	895	2253	1472	407	251	367	413	205	80	175	113	105	130	63	20	24	12	27	26	12	4	6	8	5	7	7	1	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_all	80	53678	22627	9725	4209	3017	2016	3256	2233	834	558	625	622	362	172	261	212	185	150	102	46	38	34	43	42	26	6	14	14	7	14	8	3	3	1	3	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	32261	13744	5412	1852	1492	905	2242	1427	394	243	369	384	207	77	167	112	109	94	64	24	19	11	24	24	20	3	7	10	3	11	6	1	2	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	53574	22695	9709	4192	2962	2023	3340	2208	842	598	596	609	359	189	269	221	197	125	102	51	41	34	42	16	18	7	22	6	11	13	6	2	3	0	5	1	3	5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	32238	13870	5435	1864	1470	931	2278	1419	404	253	356	364	214	83	186	129	120	74	59	26	24	12	24	11	14	4	14	4	7	11	4	0	2	0	4	0	2	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	53349	22759	9666	4161	2994	2062	3373	2233	815	569	601	610	363	193	286	213	196	123	115	43	37	37	52	24	27	8	20	7	11	9	9	2	5	1	6	1	3	4	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	32151	13826	5415	1898	1470	989	2253	1444	408	247	343	380	209	91	177	118	111	78	72	20	20	12	34	19	21	4	12	4	7	8	7	0	3	0	3	1	2	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	53712	22871	9765	4317	2996	1916	3349	2063	849	554	603	772	420	176	250	230	155	161	122	48	29	26	34	27	42	7	15	5	6	10	10	4	3	2	1	1	1	1	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	32657	13788	5523	1968	1428	885	2141	1219	428	246	348	456	237	76	152	128	87	112	68	24	17	14	17	13	32	1	11	2	4	7	4	1	0	0	1	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	53687	22515	9822	4354	3019	1893	3441	2184	843	565	607	832	408	182	239	221	138	163	118	53	28	24	29	26	52	4	7	7	10	9	7	6	4	2	0	1	1	2	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	32521	13578	5519	1998	1462	884	2205	1370	430	260	357	484	234	73	140	112	81	108	64	26	15	10	19	12	39	1	4	3	7	6	4	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	53876	22544	9807	4260	3063	1962	3429	2218	860	578	563	732	422	183	234	202	160	151	104	45	37	24	26	27	49	4	7	7	7	9	4	4	4	1	1	1	5	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	32636	13688	5450	1990	1476	927	2178	1412	444	257	328	422	228	81	146	109	102	101	56	20	17	7	18	12	38	3	3	3	4	6	2	2	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	53812	22578	9817	4244	3049	1976	3557	2199	874	585	590	678	381	188	232	184	172	165	95	39	49	26	32	25	63	8	5	7	10	4	3	4	2	1	3	0	5	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	32596	13770	5347	1977	1488	911	2288	1404	461	270	337	399	213	88	132	95	119	118	54	20	24	9	21	11	54	4	1	3	4	1	2	3	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	53584	22657	9857	4196	3126	1967	3472	2216	863	610	581	625	359	200	248	186	179	178	88	35	50	26	37	36	40	8	5	7	7	3	3	2	2	1	3	1	7	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	32298	13830	5426	1935	1521	910	2201	1383	462	291	360	367	213	88	140	97	132	133	47	18	24	8	27	18	34	5	1	2	2	2	2	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	53255	22479	9933	4166	3159	1921	3463	2287	869	614	579	645	348	193	255	190	196	159	110	38	51	28	36	32	36	11	9	7	8	4	1	1	2	1	2	1	3	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	32104	13658	5601	1881	1539	896	2159	1406	457	276	353	420	208	88	143	107	143	112	60	17	29	11	27	15	29	6	4	3	4	3	0	1	2	0	1	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	53300	22395	9926	4124	3122	1898	3344	2349	908	631	601	657	390	191	254	204	161	179	120	45	43	28	36	27	24	8	8	11	9	2	0	1	3	0	1	1	4	2	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	32178	13491	5596	1904	1555	866	2117	1459	473	284	385	425	224	84	142	134	107	114	73	21	31	12	25	15	18	3	4	7	5	2	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	53340	22517	10136	4152	3084	1935	3348	2299	936	611	608	644	395	177	262	214	188	177	121	47	44	39	40	22	34	11	8	13	8	3	2	1	5	0	1	1	1	2	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	32129	13589	5763	1905	1541	862	2123	1468	470	269	392	433	216	78	140	139	119	108	81	24	31	19	24	10	30	3	3	9	4	2	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
