label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52
0.03	north1_all	80	68568	11965	9523	5312	3620	1920	2496	1714	1244	1290	767	392	546	312	198	246	77	72	127	83	48	42	36	9	18	6	12	4	9	4	4	8	3	8	1	0	2	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0
0.03	north1_active	80	43257	5428	5269	2796	1953	888	1521	1013	699	884	487	214	337	180	113	154	41	42	87	48	26	15	30	7	9	3	1	2	5	1	2	4	2	6	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
0.03	north2_all	80	69289	12072	9506	5309	3706	1925	2584	1679	1234	1318	796	387	609	317	212	254	79	70	127	79	48	27	37	7	18	8	12	7	8	2	4	9	3	4	1	0	3	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0
0.03	north2_active	80	43656	5517	5240	2846	1992	879	1584	988	729	903	495	200	393	184	109	159	42	35	82	52	31	14	30	5	11	3	2	4	4	0	2	3	3	2	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north3_all	80	69326	11877	9456	5247	3693	1919	2517	1660	1251	1247	758	401	649	328	228	276	86	64	135	70	42	21	47	8	14	9	14	6	5	1	3	8	3	6	1	5	1	1	0	1	2	0	0	1	0	3	0	0	0	0	0	0	0
0.03	north3_active	80	43486	5398	5203	2768	1923	843	1526	991	779	806	468	209	414	197	111	171	42	28	94	40	30	12	32	5	7	2	4	3	2	0	1	3	3	3	0	1	1	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north4_all	80	69777	12034	9321	5201	3647	1934	2503	1703	1249	1249	744	406	585	300	212	211	80	68	135	75	41	26	51	12	12	12	12	8	4	0	1	5	3	5	4	5	1	1	0	1	2	0	0	1	0	3	2	0	0	0	0	0	0
0.03	north4_active	80	43786	5528	5095	2716	1888	881	1462	991	771	791	460	213	397	175	100	129	36	30	85	42	33	15	37	5	7	4	4	5	1	0	1	0	3	1	2	1	1	0	0	1	1	0	0	0	0	3	2	0	0	0	0	0	0
0.03	north5_all	80	69446	12059	9460	5174	3595	1993	2426	1724	1197	1244	767	411	541	289	208	229	79	65	120	70	28	25	53	17	12	16	10	6	8	3	2	4	4	4	5	7	0	1	0	1	1	0	0	0	1	1	4	0	0	0	0	0	0
0.03	north5_active	80	43764	5523	5223	2656	1815	929	1395	1010	713	771	463	212	368	179	105	134	34	30	78	34	20	13	37	9	8	5	5	5	3	1	2	1	4	1	2	1	0	0	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0
0.03	north6_all	80	69101	12215	9354	5149	3475	1984	2481	1694	1231	1251	784	389	511	280	208	232	70	67	113	62	31	29	45	23	10	19	8	8	7	3	6	1	5	4	5	2	0	0	0	2	0	0	0	0	1	1	4	0	0	0	0	0	0
0.03	north6_active	80	43699	5605	5130	2727	1791	937	1472	998	729	803	491	185	331	157	114	142	29	36	78	32	20	11	38	11	7	12	4	7	3	1	4	1	4	1	3	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0
0.03	north7_all	80	68797	12095	9396	5149	3505	1987	2524	1673	1245	1244	764	407	519	260	199	255	79	64	117	62	31	26	30	19	14	18	8	11	7	3	7	2	5	3	4	3	0	1	0	5	0	1	0	0	1	0	2	0	0	0	0	0	0
0.03	north7_active	80	43614	5488	5119	2770	1818	916	1515	988	718	787	465	209	334	146	108	150	33	33	88	30	15	13	23	9	6	10	5	8	3	1	5	1	4	0	2	1	0	1	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0
0.03	north8_all	80	68826	12146	9380	5177	3452	1995	2501	1660	1275	1273	764	401	553	277	195	276	82	60	131	63	35	24	27	16	21	19	6	11	3	4	7	1	5	4	2	1	0	1	0	5	0	1	0	0	0	0	2	0	0	0	0	0	1
0.03	north8_active	80	43618	5462	5081	2789	1792	892	1515	970	738	809	458	205	359	149	113	159	37	29	90	29	13	11	21	8	10	10	4	8	1	1	4	0	4	1	1	1	0	1	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0
0.03	north9_all	80	68788	12243	9327	5217	3352	2017	2452	1765	1261	1226	786	418	484	294	190	260	86	68	177	71	36	30	21	12	23	12	7	10	3	3	5	6	2	3	0	2	1	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north9_active	80	43408	5505	5020	2789	1753	902	1454	1034	745	750	484	226	310	172	112	136	41	35	89	36	16	16	10	8	9	6	4	6	1	1	2	4	1	2	0	2	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	69354	12372	9396	5224	3426	1978	2486	1719	1277	1279	825	406	498	323	191	233	91	70	158	68	37	32	43	15	18	10	8	9	2	6	3	5	3	3	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north10_active	80	43897	5494	5107	2758	1759	884	1515	978	758	762	509	221	318	193	124	122	43	36	68	28	14	20	16	7	6	4	4	7	1	3	1	4	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	70327	12209	9334	5234	3438	1868	2503	1622	1341	1252	708	413	641	232	173	228	72	74	104	63	34	32	36	13	16	12	11	10	8	12	3	6	12	0	2	4	1	2	3	2	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	north11_active	80	44388	5601	5149	2727	1803	837	1559	961	818	743	393	211	382	134	82	135	29	31	58	34	20	24	17	4	7	6	9	6	3	8	3	3	8	0	0	2	0	1	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0
