label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41
0.03	north1_all	80	14633	2326	1273	791	1904	362	256	275	118	99	74	57	48	105	39	14	24	9	26	28	3	13	7	0	0	3	2	1	1	0	0	1	0	0	0	0	3	0	0	0	0	0
0.03	north1_active	80	12400	798	390	184	1698	116	104	178	29	38	28	21	27	94	16	1	13	3	22	28	2	3	2	0	0	2	2	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north2_all	80	13079	2332	1252	771	1592	355	239	248	123	87	70	46	51	85	24	16	22	10	33	20	6	15	5	1	0	5	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north2_active	80	10816	736	379	181	1398	113	86	154	24	28	34	15	28	76	14	1	16	3	28	20	3	4	2	0	0	3	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north3_all	80	12384	2299	1237	819	1510	370	259	214	117	104	72	41	49	84	19	14	25	8	20	27	7	7	5	2	2	3	1	0	1	0	0	0	0	2	0	0	3	0	0	0	0	0
0.03	north3_active	80	10122	708	378	203	1326	114	94	134	27	33	36	12	27	69	10	1	18	1	16	27	4	5	2	0	0	1	0	0	1	0	0	0	0	2	0	0	3	0	0	0	0	0
0.03	north4_all	80	13602	2317	1250	807	1794	371	263	219	123	110	70	49	48	90	21	16	34	13	27	37	5	10	3	2	2	4	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
0.03	north4_active	80	11430	744	415	195	1640	126	110	140	35	43	31	17	28	76	13	3	26	5	25	37	3	7	1	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north5_all	80	15608	2360	1276	837	2048	354	249	250	128	119	78	56	52	108	24	17	40	12	35	45	5	15	2	2	2	3	2	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0
0.03	north5_active	80	13509	801	451	196	1899	126	114	170	42	55	33	16	33	93	16	3	34	4	34	44	3	10	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
0.03	north6_all	80	16622	2418	1339	797	2380	350	269	268	137	108	83	65	55	126	28	19	39	13	27	46	2	9	2	1	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north6_active	80	14574	866	485	184	2239	140	122	189	41	55	33	20	41	112	17	3	30	4	26	45	2	6	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_all	80	16798	2399	1365	754	2465	332	273	285	136	104	80	64	52	103	28	13	29	11	26	54	1	6	2	0	4	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north7_active	80	14783	847	479	172	2303	135	126	206	41	52	35	24	35	96	18	1	20	1	24	53	1	3	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_all	80	15377	2378	1387	738	2368	334	270	290	131	90	74	50	49	102	33	15	17	13	44	54	2	6	2	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	13254	816	463	175	2205	123	124	217	45	42	31	14	32	95	19	3	8	0	41	54	1	5	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	13990	2381	1362	722	2154	327	270	262	133	80	64	52	48	98	32	13	22	12	47	53	3	5	2	1	5	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	11729	766	416	171	1988	104	120	179	43	33	30	15	29	89	22	4	17	0	44	52	1	3	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	13622	2371	1336	722	2026	335	263	285	142	86	63	54	49	95	30	15	25	12	51	34	3	7	3	3	4	2	1	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	11297	772	402	154	1858	101	117	186	53	37	33	14	29	87	21	4	19	1	49	33	1	4	0	1	1	1	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	14915	2341	1304	823	2025	338	286	238	129	90	64	54	57	91	35	17	26	15	43	26	6	4	0	1	3	2	3	0	2	0	0	1	1	0	0	0	0	0	0	1	0	1
0.03	north11_active	80	12728	843	438	179	1850	133	122	164	40	48	29	18	41	86	21	3	21	0	43	24	3	3	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	12992	2243	1292	782	1796	330	292	235	141	97	68	48	55	80	30	19	22	15	17	15	6	9	0	1	4	3	1	0	3	0	0	1	0	0	0	0	0	0	0	1	0	1
0.03	north12_active	80	10735	750	385	191	1585	106	114	151	38	49	29	14	34	72	18	3	18	0	17	13	2	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	11366	2284	1257	749	1558	338	268	220	135	96	65	51	55	75	25	15	20	11	19	13	5	9	1	2	3	3	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	north13_active	80	9068	714	359	198	1342	101	88	132	29	42	28	16	34	61	13	4	13	2	17	9	1	8	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	11976	2261	1308	730	1592	328	269	220	136	102	80	50	59	82	23	15	18	11	15	12	6	10	2	2	3	3	1	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north14_active	80	9709	692	385	198	1372	94	101	122	33	42	33	16	37	66	11	5	11	2	13	9	1	9	0	2	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	13593	2336	1310	761	1688	356	263	237	137	111	80	54	58	102	33	20	34	11	14	33	4	10	3	3	2	2	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	11444	785	439	198	1512	104	118	135	42	46	34	20	38	83	18	6	26	4	11	28	0	8	1	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
