label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42
0.03	north1_all	80	3578	1533	1067	746	546	553	684	105	172	122	52	45	43	51	69	56	16	9	7	15	3	0	4	1	3	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north1_active	80	1913	769	576	457	278	350	411	48	116	73	26	24	20	32	41	41	11	5	1	10	1	0	0	1	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3582	1481	1018	774	549	524	739	116	183	129	58	49	47	48	66	58	16	7	5	14	3	1	5	1	4	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	1878	734	553	461	303	317	456	50	126	82	24	28	24	32	33	43	12	4	1	10	1	1	1	1	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3595	1414	1012	781	541	539	716	98	192	121	67	50	46	44	56	60	12	11	7	11	3	4	4	1	9	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	1832	714	555	457	309	326	449	37	129	78	30	32	24	30	30	39	10	6	3	9	1	2	1	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3603	1390	982	774	548	514	690	98	214	135	67	50	41	43	54	46	23	10	4	18	2	5	3	2	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1798	713	557	459	337	315	470	43	136	82	33	32	21	27	35	19	15	4	2	15	1	2	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	3551	1419	980	727	544	501	616	99	208	124	69	50	34	33	44	55	26	14	5	12	1	5	2	2	6	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north5_active	80	1784	730	537	434	331	315	414	38	130	82	34	34	14	21	28	23	12	8	2	10	1	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	3530	1458	944	702	563	540	622	95	192	141	71	52	38	27	42	53	28	14	4	21	1	2	3	2	3	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
0.03	north6_active	80	1808	755	526	399	337	348	436	39	119	99	39	36	15	15	27	26	10	6	2	18	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3466	1476	1007	685	565	520	599	95	180	132	73	52	37	33	40	70	26	12	5	25	1	2	5	2	0	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0
0.03	north7_active	80	1767	780	552	389	345	335	403	43	125	95	39	37	19	21	31	42	8	7	4	22	1	1	2	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	3462	1546	1023	672	566	504	583	95	163	141	72	60	38	34	37	58	21	10	6	30	1	1	5	1	1	2	2	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north8_active	80	1739	832	576	387	332	317	401	54	116	99	47	38	20	22	28	38	10	6	5	27	1	0	2	0	0	2	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	3376	1549	1055	684	550	461	594	105	148	128	66	64	51	43	32	55	20	8	6	42	2	1	3	1	2	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north9_active	80	1712	819	602	421	317	272	413	56	99	79	38	41	23	27	28	40	10	4	5	39	1	0	2	0	0	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	3324	1501	1058	720	524	448	640	105	144	127	64	67	53	46	34	44	17	8	6	37	2	0	3	1	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1698	798	604	443	303	265	428	56	88	77	38	41	24	30	25	29	11	5	3	34	0	0	2	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	3393	1438	987	695	557	540	568	104	186	123	56	68	25	48	55	48	21	22	5	15	0	1	5	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
0.03	north11_active	80	1760	718	559	378	328	367	380	46	109	77	36	33	12	26	42	21	16	13	2	12	0	0	2	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north12_all	80	3418	1434	983	670	551	526	605	93	187	110	55	57	28	42	60	43	17	25	3	15	1	2	4	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	1770	723	542	373	328	347	399	37	116	62	36	28	14	25	51	17	14	17	0	11	0	1	2	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north13_all	80	3366	1413	974	669	526	532	618	114	173	114	45	53	33	42	60	62	15	20	4	10	1	2	5	1	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1696	703	544	377	313	339	414	44	112	66	27	25	19	24	55	32	12	13	0	8	0	2	2	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3399	1453	974	681	500	474	692	114	177	133	47	50	42	34	62	71	22	12	5	8	3	2	6	1	1	2	0	2	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	1712	744	539	402	286	287	473	44	110	85	28	26	25	20	54	42	16	8	3	5	1	2	2	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3449	1446	990	728	517	482	693	116	172	135	52	46	49	31	60	68	22	7	7	13	2	2	4	1	2	2	0	2	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	1689	743	589	430	287	296	463	49	103	88	32	23	30	22	48	43	15	6	4	8	1	2	1	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3555	1456	997	721	525	506	679	109	171	132	53	41	48	42	49	50	26	9	7	11	4	1	3	2	2	2	0	2	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	1761	727	583	434	310	316	444	50	97	83	32	23	27	33	33	30	19	5	4	7	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	3636	1440	1048	731	550	573	659	93	177	122	56	42	51	54	46	50	26	12	5	10	5	1	2	3	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0
0.03	north17_active	80	1835	720	606	446	336	384	427	47	105	81	33	21	28	46	31	25	23	7	2	6	3	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3607	1415	1001	738	539	557	610	102	158	112	60	43	42	53	40	43	27	10	4	6	6	1	2	3	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0
0.03	north18_active	80	1832	708	553	440	359	375	413	48	90	73	32	24	19	44	26	21	22	5	1	2	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	3530	1414	1013	737	588	537	636	95	162	118	54	46	53	45	34	40	31	9	3	11	5	3	1	5	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north19_active	80	1794	714	539	453	368	339	414	47	102	73	24	27	26	35	24	17	22	5	1	4	2	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	3491	1467	1002	732	590	503	618	109	149	120	51	55	44	37	37	34	26	9	5	18	4	4	1	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
