label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38
0.03	north13_all	80	1121	825	273	183	171	92	125	48	76	21	36	19	19	8	12	7	4	1	3	1	1	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north13_active	80	509	493	133	85	109	53	74	16	37	17	26	7	14	3	7	4	2	1	2	0	1	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north14_all	80	1092	845	273	181	177	82	147	45	74	30	45	17	15	3	20	10	6	3	6	2	1	0	0	0	6	0	1	0	0	0	0	1	1	0	0	0	0	1	0
0.03	north14_active	80	492	506	123	80	119	52	96	15	35	22	28	7	12	2	16	4	5	2	5	0	1	0	0	0	6	0	1	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north15_all	80	1076	867	284	182	175	92	186	50	69	36	47	10	11	5	21	6	5	5	5	2	3	1	0	1	7	0	1	0	0	0	0	1	1	0	0	0	1	1	0
0.03	north15_active	80	488	539	132	91	114	51	130	18	36	26	29	5	9	1	19	1	5	4	3	0	3	1	0	1	6	0	1	0	0	0	0	1	1	0	0	0	1	0	0
0.03	north16_all	80	1069	862	298	190	175	97	217	49	68	34	41	12	13	4	23	6	5	7	10	2	5	1	0	1	7	0	1	0	0	0	0	1	0	0	0	2	1	1	0
0.03	north16_active	80	494	544	141	91	106	54	140	21	40	22	21	7	12	0	20	1	5	5	4	0	4	1	0	1	6	0	1	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north17_all	80	1090	859	304	187	202	104	223	43	68	28	40	12	19	4	19	7	3	6	7	2	5	2	0	1	2	0	0	0	0	1	0	0	0	0	0	2	1	1	0
0.03	north17_active	80	506	522	152	94	109	62	139	20	44	20	22	7	11	0	17	1	1	4	1	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north18_all	80	1116	889	315	183	209	98	257	50	64	29	49	14	21	4	15	7	3	7	5	0	5	2	0	0	1	0	0	0	0	1	0	0	1	0	0	2	1	0	0
0.03	north18_active	80	520	530	146	87	109	57	159	27	41	18	26	7	13	1	11	3	1	4	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north19_all	80	1093	888	280	179	211	88	232	49	60	32	53	12	28	2	14	9	3	8	1	1	3	3	0	0	2	0	0	0	1	1	0	0	2	0	0	0	0	0	1
0.03	north19_active	80	503	522	125	76	110	49	152	31	44	20	34	8	15	1	10	4	0	4	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north20_all	80	1084	870	283	173	201	92	254	50	71	41	53	11	25	4	8	8	2	6	2	2	6	3	1	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0	1
0.03	north20_active	80	493	529	131	78	111	47	167	34	43	25	35	6	14	2	5	3	0	3	1	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south21_all	80	1079	858	318	174	232	88	228	39	87	45	36	10	22	3	31	7	5	2	3	1	9	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	444	509	151	77	152	46	158	24	65	25	20	4	10	2	19	1	2	0	0	1	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	1080	880	315	165	210	88	239	40	90	48	30	13	10	3	35	10	5	2	5	2	4	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_active	80	446	528	156	75	135	46	154	25	60	27	12	7	4	2	22	2	2	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_all	80	1052	867	286	163	216	83	218	40	78	45	28	18	10	5	30	8	9	4	5	2	9	1	1	0	4	3	2	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_active	80	451	516	144	82	137	45	144	24	49	26	9	12	6	3	18	3	6	2	2	0	0	0	0	0	4	2	2	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south24_all	80	1095	913	282	168	194	80	226	39	83	40	30	25	12	7	18	7	8	3	5	2	11	0	2	0	4	2	2	0	0	0	0	1	0	1	0	0	0	0	0
0.03	south24_active	80	478	558	143	84	126	43	150	21	55	24	14	15	7	5	9	2	6	2	2	0	3	0	0	0	4	1	2	0	0	0	0	1	0	1	0	0	0	0	0
0.03	south25_all	80	1111	874	254	158	191	84	230	33	76	32	27	27	12	6	19	4	6	3	2	2	10	0	1	0	9	2	2	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south25_active	80	494	526	135	75	114	45	163	15	55	18	14	15	6	4	12	1	5	2	2	0	3	0	0	0	9	1	2	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south26_all	80	1131	895	279	156	210	80	208	42	80	26	27	25	11	6	19	3	1	1	4	0	10	0	1	0	7	2	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south26_active	80	532	549	158	68	128	47	133	27	61	13	18	12	7	3	14	0	0	0	3	0	3	0	0	0	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south27_all	80	1140	872	270	150	202	95	281	45	88	27	28	29	17	6	24	2	4	2	3	1	5	1	2	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	530	505	149	65	125	56	190	26	59	16	19	18	9	2	16	0	3	0	2	1	5	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	1122	852	281	167	214	95	271	50	79	27	41	31	18	10	17	2	6	1	6	2	8	2	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	535	490	143	65	129	50	175	30	50	14	28	21	10	4	10	1	3	0	4	2	7	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	1101	820	287	172	232	101	301	46	71	40	55	28	18	9	12	7	5	2	8	5	9	2	1	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	518	463	144	70	142	53	197	25	38	22	28	18	9	4	5	5	3	1	6	3	8	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	1089	820	305	171	225	91	279	49	69	43	63	27	17	12	20	10	4	3	8	4	6	1	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	510	465	155	66	136	46	169	28	45	25	37	15	6	4	9	7	1	2	6	2	5	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	1086	851	274	190	214	105	226	47	61	31	41	18	19	5	18	5	7	1	2	1	3	1	0	3	4	0	2	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	484	524	126	98	131	69	143	29	37	17	33	6	10	1	12	3	4	1	1	0	2	1	0	2	3	0	2	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	1104	863	264	203	210	103	247	55	53	27	43	12	21	7	13	5	6	1	3	1	7	1	1	3	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	507	538	121	99	113	68	143	33	33	15	31	5	12	1	10	2	4	1	2	0	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	1067	840	264	187	188	101	279	61	49	36	37	16	19	9	17	5	3	1	5	2	7	0	1	2	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	500	517	122	86	100	64	149	36	35	21	29	5	10	2	14	1	1	1	2	0	2	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	1106	855	270	157	165	108	247	74	48	30	31	16	19	11	17	5	6	1	6	2	6	0	1	2	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	522	503	135	73	83	69	126	39	35	19	16	5	11	3	13	0	2	1	1	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	1100	833	280	171	148	104	257	73	53	38	32	11	18	13	21	7	6	2	6	2	3	0	0	1	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	516	488	137	81	75	60	141	42	36	23	19	2	9	5	14	3	3	2	2	0	1	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	1111	861	277	187	159	85	245	61	61	34	39	15	13	9	19	5	4	3	4	1	3	0	0	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	509	505	136	98	87	50	162	30	42	16	25	3	7	5	12	3	2	2	1	0	1	0	0	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	1082	866	287	184	196	77	263	40	80	34	39	14	16	7	21	7	8	5	4	1	2	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south37_active	80	471	511	140	94	118	40	180	21	55	18	27	5	12	3	10	4	6	3	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	1072	871	302	196	205	79	291	51	87	36	39	19	22	5	18	5	12	5	5	2	8	2	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0
0.03	south38_active	80	469	505	145	100	131	40	193	31	61	20	25	8	17	3	9	2	10	3	4	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	1071	916	324	186	232	80	267	60	86	38	39	23	24	5	15	6	14	2	5	1	8	2	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south39_active	80	486	570	159	82	139	42	158	39	57	24	27	13	16	1	8	2	11	1	4	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	1064	896	329	194	238	87	257	66	80	38	32	20	21	10	12	5	12	4	5	2	8	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	489	544	174	82	143	45	146	44	54	22	19	13	13	4	5	1	9	2	5	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
