label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	27930	8529	4825	2452	1370	1058	673	438	298	268	186	147	194	120	104	50	53	28	15	10	13	17	17	6	7	8	4	3	1	1	5	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north1_active	80	23642	6353	3721	1693	724	650	392	129	73	158	102	52	162	90	78	16	30	15	6	5	3	7	14	6	5	3	1	1	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	28182	8693	4852	2479	1340	1036	681	424	321	254	200	135	168	124	116	40	49	22	20	11	17	19	24	4	10	8	5	3	2	0	4	4	1	1	0	0	0	1	4	0	1	0	0	1	0	0	1	0
0.03	north2_active	80	23869	6490	3742	1707	716	631	416	117	90	144	110	55	126	99	89	15	30	10	9	6	1	8	19	4	8	3	0	1	1	0	4	3	1	1	0	0	0	1	4	0	0	0	0	0	0	0	1	0
0.03	north3_all	80	31080	9246	5326	2601	1346	1101	720	434	313	283	192	147	182	140	117	36	52	23	23	12	15	20	29	4	12	7	3	4	2	2	4	4	1	1	0	0	0	2	4	0	1	0	0	2	0	0	1	0
0.03	north3_active	80	26871	7185	4228	1863	754	706	440	127	92	163	105	63	131	111	97	15	34	12	8	6	1	11	23	4	10	4	0	2	1	0	3	4	1	1	0	0	0	2	4	0	0	0	0	0	0	0	1	0
0.03	north4_all	80	33535	9741	5545	2751	1395	1177	773	417	315	299	215	138	174	143	140	40	38	28	32	20	10	15	29	5	14	6	4	4	6	2	3	4	2	1	1	1	1	3	4	0	1	0	2	1	0	0	1	0
0.03	north4_active	80	29495	7788	4498	2026	803	770	505	132	120	181	121	61	124	110	118	13	25	13	9	11	1	9	22	5	12	4	1	2	1	0	2	4	1	1	0	0	0	3	4	0	0	0	2	0	0	0	1	0
0.03	north5_all	80	34985	10003	5545	2851	1357	1197	829	447	310	306	211	118	186	154	140	46	32	40	32	22	7	10	26	10	7	5	3	3	6	4	3	3	1	2	2	2	1	2	1	0	0	0	2	1	0	0	1	0
0.03	north5_active	80	31019	8120	4515	2132	782	783	536	152	116	184	117	53	140	114	121	15	21	21	6	13	3	6	22	8	5	4	1	2	1	0	1	3	0	2	0	0	0	2	1	0	0	0	2	0	0	0	1	0
0.03	north6_all	80	34754	9989	5587	2821	1397	1123	853	440	318	323	207	119	170	144	121	48	30	44	24	25	12	11	24	17	6	3	2	2	6	3	3	3	1	2	2	2	2	2	1	0	0	0	2	0	0	0	0	0
0.03	north6_active	80	30805	8082	4538	2083	800	752	544	152	117	209	111	54	135	106	96	18	19	22	4	16	5	7	18	14	4	2	1	1	0	0	2	3	0	2	0	0	0	2	1	0	0	0	2	0	0	0	0	0
0.03	north7_all	80	34828	9973	5599	2808	1365	1108	863	445	337	299	207	132	194	147	111	47	27	42	20	18	16	6	26	24	9	2	4	3	1	6	2	0	0	3	1	2	1	0	1	0	0	0	2	0	0	0	0	0
0.03	north7_active	80	30833	8067	4539	2071	772	726	570	145	121	187	105	61	168	109	86	17	18	25	6	10	7	2	18	19	7	2	2	1	0	1	1	0	0	3	0	1	0	0	1	0	0	0	2	0	0	0	0	0
0.03	north8_all	80	34669	10012	5553	2817	1458	1096	850	416	330	311	194	141	207	144	125	43	39	31	16	18	17	13	20	21	11	1	3	4	3	6	2	0	0	1	0	1	1	1	6	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	30671	8104	4473	2063	853	737	551	139	126	187	95	56	174	110	96	14	26	20	5	10	6	7	14	16	9	1	1	1	1	1	2	0	0	1	0	1	0	0	6	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	34951	9750	5553	2844	1406	1143	849	403	306	310	212	147	217	159	131	39	44	34	18	18	16	13	18	13	13	4	4	3	4	3	3	1	0	2	0	1	0	1	5	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	31044	7865	4501	2130	828	760	553	133	111	178	111	57	173	127	102	13	31	24	6	10	6	9	15	10	11	4	2	1	2	1	2	1	0	2	0	1	0	0	5	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	34660	9793	5607	2826	1383	1104	790	419	298	279	210	137	222	176	124	35	44	31	16	24	18	16	15	7	9	6	2	2	3	1	2	3	1	1	0	1	0	1	5	0	0	0	0	1	0	0	0	0
0.03	north10_active	80	30762	7914	4571	2125	824	732	508	142	113	157	118	58	173	141	97	14	34	16	5	10	7	12	12	4	8	6	1	1	2	0	1	3	0	1	0	1	0	0	5	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	27730	8240	4654	2501	1309	1041	738	410	306	262	221	141	163	111	113	50	52	30	23	17	12	15	20	12	11	9	4	4	1	2	1	1	0	7	1	1	0	3	3	1	1	0	0	0	1	0	0	0
0.03	north11_active	80	23434	6181	3510	1821	696	648	428	124	102	141	113	48	115	75	88	13	30	12	4	9	5	6	14	9	8	9	2	2	1	0	0	1	0	4	0	0	0	3	3	0	0	0	0	0	0	0	0	0
