label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157
0.03	north19_active	80	1131	1016	340	606	262	432	120	237	140	87	199	58	52	67	36	120	35	76	57	63	90	39	26	16	20	55	17	16	56	12	48	38	11	7	28	6	19	11	3	24	11	17	6	7	1	11	12	1	3	2	2	3	1	3	2	1	2	1	2	1	0	3	5	1	2	7	4	1	1	2	5	6	0	0	3	1	1	2	2	2	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	2315	1775	725	980	485	732	264	430	245	169	299	130	105	108	85	185	78	126	88	156	158	62	83	42	36	85	37	31	83	26	56	48	23	17	57	15	27	18	14	22	17	16	11	12	6	18	12	6	5	4	7	8	6	3	6	2	6	6	4	3	3	4	7	3	5	13	10	2	4	4	7	11	3	1	2	3	2	7	2	2	2	2	0	1	1	1	1	1	1	1	1	0	1	0	2	5	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1085	1031	335	613	269	460	127	249	137	83	193	59	48	59	45	113	39	78	52	92	97	38	26	15	17	57	21	16	61	10	37	33	10	9	38	9	20	11	4	17	10	13	5	8	1	13	8	2	2	3	3	4	1	2	3	2	3	1	2	1	0	1	2	2	4	10	4	1	2	2	6	5	0	0	2	1	2	7	2	2	1	1	0	1	0	0	1	1	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	2492	1828	823	1227	560	853	308	448	278	190	416	161	126	118	107	214	72	138	123	166	151	51	64	43	50	119	39	46	61	39	82	62	21	27	51	18	19	24	18	24	16	22	9	15	21	6	40	4	10	4	10	15	5	1	4	4	6	3	11	2	6	3	25	3	11	6	3	2	5	8	3	5	1	0	0	2	5	5	3	6	4	1	0	4	1	1	2	0	0	2	1	2	0	0	3	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	1181	1058	401	784	304	554	131	280	164	90	268	84	60	56	49	130	37	86	77	115	84	28	32	23	25	80	16	32	41	22	51	43	10	7	30	7	11	18	7	14	7	14	5	5	11	5	34	2	8	2	8	6	2	0	3	4	0	2	9	0	4	3	24	2	3	3	0	2	4	5	2	4	0	0	0	0	3	3	2	0	3	0	0	1	1	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	2483	1883	800	1222	557	811	313	472	287	174	382	174	130	128	98	201	73	131	117	169	142	51	67	45	50	76	44	43	71	46	69	58	21	21	55	12	18	28	17	23	14	16	7	16	17	12	48	12	8	7	9	15	5	1	3	3	4	3	9	3	8	1	28	2	11	5	3	3	7	6	3	0	1	0	1	3	5	4	2	7	3	1	1	1	1	1	4	0	1	0	0	2	0	0	3	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	1177	1125	392	774	294	515	133	295	161	82	235	93	67	69	48	131	35	77	65	119	75	31	39	24	28	38	18	30	36	28	41	42	13	9	36	4	10	21	6	14	9	11	2	4	8	7	42	6	8	1	7	7	2	0	1	3	1	2	9	1	7	1	27	1	3	3	0	2	6	5	2	0	0	0	0	0	3	3	1	1	2	0	1	0	1	0	3	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	2510	1990	796	1220	558	756	297	478	278	166	398	174	126	149	89	191	78	135	110	204	170	67	78	40	44	100	46	43	102	40	67	57	19	20	57	11	21	21	12	20	15	16	7	15	8	13	41	14	8	8	8	16	3	4	5	2	7	4	5	4	12	3	13	4	9	5	2	3	8	5	5	3	3	1	1	3	4	2	6	10	2	2	1	2	1	0	3	0	1	7	1	1	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	1232	1208	390	748	305	491	127	299	143	78	241	95	70	82	46	122	35	78	65	153	102	45	53	18	20	68	20	24	56	26	38	36	12	8	36	6	12	16	2	11	10	12	3	7	3	7	36	6	5	1	6	6	2	3	1	2	3	4	5	2	10	1	10	1	3	3	1	2	7	3	3	3	2	0	0	0	2	1	5	3	0	0	1	0	1	0	3	0	0	5	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	2554	2026	763	1157	571	757	286	478	273	158	376	169	127	144	79	213	81	134	117	188	194	72	64	32	49	131	43	46	106	29	80	58	19	18	46	13	23	21	9	23	17	14	9	17	3	14	26	12	8	9	6	14	5	5	7	2	6	5	5	6	8	2	13	2	3	4	3	3	5	3	4	4	4	1	2	6	6	0	5	6	1	1	1	1	1	0	3	0	1	7	2	2	0	0	2	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	1216	1198	363	703	324	489	122	301	143	74	233	86	60	80	40	147	35	79	69	118	127	48	46	10	20	89	17	24	57	18	58	36	14	9	31	5	12	13	3	16	10	9	4	10	1	7	21	5	5	1	6	4	3	3	1	2	4	4	4	4	7	0	7	0	2	1	1	2	4	1	2	3	2	0	1	2	6	0	5	4	0	0	1	0	1	0	3	0	0	5	1	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	2554	2013	748	1203	557	802	281	460	263	166	378	168	123	124	82	252	91	159	96	198	206	63	66	30	47	170	36	43	111	24	109	58	20	15	48	18	26	16	11	26	16	14	12	17	3	11	23	10	7	9	6	9	4	5	6	3	6	6	6	5	6	4	8	4	3	9	4	3	4	2	4	4	5	1	3	7	6	0	5	6	1	1	1	3	1	1	0	0	2	7	2	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1231	1197	342	750	324	531	124	287	148	75	224	85	61	64	45	176	37	102	60	127	136	39	41	6	18	120	15	18	66	13	82	35	12	9	25	7	17	8	3	17	8	11	7	11	1	6	15	4	3	1	5	1	2	3	1	1	4	5	5	3	4	1	2	1	2	4	1	2	3	1	2	3	2	0	3	2	6	0	4	5	0	0	1	2	1	1	0	0	1	5	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	2570	1988	750	1204	568	848	287	452	292	158	359	169	124	108	78	280	87	156	120	207	215	60	59	35	38	173	24	36	103	22	106	54	27	21	40	28	31	19	9	34	18	11	11	16	10	9	23	9	6	6	6	11	4	9	7	3	8	3	6	5	6	5	12	5	5	10	4	1	7	2	3	1	4	1	4	4	6	0	2	5	1	1	0	3	0	1	0	1	2	2	1	1	2	0	8	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south26_active	80	1234	1164	358	754	316	581	127	286	174	73	221	74	56	59	40	190	34	102	86	131	153	34	35	6	21	118	9	12	64	14	80	32	11	12	20	12	16	10	4	21	11	9	7	10	3	5	16	4	3	1	4	3	2	3	2	1	6	2	5	3	1	1	7	1	4	3	0	1	4	1	2	0	0	0	3	2	6	0	1	3	0	0	0	2	0	1	0	0	1	0	1	1	2	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south27_all	80	2566	1972	718	1194	554	885	292	450	287	172	363	178	121	101	92	261	73	172	109	211	219	55	61	38	29	163	28	26	114	23	103	48	29	23	43	31	26	20	7	26	11	11	10	16	15	13	27	13	4	4	9	13	3	8	5	3	7	8	5	3	7	3	12	6	10	10	2	0	8	0	4	1	3	1	3	2	12	0	3	4	1	0	1	2	0	1	0	1	2	0	1	0	2	0	8	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0
0.03	south27_active	80	1267	1195	366	755	314	598	131	282	174	88	225	82	54	53	50	177	26	108	76	145	155	30	33	8	16	103	14	7	73	18	66	29	12	14	24	14	13	9	3	12	5	9	4	8	6	10	21	8	1	1	5	7	1	2	3	1	6	3	3	2	2	1	7	2	8	3	0	0	5	0	2	1	0	0	2	1	12	0	1	2	0	0	1	2	0	1	0	0	1	0	1	0	2	0	8	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
0.03	south28_all	80	2601	1974	732	1199	554	860	296	457	293	174	379	177	122	99	103	255	79	145	112	198	209	59	63	43	27	146	27	25	105	34	89	56	33	21	32	29	25	15	8	25	15	13	10	18	13	16	26	13	5	3	9	12	5	12	8	1	8	6	7	2	6	3	7	4	16	10	3	0	9	1	4	2	2	3	1	4	10	0	3	3	2	0	1	1	0	1	2	1	0	0	1	0	2	0	9	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0
0.03	south28_active	80	1285	1197	377	756	314	581	141	282	158	91	235	78	55	56	58	175	36	91	72	143	147	37	38	14	15	91	13	8	76	24	55	30	16	11	22	13	9	5	3	13	10	9	3	11	6	13	20	7	3	1	3	7	2	4	4	1	8	2	2	1	2	1	6	1	14	4	0	0	7	1	2	2	0	1	0	0	10	0	1	1	0	0	1	1	0	1	2	0	0	0	0	0	2	0	9	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
0.03	south29_all	80	2575	1940	758	1208	546	848	294	457	292	169	360	162	140	109	105	236	79	129	99	182	171	56	60	40	30	151	34	29	103	40	81	51	27	23	30	20	18	14	14	18	17	17	11	17	9	20	23	13	3	4	9	14	5	9	7	1	9	7	10	2	3	1	2	1	13	4	3	2	5	4	5	3	1	2	0	5	10	0	3	3	3	3	1	1	1	0	2	0	1	1	1	1	1	0	1	0	0	1	0	0	5	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	south29_active	80	1241	1166	368	807	301	560	137	282	161	92	227	69	64	58	57	144	39	81	56	122	121	33	29	16	17	97	14	7	71	22	46	27	17	13	19	9	7	8	7	9	12	13	5	9	5	15	18	6	2	1	3	7	1	5	4	1	9	2	2	2	2	0	1	1	11	3	2	0	5	3	2	3	1	1	0	1	10	0	1	1	1	3	1	1	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	5	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	south30_all	80	2563	1905	782	1201	543	747	285	450	303	160	380	160	140	116	109	282	96	113	110	181	152	61	70	36	28	150	33	39	88	44	79	52	25	21	42	20	21	17	16	19	20	18	16	17	6	17	29	8	11	4	7	9	4	8	7	3	11	4	10	2	4	2	1	0	13	7	9	2	9	8	2	3	1	3	1	5	10	1	3	2	3	3	2	4	2	0	2	0	1	1	1	1	1	0	1	0	0	0	1	0	5	1	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south30_active	80	1214	1141	378	786	294	486	138	285	162	84	233	80	65	57	55	177	46	74	62	121	104	31	40	17	16	102	13	17	63	21	49	29	13	12	28	11	10	10	8	9	13	14	8	9	4	10	22	3	7	1	3	2	1	4	4	3	9	0	1	1	2	1	1	0	10	7	3	0	9	3	0	2	1	1	0	1	10	0	1	1	1	3	1	2	2	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	5	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south31_all	80	2555	1932	759	1107	538	820	255	457	279	187	343	164	131	124	96	254	60	160	119	183	179	77	74	41	38	134	32	25	69	25	76	54	24	17	36	14	21	26	14	16	11	12	16	12	8	12	21	9	8	7	7	7	11	2	3	4	10	6	13	4	8	2	16	4	7	6	6	5	6	4	1	5	3	0	0	0	1	1	2	0	2	3	3	2	2	2	2	2	1	4	0	2	1	0	1	0	0	0	1	0	2	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	south31_active	80	1278	1128	359	689	301	532	120	285	152	80	219	83	65	62	47	172	30	94	72	122	106	43	53	20	16	85	16	8	43	18	49	32	17	7	19	7	17	12	8	9	6	6	8	7	4	10	12	3	1	2	5	7	5	2	2	1	4	2	12	2	4	1	14	2	7	4	2	4	4	2	1	4	3	0	0	0	0	0	2	0	1	2	2	1	0	1	0	2	0	4	0	2	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south32_all	80	2520	1972	756	1091	530	819	263	440	276	183	396	159	125	120	83	275	79	151	122	176	166	67	65	34	45	112	35	22	81	20	68	53	22	21	30	20	25	21	13	14	19	17	14	14	9	13	27	10	7	8	8	7	8	2	2	1	7	6	17	4	8	3	23	3	1	5	5	3	6	3	1	8	1	1	0	0	1	1	3	0	3	2	3	1	2	1	2	2	0	4	0	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	south32_active	80	1245	1162	364	689	300	518	122	280	160	86	262	85	56	61	41	187	40	98	75	123	95	41	45	13	22	67	19	8	59	14	47	32	17	8	16	11	17	10	10	6	11	8	8	9	6	11	14	4	1	3	5	6	4	2	1	0	4	3	12	2	4	2	22	2	1	2	1	2	4	1	0	6	0	0	0	0	0	0	3	0	2	1	3	1	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south33_all	80	2506	1958	742	1189	551	839	256	467	306	187	418	175	123	128	80	263	84	145	107	197	182	72	53	37	46	127	29	27	111	29	66	54	23	23	34	22	25	27	12	14	20	14	9	13	14	9	23	9	5	9	6	7	10	4	1	2	6	5	18	3	6	3	29	2	4	8	4	2	7	2	1	4	3	2	0	0	1	1	10	0	1	3	3	0	1	1	1	3	0	0	0	0	1	0	1	1	0	3	1	0	4	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south33_active	80	1231	1155	347	758	319	528	122	304	176	91	260	88	58	68	42	190	35	94	62	129	114	46	27	17	26	81	14	12	78	18	47	34	14	8	24	13	15	12	10	4	14	5	5	9	11	7	15	5	2	3	0	4	4	4	1	0	4	2	12	2	3	2	27	1	4	5	1	1	5	0	0	2	1	1	0	0	0	0	10	0	1	1	2	0	0	1	0	2	0	0	0	0	1	0	0	1	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south34_all	80	2519	1925	687	1218	551	836	271	470	294	178	427	161	117	113	75	294	78	139	108	177	192	77	48	30	42	104	37	41	133	32	70	47	25	22	46	17	21	23	12	14	29	14	5	12	16	9	16	7	6	10	8	9	9	4	2	1	5	4	14	3	4	5	31	1	6	7	0	1	5	2	1	4	5	4	0	0	2	1	9	2	6	1	3	0	1	2	0	4	0	0	0	0	1	0	1	5	0	3	1	0	4	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	1228	1148	326	791	319	549	121	297	166	95	257	87	49	58	42	199	36	89	64	113	128	52	25	12	23	65	16	22	98	16	51	35	16	6	30	9	7	12	8	3	22	6	1	8	15	8	12	2	4	3	1	4	5	3	1	0	3	2	6	2	4	4	28	0	5	5	0	1	2	0	0	2	1	3	0	0	0	1	9	1	3	0	2	0	0	1	0	3	0	0	0	0	1	0	0	1	0	2	1	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	2512	1938	710	1255	574	823	261	482	310	183	422	161	123	129	80	306	68	151	93	162	185	73	54	31	41	140	35	45	140	39	85	45	26	19	59	14	18	26	10	18	24	14	8	9	15	13	25	6	8	12	9	7	15	5	2	2	6	4	15	3	6	5	15	1	6	3	0	3	6	6	6	3	6	5	0	0	2	1	9	3	7	3	2	0	2	1	4	2	0	0	0	0	1	0	1	5	0	3	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	1220	1173	344	817	314	550	122	298	167	104	228	84	63	64	44	201	29	98	51	81	122	45	30	17	20	91	12	22	89	20	57	32	17	5	40	7	5	14	4	6	19	6	6	6	13	8	17	1	5	4	3	3	9	4	1	1	4	3	9	1	3	4	10	0	5	3	0	2	3	6	0	2	2	4	0	0	0	1	8	2	3	1	1	0	0	0	3	2	0	0	0	0	1	0	0	1	0	2	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	2548	1911	701	1250	576	817	256	463	291	171	391	133	125	119	86	304	62	142	88	144	167	62	60	30	36	138	34	52	113	39	76	55	25	20	60	11	13	21	12	23	20	12	12	7	16	12	32	9	8	9	13	9	13	5	4	2	7	2	14	4	5	4	16	2	7	4	0	3	5	6	6	2	4	4	0	1	1	3	2	3	9	2	1	0	3	1	5	2	1	0	0	0	0	2	0	5	0	0	2	1	1	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	1228	1137	333	813	296	546	124	284	146	94	227	66	63	66	45	205	31	89	47	71	102	34	38	15	19	90	15	28	70	22	55	36	15	6	44	3	4	14	6	9	14	4	10	4	11	7	18	4	4	3	3	4	8	3	2	1	4	2	9	2	2	3	10	0	6	0	0	2	3	6	1	0	1	3	0	1	0	2	0	2	4	1	1	0	0	0	3	2	1	0	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	2495	1859	779	1208	562	804	246	462	286	179	420	130	116	117	82	305	62	126	88	176	153	57	61	43	40	161	37	49	102	34	61	43	18	20	57	17	20	19	11	22	14	10	15	9	13	12	32	10	10	7	10	10	9	4	7	3	6	6	16	4	5	1	10	2	6	4	0	4	4	8	6	3	5	3	0	3	1	2	3	2	4	2	1	1	5	0	5	0	1	0	0	0	0	2	0	0	0	0	2	2	1	0	0	1	0	1	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	1198	1110	377	779	277	538	111	280	155	95	251	71	53	60	36	212	31	76	54	115	99	28	41	20	17	106	18	25	50	16	41	23	12	8	40	5	12	11	6	9	5	2	11	3	5	6	16	4	4	2	2	7	6	3	5	2	4	1	9	3	1	0	4	0	6	0	0	3	3	8	1	1	4	2	0	3	0	1	0	2	2	1	0	1	0	0	3	0	1	0	0	0	0	1	0	0	0	0	2	2	1	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	2490	1897	786	1178	563	832	242	452	286	164	414	141	106	118	90	245	64	123	87	174	194	58	65	45	38	139	32	46	68	36	45	51	17	22	55	18	21	17	11	25	13	11	11	7	15	18	36	16	8	4	10	13	5	5	7	4	8	7	16	4	4	1	5	3	16	4	2	3	3	2	6	5	3	2	1	3	1	2	4	0	5	1	1	1	4	0	1	0	1	1	0	0	0	2	0	0	0	0	2	1	1	0	0	0	1	2	0	2	0	2	0	0	1	0	1	1	0	0	4	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south38_active	80	1218	1113	363	754	280	540	118	270	175	80	259	74	54	64	45	178	31	70	58	125	129	34	38	24	14	100	16	22	39	16	30	30	8	11	47	6	15	8	7	12	1	2	8	3	9	11	14	7	3	2	0	8	4	2	5	3	4	2	8	3	1	0	3	0	16	0	0	2	2	2	1	3	3	1	0	3	0	1	0	0	4	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	1	1	0	0	0	1	1	0	1	0	2	0	0	1	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south39_all	80	2504	1871	754	1143	535	781	269	437	281	159	387	136	109	115	86	254	68	128	112	158	186	53	81	36	42	129	27	50	93	34	66	55	26	23	45	12	22	16	9	30	13	10	9	15	18	15	29	19	7	3	6	14	7	4	8	5	7	6	22	2	5	3	7	3	14	1	2	3	3	2	3	5	4	1	2	2	1	0	3	0	4	2	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	2	0	1	0	2	0	0	2	0	0	1	0	0	4	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
