label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163
0.03	north1_all	80	4755	1929	1453	1000	784	532	800	1559	539	272	258	237	193	795	163	145	395	150	127	143	218	205	79	71	106	134	49	142	64	64	175	37	142	141	29	33	45	166	19	45	61	77	79	67	12	9	42	23	15	42	29	38	16	5	5	7	13	16	17	9	42	3	7	4	17	9	2	6	4	5	3	5	20	8	5	1	3	2	15	4	6	7	3	3	1	0	0	1	0	3	2	0	1	0	0	1	0	1	8	0	1	1	1	4	9	2	3	2	0	0	1	0	0	0	1	0	1	2	2	0	3	0	0	0	0	1	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	north1_active	80	2515	510	759	389	386	163	617	1438	403	59	97	64	74	728	67	66	333	84	38	96	186	170	29	29	72	118	30	121	17	33	162	7	134	129	5	13	29	157	11	41	53	74	72	60	5	2	24	19	6	40	22	37	7	1	3	3	4	13	14	7	40	1	1	1	17	6	1	3	3	4	2	2	18	6	2	0	2	0	13	0	4	7	1	1	1	0	0	1	0	2	0	0	1	0	0	1	0	0	8	0	1	0	0	3	9	2	3	2	0	0	0	0	0	0	1	0	0	2	1	0	3	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north2_all	80	4792	1888	1422	972	756	525	821	1499	575	264	259	232	200	773	157	164	393	152	121	141	245	203	70	83	97	128	64	153	60	63	145	38	207	147	32	36	50	169	17	44	51	85	89	80	18	14	31	16	18	45	38	37	15	4	9	7	10	22	15	8	40	5	6	4	16	8	3	6	3	3	3	6	12	5	3	2	2	3	18	2	4	9	2	4	1	0	1	2	1	2	1	0	2	0	1	1	0	1	3	0	1	0	1	1	0	2	3	2	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	north2_active	80	2532	512	723	371	372	170	640	1377	425	54	101	59	78	701	63	76	337	89	41	98	220	167	28	38	75	115	40	133	17	36	132	7	200	135	6	15	35	155	9	40	45	83	82	75	7	3	15	11	12	44	31	34	3	0	4	2	2	17	12	4	38	3	1	1	16	4	0	2	2	3	2	3	10	3	0	1	1	0	16	0	2	9	1	2	1	0	0	2	1	1	0	0	1	0	0	1	0	0	3	0	1	0	1	0	0	2	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north3_all	80	4832	1954	1392	959	785	538	834	1603	581	260	260	220	204	769	156	172	352	133	113	135	226	189	77	77	114	130	72	148	55	53	152	30	214	148	36	32	50	155	16	42	61	73	78	69	24	14	26	15	26	53	41	43	10	10	10	5	10	30	12	11	33	7	5	4	9	8	4	5	7	2	3	5	17	7	3	1	2	3	18	3	3	4	2	3	0	0	2	2	2	3	2	1	1	0	1	1	0	0	3	0	1	0	1	3	0	0	3	0	1	0	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north3_active	80	2556	530	697	354	404	182	654	1485	412	52	90	55	79	698	58	79	312	74	36	91	201	154	30	36	92	118	54	128	17	34	138	7	206	136	9	13	37	142	5	38	52	71	71	65	9	6	14	9	18	51	31	39	2	2	4	1	3	26	11	7	31	6	2	0	9	4	0	2	6	2	3	2	16	3	0	1	2	0	17	2	2	4	1	2	0	0	0	2	2	2	0	0	0	0	0	1	0	0	3	0	1	0	1	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north4_all	80	4775	1939	1395	936	773	550	861	1601	538	252	262	227	201	822	150	157	302	140	105	138	187	196	79	70	134	143	84	114	46	60	182	35	245	170	29	34	44	131	21	38	60	73	78	80	22	14	16	20	29	53	25	34	10	10	14	3	11	41	10	9	36	6	3	5	7	12	4	4	8	7	2	5	21	5	3	1	1	4	7	6	4	2	1	3	0	0	2	3	2	2	2	1	1	2	1	1	0	0	1	0	0	0	1	2	2	1	4	0	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north4_active	80	2516	502	696	334	405	178	672	1479	363	55	101	61	86	743	56	63	265	79	28	96	158	161	34	33	107	122	56	95	15	37	165	6	236	158	9	13	38	117	10	32	52	67	70	74	6	8	13	14	20	48	19	30	3	3	6	0	3	39	7	5	35	6	1	1	7	9	0	0	7	6	2	2	20	3	0	1	1	1	7	3	3	2	0	2	0	0	0	2	2	1	0	0	0	2	0	1	0	0	1	0	0	0	1	2	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north5_all	80	4766	1906	1419	920	791	562	901	1670	500	266	254	210	186	884	157	144	267	135	92	128	180	205	86	65	111	172	78	101	37	62	206	37	189	158	28	32	52	75	24	39	76	76	67	76	22	8	19	16	35	59	20	41	13	10	15	4	9	39	8	8	17	6	2	5	4	14	2	6	14	6	2	5	18	5	2	3	4	3	5	7	3	1	1	2	0	1	1	1	2	2	3	8	3	2	2	1	0	0	0	0	0	0	0	2	2	1	5	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	2527	494	729	324	412	178	699	1535	333	74	102	53	82	823	64	55	228	80	17	89	141	177	38	28	90	148	45	86	11	38	192	8	174	145	8	14	45	66	12	33	67	67	59	68	6	6	17	10	25	54	14	36	9	3	10	0	4	35	6	6	16	5	1	1	4	11	0	2	13	5	2	2	17	3	1	0	2	1	5	4	2	1	0	2	0	1	0	0	1	1	1	6	1	2	0	1	0	0	0	0	0	0	0	2	2	0	5	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
