label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66
0.03	north7_active	80	2014	3882	335	702	2719	1369	202	440	397	65	48	497	99	23	98	30	22	46	115	12	9	13	31	6	10	5	15	4	32	1	12	0	1	4	1	4	10	1	2	1	0	0	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	5766	4563	1472	1197	2707	1395	456	528	509	171	131	545	139	88	134	50	54	59	133	32	16	18	36	13	10	4	20	12	29	5	9	2	5	8	4	6	3	1	1	2	0	1	0	0	0	1	2	0	0	0	0	12	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	north8_active	80	1920	3555	352	654	2508	1230	210	391	407	52	55	504	110	20	102	22	25	41	122	17	5	10	27	7	9	4	20	5	28	3	8	0	3	4	1	5	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	5801	4489	1465	1137	2647	1377	460	566	500	168	154	449	128	90	124	51	56	53	96	28	18	16	30	10	11	7	26	12	23	6	8	2	5	1	6	5	1	1	2	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
0.03	north9_active	80	1916	3497	353	625	2411	1203	223	425	401	51	58	408	97	26	89	23	24	33	80	13	6	7	27	5	6	5	24	4	22	2	7	0	4	0	3	4	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_all	80	5775	4397	1454	1131	2683	1325	442	553	490	183	159	448	125	92	114	54	57	55	90	32	20	17	33	13	11	10	19	9	31	5	7	4	6	1	6	3	7	0	1	3	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0
0.03	north10_active	80	1901	3387	341	647	2453	1148	219	421	386	56	58	408	94	32	82	23	27	36	77	18	10	9	30	6	6	8	17	4	30	2	6	1	5	0	3	2	5	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_all	80	5538	4520	1459	1102	2765	1265	460	532	418	197	153	521	182	75	127	72	54	51	92	27	15	17	29	14	10	15	10	10	7	3	23	2	2	1	4	2	3	0	2	2	0	1	0	0	4	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1818	3469	357	602	2533	1068	220	412	322	69	62	481	127	19	101	36	28	40	81	14	4	9	24	8	6	10	4	4	6	2	19	1	1	0	1	0	2	0	1	2	0	1	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	5629	4909	1455	1113	3181	1380	462	592	453	193	144	577	185	70	120	69	54	66	116	26	23	15	30	16	13	10	12	10	6	3	26	3	3	0	5	4	5	2	3	2	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	1965	3861	326	623	2982	1212	233	467	356	70	56	532	137	20	96	34	27	51	106	14	9	7	27	8	4	7	6	4	5	1	23	2	2	0	1	1	4	2	2	1	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5646	4936	1456	1122	3221	1397	444	572	488	202	151	543	192	82	130	57	48	67	83	31	30	18	36	16	13	10	11	10	5	4	13	5	3	1	3	3	6	4	3	2	1	1	0	0	1	0	1	0	0	3	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north13_active	80	1984	3889	294	630	3024	1211	228	450	392	76	64	490	146	26	102	33	24	55	74	15	11	6	31	6	3	8	6	2	4	2	11	2	3	1	2	1	5	3	2	1	1	1	0	0	1	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north14_all	80	5761	4861	1439	1177	3138	1463	416	537	513	197	149	540	180	75	115	57	54	62	92	38	37	18	51	17	12	6	16	9	24	4	21	6	3	1	3	3	4	4	1	1	2	2	1	0	3	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north14_active	80	2034	3827	300	666	2952	1274	216	418	411	75	59	492	134	23	93	30	32	47	86	18	13	3	47	6	2	5	11	1	20	2	20	1	3	1	2	1	4	3	1	0	2	2	1	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north15_all	80	5775	4779	1445	1183	3205	1497	416	548	504	198	157	539	172	91	124	57	52	69	87	38	34	27	50	15	14	9	14	11	25	4	14	7	6	1	3	1	4	2	1	0	2	3	1	3	5	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
0.03	north15_active	80	2069	3762	309	672	3008	1292	215	423	411	75	60	491	121	34	101	32	31	54	82	21	15	8	47	7	5	6	9	2	22	2	14	2	6	1	2	1	2	1	1	0	2	3	1	3	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north16_all	80	5742	4782	1404	1144	3180	1536	444	571	473	187	160	535	167	89	99	60	47	75	97	36	40	27	56	14	13	17	13	9	34	6	24	7	5	1	0	1	4	0	0	0	1	2	1	3	4	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	2060	3790	317	654	2974	1335	236	444	381	77	65	495	110	32	75	33	29	54	92	21	19	8	52	8	8	12	10	1	30	2	24	1	5	1	0	1	1	0	0	0	1	2	1	3	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	5658	4785	1448	1128	3195	1482	446	592	473	176	167	526	155	105	117	59	50	71	105	28	40	26	50	10	17	19	14	7	22	7	16	4	5	5	0	1	8	0	1	0	0	1	0	3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north17_active	80	2046	3790	332	647	2971	1284	238	455	384	68	66	494	106	40	87	30	26	52	95	17	18	11	46	5	10	14	11	1	20	3	16	1	5	4	0	1	4	0	1	0	0	1	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	5558	4732	1482	1131	3434	1451	455	567	484	198	166	518	174	93	113	61	54	66	93	24	28	16	40	11	21	25	16	4	19	9	20	4	6	5	0	1	7	0	4	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1969	3753	324	668	3231	1264	245	441	390	76	64	489	113	29	85	32	28	42	81	14	12	6	35	6	14	19	11	1	17	4	20	0	5	4	0	0	4	0	4	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	5545	4822	1463	1174	3442	1411	456	585	502	199	169	485	174	78	109	64	54	67	99	24	25	17	46	9	19	25	16	9	14	5	10	3	6	6	0	1	6	0	4	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	1919	3796	319	693	3227	1232	238	454	409	72	63	451	120	24	80	37	27	45	86	14	12	10	41	5	11	19	11	1	13	4	10	0	4	4	0	0	3	0	4	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	5549	4871	1464	1152	3342	1456	450	587	490	205	158	529	174	71	102	61	62	70	104	25	23	18	61	8	21	26	18	12	14	4	9	3	6	4	1	2	4	4	4	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1867	3863	306	672	3121	1285	232	467	402	67	51	496	124	27	74	31	29	44	94	15	9	9	57	5	14	21	12	2	14	2	9	0	4	2	1	1	2	2	4	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	11239	4265	1788	1212	823	1092	572	480	447	783	212	117	185	147	88	98	93	54	81	31	29	20	18	9	17	32	6	26	6	3	3	4	11	1	0	6	4	0	9	1	1	1	0	1	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south21_active	80	8960	3116	988	677	400	894	398	350	331	732	153	35	151	106	53	67	78	38	69	15	17	7	11	6	10	30	5	20	3	1	2	1	9	0	0	6	4	0	9	1	0	0	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	11278	4276	1759	1177	795	1137	560	484	404	752	215	117	181	147	83	98	74	65	87	40	34	24	18	14	17	31	9	23	3	3	4	5	24	2	0	10	4	0	9	2	1	1	0	1	1	1	0	2	1	0	1	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south22_active	80	8969	3144	943	642	388	923	380	356	290	706	147	39	149	104	48	62	64	54	71	26	20	8	13	4	12	29	9	18	2	1	2	2	22	2	0	10	4	0	9	2	1	0	0	1	1	1	0	2	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	11214	4296	1794	1153	711	1161	588	529	386	692	223	112	175	158	72	80	71	70	73	38	34	26	16	12	17	24	12	20	1	3	5	4	23	2	1	8	4	0	10	4	1	0	0	1	1	3	0	1	1	0	1	0	1	4	0	0	0	0	0	0	0	0	0	1	3	0	0
0.03	south23_active	80	8955	3131	991	626	351	944	399	388	270	639	151	43	148	119	43	47	62	58	61	25	20	9	8	3	15	22	11	18	1	1	2	1	22	2	1	8	3	0	9	4	1	0	0	1	1	3	0	1	1	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	3	0	0
0.03	south24_all	80	11194	4221	1802	1145	728	1117	603	523	369	619	215	130	189	150	77	87	73	75	76	27	29	24	15	15	13	26	12	12	5	3	4	3	28	3	1	4	5	0	10	3	1	0	1	0	2	3	0	0	2	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	3	0	0
0.03	south24_active	80	8925	3082	1001	637	361	903	407	376	262	563	150	50	162	117	46	50	60	57	65	20	16	8	7	3	12	24	11	10	5	1	2	1	27	2	1	4	4	0	9	3	1	0	0	0	1	3	0	0	1	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	3	0	0
0.03	south25_all	80	11460	4253	1808	1150	756	1143	536	488	387	596	217	128	200	152	77	86	71	58	89	17	34	25	17	9	13	24	10	36	4	5	5	2	11	4	2	0	3	0	1	3	2	0	1	2	3	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
0.03	south25_active	80	9211	3128	1023	652	384	925	366	343	271	536	152	44	163	114	42	50	53	39	79	10	22	9	7	3	12	18	8	34	4	4	3	0	11	0	1	0	2	0	0	3	2	0	0	1	1	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
0.03	south26_all	80	11359	4179	1803	1188	768	1089	549	505	403	637	213	131	204	139	84	87	67	55	87	21	31	20	20	13	21	20	11	34	8	4	6	2	12	6	1	0	2	0	0	1	1	0	2	2	2	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
0.03	south26_active	80	9093	3098	1037	673	382	903	363	357	294	573	147	40	161	105	51	56	46	38	78	14	22	8	9	4	17	12	9	32	7	4	3	0	11	1	0	0	2	0	0	1	1	0	1	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
0.03	south27_all	80	11091	4025	1784	1138	728	1061	525	499	377	628	220	124	173	126	76	76	72	45	80	24	31	23	18	12	23	19	15	29	7	3	3	5	8	6	2	0	1	0	0	0	1	1	3	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south27_active	80	8741	2975	968	628	349	868	336	350	263	563	148	39	131	88	46	52	52	34	71	15	25	11	8	3	19	12	13	27	4	3	1	1	7	2	1	0	1	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	10230	3926	1673	1136	722	971	531	522	388	639	216	130	176	116	77	62	85	50	48	26	29	20	18	14	24	14	16	19	9	4	2	4	12	6	1	1	1	1	1	0	0	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south28_active	80	7863	2762	879	607	327	767	335	367	262	577	139	41	142	80	49	41	64	42	44	14	22	9	7	4	18	11	14	18	5	2	1	1	10	2	1	1	1	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	9463	3704	1591	1093	732	933	487	465	336	568	196	124	152	118	78	67	76	49	48	29	26	17	21	16	18	12	9	11	6	3	2	6	9	4	2	1	3	2	2	0	1	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south29_active	80	6954	2525	797	534	312	714	298	327	220	501	119	38	119	79	46	41	56	42	41	15	17	7	4	7	13	8	7	9	2	1	1	2	8	2	2	1	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	9689	3767	1563	1087	761	925	510	451	322	505	177	120	145	130	84	73	76	51	66	35	25	15	20	23	15	12	10	10	5	6	5	5	7	3	1	1	3	2	2	0	1	2	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	7229	2580	789	548	340	722	310	315	203	441	108	33	115	87	47	40	54	39	55	17	15	7	6	15	10	9	8	8	1	1	4	1	6	1	1	1	3	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	11295	4390	1786	1170	808	1177	571	464	342	660	215	111	183	136	72	95	58	63	76	23	24	19	16	18	18	6	11	25	15	4	7	4	14	1	3	5	5	0	2	2	1	0	0	5	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	9050	3231	988	642	387	985	387	348	244	597	160	37	151	99	49	65	43	45	64	10	12	7	6	10	13	5	9	24	9	2	2	2	14	0	3	5	1	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	11231	4400	1810	1184	810	1118	525	472	340	664	224	103	211	138	79	109	67	54	80	30	31	19	16	21	8	11	20	26	13	3	7	4	14	1	3	5	3	1	2	2	1	0	2	7	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	9003	3242	1029	649	388	935	359	344	240	600	168	28	173	104	53	78	51	38	67	14	17	6	6	10	8	8	15	26	9	2	4	2	14	0	3	5	1	0	0	0	1	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	11266	4353	1804	1162	774	1179	519	461	336	695	218	117	223	131	84	101	75	54	65	32	37	19	11	22	10	21	18	20	10	3	7	4	7	2	2	4	4	1	5	2	1	0	2	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south33_active	80	9009	3188	1019	668	375	985	351	321	225	638	151	34	184	98	57	66	61	34	52	20	24	8	7	10	7	17	13	19	6	2	4	1	7	1	2	4	1	0	3	0	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south34_all	80	11336	4367	1810	1163	776	1162	520	474	356	751	220	110	222	114	82	99	81	50	75	36	43	19	16	19	17	19	15	38	6	3	6	4	9	2	7	2	11	1	6	1	0	0	3	4	1	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
0.03	south34_active	80	9154	3244	998	675	379	948	348	327	239	683	145	34	169	81	47	60	67	34	62	21	33	7	13	10	12	15	10	37	3	1	4	1	8	1	7	1	9	0	3	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
0.03	south35_all	80	11272	4409	1837	1166	768	1125	518	487	394	764	216	123	208	122	86	83	100	52	97	28	34	19	20	16	17	18	7	62	5	3	4	3	10	2	6	1	10	0	4	2	0	0	1	3	1	0	0	0	1	0	1	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
0.03	south35_active	80	9062	3182	1055	676	378	912	343	345	267	709	140	36	156	97	51	44	84	37	87	17	27	11	15	9	11	16	4	60	3	1	3	0	9	1	6	0	8	0	3	1	0	0	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
0.03	south36_all	80	11376	4447	1818	1146	770	1145	528	475	394	739	199	134	218	114	88	99	99	54	97	27	28	19	21	20	18	16	3	71	5	3	4	2	23	1	8	1	8	0	1	3	1	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	9150	3225	1051	670	380	925	350	343	272	678	130	41	156	87	53	63	79	39	88	17	21	12	15	11	12	14	3	69	3	0	4	0	22	0	7	0	8	0	0	2	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	11289	4366	1836	1127	773	1136	546	504	387	751	207	131	200	126	83	101	104	53	89	20	24	17	17	21	12	21	6	51	9	4	12	7	22	2	3	2	0	4	3	2	1	1	4	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	8976	3167	1057	646	384	919	370	369	282	698	149	40	149	98	54	68	83	41	79	12	15	10	11	10	8	18	6	48	6	1	12	2	21	1	2	1	0	1	2	2	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	11164	4319	1783	1089	758	1110	547	460	384	747	237	136	197	142	86	108	108	47	70	26	27	24	21	24	22	22	19	38	11	5	14	9	24	2	2	5	1	4	6	1	1	1	4	0	0	0	0	3	0	4	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	8756	3169	997	605	365	908	361	334	286	686	168	44	155	112	54	82	85	36	60	16	17	13	11	13	18	20	16	35	8	1	13	2	24	1	1	4	0	1	5	1	1	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	11075	4213	1764	1119	782	1131	555	499	425	829	238	135	181	133	80	95	97	46	80	27	26	21	23	15	24	31	24	22	13	3	14	12	9	2	2	9	1	7	6	0	2	1	4	0	0	0	0	3	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0
0.03	south39_active	80	8693	3115	968	621	376	927	362	358	314	759	178	50	150	89	53	72	70	34	67	14	14	8	12	8	21	30	18	20	9	1	13	3	9	1	1	8	0	3	5	0	2	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	south40_all	80	11063	4194	1763	1133	769	1046	537	493	424	774	233	114	201	119	83	95	99	38	89	27	26	22	30	10	24	31	26	51	13	2	8	10	12	2	1	9	1	6	7	0	2	0	4	0	0	0	1	3	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0
0.03	south40_active	80	8720	3096	974	648	376	868	351	355	305	706	176	43	161	72	50	74	72	26	75	12	14	8	15	5	21	31	20	49	9	1	6	1	11	1	0	7	0	2	6	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
