label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129
0.03	south23_active	80	4825	11713	10570	9114	1707	1459	3713	3693	546	1241	593	309	215	890	342	146	410	375	1007	664	167	196	99	96	266	96	386	301	45	377	60	55	24	40	90	12	14	80	80	12	7	9	14	11	25	25	2	16	10	23	48	32	3	19	3	15	43	1	4	1	4	7	2	4	5	7	3	0	3	0	1	5	0	0	0	1	0	1	3	0	0	0	1	4	1	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	south24_all	80	23884	16075	12503	9900	3873	3133	4333	3962	1625	1787	1217	953	907	1155	678	501	688	541	1066	707	342	339	263	244	302	194	413	321	145	443	124	108	87	90	105	58	60	102	75	35	33	27	39	40	31	24	25	36	19	27	52	27	17	28	16	17	66	12	17	5	12	10	6	8	5	12	11	3	1	4	1	4	0	2	1	0	0	1	3	2	0	1	3	3	3	2	1	0	1	1	0	0	1	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1
0.03	south24_active	80	5185	10856	9781	8119	1583	1358	3471	3264	493	1150	513	278	217	817	319	136	401	344	933	570	153	181	85	88	232	93	353	266	45	398	59	41	22	41	79	14	11	71	57	9	9	7	21	12	22	16	2	11	11	25	45	26	4	21	2	13	62	2	6	2	4	6	2	3	5	7	4	0	1	0	1	3	0	0	1	0	0	1	3	1	0	0	1	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	south25_all	80	23931	15004	11085	8830	3761	3075	3921	3493	1573	1656	1164	996	830	1020	661	548	627	543	915	673	335	344	247	221	295	181	363	278	143	427	122	100	94	83	93	63	58	90	63	35	36	21	33	34	22	24	27	36	20	25	52	33	16	21	16	20	55	13	11	7	10	12	8	8	3	8	9	2	2	2	2	4	0	2	1	1	0	4	5	2	0	2	3	3	2	2	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
0.03	south25_active	80	5967	9341	8147	6916	1374	1178	2964	2756	432	996	432	262	197	684	293	144	340	323	798	539	138	167	63	70	213	80	295	237	39	384	53	38	21	30	72	15	13	62	41	7	8	9	14	7	17	18	3	9	10	22	47	28	5	12	2	17	53	1	5	4	3	9	3	2	3	5	3	0	1	0	0	2	0	0	1	1	0	1	3	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south26_all	80	24075	13930	10059	7727	3703	2972	3441	3092	1614	1546	1161	988	816	931	633	576	590	507	751	604	319	314	246	212	298	195	273	262	133	343	117	91	92	88	92	66	59	71	63	36	40	26	33	34	26	31	29	23	21	24	42	38	23	15	11	18	43	16	9	9	11	7	9	9	4	5	6	2	4	4	2	3	1	3	1	1	1	3	2	2	0	2	1	2	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south26_active	80	6667	7978	6819	5581	1169	1013	2401	2283	400	840	380	231	194	573	263	135	287	272	626	450	119	144	46	62	209	80	205	213	31	301	47	34	20	29	64	20	14	42	44	9	14	13	12	7	21	18	4	4	10	20	37	32	11	9	1	16	41	1	4	4	3	4	3	3	4	4	2	0	3	1	0	0	0	0	1	1	1	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south27_all	80	24009	13143	9624	7358	3692	2915	3314	2873	1561	1453	1145	1028	791	847	615	581	577	492	661	542	320	305	238	214	295	195	236	255	134	269	128	92	101	87	88	53	57	79	67	42	53	38	30	35	21	32	26	18	14	18	36	38	21	17	12	22	8	13	7	8	9	9	9	13	6	8	4	2	4	3	3	2	3	3	0	1	1	4	2	1	2	2	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	7181	7004	6200	5094	1066	893	2168	2083	342	732	354	232	211	483	228	128	262	243	528	396	125	130	33	60	196	82	170	208	28	228	47	37	19	24	58	16	11	42	48	8	19	18	10	9	15	19	4	4	8	13	31	31	11	9	1	20	4	1	2	2	2	6	2	5	6	4	2	0	3	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	23765	13602	10488	7976	3822	3009	3544	3081	1639	1498	1172	1005	842	956	662	584	590	496	764	616	318	310	264	239	294	198	254	278	112	288	130	109	96	91	103	61	61	79	87	52	57	51	34	37	28	35	22	19	20	22	32	50	24	14	17	26	10	11	10	8	7	10	15	13	6	7	3	3	2	4	3	2	5	4	0	2	2	4	2	1	8	2	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	6705	7665	7202	5809	1158	973	2432	2306	395	814	397	239	214	573	267	131	289	265	618	462	125	139	49	61	213	85	199	226	28	250	57	48	16	39	68	16	12	46	68	12	20	19	11	14	19	21	5	6	9	15	27	42	9	8	2	22	5	2	6	0	2	6	4	5	5	3	2	1	2	1	0	1	2	0	0	1	1	1	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	23762	14602	11647	9029	3884	3062	3916	3475	1627	1670	1168	956	813	985	717	561	608	552	855	725	341	311	273	246	308	188	333	409	120	304	146	119	85	87	119	58	56	72	134	53	52	50	41	53	27	43	21	20	23	40	37	44	18	24	19	35	25	9	9	10	6	8	15	12	8	11	7	3	2	2	4	2	6	4	1	3	2	2	0	1	8	1	1	0	0	0	1	0	0	0	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	5957	9105	8598	7044	1395	1147	2905	2795	439	1023	464	248	206	633	324	127	355	336	719	572	161	150	68	73	235	86	287	356	37	263	58	53	19	47	80	13	9	47	110	11	17	15	15	28	19	35	6	7	10	33	30	36	4	18	4	33	18	2	6	0	2	6	3	4	6	6	6	1	2	0	1	2	2	0	0	2	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	23644	15718	12677	10225	3942	3191	4280	4078	1628	1812	1243	933	828	1109	753	535	614	560	929	811	341	312	291	251	301	191	392	474	113	307	147	117	76	92	136	62	51	58	139	52	41	52	44	45	35	58	23	21	27	57	41	55	21	23	17	35	30	11	9	12	5	8	11	6	8	7	7	4	3	3	4	2	4	3	2	4	1	2	12	3	7	2	1	0	2	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	5194	10479	9792	8428	1597	1358	3352	3459	492	1192	557	278	208	800	372	124	378	349	782	678	171	158	92	76	240	92	349	423	41	274	68	55	15	46	101	15	14	41	115	10	12	12	20	30	25	52	6	8	15	51	34	48	7	18	4	33	25	2	7	2	3	6	4	1	6	6	6	2	2	0	1	2	2	0	0	2	0	1	12	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	23692	16570	13457	10573	3915	3213	4619	4663	1616	1909	1316	934	835	1164	708	615	627	616	1014	764	326	310	268	228	373	237	450	445	166	264	120	120	98	100	118	62	59	79	118	37	31	38	39	34	56	73	25	23	15	47	34	42	5	16	10	37	17	10	6	6	3	17	5	2	12	2	5	4	4	2	1	4	0	3	3	1	0	1	2	15	1	1	1	2	0	1	2	2	0	1	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	4756	11414	10759	8938	1673	1515	3744	4011	564	1297	639	278	210	854	346	157	391	422	890	652	156	170	76	93	286	135	393	396	52	228	61	72	28	48	81	13	17	67	96	10	11	7	21	9	36	64	8	10	7	37	27	36	0	13	6	34	15	4	5	2	0	16	4	0	9	1	2	1	1	1	0	4	0	0	2	0	0	0	0	14	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	23566	16816	13343	10605	4030	3207	4571	4759	1604	1969	1300	966	874	1197	717	582	667	610	1004	789	365	295	258	229	363	228	459	422	176	229	135	121	84	95	121	57	53	83	104	41	34	35	35	38	55	70	23	28	15	45	52	61	6	34	8	11	14	14	5	8	3	23	9	2	10	1	4	7	9	4	3	5	1	4	5	1	0	1	1	18	1	1	0	1	1	1	1	2	1	1	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	4767	11624	10679	8967	1739	1518	3735	4100	543	1369	620	282	226	880	349	141	413	421	883	665	179	167	78	96	277	136	385	372	51	195	75	66	22	41	89	10	10	63	85	10	12	7	22	13	35	61	8	11	6	38	42	55	0	26	5	7	12	5	4	3	0	23	6	0	8	0	2	2	6	3	0	4	0	0	3	0	0	0	0	16	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	23662	16614	12861	10109	4045	3141	4449	4577	1573	1919	1282	971	855	1167	715	537	676	592	973	803	370	310	248	215	328	211	434	343	157	246	152	113	82	96	101	54	62	83	111	45	37	35	34	42	41	66	18	26	20	51	57	49	11	31	8	17	17	18	7	8	5	13	13	4	16	0	6	7	7	6	5	5	4	3	5	3	0	1	1	5	0	2	0	0	1	0	1	3	1	1	0	0	1	1	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	4980	11352	10236	8435	1757	1443	3591	3935	521	1345	575	270	204	856	357	142	419	378	867	678	178	167	86	83	244	121	360	296	45	213	93	67	22	37	69	10	12	54	86	11	12	8	23	14	31	58	6	11	7	42	43	42	4	24	5	13	16	6	5	3	0	12	6	0	11	0	3	2	5	5	0	3	1	0	3	2	0	0	0	4	0	1	0	0	1	0	0	2	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	23779	15840	12028	9446	3972	3020	4246	4232	1599	1817	1216	965	842	1154	691	527	612	566	964	729	365	297	230	224	292	201	388	336	133	268	154	105	87	97	88	60	59	84	104	48	37	40	28	37	36	53	19	28	22	46	55	44	11	31	6	25	20	19	8	6	5	19	12	7	15	2	8	6	9	6	5	7	5	3	7	3	1	1	0	6	0	2	1	0	1	0	1	3	1	2	1	0	1	1	2	2	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south34_active	80	5251	10583	9316	7668	1637	1286	3343	3579	492	1251	511	261	188	803	331	125	379	340	850	602	166	147	77	85	222	106	321	291	31	233	86	61	19	36	58	11	12	52	80	11	8	8	17	15	26	45	5	13	5	32	44	36	6	23	4	21	19	4	4	2	0	18	3	0	11	2	5	3	5	5	0	5	1	0	4	3	0	0	0	5	0	1	1	0	1	0	0	2	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	24010	15650	11673	9179	3880	2941	4103	3896	1594	1688	1220	997	832	1167	706	529	601	576	932	714	351	302	226	221	291	217	428	318	120	247	135	89	84	91	91	57	63	89	83	45	36	38	21	37	43	36	23	21	24	40	49	21	17	12	14	28	20	15	10	5	7	28	11	8	13	3	7	2	4	4	6	4	6	1	5	3	2	0	0	4	9	2	2	0	1	0	0	1	3	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0
0.03	south35_active	80	5369	10372	8864	7325	1525	1188	3179	3252	472	1107	469	292	170	777	345	126	347	339	827	601	157	138	76	74	217	109	373	273	29	209	71	51	20	28	55	14	10	60	64	10	8	4	10	16	26	26	7	7	4	25	39	17	9	8	9	25	18	4	5	1	1	26	4	0	9	3	3	1	2	3	1	2	2	0	3	3	1	0	0	3	8	1	1	0	1	0	0	1	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	24150	15618	11911	9455	3885	2958	4247	3808	1631	1688	1191	988	837	1121	665	535	559	559	983	663	335	283	220	223	330	186	381	398	114	272	125	82	94	95	98	61	60	81	65	49	35	42	24	31	46	36	27	18	21	39	37	28	13	18	17	27	25	17	12	6	9	40	5	7	16	3	5	3	4	4	5	6	4	2	4	1	3	0	4	4	9	2	2	0	0	1	0	0	2	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
0.03	south36_active	80	5266	10353	9067	7629	1485	1246	3345	3160	516	1111	471	279	171	729	326	118	316	351	876	560	165	124	62	80	249	92	330	360	27	235	57	36	23	30	57	15	9	56	48	11	10	3	10	12	32	26	5	7	4	25	30	23	5	13	10	21	24	4	7	1	4	35	2	1	15	3	3	2	2	3	1	2	1	1	3	1	1	0	4	3	8	0	1	0	0	1	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	24175	16072	12687	10250	3936	2953	4567	3984	1674	1761	1311	986	861	1192	708	535	550	583	999	691	317	287	219	236	349	196	411	429	104	324	113	94	81	105	126	58	49	88	83	45	35	42	32	31	45	43	29	17	14	31	38	29	13	37	15	27	19	13	13	7	8	41	7	6	14	5	10	3	3	4	4	8	2	2	4	0	3	1	6	4	10	1	4	1	0	1	0	1	2	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
0.03	south37_active	80	5008	11027	9939	8435	1575	1306	3703	3367	540	1186	574	291	187	803	350	128	325	382	888	592	163	136	66	95	265	107	364	402	26	285	55	36	21	45	84	17	3	68	69	14	12	4	16	12	33	36	5	6	4	20	33	21	5	32	7	23	18	5	7	0	4	37	5	1	13	4	8	1	2	0	1	3	1	1	2	0	2	0	6	3	9	0	2	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	24182	16603	13380	10941	4050	3096	4813	4271	1680	1903	1339	998	855	1175	716	534	601	627	1054	696	333	285	216	233	351	197	421	424	93	347	115	112	79	119	119	58	53	100	100	45	43	38	40	35	42	57	26	16	14	37	43	32	8	37	12	23	20	12	11	7	9	42	7	7	13	6	8	4	1	4	3	11	1	3	1	0	5	2	6	1	5	1	2	1	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south38_active	80	4750	11630	10770	9206	1696	1507	4007	3684	572	1324	632	323	196	817	355	147	361	425	937	603	180	149	64	105	262	114	382	395	26	310	57	39	24	50	82	22	8	80	83	14	15	3	27	14	31	50	4	6	8	27	40	25	4	31	7	19	17	6	4	0	5	38	5	1	12	3	7	2	1	0	0	7	0	2	0	0	2	0	6	0	5	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	24105	16520	13211	10936	4051	3148	4725	4201	1633	1920	1318	984	854	1123	722	544	599	616	1124	676	340	291	240	211	347	207	384	391	93	381	109	123	86	114	120	64	53	96	114	44	40	34	43	34	37	55	26	23	17	39	50	20	8	37	6	15	22	14	14	7	8	21	9	6	6	9	8	4	1	3	3	11	2	2	3	0	5	3	6	1	9	0	2	1	1	1	1	2	1	0	1	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	4761	11516	10634	9184	1715	1515	3903	3624	537	1311	648	322	208	806	367	154	363	406	1005	583	180	156	71	100	262	120	347	358	30	343	49	48	26	50	84	19	9	78	93	13	13	4	26	11	26	51	4	6	9	27	48	15	5	32	4	12	20	8	6	0	5	20	7	0	6	4	6	1	1	0	0	8	0	1	2	0	1	0	6	0	7	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	24084	16631	13227	10780	3971	3273	4662	4167	1609	1921	1221	1011	886	1054	747	545	596	630	1076	729	352	308	247	220	354	227	389	423	109	325	116	133	73	110	101	66	57	103	113	46	40	36	37	30	43	50	25	20	22	38	47	22	12	32	12	8	20	11	17	9	13	22	7	8	8	6	4	6	4	4	1	17	1	1	2	0	5	2	0	3	8	0	0	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	4689	11577	10648	9043	1698	1567	3850	3587	547	1290	597	341	205	779	387	151	346	420	953	636	181	168	74	109	276	132	349	381	39	291	48	62	20	47	77	16	14	81	95	9	7	6	21	8	28	45	5	7	11	28	39	18	8	27	8	3	16	4	8	0	3	20	4	0	7	2	1	3	4	0	0	14	0	1	2	0	1	0	0	2	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
