label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127
0.03	north1_all	80	24228	16793	10531	5167	3460	4761	4081	2751	1862	2735	1816	1560	732	1738	1252	554	990	376	408	504	506	283	214	181	214	245	240	192	122	123	119	211	110	115	52	52	116	49	38	81	39	31	58	62	40	22	35	45	16	21	15	16	24	35	14	11	11	10	19	8	3	11	6	2	9	4	4	4	2	1	3	2	6	3	6	4	2	0	3	3	0	0	2	0	0	0	0	0	4	2	2	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	12509	10051	6158	2732	1680	2846	2511	1605	991	1759	1104	940	345	1059	835	257	635	172	203	297	322	144	95	80	108	137	129	129	58	64	68	143	57	72	23	22	87	28	18	53	19	18	31	38	18	13	10	28	6	15	8	9	14	27	9	5	7	5	13	6	0	6	2	1	5	3	1	0	1	0	2	2	4	2	4	0	1	0	0	3	0	0	0	0	0	0	0	0	4	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	24154	16757	10460	5160	3412	4758	3986	2824	1836	2762	1828	1537	690	1721	1290	498	926	392	377	533	511	290	227	164	218	240	247	211	125	140	118	216	117	127	52	59	125	51	40	76	42	34	56	66	37	23	36	32	13	21	19	16	32	24	12	9	17	12	14	3	5	10	8	4	7	6	1	6	3	0	2	3	3	5	5	4	3	0	3	8	0	0	2	0	0	0	1	0	4	2	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	12530	9970	6121	2747	1663	2823	2411	1686	1007	1778	1104	919	308	1081	803	227	591	177	201	341	320	157	115	75	118	136	144	143	58	71	67	150	64	81	22	28	92	27	16	48	22	20	30	32	18	14	9	16	4	15	13	8	19	20	6	4	10	4	8	1	1	5	4	1	5	5	0	0	2	0	1	2	2	2	4	0	1	0	0	4	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	24179	16738	10612	5225	3351	4648	3993	2796	1791	2701	1855	1578	704	1759	1294	470	950	388	379	558	488	281	250	166	235	245	222	186	133	131	123	220	124	134	49	63	114	50	40	70	44	38	66	59	37	30	39	29	17	19	15	17	31	27	22	17	16	10	12	7	8	8	6	7	3	5	0	13	3	2	1	3	1	5	7	1	5	1	1	5	2	0	2	1	1	0	1	1	4	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
0.03	north3_active	80	12514	9873	6205	2735	1614	2816	2391	1649	977	1738	1146	951	307	1163	790	212	597	177	191	358	285	154	129	75	128	152	133	125	67	61	69	144	63	85	22	29	76	25	16	45	21	23	38	23	22	14	13	9	5	15	9	8	17	20	14	10	9	2	6	3	3	2	4	2	1	5	0	7	2	2	1	1	1	2	5	0	3	1	0	1	2	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north4_all	80	24201	16712	10500	5236	3278	4613	4150	2802	1783	2691	1833	1608	720	1785	1402	437	862	389	359	558	497	284	254	159	251	248	203	189	141	125	117	215	131	137	50	58	112	58	44	64	43	39	53	54	38	25	28	41	17	16	14	14	24	30	25	18	15	8	15	25	8	7	7	10	7	7	1	14	4	3	0	5	1	4	6	3	7	1	0	5	3	0	2	1	2	0	2	3	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
0.03	north4_active	80	12469	9695	6116	2723	1546	2790	2575	1648	959	1736	1118	972	329	1146	830	192	556	170	186	346	300	154	126	64	133	153	121	124	70	59	69	135	71	80	23	25	71	29	17	41	24	18	32	20	25	12	14	16	7	12	9	7	9	23	15	11	8	3	7	18	4	2	4	2	5	5	0	9	1	3	0	2	1	2	4	1	3	1	0	1	3	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north5_all	80	24389	16656	10294	5283	3279	4677	4220	2801	1771	2663	1852	1670	742	1741	1388	471	882	365	361	577	544	292	243	174	244	243	219	196	150	126	110	226	122	124	47	53	113	52	45	77	52	40	68	52	42	34	26	44	17	29	9	14	21	23	24	21	14	7	14	27	12	6	5	10	12	5	1	14	4	3	2	6	3	6	4	4	6	2	0	4	3	1	2	1	3	0	1	3	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
0.03	north5_active	80	12584	9639	5995	2710	1545	2827	2629	1610	926	1703	1103	1040	337	1079	845	204	574	173	185	340	342	154	116	75	125	140	118	122	74	58	59	128	70	78	27	20	65	24	18	51	27	19	42	17	25	16	14	21	8	24	6	5	8	17	15	13	7	3	7	19	4	2	2	2	8	3	0	11	0	3	0	2	3	4	2	1	3	2	0	0	3	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
