label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127
0.03	north11_active	80	15334	13040	4414	2907	2249	1161	879	1117	624	993	1033	350	383	606	362	232	210	216	440	353	274	141	164	81	77	198	70	112	82	131	103	44	81	59	55	40	22	55	30	72	22	12	19	26	31	8	23	25	11	16	6	22	8	11	3	6	8	4	5	6	4	3	4	4	5	0	14	1	1	0	2	3	0	2	0	0	0	0	0	0	1	4	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north12_all	80	27918	21365	7937	5584	3992	2495	2003	2117	1467	1710	1642	802	791	1025	714	512	448	410	697	543	472	283	333	193	159	343	163	175	167	216	178	85	139	95	109	62	49	77	59	129	52	27	41	46	55	23	25	30	31	27	20	25	14	13	6	10	17	6	8	11	7	6	6	5	5	12	14	3	4	3	3	4	3	4	3	1	2	0	0	2	1	5	4	1	3	0	0	2	1	2	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
0.03	north12_active	80	15220	13325	4312	2933	2124	1171	896	1145	665	968	937	353	396	604	363	235	209	204	450	330	283	148	163	95	68	201	78	100	99	138	99	38	92	63	65	32	22	47	30	96	19	9	19	32	35	11	16	20	11	15	9	15	7	8	2	5	12	3	5	2	4	1	4	3	3	5	6	1	3	1	1	1	1	1	1	0	1	0	0	1	1	4	3	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north13_all	80	28175	21415	7999	5573	3989	2442	1998	2144	1449	1732	1683	846	785	1022	672	474	463	393	684	545	485	277	318	185	156	379	156	159	182	186	170	90	126	95	104	61	41	83	49	108	52	29	37	55	48	22	30	40	33	30	14	26	12	10	5	10	17	5	5	13	10	6	8	9	6	14	17	3	4	3	1	3	5	4	4	0	2	0	0	5	0	5	4	1	3	0	1	1	0	2	1	0	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
0.03	north13_active	80	15461	13306	4280	2977	2054	1121	888	1184	669	1022	983	377	406	597	337	217	204	198	440	328	284	147	160	90	66	240	79	83	110	116	97	40	78	68	60	29	21	51	21	75	22	10	16	38	36	12	15	26	20	14	5	18	7	7	2	7	12	2	2	4	2	0	7	4	4	8	7	0	3	1	0	1	2	0	3	0	1	0	0	1	0	4	3	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north14_all	80	28660	22272	8400	5723	4096	2430	1976	2215	1436	1790	1808	860	802	1050	682	494	469	395	688	540	501	277	339	198	177	396	145	147	192	208	167	79	125	97	103	71	44	80	47	102	59	34	47	52	49	18	31	46	24	30	20	20	11	17	6	8	17	4	4	12	8	9	5	8	5	15	9	5	6	4	1	3	6	2	4	0	1	0	0	5	0	1	2	0	3	0	3	0	0	2	1	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north14_active	80	15805	13939	4581	3175	2153	1116	873	1201	675	1099	1112	389	399	634	359	234	213	181	431	303	300	145	178	90	76	249	73	81	116	133	91	32	79	69	61	38	22	42	24	79	32	15	23	36	33	11	13	32	17	13	10	11	6	9	4	5	11	1	1	3	0	1	5	2	2	9	1	0	3	2	0	2	2	0	3	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	30008	23442	8759	5918	4223	2531	2019	2276	1420	1922	1929	912	821	1117	713	527	438	403	676	644	525	281	345	179	176	375	146	148	206	197	195	85	140	95	117	78	42	86	68	87	55	32	57	62	26	17	41	55	31	30	16	29	13	18	7	7	12	5	3	8	12	8	7	7	4	10	12	3	5	4	2	2	6	3	6	2	1	0	2	6	1	1	0	1	0	1	3	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_active	80	16861	14876	4860	3307	2240	1155	908	1215	686	1216	1205	421	417	688	395	246	201	188	415	391	317	146	186	76	82	241	72	78	127	126	101	36	84	71	72	40	23	51	42	64	36	15	32	42	13	10	24	36	17	16	8	20	5	11	4	2	7	2	1	3	3	2	7	1	2	7	6	0	1	2	0	2	3	1	4	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	30896	24449	9233	6145	4354	2550	2012	2333	1448	1985	2028	920	795	1198	708	564	445	412	675	684	525	282	337	186	173	343	155	164	195	202	195	79	160	89	121	83	41	97	84	86	77	36	61	61	63	27	39	43	28	25	14	28	13	23	7	8	10	6	6	11	11	7	5	7	3	6	11	2	5	5	7	2	5	5	4	2	1	0	2	6	1	1	0	1	1	1	2	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_active	80	17299	15691	5231	3411	2367	1188	870	1244	719	1240	1280	420	401	718	402	273	222	200	408	435	310	139	190	85	84	212	79	83	121	120	110	35	84	53	77	44	23	63	60	57	50	21	33	35	40	11	23	29	11	15	8	16	3	14	4	3	3	2	2	7	6	3	3	4	0	1	8	0	1	2	5	2	1	3	2	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	31367	25150	9494	6186	4381	2640	1992	2359	1519	2077	2030	929	796	1291	714	595	436	419	752	707	534	316	340	181	166	331	183	187	225	183	202	79	180	82	122	76	44	98	82	85	69	37	55	71	76	30	41	38	27	17	13	28	10	25	6	12	18	8	8	14	15	5	6	9	1	10	11	2	4	5	7	2	5	6	3	2	1	0	2	3	1	2	3	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	17775	16198	5431	3408	2443	1226	858	1288	746	1298	1250	425	404	758	409	295	219	211	444	452	332	159	204	90	79	192	91	93	135	97	115	33	102	50	73	38	24	61	60	54	42	22	29	48	48	13	29	24	9	11	8	19	5	15	2	5	10	3	3	9	11	4	4	6	0	3	10	1	1	2	5	1	1	4	1	0	0	0	0	1	1	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	31404	25288	9408	6174	4455	2632	1912	2337	1514	2065	1949	912	812	1311	683	576	424	413	815	710	473	344	329	181	168	319	174	210	202	164	182	78	184	94	86	83	51	79	94	81	67	37	36	79	83	30	33	27	26	16	11	22	13	20	3	18	25	6	9	16	15	6	4	9	2	16	12	2	4	2	9	3	3	4	3	2	2	1	1	4	1	2	3	2	2	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	2	0	0	1	1	0	1	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	17712	16342	5366	3391	2477	1246	824	1306	708	1262	1192	421	418	769	394	293	217	200	480	441	287	181	203	94	81	189	84	108	114	85	103	36	119	53	51	44	20	50	69	41	40	22	20	54	49	12	19	14	12	8	6	14	8	12	1	13	16	1	5	12	13	4	1	6	0	10	11	1	1	1	5	1	1	3	2	0	0	0	0	0	0	1	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	31129	25370	9207	6177	4573	2641	1937	2353	1585	1998	1934	914	824	1236	739	580	427	426	871	623	484	352	323	200	181	308	169	194	208	175	186	87	178	88	98	85	50	91	75	99	58	31	32	65	62	31	31	32	25	15	10	31	16	18	7	20	24	7	8	15	17	6	5	5	2	17	26	2	3	1	4	4	4	2	2	4	1	1	1	4	1	2	3	2	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1	0	2	0	0	1	1	10	1	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	17580	16366	5248	3465	2546	1266	871	1346	755	1192	1162	429	428	731	429	294	209	217	521	385	298	185	197	88	81	186	80	101	116	101	95	36	129	50	65	44	17	54	45	50	37	17	20	42	28	13	18	18	15	9	5	20	13	10	1	16	15	4	5	12	16	5	2	3	1	10	24	1	1	0	0	0	1	2	1	0	0	0	1	1	0	1	3	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	10	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	31227	25693	9177	6155	4502	2576	2023	2358	1554	1925	1929	887	864	1175	769	571	432	426	847	606	486	363	326	200	201	304	156	196	198	170	168	103	165	94	99	92	59	103	82	86	54	24	26	69	50	28	35	30	25	33	15	47	13	12	12	18	25	7	7	11	14	8	7	3	4	17	25	2	5	1	4	3	4	1	3	9	2	3	1	4	1	2	4	2	1	1	1	0	0	1	2	2	0	0	0	1	0	0	0	0	2	2	0	1	0	10	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	17581	16563	5236	3432	2503	1227	949	1334	748	1111	1148	415	458	711	454	286	200	208	523	364	304	196	199	87	92	177	77	109	122	106	90	43	115	52	70	47	22	72	44	43	36	9	17	41	32	11	23	13	17	25	8	25	10	6	2	13	17	4	4	8	11	4	3	2	3	10	23	0	2	0	0	0	2	0	1	5	0	1	1	1	0	1	3	2	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	10	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	31408	25565	9189	6190	4446	2586	2078	2360	1453	2045	1925	905	871	1240	787	526	440	486	872	594	534	295	302	168	178	402	149	132	173	221	156	86	180	104	129	74	51	112	69	87	60	33	36	101	42	23	47	30	24	22	19	37	24	29	11	14	15	13	9	9	5	5	7	6	4	4	9	4	0	2	4	2	2	3	5	3	0	2	3	1	1	3	0	0	7	3	0	2	3	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	17655	16354	5268	3456	2463	1221	993	1325	709	1150	1083	431	451	764	443	268	223	249	575	365	333	167	177	70	84	248	79	70	92	142	94	36	106	52	67	40	19	90	40	52	22	15	17	81	29	13	34	12	15	11	8	26	11	16	6	8	8	8	6	7	1	5	3	3	3	2	8	4	0	0	3	0	0	2	1	0	0	2	2	1	0	3	0	0	5	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	31458	25177	9274	6177	4424	2564	2028	2303	1449	1979	1884	886	909	1153	807	531	464	489	862	576	474	310	322	181	167	406	151	159	183	221	179	72	172	109	118	58	59	115	67	78	74	30	44	106	59	18	52	33	21	17	20	51	24	27	6	13	23	13	9	9	4	3	8	5	4	6	2	2	1	3	4	3	1	3	3	2	1	2	2	3	0	3	0	0	5	1	1	2	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	17608	15900	5307	3480	2448	1209	957	1308	739	1133	1127	436	454	736	455	270	228	258	553	359	290	167	199	78	85	244	70	91	101	131	128	24	108	62	61	37	21	97	43	55	43	13	22	85	33	10	38	12	10	10	8	40	12	16	3	6	18	7	7	8	1	3	4	3	3	4	1	2	1	1	4	0	0	2	1	0	0	2	2	2	0	3	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	31693	25292	9241	6118	4380	2540	2065	2295	1474	1965	1905	865	894	1111	773	514	452	482	806	608	515	304	326	199	160	349	144	144	181	222	162	74	163	118	127	53	62	104	65	77	70	34	40	76	66	16	54	37	24	12	17	55	25	21	9	7	25	11	9	7	8	4	9	8	8	8	2	5	1	4	5	6	1	5	4	1	1	0	2	2	0	3	1	1	7	1	1	1	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
