label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183
0.03	north1_all	80	5230	3428	2217	1033	1111	611	676	406	663	405	421	333	296	481	450	151	173	102	257	242	133	189	103	137	88	90	63	87	121	36	89	49	52	34	32	82	26	35	28	62	29	19	48	19	18	18	22	20	38	18	17	15	17	16	17	9	21	11	11	11	9	7	15	7	3	11	8	6	8	3	9	3	5	2	8	3	6	6	3	4	2	6	4	3	3	3	2	4	10	4	1	4	3	4	3	1	4	3	1	2	0	0	1	0	0	2	0	3	1	1	0	1	2	1	3	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north1_active	80	2791	2104	1349	537	631	318	351	192	407	241	234	177	157	314	296	73	108	45	157	165	86	126	61	85	48	53	34	45	74	16	58	21	24	18	16	35	13	23	14	33	10	6	28	10	9	9	9	8	25	9	11	5	8	9	5	7	6	8	7	7	5	3	12	3	2	7	4	4	5	1	4	1	2	1	6	2	2	3	2	0	0	5	1	1	1	3	0	2	10	4	1	3	1	3	3	0	1	1	0	2	0	0	1	0	0	2	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	5371	3631	2256	1065	1190	619	694	425	708	418	511	337	298	544	471	136	201	95	288	275	146	201	106	142	80	89	67	94	133	44	84	45	71	38	33	73	32	41	25	63	29	19	41	21	22	25	15	18	54	15	23	17	17	14	17	9	24	12	13	14	9	9	10	5	6	11	12	6	9	3	9	4	6	6	12	3	5	4	3	0	5	5	3	3	4	3	3	5	9	5	1	4	1	3	3	1	4	2	1	2	0	0	0	0	0	1	0	3	1	2	0	1	3	1	3	0	2	1	0	0	0	1	1	2	1	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0
0.03	north2_active	80	2850	2194	1370	544	680	310	375	201	451	242	302	193	163	372	320	67	122	44	193	192	101	131	61	84	41	49	33	54	87	18	54	20	43	20	17	30	16	27	13	28	9	6	21	12	10	14	7	5	39	8	16	7	6	9	6	8	8	9	9	12	6	5	9	3	4	10	6	4	4	1	5	2	2	2	10	1	2	1	2	0	2	4	1	1	2	3	1	4	9	3	1	3	1	1	3	0	1	0	0	2	0	0	0	0	0	1	0	2	1	1	0	0	1	1	3	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north3_all	80	5516	3648	2304	1089	1148	639	685	434	736	412	532	332	293	608	483	151	194	113	299	275	147	215	107	151	70	92	66	105	134	49	82	43	82	38	29	76	31	39	29	48	26	21	49	28	22	27	24	20	60	19	21	19	13	15	18	8	23	14	13	14	8	11	12	8	5	8	6	4	8	4	6	2	4	5	13	3	3	4	3	1	6	9	3	2	6	3	5	5	10	6	1	3	1	2	3	2	1	2	2	2	0	0	1	0	0	0	1	3	1	1	1	1	3	1	4	0	1	1	0	0	0	1	2	3	1	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0
0.03	north3_active	80	2983	2220	1394	550	647	322	381	203	452	233	323	206	156	435	317	78	114	50	201	191	100	131	57	92	38	56	28	66	87	22	48	18	51	17	14	30	14	22	16	26	10	6	31	14	10	14	11	6	42	11	14	9	5	9	8	6	11	8	9	12	4	5	10	6	4	7	2	3	3	2	3	1	2	2	11	0	0	1	3	1	4	7	1	0	3	3	2	4	10	4	1	2	1	1	3	1	0	0	1	2	0	0	1	0	0	0	0	2	1	1	1	0	1	1	3	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north4_all	80	5530	3607	2239	1054	1107	628	659	421	747	428	520	336	293	600	480	147	200	117	309	285	162	250	107	153	75	93	60	103	142	54	77	51	86	37	26	61	30	42	29	46	23	20	58	27	22	27	25	20	62	22	24	23	12	10	17	6	20	15	12	15	12	8	10	8	12	10	7	7	11	4	6	3	5	6	8	3	3	2	2	2	6	14	2	2	4	4	5	3	14	9	2	2	1	1	3	1	0	8	1	0	0	0	2	1	0	1	1	2	4	1	2	1	2	0	3	0	1	1	0	0	0	1	1	3	2	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0
0.03	north4_active	80	3012	2142	1350	523	634	308	365	181	437	233	327	203	156	410	313	69	121	54	227	185	105	149	52	93	38	57	27	59	99	23	47	20	54	14	12	37	12	24	17	20	7	9	40	12	11	14	13	8	46	11	17	10	4	6	8	4	9	8	8	13	6	4	5	7	8	7	3	4	5	4	4	2	2	2	7	0	1	2	2	2	4	12	1	1	2	3	2	3	14	4	1	1	0	0	3	1	0	1	1	0	0	0	1	0	0	1	0	1	4	1	2	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north5_all	80	5565	3616	2310	1041	1120	645	626	408	789	450	523	315	276	601	497	147	193	127	302	283	166	241	116	162	73	85	63	111	137	52	92	57	89	33	32	66	29	43	23	57	22	25	66	22	20	32	28	24	32	22	18	20	10	10	11	8	16	11	14	15	15	5	13	8	18	10	5	8	10	5	4	3	6	5	5	4	7	3	2	5	4	14	4	1	3	1	3	5	15	11	2	3	2	3	5	1	0	8	1	0	0	0	9	1	0	3	2	1	4	1	2	2	0	0	3	0	1	1	0	0	0	1	2	2	3	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	3054	2193	1391	519	618	309	342	185	456	256	318	180	138	404	342	65	115	60	213	184	107	145	58	100	37	56	31	65	96	25	63	24	56	14	13	44	10	22	12	34	6	15	51	9	10	17	13	16	18	10	12	7	2	5	7	3	7	6	8	11	8	2	6	6	14	7	2	4	7	5	3	1	1	2	3	1	2	2	2	3	3	13	3	1	2	0	1	3	15	6	1	2	1	2	4	1	0	1	1	0	0	0	2	0	0	2	1	1	4	1	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	5534	3618	2333	1049	1133	650	624	390	801	495	537	314	278	570	528	136	192	122	336	268	176	248	128	153	74	78	62	100	155	51	93	59	69	32	27	70	29	46	19	62	28	34	57	22	21	27	18	27	28	23	20	22	9	12	9	10	16	17	12	10	17	7	18	6	22	13	7	12	13	6	7	5	8	5	4	2	7	4	4	6	4	12	4	3	3	3	0	4	16	9	2	3	2	3	6	1	0	8	0	0	0	0	9	1	0	3	2	1	5	0	1	1	1	0	2	0	0	0	0	1	0	1	2	0	5	0	1	0	0	1	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_active	80	3044	2195	1420	516	647	315	326	175	470	297	331	172	134	376	365	55	126	62	232	164	109	162	71	93	36	53	27	57	99	24	65	23	38	12	12	51	12	22	7	39	10	20	41	11	11	15	7	17	18	10	13	11	2	6	6	4	8	10	5	7	8	4	11	3	15	7	4	7	10	5	5	2	4	3	3	1	2	2	3	3	2	12	4	1	1	0	0	2	14	5	1	2	1	3	5	0	0	1	0	0	0	0	2	0	0	2	1	1	5	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	5506	3628	2344	1101	1194	664	638	418	772	495	573	295	297	609	512	148	170	126	314	272	166	216	126	163	83	92	65	82	181	47	104	51	64	28	33	60	31	50	17	58	28	31	48	19	30	26	18	33	28	20	18	23	13	16	7	11	20	14	10	9	13	7	21	5	21	14	9	9	16	6	6	5	7	5	5	5	5	4	5	5	5	7	5	5	3	3	4	5	9	8	2	2	5	3	7	2	0	1	0	0	0	0	7	0	0	2	2	1	5	0	0	1	1	0	0	0	0	0	0	2	1	1	1	0	5	0	1	0	0	1	0	0	0	1	9	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north7_active	80	3037	2200	1390	565	701	325	321	198	469	289	349	158	153	414	361	61	102	59	204	173	103	155	69	97	41	59	32	51	102	22	71	22	37	12	12	45	16	26	7	42	11	18	32	14	13	17	9	21	17	10	13	14	6	7	5	5	11	7	5	6	9	3	16	2	16	10	4	5	9	5	5	3	4	4	4	3	2	2	4	2	3	6	5	2	2	0	0	3	7	4	1	2	3	3	5	1	0	1	0	0	0	0	1	0	0	1	1	1	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north8_all	80	5569	3638	2368	1122	1139	656	657	412	772	513	542	312	290	604	506	160	191	118	325	283	176	214	121	147	85	102	61	63	197	45	78	51	69	23	30	63	30	51	23	53	25	28	46	25	32	24	26	35	24	23	13	24	14	17	8	16	22	13	10	12	14	8	24	6	14	18	6	6	12	6	6	4	4	5	5	4	3	3	5	2	3	6	5	4	2	2	6	7	6	3	0	0	3	1	6	2	1	3	0	0	0	0	2	0	0	2	7	1	2	1	0	1	2	0	0	0	0	0	0	2	1	1	0	0	3	0	0	0	0	1	0	0	0	1	9	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north8_active	80	3123	2203	1427	585	694	332	353	186	480	294	325	178	154	412	332	64	116	54	205	188	104	161	60	91	51	64	30	41	117	20	49	21	39	12	12	45	17	26	8	40	10	15	29	18	17	15	15	21	16	11	7	16	7	8	5	6	14	7	5	6	10	4	19	3	9	12	3	5	4	4	5	3	3	4	3	3	1	1	4	0	2	5	5	1	1	0	0	5	4	2	0	0	2	1	2	1	1	3	0	0	0	0	2	0	0	1	5	0	2	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_all	80	5497	3688	2342	1097	1142	664	676	423	744	489	528	311	284	570	450	160	197	112	304	267	158	211	120	141	89	105	72	62	207	43	100	46	71	24	30	61	25	51	26	47	23	27	44	26	39	20	27	29	31	25	15	20	14	19	9	14	23	7	8	21	13	11	23	9	9	17	4	5	12	8	3	3	5	5	5	5	2	2	4	2	3	5	4	5	3	4	6	3	5	1	0	1	5	0	6	3	1	3	0	1	0	0	1	0	0	1	7	2	0	1	0	0	2	0	0	0	0	1	1	1	1	0	0	0	3	0	0	0	0	2	0	0	0	2	2	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1
0.03	north9_active	80	3084	2255	1367	566	689	335	378	184	471	276	310	181	152	392	298	75	120	49	187	178	87	146	58	85	53	57	36	38	128	20	71	21	46	14	12	44	12	30	10	31	10	14	26	14	20	13	18	16	21	13	10	14	7	12	7	3	15	2	3	14	9	7	18	6	7	12	1	5	4	5	2	2	4	4	2	3	1	1	3	1	2	4	3	2	3	2	0	3	5	1	0	1	2	0	3	1	1	3	0	0	0	0	1	0	0	0	5	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north10_all	80	5509	3699	2383	1083	1128	619	659	404	766	480	532	358	292	575	438	153	202	98	323	288	167	235	106	132	85	97	69	64	187	44	90	49	77	29	37	57	24	39	32	53	24	26	42	25	34	24	31	25	43	28	20	22	9	15	11	14	18	6	9	26	13	15	22	9	8	20	6	5	8	6	1	2	2	4	12	5	3	2	6	1	1	5	9	1	4	2	5	3	6	3	1	1	4	0	5	3	1	3	0	2	1	0	1	0	0	1	8	2	0	6	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1
0.03	north10_active	80	3168	2259	1446	548	663	298	383	187	469	269	310	203	148	412	293	69	121	45	208	203	90	163	49	85	49	53	36	36	131	21	63	24	54	19	18	37	10	22	13	32	8	17	20	10	15	12	20	11	31	15	15	17	3	10	7	3	12	3	3	16	10	8	15	5	6	11	5	5	3	4	0	1	1	3	8	3	1	1	3	1	0	5	6	1	4	2	0	3	4	3	0	1	1	0	3	1	1	3	0	1	0	0	1	0	0	0	5	1	0	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north11_all	80	5363	3771	2405	1106	1088	622	674	387	751	445	557	314	265	513	558	147	191	131	271	283	138	234	100	167	92	97	77	91	162	36	96	27	51	31	38	70	26	48	25	58	32	22	91	22	27	32	22	29	25	26	29	10	15	17	17	10	23	9	10	14	15	10	15	10	8	19	10	5	6	6	3	3	5	5	10	2	1	3	3	2	6	2	6	4	6	2	0	5	4	2	1	0	3	2	1	1	0	2	9	1	4	1	0	0	2	2	4	2	2	0	0	0	2	1	0	1	0	3	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2894	2359	1486	591	652	312	386	192	496	260	342	189	138	343	353	67	96	61	182	171	86	155	50	114	42	53	38	58	104	13	49	11	24	11	16	57	13	24	14	39	19	12	53	7	16	20	12	19	16	15	18	3	6	9	10	5	12	5	4	9	11	7	11	4	3	15	5	4	1	3	3	0	4	1	7	2	1	2	1	1	4	0	1	1	5	1	0	4	3	1	0	0	2	2	1	1	0	2	7	0	2	1	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	5337	3729	2367	1133	1123	624	672	394	799	417	553	336	249	471	525	167	180	137	272	276	147	263	115	164	94	101	76	70	157	30	93	25	59	33	24	69	23	47	25	47	27	23	95	27	28	38	19	29	25	30	24	12	13	11	12	11	17	7	9	14	18	10	16	5	7	18	8	6	8	8	5	4	6	6	9	2	1	1	4	1	7	3	2	3	7	3	0	6	3	3	2	1	3	1	1	1	0	5	8	1	1	2	0	0	2	4	3	1	3	1	0	3	2	1	1	3	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2928	2306	1444	593	675	331	391	186	529	252	342	193	138	310	346	77	99	62	170	164	84	176	56	114	40	55	30	45	96	10	58	9	31	12	11	51	10	22	14	31	15	11	57	5	17	22	9	16	17	17	16	4	6	7	6	5	7	3	3	10	13	8	9	4	1	15	5	6	4	5	3	1	4	2	7	1	0	1	2	0	7	1	0	1	4	2	0	4	2	2	0	1	1	1	1	0	0	5	7	0	0	2	0	0	1	3	0	0	3	1	0	3	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5490	3717	2367	1143	1092	676	654	401	782	443	525	357	246	506	506	170	180	122	290	307	154	261	129	158	92	104	72	79	174	37	100	30	66	36	28	80	27	43	25	53	27	22	78	31	31	34	21	23	23	31	22	13	10	12	12	13	13	10	8	27	18	11	12	5	11	16	6	7	8	9	10	2	8	5	8	3	2	1	7	1	7	3	3	3	6	5	0	6	13	3	1	7	2	1	1	2	0	3	7	1	1	1	0	1	2	3	1	1	2	4	0	3	0	1	1	2	0	3	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	3015	2262	1428	598	633	359	387	192	522	269	310	192	129	338	346	75	106	50	185	186	75	175	71	100	34	57	32	50	116	10	55	11	38	13	14	57	14	24	10	33	17	13	50	8	19	17	12	17	14	15	15	4	6	6	8	5	2	3	3	21	12	8	4	4	4	12	4	5	4	7	5	2	6	3	7	2	1	1	4	0	7	1	1	0	3	4	0	4	11	2	0	7	1	1	1	1	0	3	7	0	0	1	0	1	1	2	0	0	2	3	0	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	5515	3694	2364	1118	1129	668	640	404	796	414	531	351	249	490	518	180	182	120	296	315	160	273	132	132	87	96	65	79	175	39	106	34	71	37	26	79	27	36	20	51	30	21	52	26	31	31	19	22	28	32	27	11	9	11	10	13	12	9	7	20	19	7	10	5	15	10	9	7	9	10	10	3	8	5	11	3	2	1	7	1	6	3	4	1	6	5	1	3	12	4	1	7	2	0	1	4	0	3	5	1	0	2	0	1	0	2	1	1	1	4	0	3	0	1	1	2	0	0	9	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	3046	2215	1425	567	654	346	367	192	523	251	308	183	123	319	366	81	106	53	184	196	84	186	74	78	36	45	28	47	121	11	55	11	48	15	13	49	13	17	9	31	18	14	33	6	20	15	10	16	13	13	15	4	5	3	9	7	2	2	2	14	15	5	4	2	9	8	2	5	5	7	4	3	4	4	10	2	1	1	5	0	6	2	2	0	3	4	1	2	11	2	0	7	1	0	1	1	0	3	3	0	0	2	0	1	0	2	0	0	1	3	0	3	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	5600	3713	2346	1110	1107	651	633	424	787	411	523	346	262	546	509	162	211	128	332	303	161	311	131	162	94	94	64	78	174	40	103	39	79	42	29	76	34	36	19	47	29	23	35	25	33	28	20	22	49	21	33	13	11	11	10	15	11	9	8	21	13	11	14	6	14	13	7	7	7	5	9	3	7	8	4	2	3	2	7	2	6	1	6	1	5	4	1	3	16	4	0	7	0	0	1	3	0	0	3	0	0	4	2	1	0	2	1	1	1	3	0	0	0	1	0	0	0	0	7	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	3077	2191	1404	554	635	349	335	208	515	232	305	184	124	341	346	73	125	57	207	199	91	202	70	96	38	47	34	42	132	12	56	14	54	18	16	50	15	20	8	27	18	13	20	11	20	14	12	17	16	9	17	5	4	1	7	7	2	0	4	12	9	7	6	3	9	10	2	4	3	3	4	3	4	6	3	2	2	2	4	1	5	1	3	0	2	4	1	2	15	2	0	7	0	0	1	1	0	0	0	0	0	3	2	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	5568	3657	2318	1074	1114	639	634	443	805	429	519	337	262	537	494	153	202	128	340	283	133	320	119	159	94	96	69	71	147	39	75	37	81	36	31	74	35	39	23	37	30	17	34	28	36	26	29	24	54	16	29	14	14	13	15	10	11	7	9	13	9	8	17	5	14	12	12	2	9	5	8	6	7	7	5	2	4	4	3	1	6	1	6	0	2	0	1	2	6	4	0	10	1	1	1	5	0	0	4	0	1	4	3	0	0	2	1	1	0	1	1	0	0	1	0	0	0	0	8	1	0	1	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	3120	2149	1392	540	619	336	336	217	523	245	326	183	120	335	312	69	122	60	208	188	81	215	66	95	39	50	39	42	112	17	45	14	59	18	15	49	16	20	13	22	14	8	23	10	20	14	17	17	22	6	15	7	6	2	10	3	3	0	5	6	8	5	10	3	11	10	7	1	4	3	4	3	3	4	4	1	2	4	1	1	4	1	3	0	1	0	1	2	6	2	0	9	0	1	1	2	0	0	1	0	0	3	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	5524	3684	2355	1112	1106	670	618	411	774	430	505	364	256	604	480	138	201	135	319	282	137	287	128	159	89	100	65	72	160	34	84	41	71	30	39	71	34	43	22	35	21	21	52	26	29	26	27	18	50	18	27	20	15	9	17	12	17	7	10	14	3	8	26	3	11	10	8	3	12	4	10	7	6	6	3	6	3	5	2	3	7	4	5	0	1	1	1	1	6	3	0	4	1	2	1	3	1	0	3	0	1	4	3	1	1	2	0	0	0	0	1	0	0	0	0	0	1	0	2	1	1	1	1	0	0	2	0	0	1	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	3	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	3099	2213	1463	563	647	354	329	205	483	237	314	197	119	383	312	62	123	70	195	187	91	197	73	100	32	46	36	40	112	15	51	23	51	15	20	49	14	25	15	22	9	9	28	11	13	15	14	9	24	8	11	11	7	1	10	4	7	1	7	7	3	5	10	2	9	8	8	2	5	1	6	2	3	3	3	4	1	4	1	2	4	3	2	0	0	1	1	1	6	1	0	3	0	1	0	1	1	0	1	0	0	2	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
