label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70
0.03	north1_all	80	28621	18297	17638	4986	3338	4080	1868	1905	2355	820	722	627	1248	318	481	558	205	198	319	283	127	86	53	57	50	49	44	36	42	22	15	16	9	17	10	24	7	7	9	2	7	6	4	3	3	1	0	6	1	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	13655	10484	11328	2450	1561	2338	911	1084	1405	371	328	313	831	157	283	345	96	118	210	207	66	57	27	23	22	25	28	24	21	9	4	4	6	9	5	14	3	3	7	1	4	0	1	1	1	1	0	2	1	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	28750	18275	17544	4951	3282	3987	1902	1942	2351	813	706	607	1137	342	457	582	222	216	324	254	132	81	56	49	47	37	61	45	38	17	16	18	13	19	12	26	10	8	8	2	14	6	1	3	3	1	0	5	1	1	1	0	0	0	1	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	13689	10541	11236	2426	1552	2311	943	1085	1473	343	327	310	756	177	265	346	113	122	221	174	77	47	30	20	22	17	32	32	24	3	6	4	8	12	5	17	7	4	6	1	10	0	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	28784	18334	17550	4908	3341	4118	1904	1966	2258	847	691	618	1208	345	445	598	204	227	291	254	138	74	72	50	61	37	76	47	42	16	13	16	13	19	14	26	14	13	5	5	18	5	2	5	1	1	0	7	1	1	0	1	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	13597	10503	11241	2394	1566	2459	943	1077	1403	367	318	315	762	180	277	352	101	128	198	167	86	40	39	21	28	19	45	32	26	5	6	3	9	12	8	15	10	5	4	4	14	1	0	2	0	1	0	1	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	28899	18412	17466	4962	3359	4101	1875	1986	2270	808	696	598	1145	363	393	593	212	216	268	266	143	69	79	47	54	42	81	51	41	19	16	16	11	22	18	15	13	14	2	4	17	3	2	4	1	0	0	2	1	1	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0
0.03	north4_active	80	13653	10495	11226	2396	1549	2440	935	1067	1395	359	324	298	700	190	245	335	113	116	175	159	81	35	46	25	23	22	44	34	24	7	8	2	8	15	12	7	10	8	2	3	14	1	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	28978	18184	17736	4949	3424	4161	1880	2028	2238	790	670	632	1206	357	404	620	224	205	270	237	121	83	77	45	55	40	74	48	52	21	19	16	9	27	18	8	9	14	5	6	9	1	5	3	0	0	1	2	1	1	0	1	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north5_active	80	13636	10249	11402	2400	1572	2470	932	1077	1380	369	305	320	692	184	257	385	103	107	174	153	61	43	44	24	24	19	42	29	34	8	9	4	7	15	12	2	6	7	2	4	7	1	2	2	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	29059	18238	17150	4987	3438	4180	1884	2054	2270	786	688	639	1210	352	413	615	225	197	264	298	116	81	67	52	53	38	64	45	38	20	22	18	9	24	15	7	5	13	5	10	5	0	5	5	0	0	1	0	0	0	0	1	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north6_active	80	13720	10236	11034	2419	1596	2507	906	1102	1422	388	332	319	737	175	251	382	104	95	168	172	63	42	38	29	26	17	31	26	23	7	11	7	5	16	8	3	3	10	1	5	3	0	3	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	28737	17977	17127	4957	3377	4180	1877	2018	2281	787	694	617	1214	364	430	649	232	215	280	250	125	89	65	56	56	40	64	43	34	17	22	17	11	21	13	9	4	8	9	9	2	0	5	3	0	1	1	1	1	0	0	1	2	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	13587	9997	10834	2430	1599	2521	871	1109	1452	372	338	291	728	181	261	427	112	109	185	154	73	45	34	29	29	18	27	23	21	3	12	6	4	12	8	3	2	4	4	5	2	0	2	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	28703	18197	16977	4974	3412	4062	1876	1928	2239	789	705	599	1156	373	403	563	232	201	272	274	142	94	61	59	57	41	55	36	31	23	18	13	17	12	8	9	6	7	9	10	4	3	6	4	2	3	0	1	2	0	0	1	1	0	6	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north8_active	80	13636	10397	10646	2448	1610	2438	892	1086	1398	347	346	280	725	178	238	346	120	102	176	156	93	46	27	30	28	21	24	20	20	9	7	4	8	9	4	4	3	5	4	6	4	2	2	2	2	2	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_all	80	28231	17884	16307	4942	3412	3907	1883	1909	2146	774	713	592	1201	374	422	516	235	198	270	237	135	99	60	48	50	43	52	39	27	27	18	17	17	18	8	17	4	4	5	11	7	4	7	2	4	3	0	1	2	0	0	0	1	0	5	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_active	80	13179	10303	10151	2465	1626	2286	886	1085	1306	332	347	279	743	164	227	300	121	103	170	141	84	43	25	23	23	20	22	20	15	14	7	6	5	12	6	11	1	2	3	7	5	2	4	1	4	2	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north10_all	80	27945	17565	15977	4836	3395	3744	1830	1832	2062	770	698	591	1163	346	421	468	221	187	242	241	124	98	49	39	48	41	42	42	22	27	16	20	17	12	13	16	7	4	6	4	8	6	8	3	4	4	1	7	1	0	0	0	0	1	5	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north10_active	80	12905	10093	9831	2356	1593	2150	871	1034	1222	329	341	291	690	143	221	270	107	91	138	145	68	42	18	15	22	20	19	20	13	15	8	11	8	7	10	12	4	3	4	3	6	3	4	1	4	2	1	7	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north11_all	80	28170	17844	16672	4863	3299	3803	1874	1839	2137	782	667	623	1123	352	388	532	218	211	265	242	122	113	77	51	52	39	58	37	40	23	15	21	13	23	31	22	6	11	4	6	8	3	0	2	4	1	3	2	0	1	1	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	13312	10027	10681	2337	1505	2253	909	1040	1299	339	329	310	674	159	212	323	99	115	149	152	67	67	30	29	22	26	39	23	32	13	5	7	8	9	26	14	1	10	2	3	4	3	0	1	2	0	1	2	0	1	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	27765	17154	15904	4709	3295	3771	1845	1800	2028	765	671	556	1099	351	398	518	227	189	239	216	108	108	67	44	57	48	53	37	48	22	19	20	16	18	26	19	4	9	5	5	5	4	2	2	5	1	2	2	1	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	12909	9570	10012	2236	1495	2243	896	1001	1193	324	323	282	673	160	213	307	101	99	130	136	56	61	29	21	27	28	33	18	30	9	9	6	10	5	19	15	0	9	3	2	4	4	2	1	4	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	27307	16751	15433	4717	3274	3714	1827	1823	2018	767	693	547	1080	323	420	538	237	201	211	227	105	110	61	43	54	45	47	40	44	23	19	17	16	19	36	18	3	6	8	3	5	5	2	2	5	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	12572	9227	9588	2171	1458	2141	854	991	1217	344	327	275	664	148	221	306	105	112	117	146	54	53	24	19	29	26	24	26	25	12	8	4	9	9	29	15	0	4	4	0	4	4	2	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	27077	16733	15333	4787	3196	3694	1778	1773	2039	771	688	543	1087	344	426	579	243	188	240	224	102	102	70	42	47	41	48	49	49	18	19	24	16	13	31	16	1	9	7	3	6	4	4	3	4	1	2	1	1	0	2	1	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north14_active	80	12576	9157	9455	2253	1429	2137	795	937	1258	353	322	264	667	152	244	346	120	100	133	134	54	48	27	17	22	19	23	27	25	9	7	8	11	9	26	15	1	4	3	0	5	2	3	1	4	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north15_all	80	27498	16922	15848	4906	3280	3762	1840	1825	2164	795	721	559	1116	358	450	575	244	184	246	223	95	95	83	49	42	46	37	52	40	16	15	23	14	14	18	6	3	14	6	1	8	3	2	2	3	1	2	1	1	0	2	1	2	0	0	0	2	0	0	0	0	0	0	0	1	1	0	2	0	0	0
0.03	north15_active	80	12757	9331	9786	2342	1460	2204	861	988	1339	359	335	275	711	164	260	371	128	99	150	127	45	49	35	22	15	19	17	31	21	6	5	10	11	11	12	4	2	9	2	0	5	1	1	0	3	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north16_all	80	27972	17510	16481	5019	3268	3784	1843	1841	2122	748	722	608	1178	371	472	549	245	181	260	222	123	87	76	54	43	37	35	47	43	16	12	19	14	16	14	7	6	12	4	3	9	3	2	3	2	3	0	1	1	2	3	1	2	0	0	0	2	0	0	0	0	0	0	0	3	1	0	2	0	0	0
