label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72
0.03	north1_all	80	56555	23293	18334	5403	7054	2754	2312	1630	1223	1617	1519	1250	1175	388	356	574	433	185	191	164	228	111	165	68	66	57	49	35	31	30	12	25	7	21	14	5	10	8	4	3	3	8	0	5	4	10	0	2	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	44284	17659	15633	1259	5685	776	1041	535	295	1267	1238	1032	1006	84	157	484	346	51	89	87	193	40	144	17	45	45	28	14	25	22	3	20	5	13	8	4	5	3	0	2	0	7	0	4	2	10	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	56485	23353	18214	5381	7085	2815	2278	1648	1268	1620	1515	1304	1121	376	370	574	424	202	196	169	257	107	160	63	70	67	41	33	55	36	13	27	12	18	13	12	9	6	7	3	4	11	3	4	4	11	0	3	2	0	2	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	44370	17812	15526	1286	5711	781	1033	564	308	1275	1225	1077	955	79	171	476	343	49	86	101	218	36	134	19	45	49	22	12	48	27	3	21	9	11	8	3	6	2	1	2	1	9	2	3	2	11	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	56184	23321	18514	5412	7057	2745	2276	1617	1231	1593	1578	1287	1112	379	356	578	418	204	187	165	224	103	154	69	65	73	37	30	56	36	18	32	16	16	15	10	8	4	8	3	4	10	6	6	4	9	0	7	0	0	2	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	44146	17833	15830	1247	5660	779	1054	592	288	1239	1290	1053	946	89	159	486	338	41	81	95	180	33	124	31	39	53	22	12	46	25	4	26	12	9	10	1	6	1	1	1	1	9	5	5	2	9	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	56165	23118	18539	5454	6994	2748	2250	1646	1228	1664	1526	1278	1138	400	365	569	415	188	196	151	231	92	126	73	59	71	49	31	62	35	16	33	18	14	17	17	4	6	7	4	2	7	10	3	4	2	1	6	1	0	2	0	0	3	1	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	44127	17757	15838	1213	5592	786	1047	622	273	1316	1231	1062	962	87	161	478	346	39	87	85	188	32	99	36	35	49	33	13	49	25	3	25	16	9	12	5	3	1	1	1	1	6	9	3	1	2	0	3	1	0	0	0	0	2	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	56348	22778	18585	5500	7131	2785	2225	1649	1195	1664	1531	1280	1242	393	370	538	405	189	169	147	197	80	133	83	68	69	49	39	57	29	21	29	16	23	14	11	5	8	6	3	3	9	8	5	3	2	1	7	1	0	0	0	0	3	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	44354	17405	15843	1245	5764	814	1022	642	265	1281	1244	1087	1073	91	175	447	339	50	72	72	162	24	106	37	41	50	33	17	37	21	3	21	13	15	9	5	4	1	1	1	1	8	8	4	0	2	0	4	1	0	0	0	0	2	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	56471	23122	18557	5493	6968	2772	2232	1644	1238	1666	1432	1336	1333	378	383	557	463	192	159	152	221	83	139	90	64	59	53	41	38	39	20	23	11	22	17	10	4	7	2	4	4	8	11	6	2	1	1	5	1	0	0	0	1	2	0	5	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	44294	17693	15792	1263	5605	797	1021	617	273	1286	1149	1143	1152	84	194	468	391	54	66	67	187	28	114	40	36	36	37	18	22	32	3	14	9	16	10	4	4	2	2	2	0	6	11	4	0	1	0	3	1	0	0	0	0	2	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	56530	23059	18485	5435	7060	2749	2160	1633	1295	1696	1431	1265	1240	382	382	518	533	198	139	147	238	91	124	72	69	85	50	40	38	42	15	24	16	25	20	6	5	7	4	5	6	8	6	5	1	0	1	3	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	44562	17627	15714	1308	5697	787	963	615	304	1292	1148	1069	1063	95	199	435	455	59	60	60	205	31	97	30	35	63	32	13	20	36	3	15	12	17	13	3	5	1	4	4	1	6	6	3	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	56163	23192	18248	5386	6809	2737	2200	1646	1283	1638	1415	1245	1204	411	360	527	532	187	157	154	245	100	125	66	58	82	53	40	36	44	16	22	26	30	24	10	5	3	7	7	4	3	8	5	1	0	1	1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	44072	17687	15485	1324	5450	784	1032	619	296	1253	1131	1020	1013	108	178	455	453	47	75	67	207	36	101	27	28	64	31	10	18	37	4	13	22	23	15	5	4	1	5	7	1	1	7	4	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	53301	22220	17349	5436	6501	2648	2171	1663	1281	1554	1366	1193	1055	413	350	502	496	201	161	142	225	100	98	66	61	82	41	37	36	23	18	17	26	27	18	11	7	6	10	7	3	1	3	4	1	0	2	1	8	0	3	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	40579	16490	14471	1390	5029	701	995	587	305	1157	1091	963	870	114	156	411	390	46	75	56	189	33	78	25	30	67	20	9	18	13	6	12	23	22	12	7	6	3	6	7	1	0	2	4	0	0	1	1	8	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	50525	21144	16272	5488	6176	2663	2103	1700	1250	1461	1315	1238	1017	425	351	477	403	195	162	147	207	90	110	64	64	69	40	37	41	27	26	21	25	25	11	16	8	9	9	5	2	1	6	2	1	0	2	1	8	1	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	37074	15100	13316	1478	4626	670	902	525	323	1056	1040	982	823	113	130	372	299	46	66	65	168	26	90	22	32	53	20	6	23	17	5	15	23	21	7	9	4	6	5	4	0	1	2	2	0	0	1	1	8	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	56219	23394	18257	5464	6875	2729	2251	1683	1159	1639	1474	1271	1141	367	361	504	491	189	162	166	209	98	182	77	81	95	45	31	36	44	15	29	20	14	16	4	3	11	3	7	5	4	11	2	5	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
0.03	north11_active	80	43961	17890	15620	1242	5493	750	987	566	283	1290	1206	1044	977	71	162	409	411	37	73	72	180	36	163	31	49	78	19	12	28	35	3	19	15	10	14	3	0	5	0	7	4	0	10	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_all	80	56238	23242	18305	5381	6961	2787	2294	1662	1182	1664	1516	1270	1149	387	366	550	465	178	152	167	266	97	167	74	76	57	40	30	31	48	14	27	21	12	15	16	1	10	1	9	5	4	2	3	6	4	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
