label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66
0.03	north1_all	80	52606	16510	8614	5583	3753	3353	2142	1685	1357	1726	1961	786	468	616	365	650	289	239	147	155	90	172	103	57	62	38	62	27	22	21	61	14	12	7	8	24	7	5	5	9	11	2	4	3	2	5	0	2	0	0	0	0	0	3	0	1	0	0	0	1	3	0	0	0	0	0	0
0.03	north1_active	80	38606	8344	3177	1449	1008	1874	816	763	622	1405	1722	490	132	442	187	567	200	160	52	62	22	140	64	24	38	8	51	17	6	5	53	3	6	3	7	18	5	3	2	6	10	1	1	1	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	3	0	0	0	0	0	0
0.03	north2_all	80	51090	16485	8546	5597	3727	3290	2134	1649	1336	1640	1864	747	450	596	342	622	270	227	145	157	86	210	98	48	56	40	74	24	25	19	62	14	11	9	8	27	8	7	3	5	16	2	2	3	1	3	0	1	0	1	0	0	0	3	1	1	0	0	0	1	3	0	0	0	0	0	0
0.03	north2_active	80	36516	8006	3010	1360	914	1758	799	741	598	1302	1619	460	118	422	166	534	196	152	53	66	23	175	72	20	32	10	60	14	7	5	52	3	6	5	6	22	4	4	1	3	16	2	0	1	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	1	3	0	0	0	0	0	0
0.03	north3_all	80	49017	16200	8497	5548	3717	3186	2109	1595	1340	1604	1677	734	449	598	349	576	291	209	157	148	93	198	95	46	52	44	76	28	31	15	38	10	17	11	11	20	8	9	3	4	21	3	2	3	2	3	0	0	1	1	0	0	0	0	1	1	0	0	0	1	3	0	0	0	0	0	0
0.03	north3_active	80	34075	7482	2796	1270	857	1637	755	662	587	1236	1438	426	105	409	167	483	196	127	53	62	22	164	72	17	28	10	64	15	8	4	31	1	7	4	8	14	3	3	2	2	21	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0
0.03	north4_all	80	48479	16086	8540	5509	3796	3166	2081	1557	1324	1618	1761	722	442	614	337	523	314	221	151	118	93	186	70	53	50	39	83	30	26	12	35	9	17	12	9	14	7	8	2	1	16	3	2	2	3	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	33339	7333	2779	1253	857	1585	700	630	571	1244	1520	433	97	421	162	433	217	115	47	57	27	155	51	26	29	9	71	16	7	3	26	1	8	6	7	11	2	3	1	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	50163	16239	8659	5444	3840	3262	2096	1620	1336	1643	1773	780	461	605	322	505	352	228	157	123	105	142	93	59	53	48	66	38	22	10	29	13	12	11	10	11	3	6	2	2	6	5	1	6	3	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	35538	7736	2956	1286	939	1738	720	673	600	1270	1542	486	86	412	174	419	249	120	48	66	28	118	71	34	34	7	55	23	10	2	22	1	4	5	8	7	1	2	1	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_all	80	52018	16337	8741	5436	3905	3343	2113	1651	1335	1734	1859	789	483	615	325	561	331	234	160	115	109	111	88	66	55	47	67	39	22	10	29	18	7	7	12	11	2	7	2	1	3	4	2	7	3	0	3	1	1	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0
0.03	north6_active	80	37951	8203	3172	1375	1011	1884	723	715	607	1361	1638	519	105	429	175	459	238	122	47	66	33	90	67	39	35	11	58	29	8	1	23	3	2	4	9	8	0	5	1	0	2	0	0	4	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	53397	16681	8812	5437	3866	3456	2122	1730	1364	1871	1958	825	480	595	322	581	313	238	145	122	124	115	99	64	68	42	77	40	27	19	30	15	8	7	10	15	4	10	2	1	2	3	1	7	2	1	3	1	2	0	2	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0
0.03	north7_active	80	39686	8585	3245	1416	1043	2011	749	784	644	1489	1742	551	117	427	176	495	233	130	47	63	35	96	74	37	43	10	69	29	7	4	25	4	2	3	6	11	1	6	2	0	0	0	0	4	0	1	2	0	1	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_all	80	53142	16740	8826	5420	3806	3523	2152	1780	1382	1956	2039	836	468	614	340	537	325	224	140	136	105	130	74	63	62	40	73	33	36	24	29	17	9	9	12	15	5	9	3	0	2	1	1	4	2	3	7	1	3	1	3	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
0.03	north8_active	80	39254	8733	3251	1422	1033	2108	764	804	662	1589	1822	551	116	428	186	456	246	132	48	72	29	110	53	35	39	10	67	21	5	5	21	5	3	5	9	12	1	5	3	0	1	1	0	1	0	3	6	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	53031	16805	8811	5430	3738	3553	2167	1782	1409	1994	2019	837	472	543	343	525	315	227	142	138	105	184	67	59	72	37	59	26	29	23	27	12	19	9	7	12	4	5	3	2	2	2	2	1	1	4	4	1	2	1	3	3	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north9_active	80	39051	8616	3259	1453	994	2134	792	805	675	1644	1785	541	125	384	189	439	232	149	49	75	29	159	48	33	38	9	50	12	1	6	19	6	6	3	5	9	2	2	3	1	1	1	0	0	0	4	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	52831	16709	8761	5441	3757	3572	2166	1721	1391	1950	1966	829	476	592	371	518	306	233	140	135	91	205	70	58	65	44	54	26	24	24	28	9	23	14	16	15	6	0	3	4	7	3	2	1	0	3	4	0	2	1	3	3	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	38917	8553	3248	1462	999	2080	768	772	662	1595	1727	556	128	437	197	436	218	152	44	69	30	175	53	30	36	12	44	14	1	5	19	3	10	5	14	12	2	0	3	3	6	2	0	0	0	3	4	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north11_all	80	52947	16462	8750	5481	3754	3467	2204	1759	1404	1894	1975	745	486	617	421	606	308	248	162	122	87	174	84	63	66	35	54	41	28	13	33	15	13	11	7	11	7	9	4	1	2	2	3	0	0	2	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north11_active	80	39121	8307	3268	1420	1051	1983	797	808	640	1570	1763	484	124	474	218	520	209	146	50	56	21	148	58	33	34	6	40	25	7	3	25	5	8	5	3	7	5	5	0	0	1	1	1	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north12_all	80	51146	16250	8642	5518	3783	3434	2190	1760	1370	1869	1868	747	510	574	435	621	307	239	159	125	90	161	81	67	71	30	61	44	27	23	30	17	11	11	10	13	11	9	3	0	2	1	2	3	0	1	4	1	2	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north12_active	80	36933	7973	3112	1351	1007	1925	787	752	587	1545	1629	479	132	420	239	525	200	132	48	61	27	133	56	41	42	8	53	31	6	8	24	5	6	4	3	11	9	6	0	0	1	0	1	1	0	1	4	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north13_all	80	49407	15923	8495	5468	3862	3295	2109	1666	1346	1826	1789	752	507	543	422	572	291	208	154	117	95	166	94	55	57	32	59	42	25	19	30	17	6	15	8	14	17	10	6	1	3	2	2	4	1	2	4	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	34864	7521	2902	1259	930	1754	728	685	551	1497	1541	458	116	395	212	474	192	110	46	59	25	141	65	32	25	9	50	30	6	7	19	4	1	5	2	9	13	6	1	0	2	1	1	2	0	2	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	48263	15799	8388	5476	3785	3256	2133	1653	1292	1771	1596	719	485	509	387	576	299	207	147	111	91	171	103	52	58	49	77	36	25	20	25	18	15	15	12	11	18	7	6	2	2	2	2	5	1	3	2	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	33328	7256	2698	1245	824	1664	712	684	510	1432	1361	421	118	357	187	467	206	112	49	58	27	143	70	30	30	16	61	22	5	9	16	5	7	6	6	6	12	5	2	1	2	1	0	2	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	49328	15877	8436	5569	3763	3340	2092	1616	1299	1734	1635	747	467	515	365	562	311	225	138	110	105	210	111	65	48	52	106	41	25	18	36	10	14	16	11	10	12	4	4	7	14	4	3	3	1	2	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	34624	7476	2870	1292	851	1757	700	709	526	1392	1403	437	110	345	165	461	203	137	41	59	29	182	73	43	26	16	83	23	7	8	27	2	6	7	6	6	7	1	2	2	14	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	51263	16277	8645	5576	3729	3366	2078	1652	1340	1877	1761	787	461	501	377	606	321	267	129	127	109	199	118	64	49	50	122	32	24	13	32	12	12	14	14	16	6	4	4	7	16	3	2	4	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	36967	7975	3103	1419	910	1887	739	743	562	1541	1543	484	113	328	183	509	210	159	40	72	33	172	82	39	28	17	99	17	6	4	27	2	6	6	10	11	3	1	2	3	16	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	53026	16400	8778	5563	3756	3464	2098	1678	1385	1985	1945	804	497	544	378	583	317	268	140	126	118	210	107	80	42	39	121	41	19	20	39	10	7	12	10	13	8	8	6	9	20	3	1	5	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north17_active	80	39127	8253	3250	1498	1023	2065	784	753	624	1639	1732	522	120	369	200	507	210	167	45	67	37	184	67	51	23	14	103	24	6	6	33	1	4	4	6	11	7	2	2	3	19	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	53579	16574	8758	5531	3785	3512	2116	1677	1415	2026	1984	824	500	552	373	604	338	268	140	123	109	189	110	75	55	34	81	44	15	21	41	16	4	8	11	13	8	7	6	4	15	3	2	6	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north18_active	80	39751	8424	3239	1515	1030	2077	766	735	667	1676	1778	550	127	384	214	527	235	167	50	67	32	164	72	40	32	7	74	26	3	6	36	3	2	2	8	11	7	2	1	2	14	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	53758	16466	8866	5528	3812	3448	2129	1715	1385	2026	2086	846	483	574	367	606	319	246	143	119	99	209	110	72	56	40	95	45	16	24	30	17	4	4	13	7	8	9	6	3	10	4	1	6	2	1	0	1	1	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1
0.03	north19_active	80	39898	8384	3253	1483	1049	2041	774	779	676	1671	1871	549	118	424	197	529	242	153	46	63	29	172	79	41	35	9	86	26	3	8	24	3	3	1	13	4	7	2	1	1	9	1	1	2	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
0.03	north20_all	80	53799	16573	8900	5388	3772	3433	2138	1784	1324	1990	2085	826	460	577	370	598	333	236	143	136	89	191	107	66	68	49	75	40	14	18	22	18	5	2	11	8	5	10	3	5	12	4	1	3	3	0	0	1	1	1	1	1	0	0	1	3	1	0	0	0	0	0	0	0	1	0	1
0.03	north20_active	80	39807	8460	3285	1434	1016	1971	791	795	638	1660	1847	543	102	427	200	512	257	152	47	73	26	158	80	34	47	11	66	26	3	6	15	3	3	0	9	5	4	2	1	2	11	1	1	1	0	0	0	0	0	1	0	1	0	0	1	3	1	0	0	0	0	0	0	0	0	0	1
0.03	south21_all	80	53701	16725	8816	5497	3781	3408	2155	1691	1445	1808	1801	877	474	637	366	597	351	240	138	116	97	137	78	74	65	43	78	41	25	19	34	14	14	19	18	14	11	4	7	1	16	3	1	3	1	0	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	39925	8423	3285	1420	1001	1949	816	784	718	1467	1574	567	115	484	197	520	266	147	55	51	29	113	43	38	40	14	67	19	5	2	29	2	10	5	13	12	5	2	5	0	16	2	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	53487	16795	8758	5555	3663	3439	2140	1645	1411	1936	2010	845	487	711	357	561	349	221	144	110	91	166	79	74	79	37	66	36	23	15	27	15	20	16	18	16	5	4	2	2	16	1	2	2	3	2	1	2	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	39713	8476	3286	1394	928	1974	822	774	676	1607	1782	540	118	560	192	487	261	133	53	44	36	144	45	44	49	10	59	14	7	1	22	2	15	5	13	14	2	1	1	1	16	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	53108	16774	8805	5472	3626	3378	2142	1691	1389	1890	1958	878	500	659	389	597	282	219	150	132	91	166	91	62	73	33	65	39	18	14	23	8	14	13	8	21	10	4	4	4	16	1	1	2	3	2	3	1	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	39397	8483	3292	1426	929	1918	810	789	639	1573	1736	590	126	513	203	510	209	138	55	57	34	142	60	39	36	12	59	16	6	4	18	1	10	8	3	8	7	1	2	1	16	1	1	0	1	1	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	53078	16719	8726	5475	3592	3354	2165	1673	1403	1868	2032	804	494	661	366	621	279	208	153	133	95	182	108	65	71	36	91	37	18	16	44	9	13	13	7	22	10	8	4	5	7	1	2	0	3	2	3	1	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	39236	8495	3224	1409	929	1891	790	796	638	1563	1815	527	128	507	193	535	200	133	53	63	30	156	71	41	39	12	89	15	8	4	40	1	10	9	2	8	6	2	1	1	7	1	1	0	0	1	3	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	53170	16731	8778	5345	3668	3421	2196	1676	1419	1901	2055	818	500	647	366	619	289	191	153	137	107	210	97	70	61	44	94	36	20	18	46	11	8	15	7	19	9	9	5	4	8	2	2	0	1	2	3	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	39431	8548	3255	1369	962	1968	807	742	652	1576	1829	557	138	483	184	526	210	114	48	70	31	185	65	42	30	12	89	14	9	6	41	2	6	9	3	6	6	4	2	1	8	1	0	0	0	2	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	53443	16722	8733	5407	3768	3476	2156	1717	1350	1894	1931	818	482	656	361	598	308	193	153	151	105	210	96	80	57	41	82	32	20	25	43	18	9	14	4	11	17	6	3	3	8	2	3	0	1	1	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	39606	8597	3248	1388	987	2024	779	768	617	1556	1711	542	121	493	175	507	223	111	50	74	27	182	61	46	31	14	75	11	6	7	38	5	7	9	1	8	8	3	1	1	8	1	1	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	53528	16704	8770	5384	3798	3427	2094	1692	1313	2007	1904	834	502	678	374	644	343	189	149	159	98	208	75	78	59	41	98	31	18	23	33	19	10	10	4	13	15	6	3	4	7	2	2	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	39689	8639	3306	1425	1003	1973	747	753	612	1649	1683	558	119	536	182	550	251	98	48	86	31	183	45	44	29	11	91	13	6	8	27	6	6	5	3	12	5	3	1	1	7	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	53234	16770	8670	5239	3741	3401	2042	1709	1333	1959	1870	836	493	709	391	664	319	181	134	158	81	210	91	68	69	45	90	26	14	24	17	18	11	13	6	11	16	3	7	3	0	2	3	1	0	0	0	0	3	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	39483	8625	3237	1415	995	1970	762	779	609	1611	1649	545	104	553	202	578	228	96	43	86	27	175	53	41	41	12	79	13	4	7	13	8	6	9	5	9	8	0	5	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	53313	16587	8740	5322	3769	3343	2040	1701	1395	1912	1833	832	474	709	360	646	319	185	146	153	88	166	99	66	69	41	100	24	18	24	12	19	15	11	9	12	15	6	9	5	4	3	1	1	0	0	0	0	3	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	39515	8543	3265	1436	991	1879	749	772	646	1557	1602	530	112	542	185	570	214	100	46	80	25	131	59	36	42	8	87	11	2	9	11	9	8	8	8	9	10	2	8	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	53263	16603	8797	5290	3784	3362	2098	1734	1442	1870	1745	798	448	669	354	600	299	191	145	140	83	193	90	61	68	41	112	34	29	22	14	21	15	12	17	7	12	8	9	6	6	2	2	1	0	0	0	0	3	0	1	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	39419	8474	3187	1443	962	1959	786	776	673	1521	1513	508	114	498	183	532	205	106	48	64	19	155	58	35	42	10	98	16	1	10	10	7	9	9	16	5	9	2	8	1	6	0	1	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	52816	16460	8624	5366	3747	3428	2096	1807	1345	1881	1802	859	482	680	326	508	303	220	156	130	100	176	103	75	38	37	83	32	27	23	70	13	12	9	6	17	10	7	4	5	6	1	2	3	3	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
