label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70
0.03	north13_all	80	35831	19804	8555	5522	4052	2826	2090	3699	1445	1608	760	942	560	826	510	258	280	220	159	127	204	95	81	76	46	36	33	31	19	35	43	18	19	20	14	7	17	6	10	4	4	3	0	3	1	0	0	1	1	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	15935	13122	2811	1617	1361	842	545	3174	766	1298	206	678	291	669	380	70	151	97	49	46	177	40	25	52	11	19	6	7	5	29	28	11	13	9	7	6	16	3	7	1	4	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	35926	19975	8498	5498	4153	2800	2082	3821	1433	1694	746	976	617	852	526	258	270	210	152	157	201	78	87	81	53	43	29	36	29	32	35	19	14	21	14	6	19	4	12	5	2	2	0	6	5	0	0	1	0	0	1	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	16101	13262	2793	1596	1427	815	537	3342	754	1339	217	725	316	690	396	72	132	86	43	66	172	31	28	57	12	26	7	11	7	26	21	14	10	13	9	4	18	2	8	1	2	2	0	2	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	35994	20130	8486	5512	4076	2819	2074	3832	1427	1796	763	1046	626	834	576	271	255	218	144	154	211	76	93	79	53	52	35	32	34	34	32	18	16	19	11	8	12	5	7	4	3	2	0	11	6	0	0	0	0	1	0	0	1	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	16147	13509	2793	1609	1440	823	558	3341	762	1434	226	788	326	665	435	78	135	95	52	69	169	30	34	52	13	30	8	15	8	26	22	11	12	13	6	6	11	2	4	2	2	2	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	35954	20090	8392	5397	4048	2763	2066	3958	1449	1759	757	1074	617	800	551	288	237	185	139	153	211	76	80	69	49	47	36	27	36	33	22	9	8	19	12	17	13	8	7	3	5	3	1	10	5	0	0	1	0	1	0	1	1	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	16022	13528	2749	1523	1453	807	556	3473	768	1370	235	794	334	633	417	88	128	86	41	75	161	25	34	37	8	33	7	15	5	26	17	5	5	17	3	14	12	3	3	2	4	2	0	7	3	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	35956	20049	8354	5351	4007	2777	2042	3860	1456	1724	795	1017	572	797	564	284	258	189	132	141	223	83	77	72	43	50	35	30	31	32	24	8	8	14	8	17	15	7	4	4	4	4	1	7	1	2	0	1	0	1	0	1	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	15831	13386	2713	1555	1408	803	558	3350	788	1358	233	747	307	638	420	94	145	103	42	60	174	26	34	39	8	32	7	17	4	25	18	2	4	11	1	14	12	3	1	3	3	3	0	5	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	35848	19950	8219	5397	4003	2800	2016	3831	1506	1655	790	953	576	786	559	272	252	201	137	116	203	82	59	62	46	47	36	29	26	35	29	8	8	17	8	16	17	9	5	4	4	6	2	5	2	2	0	1	0	1	3	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	15705	13195	2688	1557	1390	816	534	3306	811	1265	228	672	310	609	417	96	141	96	40	52	159	27	22	35	8	34	9	12	3	28	20	1	4	13	2	13	14	4	2	3	3	5	0	4	1	2	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	35643	19920	8252	5428	3949	2772	2034	3795	1526	1658	789	916	584	797	591	255	276	201	131	117	214	97	66	73	48	46	35	33	23	38	26	13	10	18	8	8	20	5	8	5	6	7	4	0	2	2	0	1	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	15522	13112	2670	1552	1356	809	510	3274	793	1291	222	635	311	628	434	82	149	90	42	50	182	32	31	40	13	34	10	15	4	31	17	7	6	14	3	5	17	2	7	3	3	7	2	0	1	2	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	35628	19979	8240	5467	3941	2758	2060	3756	1488	1717	756	932	572	768	560	260	269	189	135	127	212	96	56	78	51	58	34	30	21	39	22	20	11	13	6	8	18	5	12	4	5	4	3	0	2	1	0	0	0	0	3	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	15662	13174	2628	1575	1362	847	506	3256	769	1341	208	633	298	602	407	79	143	84	49	57	183	33	27	43	12	41	11	14	4	31	12	13	8	11	4	6	16	3	11	2	0	4	2	0	1	1	0	0	0	0	3	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	80765	15667	8304	6388	3830	4815	2349	1675	1497	1725	776	665	478	414	676	615	311	339	177	152	112	85	87	59	70	47	39	18	38	14	19	14	14	16	5	8	9	11	2	3	3	2	1	3	2	1	2	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	70182	6853	1744	3367	1179	3696	1148	751	791	1353	311	272	111	188	583	540	228	266	83	88	41	43	49	23	47	8	30	7	18	5	2	8	5	3	0	5	5	7	2	2	0	1	0	1	1	0	1	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	80701	15754	8304	6462	3847	4846	2374	1745	1496	1680	781	681	444	403	732	697	313	351	179	153	115	94	77	58	75	48	42	25	37	18	18	17	17	11	5	13	8	11	1	2	3	2	2	3	1	2	4	3	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	70320	6912	1749	3383	1167	3787	1166	812	800	1334	334	285	97	163	639	616	235	278	84	85	39	53	46	20	49	8	31	10	17	5	4	10	6	2	0	6	4	7	1	2	0	1	0	1	0	1	3	2	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	80461	15610	8314	6461	3836	4850	2327	1721	1441	1641	775	613	440	389	696	659	292	366	171	163	121	107	73	61	75	43	43	29	40	19	15	16	16	8	10	9	7	7	2	2	1	1	2	1	1	2	3	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	70068	6851	1778	3444	1119	3815	1127	787	780	1322	317	244	93	153	586	575	204	280	84	98	46	60	46	22	53	8	30	12	19	6	4	7	7	1	4	4	4	2	1	2	0	1	0	0	0	1	3	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	80891	15538	8317	6433	3796	4891	2312	1713	1419	1700	800	618	451	396	679	765	294	343	155	144	125	118	81	70	76	38	45	33	32	26	15	11	18	9	14	9	6	9	3	4	3	3	3	2	1	2	2	3	1	0	4	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	70533	6866	1737	3431	1057	3835	1133	796	778	1387	329	241	106	159	566	676	217	252	82	95	45	64	52	31	53	6	32	18	15	7	5	7	11	3	8	4	5	4	1	1	1	2	0	1	1	2	2	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	80911	15419	8324	6443	3789	4762	2268	1774	1430	1711	791	610	475	416	693	679	285	347	140	144	121	105	95	72	59	49	50	29	27	25	11	9	14	9	13	7	4	6	5	5	5	6	3	3	2	4	0	2	1	0	4	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	70351	6789	1759	3379	1027	3666	1111	813	766	1379	306	260	115	164	578	599	203	247	66	97	42	56	57	33	35	6	33	17	11	3	5	4	11	2	9	4	3	4	2	2	3	4	1	1	2	4	0	2	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	77313	15248	8284	6279	3742	4598	2304	1735	1411	1708	803	612	503	403	688	624	287	302	137	123	119	104	87	67	56	53	49	33	26	22	12	16	11	12	15	5	8	7	3	8	6	7	4	4	2	4	2	2	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	66235	6367	1927	3184	952	3426	1088	757	744	1325	283	266	128	152	580	530	194	204	61	77	34	58	48	30	35	8	37	17	8	4	6	12	9	3	9	4	5	5	1	3	4	5	1	1	2	4	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	70948	15181	8247	5986	3781	4280	2296	1707	1313	1581	755	631	520	426	664	492	303	272	136	117	137	103	75	65	56	57	39	32	27	20	14	15	10	10	11	4	11	7	4	5	5	7	3	4	2	3	2	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	59194	5856	2112	2823	950	3061	1036	708	622	1151	229	245	133	151	559	402	204	195	56	66	33	61	32	22	37	10	26	14	5	3	8	10	5	2	4	2	6	3	2	2	3	5	1	0	2	3	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	63879	14903	8282	5762	3750	3967	2258	1639	1258	1422	743	622	534	412	608	456	306	249	143	126	133	99	83	76	46	51	34	32	36	14	17	19	7	11	10	7	12	9	9	6	5	7	2	4	7	1	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south28_active	80	51568	5139	2362	2541	884	2682	945	620	525	946	207	204	135	132	505	363	186	171	49	69	31	60	37	17	27	6	22	11	7	3	8	14	2	1	3	1	6	4	4	2	4	6	1	0	3	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	60201	14660	8271	5586	3805	3796	2216	1611	1255	1391	758	621	514	421	528	459	301	260	148	118	124	108	85	72	44	34	35	28	35	15	19	11	11	8	8	8	14	7	8	5	4	3	1	2	7	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south29_active	80	47430	4743	2432	2324	858	2499	863	543	472	906	190	175	128	135	411	370	189	176	46	65	25	61	35	15	28	5	22	10	9	3	7	7	2	0	2	0	10	3	3	2	3	3	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	58819	14661	8350	5602	3785	3775	2103	1603	1281	1341	790	622	517	408	527	505	293	280	164	118	112	103	88	79	46	37	35	26	28	16	15	17	15	8	3	12	10	6	7	4	2	18	0	0	7	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south30_active	80	46030	4628	2484	2240	819	2431	795	519	483	841	214	178	119	138	406	412	186	188	56	62	23	59	40	17	27	6	23	7	10	4	2	12	1	2	0	1	7	3	3	2	2	16	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	80119	15636	8236	6512	3820	4991	2304	1652	1414	1616	775	658	516	432	766	609	386	275	163	163	96	108	74	63	75	35	51	27	20	15	15	16	8	12	14	9	25	5	8	6	2	7	2	4	1	3	2	6	1	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1
0.03	south31_active	80	69446	6783	1687	3433	1135	3905	1121	757	708	1270	294	288	133	170	652	533	297	216	71	115	36	65	42	22	46	8	38	8	10	3	2	10	6	4	4	1	18	2	1	2	1	7	0	1	1	2	0	6	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	south32_all	80	80956	15632	8313	6476	3833	5022	2355	1662	1422	1601	767	626	504	444	792	651	343	281	154	169	108	106	77	71	63	35	49	34	17	16	15	13	9	7	14	8	21	3	7	3	5	7	2	4	1	1	3	6	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south32_active	80	70224	6784	1665	3401	1115	3902	1157	771	739	1258	299	284	122	167	683	576	267	214	67	116	35	61	44	23	36	9	39	10	8	2	2	7	7	0	7	1	15	0	0	1	0	7	0	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	80798	15912	8361	6368	3822	5072	2360	1724	1429	1666	754	640	495	439	740	650	329	365	155	165	109	100	67	70	53	37	54	32	16	16	16	15	9	7	15	11	17	1	9	5	8	7	4	3	2	1	1	5	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south33_active	80	70239	6909	1719	3360	1097	3936	1204	787	728	1311	293	273	119	164	637	576	245	282	69	105	37	49	39	20	29	8	46	12	10	2	2	7	7	0	8	4	14	0	1	2	3	7	2	1	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	81391	15832	8519	6397	3769	5077	2357	1706	1418	1686	740	663	493	427	702	636	304	366	148	192	111	103	64	67	55	39	58	32	21	21	16	18	10	6	14	10	10	4	5	6	9	8	3	4	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south34_active	80	70868	6919	1735	3374	1040	3973	1222	771	750	1359	291	286	126	156	591	557	214	286	75	114	37	45	42	25	31	7	45	12	12	5	2	9	5	0	6	5	8	2	3	4	3	8	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	78327	15433	8484	6279	3780	4821	2383	1707	1388	1685	750	659	500	413	630	581	293	376	141	180	104	102	69	61	62	38	46	35	17	23	16	26	15	5	11	8	4	5	7	6	13	6	2	3	1	0	1	1	0	1	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	67541	6550	1826	3212	989	3699	1202	755	685	1331	278	258	128	160	520	501	205	302	73	95	30	47	42	23	41	7	31	18	13	6	1	8	5	0	4	5	3	2	5	4	5	6	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	71297	14957	8463	6333	3791	4425	2334	1620	1365	1571	753	658	479	399	614	475	308	295	147	173	96	101	75	58	59	50	35	30	18	21	11	22	15	6	11	9	6	6	7	5	7	6	0	3	0	0	0	4	0	1	3	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	59732	5891	2037	3003	891	3269	1110	655	630	1188	268	217	119	132	497	389	205	225	67	92	25	46	39	17	35	13	20	15	13	8	1	5	5	1	2	6	5	2	5	4	2	6	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	64593	14582	8445	6106	3796	3996	2274	1580	1321	1455	752	657	480	387	540	437	298	268	150	153	87	91	75	65	64	46	36	34	18	20	11	16	18	8	6	7	6	10	5	2	7	4	0	2	0	0	1	3	1	2	3	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	52288	5210	2222	2634	843	2765	987	554	548	1030	244	193	118	123	432	346	196	189	57	76	25	49	38	19	35	12	21	15	10	5	0	3	3	2	0	4	4	6	2	1	2	4	0	0	0	0	0	3	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	58357	14534	8486	5937	3741	3745	2140	1569	1265	1383	734	651	473	357	550	452	291	262	149	134	82	76	74	59	60	46	32	28	18	17	12	11	15	7	4	6	7	8	5	3	3	3	0	2	1	0	1	3	1	2	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	45292	4680	2531	2366	741	2445	814	504	489	931	202	179	115	108	425	365	187	180	47	76	20	41	40	11	30	14	21	8	7	4	0	4	3	2	0	3	5	4	1	1	0	3	0	0	1	0	0	3	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	58864	14762	8640	5871	3751	3733	2091	1587	1224	1395	775	614	481	363	544	459	260	237	150	142	77	79	81	51	74	36	32	32	24	20	15	13	15	10	3	6	6	8	7	2	3	0	1	2	2	3	2	1	1	1	1	0	2	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south39_active	80	45906	4741	2588	2348	776	2416	786	528	481	946	214	193	116	122	422	365	170	162	47	83	21	45	42	12	37	12	18	8	8	5	1	5	2	4	0	2	3	4	3	0	2	0	0	0	2	2	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	58550	14761	8634	5753	3722	3711	2081	1602	1204	1476	784	616	488	357	523	480	269	242	148	141	88	67	76	45	70	34	31	37	26	22	21	15	15	7	2	6	8	7	5	3	3	0	2	1	3	3	2	3	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south40_active	80	45639	4695	2657	2346	748	2397	792	521	493	1010	218	211	119	117	365	394	171	165	47	80	26	35	38	13	33	16	15	11	9	6	4	4	2	3	0	2	6	3	4	1	2	0	1	0	2	2	1	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
