label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69
0.03	north1_all	80	26663	24186	8387	4572	9329	2354	2019	1466	1173	796	1561	603	667	312	310	204	241	152	196	163	174	104	85	48	38	33	64	42	39	26	15	23	23	7	8	9	7	5	2	5	3	0	2	1	5	0	1	1	1	0	0	9	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0
0.03	north1_active	80	11882	14786	4261	2064	6077	1071	1011	726	598	353	1052	331	382	138	142	84	117	66	112	97	97	59	53	24	16	16	40	31	24	14	6	16	8	2	1	6	6	3	1	1	2	0	0	0	5	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north2_all	80	26761	24272	8320	4515	9305	2321	2004	1458	1161	792	1651	580	673	311	309	195	220	159	161	152	145	113	85	51	32	29	55	54	20	21	13	26	24	16	8	5	6	7	4	5	4	0	1	0	5	0	1	1	1	0	4	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0
0.03	north2_active	80	12009	14847	4258	2025	6114	1064	1002	753	607	352	1124	301	365	128	138	84	107	73	87	80	68	61	51	22	11	15	28	34	9	12	4	17	11	6	4	3	4	4	1	1	3	0	0	0	5	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north3_all	80	26775	24264	8282	4490	9170	2347	1956	1486	1170	745	1577	606	645	318	292	204	212	156	164	152	145	124	75	51	37	38	55	39	30	21	14	21	18	15	9	4	3	6	3	1	5	0	1	0	3	0	1	2	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north3_active	80	11986	14828	4245	2051	5904	1091	973	752	592	318	1037	327	330	121	136	96	104	68	90	82	70	67	43	25	16	21	31	17	16	12	8	16	13	6	5	1	1	3	1	0	4	0	0	0	2	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north4_all	80	27046	24182	8329	4516	8997	2311	1889	1514	1176	707	1675	626	642	330	286	197	210	149	146	145	160	134	66	44	43	40	47	40	31	22	17	19	16	18	9	4	4	6	3	6	5	1	0	0	1	0	2	3	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	12055	14633	4262	2070	5758	1069	929	794	604	302	1106	347	334	143	134	96	104	66	80	70	91	73	30	23	18	21	27	21	16	13	6	13	10	7	5	1	1	2	1	5	3	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	27022	24297	8364	4547	9070	2354	1905	1585	1157	769	1631	661	639	330	302	190	212	142	184	142	163	120	71	46	41	40	50	38	34	22	21	29	19	10	12	10	4	7	3	6	3	3	1	0	1	1	2	3	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_active	80	11989	14746	4248	2120	5795	1077	925	821	582	340	1060	349	359	138	151	92	97	58	105	75	99	73	36	22	18	18	32	22	20	16	11	21	13	4	7	5	1	4	3	5	2	2	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	27167	24302	8294	4554	9195	2376	1939	1546	1156	778	1633	656	638	332	310	197	206	149	202	115	169	108	72	49	46	33	47	36	28	30	23	26	19	13	16	11	8	6	9	9	3	3	1	0	0	1	3	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
0.03	north6_active	80	12073	14795	4198	2102	5842	1082	937	802	592	353	1095	335	357	141	169	90	103	70	113	67	113	70	40	24	22	12	29	22	16	24	11	15	12	5	8	7	6	4	4	6	1	2	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_all	80	27482	23655	8169	4560	9077	2385	1917	1472	1165	795	1663	645	645	322	271	210	191	160	196	109	185	96	76	59	42	34	43	37	29	30	25	29	23	13	15	12	10	7	11	5	2	2	3	0	0	2	2	1	2	2	0	6	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
0.03	north7_active	80	12187	14438	4077	2141	5874	1111	913	757	607	362	1084	325	372	149	147	94	103	78	111	66	116	61	38	24	19	12	26	19	19	25	15	18	16	8	8	9	8	5	5	1	0	2	2	0	0	1	1	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_all	80	28405	21606	7717	4564	8172	2433	1800	1409	1063	821	1467	628	634	315	284	222	183	150	189	101	174	77	74	62	39	32	38	35	29	33	21	26	20	11	8	10	11	7	10	7	2	2	4	1	0	2	2	1	4	1	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_active	80	13028	12902	3740	2135	5174	1135	820	701	532	384	926	319	362	147	142	90	95	72	100	54	107	38	35	27	18	12	21	20	17	24	14	14	14	6	4	7	9	5	3	1	1	2	3	0	0	1	1	1	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north9_all	80	29034	20007	7433	4728	7191	2389	1739	1389	1060	841	1321	615	552	318	273	244	168	152	182	95	148	87	69	61	32	28	38	36	23	49	18	30	24	7	17	10	8	6	9	7	1	1	5	2	1	2	1	1	2	1	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	13650	11658	3477	2207	4523	1116	793	687	505	402	786	314	304	163	125	104	79	74	104	47	75	41	28	28	13	13	24	20	11	35	13	19	16	4	12	6	6	3	4	3	1	0	4	1	0	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	29800	18235	7010	4786	6301	2394	1681	1371	1034	864	1225	570	478	341	294	249	171	134	174	102	141	94	62	60	40	31	32	37	24	37	13	23	23	7	13	10	6	6	5	5	2	1	3	3	1	2	2	2	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	14290	10296	3183	2201	3787	1148	778	653	475	385	716	279	259	171	129	115	74	65	98	53	73	52	28	28	16	16	17	19	15	23	9	15	13	2	11	5	5	3	2	2	2	0	2	1	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	27085	24573	8245	4469	9190	2402	1941	1557	1193	840	1746	635	600	314	275	193	194	123	237	156	203	111	75	43	37	32	89	28	31	41	11	32	19	10	18	10	5	7	5	8	11	2	4	3	2	1	2	4	0	1	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	12005	14969	4099	1998	5843	1155	962	800	608	423	1114	340	341	141	124	78	80	57	142	96	141	61	36	20	14	13	62	14	14	19	5	18	9	4	13	6	2	7	1	4	9	2	0	1	0	1	2	1	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	26836	24532	8297	4514	9209	2408	1926	1630	1191	816	1743	626	638	334	288	217	191	140	232	163	228	97	74	49	38	32	75	42	24	42	13	38	15	12	14	10	6	5	2	6	15	1	3	4	1	1	2	4	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	12024	14900	4155	2046	5877	1134	1000	839	602	399	1116	343	362	144	136	87	89	68	135	100	162	55	39	24	14	11	52	20	8	16	5	25	6	5	8	7	2	4	0	4	14	1	0	1	0	1	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	26894	24686	8297	4563	9171	2371	1893	1630	1176	755	1710	625	644	323	299	230	203	137	199	146	223	99	70	45	32	32	77	50	26	45	9	44	18	13	10	7	8	15	2	4	14	0	3	4	2	0	2	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	12154	15035	4209	2063	5840	1129	953	822	584	367	1070	329	350	137	145	98	99	63	112	87	147	59	36	20	8	9	53	30	12	21	3	35	6	7	6	5	3	11	1	2	14	0	0	1	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	27008	24127	8469	4562	9264	2405	1883	1562	1178	761	1678	633	680	330	309	218	212	157	215	135	241	107	70	47	29	32	87	53	28	53	12	45	19	9	11	8	3	14	2	4	14	10	2	4	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
