label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96
0.03	north1_all	80	6199	2953	2081	1230	2673	1960	526	449	670	301	269	229	217	179	135	95	111	164	152	89	182	58	52	41	86	43	56	23	17	33	20	10	11	14	27	7	14	15	9	9	11	13	3	4	12	10	5	1	3	4	4	4	1	1	1	1	1	2	0	1	0	0	1	0	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1786	1083	1115	284	2386	1709	114	141	538	131	139	89	63	86	38	25	37	138	108	50	154	25	13	16	77	27	51	7	8	22	9	1	4	6	18	4	9	7	5	5	9	10	0	1	9	9	4	1	2	3	3	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	6206	2926	2004	1199	2630	2053	534	462	707	328	261	229	207	168	143	102	96	167	149	86	186	60	50	37	92	43	52	27	21	39	25	8	13	14	19	8	9	9	10	15	20	13	3	2	3	12	9	1	2	9	4	3	3	2	1	0	0	2	1	1	0	0	2	0	1	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1779	1113	1047	276	2332	1790	111	145	559	146	129	89	59	79	40	22	28	127	112	49	156	23	12	16	83	29	46	8	13	29	11	1	3	7	13	3	6	6	6	9	19	11	1	0	1	11	7	1	2	7	3	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	6099	2899	2033	1227	2709	2052	514	464	758	344	268	219	227	155	141	99	89	167	138	71	132	65	46	43	78	35	42	31	21	30	18	8	17	11	18	9	10	11	8	15	23	10	4	3	6	14	8	1	4	9	4	2	3	1	2	3	0	1	1	2	0	0	2	0	1	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1726	1100	1089	299	2416	1817	119	141	605	151	118	101	65	66	50	19	33	121	107	41	108	28	12	14	71	25	36	9	13	20	7	0	5	5	12	4	5	5	4	10	23	9	1	0	4	13	5	1	2	7	4	0	3	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	6106	2915	2051	1229	2706	2088	509	450	765	334	275	192	194	164	141	102	87	199	124	70	145	61	52	43	77	40	66	39	25	35	22	10	20	11	11	11	9	11	10	16	34	7	3	3	7	11	13	0	2	11	1	1	4	2	2	3	0	1	2	2	0	1	1	0	2	3	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1785	1129	1085	289	2402	1866	127	127	609	140	127	90	52	73	49	23	32	142	91	43	124	31	14	12	68	28	54	9	14	22	10	0	6	5	5	4	4	5	3	10	33	6	1	0	4	10	11	0	0	10	1	0	3	0	0	1	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	6129	2924	2109	1255	2988	2196	530	434	786	349	271	205	182	163	162	91	103	222	132	81	126	63	57	44	82	40	79	28	27	31	26	12	26	9	11	9	14	13	10	10	41	10	3	3	8	9	9	1	2	5	1	1	3	3	3	3	1	1	1	2	1	2	0	0	2	3	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1865	1173	1146	319	2683	1983	133	131	656	146	127	89	49	72	58	24	44	174	96	46	105	31	18	10	69	29	68	6	16	19	12	0	7	2	5	3	7	7	3	7	39	8	1	0	4	8	8	1	0	5	1	0	2	0	0	1	0	0	0	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
