label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94
0.03	north1_all	80	1490	1512	1249	377	230	631	168	308	91	78	84	65	63	59	55	42	78	32	28	31	21	69	40	27	10	13	10	10	19	8	18	10	12	14	8	10	4	20	2	6	1	8	1	2	0	5	5	2	1	2	1	7	0	2	0	0	2	2	0	2	1	0	1	2	0	0	0	0	1	3	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	701	934	853	185	106	419	72	211	43	49	46	35	31	30	32	18	40	12	15	23	9	35	30	13	3	6	5	6	14	5	7	4	8	13	3	5	2	17	2	3	1	5	0	2	0	3	1	1	0	1	0	3	0	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	1480	1533	1172	359	241	632	168	307	83	76	91	60	64	59	66	33	61	30	34	38	16	55	35	29	9	12	8	8	23	7	31	15	15	5	6	12	5	20	9	8	4	9	1	0	1	5	3	1	1	3	1	7	0	1	0	0	6	2	1	2	1	0	1	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north2_active	80	684	947	783	182	109	442	71	199	35	41	48	28	30	29	45	18	26	13	22	28	7	33	26	16	1	7	4	3	15	4	21	5	11	4	0	6	3	19	9	6	4	6	0	0	0	3	0	0	0	2	0	4	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	1508	1582	1207	361	231	683	153	303	78	77	97	61	61	71	65	39	67	26	37	36	16	42	36	21	8	12	10	8	22	8	37	11	10	5	3	7	4	18	11	9	9	7	1	0	3	2	1	0	4	2	1	7	0	0	1	0	7	2	1	2	1	0	1	1	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north3_active	80	701	997	822	189	103	453	69	199	39	50	49	31	29	39	42	18	31	15	22	23	8	26	22	13	2	7	7	1	15	5	28	5	5	4	0	1	2	16	10	8	7	5	0	0	1	1	1	0	2	1	0	4	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	1504	1620	1240	369	254	674	150	265	89	78	114	53	61	66	58	38	53	30	40	37	11	46	37	24	8	15	11	10	24	10	39	10	11	5	2	7	4	10	19	7	10	6	0	2	5	3	1	0	3	3	2	4	0	1	1	1	6	2	2	2	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north4_active	80	691	1027	824	198	117	415	72	156	41	42	61	25	33	39	32	17	29	20	22	23	5	30	21	16	1	12	6	2	14	6	30	4	6	4	0	3	1	7	16	7	6	5	0	1	1	1	1	0	2	2	1	3	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	1565	1607	1220	353	236	719	136	284	101	76	109	50	65	75	67	32	58	24	38	32	19	43	42	26	10	15	13	15	24	9	38	7	11	6	3	4	3	5	28	3	9	6	2	4	4	4	3	0	4	1	3	2	1	1	1	1	6	2	1	0	0	1	0	1	1	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	744	1053	809	182	121	474	58	174	46	39	60	22	34	48	39	14	35	16	23	17	9	28	23	17	4	11	9	4	14	6	31	3	4	5	1	3	1	3	21	3	5	4	0	3	1	3	3	0	2	1	2	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
