label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115
0.03	north1_all	80	9123	3879	1426	1066	773	709	1156	503	386	815	481	257	187	384	295	130	112	89	78	80	66	126	156	49	64	37	41	36	41	65	22	23	44	25	19	31	30	16	22	11	10	16	10	1	11	14	8	6	3	3	18	2	4	3	4	1	14	1	3	4	1	6	1	3	2	2	0	1	1	0	2	5	0	3	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north1_active	80	7116	2907	316	364	298	424	989	294	236	711	392	152	67	329	250	62	63	50	17	37	38	105	137	23	51	10	24	14	11	57	7	7	30	17	9	24	20	8	17	3	3	10	8	0	7	8	6	5	2	1	17	1	3	3	3	0	12	0	2	1	1	5	0	0	1	2	0	0	1	0	2	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north2_all	80	9302	3983	1421	1041	815	698	1183	510	410	783	473	251	197	426	282	134	110	101	76	90	81	128	175	49	69	38	45	33	40	85	18	23	42	23	28	47	32	16	26	12	12	16	11	2	8	17	7	5	2	6	19	3	5	2	3	1	7	1	4	4	0	5	0	3	1	3	0	1	1	0	2	5	0	0	1	2	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	7299	3035	291	361	320	438	1019	312	267	690	374	151	75	372	234	63	59	57	18	37	42	103	156	26	52	9	28	10	13	77	5	9	29	18	18	38	25	10	22	3	3	9	6	0	5	10	4	5	1	1	17	1	3	2	2	0	5	0	2	1	0	4	0	0	1	2	0	0	1	0	2	4	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	9456	3931	1453	1000	813	694	1230	516	424	777	457	245	194	367	293	138	115	123	65	89	74	124	174	38	63	39	55	34	38	74	24	28	42	21	33	35	31	14	28	13	12	15	7	4	7	15	7	6	5	7	13	4	4	8	2	1	10	2	3	3	2	2	0	1	0	3	0	1	1	1	2	1	0	0	0	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	7480	2992	321	367	324	447	1058	312	269	689	355	146	75	320	232	67	58	71	17	37	39	98	150	21	47	10	33	13	12	66	9	15	30	13	24	27	23	5	25	2	2	9	2	1	4	10	3	6	0	2	10	0	3	7	2	0	9	0	1	0	1	2	0	0	0	2	0	0	1	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	9486	3910	1457	1010	811	677	1112	514	437	821	498	246	178	385	280	139	119	124	71	78	71	139	162	41	78	44	56	33	32	75	28	25	38	17	37	40	29	16	26	14	11	11	11	9	6	9	6	4	4	7	24	5	5	8	1	3	18	2	2	4	3	1	3	3	1	2	0	2	0	1	1	1	0	0	0	2	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north4_active	80	7537	3007	320	373	320	420	936	307	274	728	399	155	79	329	224	70	63	67	15	37	31	103	141	17	56	8	31	14	8	67	14	10	31	9	29	34	21	5	24	3	3	7	6	1	3	5	4	2	0	3	21	0	3	7	0	3	18	0	0	0	2	1	0	0	0	1	0	1	0	0	1	1	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	9547	3945	1452	986	815	698	1057	503	415	836	497	272	160	373	240	133	125	127	85	77	61	137	177	49	73	38	61	30	34	99	31	31	48	19	34	53	31	13	23	17	10	13	11	9	6	6	5	5	8	6	23	6	3	9	1	3	17	2	1	2	3	1	3	4	1	3	0	4	0	1	1	1	1	0	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
0.03	north5_active	80	7572	3011	322	365	335	407	873	298	256	742	406	178	59	319	193	66	75	73	13	39	28	108	153	22	53	8	36	13	8	89	16	10	41	10	27	47	24	3	21	6	3	10	10	2	3	4	3	3	1	3	20	0	2	8	0	3	17	0	0	0	2	1	0	2	0	3	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north6_all	80	9397	3859	1417	982	805	743	979	485	401	762	482	286	159	367	247	126	119	105	89	66	56	121	169	50	76	47	49	26	38	84	27	26	49	11	24	49	27	13	19	15	8	18	14	9	7	3	11	6	7	2	23	7	9	7	1	4	17	1	0	2	2	2	3	4	1	2	0	4	0	0	1	1	1	2	0	1	0	1	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
0.03	north6_active	80	7379	2933	302	358	312	417	794	277	249	663	386	179	60	313	202	61	67	51	19	38	22	91	152	24	53	11	33	8	8	74	14	4	41	6	16	46	19	4	13	5	2	15	12	2	4	2	8	2	1	1	21	0	6	7	0	4	17	0	0	0	2	1	0	2	0	2	0	2	0	0	1	1	0	1	0	0	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north7_all	80	8927	3805	1368	940	769	763	915	467	394	749	439	287	167	346	231	120	110	104	96	68	62	105	173	48	70	39	47	32	39	89	29	21	51	18	21	47	20	10	15	14	9	18	11	8	12	4	12	6	5	3	7	5	8	2	1	4	14	4	0	1	3	2	2	2	2	2	1	4	0	0	4	0	1	2	0	1	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north7_active	80	6826	2797	300	316	272	421	722	261	235	641	341	162	58	295	178	58	58	43	22	39	26	79	157	24	49	10	28	8	9	77	12	5	43	9	14	39	15	4	10	4	3	14	10	2	6	2	10	3	1	1	6	0	6	1	1	3	13	0	0	0	2	1	0	2	1	2	1	1	0	0	4	0	0	1	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
