label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156
0.03	north20_all	80	2862	934	706	401	404	358	275	246	284	156	172	96	216	114	61	111	55	71	75	42	33	77	40	31	62	33	27	79	29	58	12	40	23	27	9	20	5	20	37	8	9	10	10	12	11	18	5	18	7	16	8	9	8	6	4	11	5	9	2	8	9	8	3	1	0	6	6	3	3	6	5	1	5	5	2	0	1	8	0	1	1	3	0	1	1	1	2	2	0	1	3	1	4	0	0	1	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	4
0.03	north20_active	80	1628	477	378	185	219	199	153	137	184	82	104	59	160	55	35	57	32	41	50	22	16	48	23	15	25	19	10	49	14	40	6	29	10	18	3	16	1	14	24	2	6	4	6	11	9	9	2	12	3	8	3	8	2	2	1	3	5	7	1	3	7	5	2	1	0	2	1	1	3	2	4	0	4	4	2	0	0	5	0	1	0	2	0	1	0	0	1	1	0	1	1	0	3	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4
0.03	south21_all	80	2820	881	656	411	419	325	206	249	269	171	219	101	184	125	78	137	65	62	70	34	43	66	22	38	63	32	42	79	33	55	19	33	14	23	11	21	7	13	29	7	6	7	18	9	13	7	7	13	4	7	0	10	9	10	3	7	21	1	1	4	7	7	3	4	2	3	4	3	2	7	12	3	2	5	2	3	2	6	1	2	0	1	1	0	1	0	0	0	1	0	9	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	1654	418	337	203	226	182	109	131	165	90	126	54	122	67	39	93	35	34	45	19	24	38	8	22	25	19	23	48	21	27	8	19	8	11	7	12	3	9	17	3	2	4	12	2	7	3	2	11	3	1	0	9	2	9	1	4	17	0	1	2	3	5	0	4	1	1	2	1	0	4	10	2	1	5	1	2	1	1	1	1	0	0	0	0	1	0	0	0	1	0	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	2843	895	681	398	413	327	227	261	273	181	201	104	191	125	75	122	68	60	75	36	48	71	22	40	57	35	46	83	31	52	20	35	13	23	13	20	5	17	38	7	10	10	21	12	16	6	7	11	5	8	1	9	7	10	4	4	13	3	4	5	6	9	2	3	2	3	2	5	2	2	7	1	0	4	1	4	0	2	2	1	0	0	0	0	0	0	0	1	0	0	5	1	0	1	2	0	0	0	0	0	1	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	1699	436	345	190	220	177	128	132	159	99	119	41	120	62	42	79	37	34	52	22	24	39	11	23	23	20	30	44	21	27	9	16	9	9	8	11	3	10	24	4	4	4	15	5	10	4	1	7	4	1	1	6	2	8	2	3	7	1	2	4	3	6	0	2	1	2	1	3	0	1	4	0	0	2	0	3	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	2864	911	685	400	433	319	230	260	266	180	184	106	236	128	65	113	77	61	73	41	39	70	26	40	42	29	48	91	30	59	14	31	16	24	14	23	8	22	30	8	10	12	22	12	10	5	7	18	6	8	2	5	4	8	3	5	6	3	5	8	7	7	2	3	2	4	2	5	1	3	7	0	0	5	4	2	1	2	1	2	1	1	0	0	1	1	1	1	1	1	1	1	4	2	2	0	0	0	0	0	1	0	1	2	0	1	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	1682	430	352	196	244	171	121	130	146	103	120	46	160	65	33	78	34	33	49	23	18	41	16	25	16	14	32	53	15	40	5	15	8	14	6	13	7	15	17	3	4	5	17	3	4	3	2	11	5	3	1	2	2	5	2	4	2	1	2	4	4	3	0	2	1	3	0	3	1	2	4	0	0	2	0	2	1	1	0	0	1	1	0	0	0	1	0	1	1	0	0	1	2	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	2851	945	666	399	419	306	239	242	284	179	178	116	232	114	73	117	80	68	75	46	39	92	36	50	48	25	40	98	23	60	23	26	15	23	18	29	11	20	27	5	10	13	14	11	13	7	8	12	8	6	3	6	6	9	4	5	6	4	7	8	6	8	5	1	1	3	1	2	4	2	4	1	1	4	5	1	5	2	11	3	1	1	0	1	1	1	4	1	1	1	0	0	4	2	1	1	0	0	0	0	1	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	1650	446	341	191	249	164	125	138	170	106	106	47	163	64	43	69	35	33	54	26	22	62	25	32	23	13	22	55	8	40	12	15	7	13	6	16	7	15	14	2	4	4	10	5	7	3	5	4	5	3	1	4	2	6	2	4	0	1	1	4	3	3	3	0	0	2	0	2	1	1	1	0	1	1	0	1	2	1	10	0	1	1	0	1	0	1	3	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	2808	939	663	397	388	323	255	239	300	176	181	117	243	113	77	119	82	60	73	37	41	101	36	43	51	33	37	101	28	55	24	25	19	24	14	35	13	19	25	6	5	10	16	10	13	5	5	12	7	5	6	14	5	13	3	6	3	5	5	6	3	9	4	2	1	2	2	2	4	2	4	4	2	2	4	2	6	2	11	5	1	1	0	1	1	2	5	0	1	1	14	0	4	1	0	1	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1623	441	341	191	227	185	128	133	190	102	103	60	169	66	41	71	33	35	52	20	16	73	25	26	28	13	16	60	14	41	14	16	7	14	2	19	6	14	16	2	2	4	11	7	7	3	4	6	3	5	2	9	2	11	2	4	0	1	1	2	2	4	3	1	0	1	0	2	1	1	1	0	1	1	0	1	2	0	10	2	1	1	0	1	0	1	4	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	2830	925	629	406	423	342	250	227	343	175	176	117	229	114	84	132	74	55	69	32	45	100	39	40	57	33	30	106	25	49	26	34	18	19	13	46	14	18	31	4	7	9	16	16	12	8	6	7	8	5	6	21	8	25	4	7	9	5	5	6	2	6	4	2	3	0	2	0	6	0	2	4	4	1	2	1	5	1	11	4	0	0	0	2	0	1	5	6	1	0	14	1	4	0	0	1	0	0	1	0	0	0	0	1	1	0	2	1	0	0	0	1	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	1623	444	325	204	256	192	121	125	230	103	96	65	156	67	44	73	32	33	44	12	19	74	26	25	38	12	11	77	13	32	16	18	7	11	2	30	4	13	20	1	2	4	11	12	6	2	6	2	2	5	2	17	3	21	3	4	4	2	1	5	2	2	3	2	1	0	0	0	3	0	2	0	2	1	0	0	1	0	10	2	0	0	0	1	0	0	4	6	1	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	2757	929	651	396	416	363	241	232	376	164	161	119	256	89	81	131	72	51	63	33	55	98	37	38	53	41	31	88	21	38	20	33	16	17	14	42	11	21	41	9	6	12	19	13	9	13	5	6	8	5	9	22	9	24	5	6	11	6	5	7	2	13	1	4	4	0	1	0	4	1	4	4	4	2	1	1	3	2	2	2	0	0	0	2	0	1	1	6	1	0	14	1	2	0	1	0	0	0	1	0	0	0	0	1	1	0	3	1	0	0	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	1620	442	345	191	234	207	114	126	259	93	84	65	177	49	39	73	32	33	35	8	19	66	19	23	31	18	14	61	13	27	9	14	9	8	5	26	4	14	25	5	3	7	13	10	7	3	5	2	1	4	5	17	1	20	4	2	4	4	2	6	1	10	0	3	1	0	0	0	3	1	4	0	2	1	0	0	1	0	0	2	0	0	0	1	0	0	1	6	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	2785	929	666	366	423	401	221	219	342	167	176	106	246	119	84	122	73	65	69	41	53	79	34	39	46	37	35	90	28	53	16	35	17	19	16	41	14	25	38	12	5	9	21	13	8	19	7	11	6	5	7	26	11	17	6	5	10	4	4	6	3	13	3	3	3	1	0	2	4	1	5	3	4	1	0	1	0	4	2	2	0	0	0	2	0	0	1	7	1	1	1	3	6	0	1	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	1592	445	362	173	235	225	105	119	207	93	96	53	165	63	45	67	33	43	34	17	19	47	12	24	27	21	19	70	11	41	8	16	10	10	6	26	7	15	24	7	3	6	15	10	7	5	4	5	0	2	5	21	1	13	3	2	4	4	1	6	1	9	0	2	1	1	0	1	4	1	4	0	2	0	0	0	0	1	0	2	0	0	0	1	0	0	0	6	1	1	0	2	6	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	2922	912	683	369	405	390	216	220	322	162	193	116	233	122	95	114	64	75	66	46	46	87	43	42	46	37	33	68	30	63	16	29	14	30	19	31	8	19	33	17	9	9	21	11	17	15	7	6	6	4	7	24	9	5	8	2	8	4	4	2	7	13	2	2	2	1	1	2	2	2	4	0	2	1	0	1	0	3	2	0	0	4	0	2	0	0	1	7	0	2	0	3	4	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	1695	427	377	167	220	224	106	129	192	87	111	49	163	69	50	61	30	47	30	21	15	44	15	28	25	24	18	44	14	46	7	11	8	13	10	20	6	11	21	9	6	5	15	9	12	4	3	3	1	1	5	20	0	3	5	1	3	4	1	2	2	8	0	1	1	1	0	1	1	2	3	0	1	0	0	1	0	1	1	0	0	3	0	2	0	0	0	6	0	1	0	2	4	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	2875	919	695	397	410	383	224	242	297	162	201	123	208	125	90	100	67	66	61	48	41	85	51	49	52	31	30	73	33	71	21	18	14	31	15	33	9	17	29	17	15	8	17	14	21	15	9	8	2	4	7	27	10	10	8	2	4	4	2	0	7	11	2	0	0	3	1	2	3	1	4	0	1	1	0	4	2	4	1	0	0	5	0	3	0	0	1	1	1	2	3	2	4	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	1629	438	388	176	219	212	107	140	169	88	112	56	148	70	52	53	35	40	33	26	19	49	22	31	29	21	17	43	19	51	8	11	7	14	9	22	7	11	16	10	10	4	11	13	13	5	3	4	1	2	6	17	2	10	6	0	2	3	0	0	3	7	0	0	0	1	0	1	2	1	3	0	0	0	0	1	2	2	1	0	0	3	0	3	0	0	0	0	1	1	3	2	4	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	2879	862	663	387	385	350	240	239	314	153	198	127	249	113	64	112	74	60	59	39	41	67	28	36	59	31	38	77	28	84	16	36	16	19	14	23	12	19	18	6	15	10	20	8	7	15	12	16	5	7	9	5	4	4	11	3	7	6	1	1	3	5	4	4	4	1	2	3	1	3	7	4	2	5	3	1	1	8	7	1	2	2	2	2	1	2	1	3	2	1	16	0	0	1	2	2	0	0	1	0	0	2	1	6	0	0	0	1	0	0	1	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	1648	402	363	185	232	214	118	132	195	86	125	64	160	67	28	63	39	29	32	20	18	40	17	17	37	18	19	52	12	61	10	24	7	15	6	12	4	11	13	3	9	5	13	3	3	9	10	11	2	2	5	4	0	3	9	2	4	3	1	1	1	5	1	4	2	0	0	3	1	1	6	3	1	3	2	0	1	8	6	1	1	2	1	1	0	1	0	2	1	1	8	0	0	0	2	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	2903	877	659	408	365	327	227	245	318	157	195	127	249	110	60	124	72	62	72	38	44	56	29	33	60	27	34	80	22	72	18	34	14	18	13	22	10	16	19	8	14	10	17	13	13	14	8	14	7	10	10	5	6	5	13	4	7	7	0	3	4	7	3	3	2	1	2	1	4	2	4	4	5	5	3	2	1	10	4	1	1	1	5	6	1	2	2	4	2	1	17	0	3	0	3	2	0	0	1	0	0	1	1	5	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0
0.03	south32_active	80	1653	418	371	188	224	196	118	145	195	90	123	62	167	64	27	79	34	30	37	17	19	31	14	17	28	16	17	58	9	47	11	19	9	13	6	12	4	8	12	2	6	4	9	6	8	7	5	10	3	3	6	4	0	2	11	2	4	3	0	2	2	7	0	3	1	0	0	1	2	1	3	3	4	2	2	1	1	10	2	1	1	1	4	5	0	1	2	3	1	1	9	0	3	0	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	2861	901	661	383	375	324	214	259	324	171	198	116	220	122	63	132	66	62	76	32	44	61	30	40	46	28	35	100	31	75	18	26	17	22	14	20	10	11	26	10	11	9	12	13	10	12	8	15	4	9	7	6	11	5	7	4	7	5	2	3	6	4	4	2	2	1	2	1	5	2	4	2	5	4	2	3	1	8	4	1	1	0	6	7	3	2	2	6	1	1	14	0	19	0	1	2	0	0	0	0	1	2	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0
0.03	south33_active	80	1646	406	381	161	213	184	107	163	192	103	125	54	141	67	31	80	35	32	36	19	20	39	13	21	16	16	21	74	11	48	11	13	11	16	7	11	3	7	19	3	2	4	4	7	8	6	4	9	1	4	4	3	6	2	6	1	5	1	1	2	4	4	1	2	1	1	0	1	2	1	2	2	5	2	1	1	1	8	2	1	1	0	5	6	0	0	2	5	1	1	14	0	19	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	2924	908	663	394	428	321	200	265	298	181	195	117	229	139	60	131	65	67	81	33	41	65	35	43	49	30	32	101	28	85	18	23	19	18	13	24	10	10	26	10	7	8	17	14	11	11	7	22	5	9	5	9	11	4	8	4	10	5	2	4	6	9	3	1	0	2	1	1	6	2	4	0	4	1	1	2	0	6	3	0	1	1	5	5	2	1	2	5	1	0	10	0	19	0	1	1	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0
0.03	south34_active	80	1706	424	359	169	223	169	98	174	176	107	114	57	151	87	32	80	40	37	39	20	19	36	15	21	18	16	16	74	13	53	10	8	11	12	8	15	3	4	15	4	1	2	9	9	7	7	4	14	3	4	2	5	8	1	7	1	7	1	1	2	4	6	1	0	0	2	0	1	2	1	2	0	4	0	1	1	0	6	1	0	1	0	5	5	0	0	2	5	1	0	10	0	19	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	2752	915	681	376	448	322	196	276	281	168	198	116	196	142	72	122	72	57	81	35	39	75	34	38	54	32	34	113	30	75	22	18	21	19	16	23	9	12	36	10	4	9	14	7	11	11	8	20	6	6	4	15	14	3	7	3	6	4	2	2	6	9	3	5	0	6	0	0	7	2	9	0	4	6	0	3	0	0	10	0	3	1	1	1	3	2	0	6	0	0	6	0	19	0	1	1	0	0	0	0	1	2	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	1609	430	366	159	231	180	87	172	149	91	122	64	124	87	41	75	43	29	41	18	19	37	14	15	30	18	20	83	12	48	13	9	11	11	8	15	4	6	27	4	0	1	9	6	7	7	5	14	4	3	2	3	12	2	6	2	4	1	1	0	5	6	1	4	0	4	0	0	2	1	5	0	3	5	0	1	0	0	9	0	1	0	1	1	1	1	0	5	0	0	6	0	19	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	2810	910	660	399	477	339	216	254	268	159	202	113	215	135	76	99	70	62	68	38	34	94	37	33	60	38	27	97	24	76	25	18	17	20	15	19	10	15	39	7	3	11	16	6	8	11	8	21	5	5	2	16	18	2	4	3	10	3	1	2	3	9	4	5	0	7	0	0	3	3	15	4	3	5	0	2	0	1	10	0	4	1	0	3	4	1	0	3	0	0	2	0	3	6	0	1	0	0	0	0	0	2	0	1	0	1	0	0	2	0	0	0	2	0	0	0	0	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	1597	437	346	180	255	190	103	146	146	87	127	63	135	84	42	58	41	34	37	19	17	39	16	13	31	20	14	71	12	48	15	7	7	14	11	12	4	8	23	3	0	2	11	5	2	7	6	16	4	2	1	3	14	2	3	3	7	1	0	1	2	6	0	4	0	4	0	0	1	1	5	2	1	5	0	0	0	1	9	0	1	0	0	3	2	1	0	2	0	0	2	0	3	6	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	2813	919	679	420	470	334	219	258	274	169	216	112	201	128	83	100	65	68	54	49	28	95	37	39	60	35	25	83	29	63	28	34	13	24	17	18	12	19	30	11	4	10	18	8	11	9	6	15	9	5	0	17	12	2	2	5	11	3	1	4	7	8	3	6	1	8	0	0	2	3	16	4	4	7	0	2	0	1	10	1	4	0	1	3	3	1	0	11	0	3	3	0	0	6	0	1	1	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	1584	426	353	189	256	191	98	137	140	89	135	58	117	72	48	55	31	40	31	21	13	43	16	20	31	18	13	56	12	36	16	17	6	17	10	13	5	9	18	4	1	4	9	6	3	6	4	9	7	2	0	5	7	1	1	3	7	1	0	4	4	6	0	5	1	4	0	0	1	1	6	2	2	5	0	0	0	1	9	0	1	0	1	3	2	1	0	10	0	3	2	0	0	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	2906	944	672	420	477	340	229	243	294	187	214	115	219	134	80	114	53	66	58	50	34	89	37	36	54	32	26	69	27	73	22	57	14	22	16	18	14	18	27	10	5	8	21	10	13	8	4	17	7	3	2	15	12	11	2	6	12	3	2	4	6	4	5	6	3	4	2	0	2	3	15	6	3	7	0	3	0	5	8	1	4	2	1	3	3	1	1	9	0	3	3	0	0	6	0	1	2	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	1	2	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	1667	430	343	192	264	199	110	130	163	97	135	61	134	82	39	59	22	43	32	22	18	45	18	22	31	14	15	42	9	39	12	38	7	16	9	15	5	7	13	3	2	5	14	7	3	3	3	13	5	1	1	6	5	10	0	3	8	1	1	4	3	3	0	2	1	2	0	0	2	1	4	3	2	5	0	0	0	3	6	0	2	2	1	3	1	1	0	9	0	3	2	0	0	6	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	2954	917	711	402	473	344	213	226	331	191	206	135	222	134	85	120	60	57	55	58	43	82	38	48	49	31	32	69	26	76	21	66	16	19	12	21	18	18	35	11	3	7	21	16	13	9	2	18	10	3	3	14	8	13	4	6	7	5	3	3	10	1	3	6	3	2	3	0	2	2	4	3	1	5	0	2	0	4	4	1	2	3	1	0	2	0	1	9	0	4	2	0	0	6	2	1	3	1	0	0	0	2	0	0	0	0	1	0	1	1	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	1713	424	346	192	272	190	99	125	197	100	127	70	141	81	40	66	28	36	24	28	28	44	21	25	32	11	17	38	9	43	11	44	9	11	5	15	6	8	16	3	2	6	13	10	4	3	2	13	5	1	2	7	3	10	1	1	4	4	2	3	3	0	0	2	1	1	1	0	2	1	2	2	1	3	0	0	0	2	2	0	2	3	1	0	0	0	0	9	0	4	1	0	0	6	2	0	3	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
