label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61
0.03	north1_all	80	3737	1518	1276	896	408	1004	290	166	935	177	89	61	88	60	41	36	23	26	125	11	15	42	9	10	12	6	4	10	4	5	2	2	6	1	0	1	5	1	3	0	2	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1320	351	741	544	164	899	162	56	898	109	18	16	53	25	17	12	8	14	116	4	7	39	6	6	5	3	1	8	4	2	1	1	6	0	0	1	4	0	3	0	2	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3693	1556	1255	813	410	900	271	177	846	151	95	70	73	56	43	35	20	28	91	19	15	47	9	12	10	6	4	6	6	5	1	4	5	1	0	1	5	2	4	0	0	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1237	361	707	475	152	792	154	59	799	80	23	20	45	30	19	8	5	15	82	7	6	43	6	9	4	4	1	4	5	1	0	2	5	0	0	1	4	0	4	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3647	1568	1145	815	428	787	259	184	709	142	116	75	70	64	41	36	26	28	34	19	15	42	9	12	8	7	2	4	3	5	0	3	2	2	1	1	3	2	2	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1168	386	589	461	155	686	139	60	655	76	32	20	41	33	13	8	4	14	25	8	6	37	6	9	3	4	1	3	2	1	0	2	2	0	1	1	2	0	2	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3726	1643	1160	789	464	698	243	200	528	156	120	75	62	65	43	33	28	25	46	19	18	30	10	9	5	6	3	3	5	4	3	2	0	3	1	3	2	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1173	401	607	427	170	595	122	66	481	84	34	22	36	27	13	7	4	11	39	9	9	27	7	6	5	3	1	1	3	0	0	1	0	0	1	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	3766	1619	1201	782	488	726	254	196	611	168	113	73	75	72	41	38	31	28	56	16	15	21	7	6	3	4	7	11	3	3	6	0	0	3	1	2	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
0.03	north5_active	80	1195	358	643	424	196	624	137	67	560	101	36	20	39	31	12	8	6	15	49	8	9	18	4	4	3	2	2	10	1	0	1	0	0	1	1	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north6_all	80	3674	1623	1222	785	486	849	289	192	837	154	92	82	89	63	36	34	33	31	76	16	13	22	5	4	4	8	8	15	6	2	7	0	1	3	2	2	3	1	1	2	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
0.03	north6_active	80	1188	340	682	447	207	747	166	64	795	94	32	22	53	26	11	8	9	13	68	8	9	20	2	2	2	3	3	13	1	0	1	0	1	1	2	2	2	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
0.03	north7_all	80	3649	1616	1235	776	480	979	317	180	1078	150	90	79	88	60	35	35	28	33	131	12	12	31	4	4	7	7	7	14	8	3	5	4	1	1	3	1	2	1	1	3	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
0.03	north7_active	80	1233	353	719	461	207	868	183	58	1041	96	31	22	55	29	10	9	8	13	123	5	6	29	2	2	4	2	3	13	2	0	1	2	1	1	3	1	1	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	north8_all	80	3651	1574	1214	846	434	1104	303	180	1244	136	90	78	104	66	29	30	29	29	178	16	12	35	10	8	7	7	4	22	5	2	4	6	1	1	3	1	3	1	1	3	6	8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	north8_active	80	1315	323	736	516	197	994	183	52	1204	82	31	20	74	28	9	10	7	11	169	6	4	31	4	5	4	2	1	20	1	0	2	3	1	0	3	1	2	0	0	1	5	8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	north9_all	80	3639	1554	1238	855	417	1137	256	174	1145	142	86	78	104	78	31	36	24	26	182	16	12	36	15	11	7	5	1	16	5	3	1	7	1	2	4	1	8	1	1	1	2	8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	1323	301	724	532	176	1022	139	51	1103	84	20	19	69	33	11	11	5	13	177	8	5	31	7	6	4	2	1	12	3	0	1	3	1	0	3	1	7	0	0	1	0	8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
