label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59
0.03	north16_all	80	2100	1006	612	1380	357	191	207	175	91	121	51	37	63	51	27	26	51	32	10	6	3	13	7	21	9	1	13	1	7	0	3	3	0	5	3	1	1	1	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	969	506	326	919	200	100	108	98	48	84	24	21	41	31	12	13	34	24	7	4	2	8	2	16	2	0	6	1	3	0	2	0	0	2	3	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	2104	1076	607	1491	401	204	194	175	100	139	54	47	58	55	27	23	61	35	9	5	3	8	8	32	12	1	8	2	6	3	3	3	1	3	3	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	994	542	318	979	236	104	104	101	50	91	22	27	33	30	13	13	42	26	6	3	2	4	2	27	3	0	6	2	4	2	2	1	1	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	2121	1062	629	1514	442	226	175	161	100	129	57	54	64	49	22	21	74	37	13	5	5	12	7	32	14	2	7	2	6	3	2	2	1	1	3	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	993	545	310	995	279	116	91	101	47	83	23	31	31	30	10	11	52	20	7	3	3	8	2	27	6	0	5	2	4	2	2	1	1	0	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	2109	1083	639	1556	430	217	188	186	88	143	65	56	59	37	23	23	75	34	12	7	3	9	5	41	10	1	3	1	3	3	0	1	1	1	4	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	972	571	321	1020	284	110	101	108	38	98	31	30	29	21	11	10	57	16	5	4	2	7	1	30	7	0	3	1	3	2	0	1	1	0	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	2105	1004	638	1396	424	214	176	191	93	132	62	58	67	43	18	23	66	38	15	9	4	8	7	33	12	2	5	1	0	0	0	1	1	0	1	2	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north20_active	80	952	508	319	913	278	103	92	106	49	87	32	31	34	26	9	9	49	18	7	5	2	5	2	21	7	1	3	1	0	0	0	1	1	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	2128	1036	644	1673	430	200	183	186	77	148	47	38	50	37	30	31	81	20	12	6	7	14	2	21	10	4	12	3	3	4	4	4	2	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
0.03	south21_active	80	983	491	344	1115	263	105	94	105	36	84	26	16	32	25	14	22	64	9	6	4	3	7	1	15	6	3	1	1	0	3	2	4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	2151	1051	651	1786	411	189	199	196	72	151	50	34	61	41	29	35	81	23	6	6	10	13	2	19	10	4	11	3	4	4	4	5	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south22_active	80	1000	513	332	1182	252	103	117	105	35	84	27	14	41	30	13	24	62	10	4	4	3	7	1	13	6	3	1	1	0	3	2	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	2125	1010	651	1735	408	199	216	196	77	116	56	33	60	42	30	31	72	23	7	3	9	13	4	19	21	3	10	3	3	2	0	5	0	0	1	1	0	0	1	0	1	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0
0.03	south23_active	80	1012	486	330	1134	250	116	142	101	32	65	34	13	42	32	11	20	48	13	3	1	4	5	2	4	10	2	1	1	0	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	2148	972	641	1654	399	206	219	213	83	104	55	30	60	55	33	28	59	27	5	4	16	11	6	30	19	4	4	1	2	2	0	8	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	south24_active	80	1041	501	319	1080	235	121	145	110	32	59	30	13	45	42	13	14	36	15	2	2	9	4	4	18	10	2	3	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	2158	986	665	1547	395	198	223	206	87	107	53	43	57	58	22	25	45	39	12	7	14	11	7	42	19	3	9	1	1	2	1	8	1	0	0	0	0	0	0	0	1	1	0	1	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south25_active	80	1046	510	342	1037	230	108	144	113	32	59	28	19	42	43	6	13	20	25	5	3	9	6	4	30	7	1	6	0	1	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south26_all	80	2147	996	669	1485	428	190	224	179	90	112	55	43	46	66	25	24	50	39	14	10	13	9	8	36	19	6	8	2	1	0	1	7	2	1	0	0	0	0	0	1	0	1	0	1	0	1	2	0	0	1	0	1	1	0	1	0	0	0	0	0
0.03	south26_active	80	1049	526	352	994	244	95	140	94	33	69	31	16	26	48	7	15	28	23	6	4	6	6	5	31	6	2	5	0	1	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	1	0	1	0	0	0	0	0
0.03	south27_all	80	2126	1000	635	1476	423	207	223	185	86	123	58	56	51	57	18	20	63	50	13	9	14	9	6	36	16	8	13	2	0	0	1	8	3	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0
0.03	south27_active	80	982	524	338	955	257	91	142	103	33	79	31	19	24	41	7	15	36	35	5	3	6	5	3	34	10	3	10	0	0	0	0	6	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0
0.03	south28_all	80	2114	1021	636	1534	430	209	219	169	85	122	60	63	49	61	25	18	87	42	11	7	11	8	4	33	24	7	15	2	1	0	1	7	3	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
0.03	south28_active	80	978	518	343	967	251	83	143	102	32	72	31	23	27	41	8	7	51	32	4	2	6	5	3	29	12	3	13	0	0	0	0	6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
0.03	south29_all	80	2153	1047	600	1469	426	226	225	181	89	115	62	63	58	53	28	16	93	41	10	5	13	6	6	32	21	4	16	1	6	1	1	5	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	973	524	326	948	250	96	139	111	39	69	34	26	31	31	12	6	54	32	5	2	7	4	3	18	13	2	13	0	2	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	2133	1045	593	1456	402	218	228	195	77	112	58	54	56	53	26	23	88	39	10	9	8	5	4	32	19	2	12	0	6	1	1	4	2	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	994	504	307	908	229	99	140	131	37	67	29	25	32	32	10	10	51	31	6	6	4	3	1	17	8	1	8	0	2	0	0	4	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	2090	1033	574	1639	430	194	192	191	87	136	57	48	72	32	17	13	66	34	15	11	6	8	9	24	6	3	9	1	5	2	0	2	2	0	3	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	south31_active	80	1014	505	312	1102	260	101	116	121	41	87	28	20	43	23	12	3	39	19	6	5	2	4	4	22	3	2	5	0	3	1	0	1	1	0	2	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	south32_all	80	2092	1026	577	1650	428	202	215	183	98	143	54	49	65	34	15	20	72	34	17	10	9	9	11	29	7	1	8	1	4	0	2	3	1	0	4	4	0	0	2	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
0.03	south32_active	80	982	516	293	1099	250	97	127	110	49	96	27	22	32	22	8	7	50	21	8	5	3	6	6	27	3	0	6	0	3	0	1	3	0	0	2	4	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	south33_all	80	2065	1015	570	1610	420	210	228	183	101	130	44	44	61	33	19	23	91	35	15	7	11	14	7	26	13	1	12	1	4	0	2	4	1	0	4	2	0	0	2	0	0	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	987	521	288	1080	232	106	142	104	50	78	20	19	36	21	9	9	72	20	7	3	7	8	5	26	5	1	10	0	2	0	1	3	0	0	2	2	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	2049	1038	565	1566	404	214	220	186	106	121	46	44	55	37	19	27	84	27	13	7	12	17	8	13	18	4	5	1	4	0	2	7	0	0	5	1	1	1	2	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south34_active	80	965	550	288	1052	223	113	129	108	53	81	20	22	35	24	8	14	68	18	6	1	7	9	6	12	10	2	5	1	3	0	1	5	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south35_all	80	2059	1036	590	1581	395	224	216	170	105	137	51	41	56	43	21	26	92	30	5	9	10	15	4	8	21	5	8	2	4	1	2	5	2	0	5	1	1	1	2	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0
0.03	south35_active	80	957	545	300	1064	219	116	127	101	54	84	24	19	35	21	9	19	79	19	3	1	7	8	2	5	14	3	5	1	3	0	1	3	2	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south36_all	80	2096	1042	587	1598	376	232	201	172	97	146	52	35	59	45	28	35	81	31	6	9	7	12	5	7	19	4	7	2	2	1	1	5	5	0	3	1	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0
0.03	south36_active	80	979	536	305	1097	218	121	112	104	47	87	23	15	39	20	15	22	56	19	2	2	4	5	2	4	12	2	4	1	2	0	1	3	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south37_all	80	2033	988	580	1443	357	210	183	162	88	150	52	31	61	51	20	37	72	31	10	10	0	6	4	6	10	5	5	2	0	1	1	4	5	0	2	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	943	488	285	972	201	102	106	92	43	91	23	10	38	23	11	23	48	17	3	4	0	4	1	2	6	3	2	1	0	0	1	3	4	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	2038	958	554	1340	363	205	215	169	72	132	50	36	59	46	22	34	58	34	12	10	1	7	5	9	15	8	3	1	0	0	3	5	5	0	1	0	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	945	460	272	916	215	91	121	95	34	83	23	13	37	20	13	20	28	17	4	5	0	4	1	5	11	6	1	1	0	0	1	4	4	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	2005	938	543	1326	359	187	232	171	71	110	56	38	58	63	18	24	48	26	19	13	5	4	6	12	18	11	0	2	0	1	3	4	2	1	2	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	915	460	257	916	222	83	129	93	36	68	26	17	30	35	9	10	31	14	8	5	0	3	2	10	10	6	0	1	0	1	0	3	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	2092	986	559	1433	393	182	249	165	75	111	59	46	72	55	22	22	51	27	16	12	7	4	5	27	31	11	3	2	1	1	4	5	1	1	5	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	968	478	272	1003	241	82	139	102	37	68	25	24	45	31	10	12	30	16	8	4	0	3	2	17	23	6	2	0	1	1	0	3	1	1	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
