label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65
0.03	north6_all	80	10658	4093	3076	3343	889	1523	442	775	413	303	222	229	128	173	198	110	114	75	129	69	35	33	37	27	19	19	7	15	9	6	9	4	5	3	0	3	2	3	8	0	3	0	0	0	0	0	2	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north6_active	80	6076	2218	1850	2140	421	959	192	476	222	160	111	130	67	96	111	71	58	48	83	42	16	16	18	18	8	14	4	7	7	3	4	1	3	0	0	3	1	1	6	0	3	0	0	0	0	0	2	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	10802	4056	3089	3193	891	1468	450	855	414	308	223	226	138	144	214	116	116	90	144	68	34	44	29	24	20	20	11	16	14	4	15	9	9	3	1	1	2	3	3	0	4	0	0	0	0	0	2	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_active	80	6188	2208	1866	2048	421	947	195	549	211	150	114	121	69	74	117	78	69	67	102	37	11	25	11	15	9	13	5	8	10	2	9	5	4	1	0	1	1	1	2	0	3	0	0	0	0	0	2	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	10695	4091	3097	3185	835	1430	463	833	411	296	221	238	141	138	221	97	115	101	133	56	32	46	23	25	22	20	10	15	15	4	14	10	8	4	1	1	2	1	3	1	4	0	0	0	0	2	1	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north8_active	80	6101	2211	1877	2045	378	901	213	533	218	143	110	122	66	66	133	59	71	67	96	29	14	31	11	17	13	12	4	9	7	1	9	5	2	2	0	1	0	0	3	1	3	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	10853	4191	3083	3207	843	1404	484	876	444	295	245	230	136	119	203	95	111	109	132	48	34	46	27	24	31	22	8	23	19	5	13	10	7	8	1	0	3	1	1	1	1	0	1	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north9_active	80	6166	2296	1879	2065	383	879	225	573	248	141	135	120	61	66	143	48	70	76	97	27	17	32	15	17	21	15	4	18	8	1	10	6	3	5	0	0	2	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	10766	4155	3171	3268	828	1438	496	858	436	276	236	219	147	126	181	103	123	109	115	36	35	42	35	23	33	18	5	19	21	7	12	10	7	8	1	0	5	2	1	2	1	1	1	0	0	2	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north10_active	80	6102	2248	1918	2142	376	882	228	547	252	132	131	124	73	66	134	46	66	76	80	21	21	25	20	16	26	13	3	15	9	1	9	8	4	5	0	0	4	1	1	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	10670	4193	3120	3062	883	1547	458	849	435	286	227	215	123	129	186	98	117	75	93	41	29	23	34	15	37	19	6	16	6	9	8	6	8	2	3	2	5	1	2	2	5	3	1	6	2	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	6011	2256	1793	1934	412	1024	201	533	230	146	116	137	57	64	118	51	65	42	64	21	13	9	21	9	22	12	3	11	2	5	5	4	6	2	2	2	1	0	0	0	5	1	1	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	10548	4204	3044	3129	876	1500	438	835	432	304	231	208	117	126	177	97	109	82	81	51	30	33	32	12	32	18	9	19	5	9	13	8	14	4	3	5	4	1	4	2	3	3	1	7	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	5868	2250	1792	2001	393	963	205	532	231	147	127	134	49	62	121	56	66	46	53	27	15	17	22	7	18	12	4	12	2	5	10	3	11	4	1	3	2	0	2	0	3	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	10323	4065	3061	3215	869	1523	455	854	414	324	239	202	124	121	171	104	106	94	88	55	33	31	35	8	37	17	11	13	6	7	16	8	14	5	3	5	4	4	4	0	1	3	1	6	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	5763	2145	1825	2035	388	988	207	534	230	159	135	120	57	64	117	61	58	53	59	33	19	20	22	3	25	10	5	7	1	4	11	3	11	4	0	3	2	4	2	0	1	2	1	4	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	10372	4001	2932	3326	851	1524	467	839	422	311	243	191	136	123	179	121	95	89	81	60	22	34	25	15	33	9	13	16	10	7	12	6	9	6	4	5	4	8	2	2	0	1	1	2	0	1	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	5833	2107	1767	2138	393	982	217	544	230	158	139	115	70	69	133	66	47	51	54	43	16	18	14	8	21	5	6	10	4	2	7	1	6	5	2	3	4	8	2	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	10415	3958	2910	3294	848	1433	472	784	403	315	243	197	141	130	193	109	101	84	91	64	24	32	24	17	26	13	15	13	10	6	9	4	11	6	4	2	5	8	0	2	2	1	0	1	0	2	0	2	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	5945	2095	1702	2093	389	906	228	480	217	164	142	117	75	75	127	56	56	49	63	41	15	16	15	10	16	7	7	8	4	1	4	1	6	5	2	2	5	8	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	10488	3948	2942	3341	852	1367	470	759	433	295	230	215	134	124	199	98	96	80	85	69	25	29	27	18	10	15	12	15	8	6	4	5	14	3	7	1	4	6	0	2	2	1	0	1	0	2	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	5989	2089	1670	2126	386	838	219	461	235	144	138	126	72	68	127	52	50	46	56	41	10	12	18	10	4	6	5	9	4	1	2	2	5	3	3	0	4	6	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	10548	3970	2980	3234	848	1385	480	744	447	280	243	226	134	128	177	99	106	92	87	68	27	26	29	20	14	16	11	14	6	6	6	7	14	5	4	1	2	2	2	2	2	2	0	2	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0
0.03	north17_active	80	6085	2121	1733	2081	366	842	221	446	243	138	135	129	72	74	104	54	55	53	58	40	9	11	19	11	6	8	5	7	3	2	5	6	6	3	1	0	2	2	2	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north18_all	80	10773	3998	3093	3196	849	1387	483	742	459	278	241	249	135	133	172	88	125	90	84	62	30	32	29	22	17	16	13	14	3	11	7	6	14	5	4	4	2	2	2	2	1	3	0	2	2	1	1	0	0	0	1	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0
0.03	north18_active	80	6219	2166	1810	2056	367	837	212	463	261	143	124	150	69	76	104	50	69	57	56	40	10	17	17	9	8	6	5	8	1	7	5	5	8	2	1	1	0	2	2	0	1	2	0	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north19_all	80	10701	4057	3093	3204	859	1425	467	730	412	262	263	250	137	135	172	99	128	112	86	64	25	27	36	22	18	19	14	18	4	14	8	7	7	5	2	5	2	2	2	2	2	2	0	2	2	1	0	1	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0
0.03	north19_active	80	6066	2201	1834	2163	381	888	197	473	230	139	126	148	74	76	103	52	71	70	58	41	10	16	20	10	10	9	6	11	1	9	5	7	6	2	0	2	0	2	2	0	0	1	0	0	2	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north20_all	80	10636	3979	3063	3237	879	1455	477	768	416	262	250	239	144	139	187	82	129	109	88	58	18	34	31	22	18	18	10	24	4	11	12	4	3	6	2	5	7	0	1	2	2	2	0	0	2	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	6080	2152	1806	2154	396	904	193	476	224	137	111	154	73	77	113	38	84	72	61	40	8	22	19	11	9	8	3	14	1	9	9	4	2	3	0	2	5	0	1	0	0	1	0	0	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	16506	3565	3420	1252	1172	634	686	741	512	462	220	167	229	132	86	106	104	106	87	23	62	22	22	16	33	12	11	11	8	20	16	11	2	7	9	2	2	3	2	3	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	south21_active	80	10569	1753	2143	579	624	300	381	440	332	268	122	90	136	68	39	59	47	66	57	13	35	10	16	7	19	8	8	6	2	11	8	5	1	6	4	1	1	1	1	3	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	south22_all	80	17089	3598	3610	1256	1144	653	704	741	519	435	232	180	235	144	102	117	100	110	90	29	63	21	21	20	27	10	15	9	8	16	13	6	4	7	13	2	4	3	2	2	0	1	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
0.03	south22_active	80	11031	1809	2288	589	626	313	402	451	326	249	132	95	138	77	53	68	41	60	63	16	36	6	16	7	14	6	8	5	1	8	5	2	3	7	8	0	3	1	1	2	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	south23_all	80	17406	3643	3706	1256	1176	658	692	757	514	427	246	187	223	135	99	117	95	127	84	31	64	22	12	21	23	6	14	11	6	16	6	5	2	6	16	2	5	3	1	2	1	1	1	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
0.03	south23_active	80	11326	1835	2344	601	671	328	395	489	295	256	139	95	131	76	55	71	48	71	55	15	41	9	7	8	13	2	9	6	1	9	1	2	2	3	8	0	3	1	0	2	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south24_all	80	17674	3701	3751	1289	1151	685	659	723	518	404	222	196	206	148	91	118	88	115	91	32	50	27	22	18	24	9	15	14	8	10	8	8	5	8	14	4	6	4	2	6	1	1	0	1	2	2	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south24_active	80	11517	1870	2401	636	648	324	375	435	279	266	126	101	119	89	50	74	47	56	59	16	34	11	11	8	11	6	10	11	2	7	5	2	2	5	8	0	3	3	2	6	0	0	0	0	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	17552	3749	3616	1327	1174	679	658	742	530	423	216	201	204	145	82	115	71	115	73	31	52	22	25	16	27	7	18	18	7	9	9	10	6	8	28	6	5	5	3	6	1	1	0	1	2	1	1	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south25_active	80	11403	1928	2295	645	643	313	368	422	315	282	120	101	114	95	40	76	40	63	37	17	35	12	11	7	13	4	13	11	1	8	7	3	2	5	22	0	2	5	2	6	0	0	0	0	2	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	17344	3733	3581	1339	1207	666	661	744	556	415	203	208	205	153	81	111	72	116	69	30	46	25	31	13	30	7	15	16	7	13	11	10	7	6	23	4	4	4	5	6	1	2	0	0	1	1	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	11188	1903	2217	648	664	299	359	421	369	264	105	111	119	88	32	69	37	72	36	15	30	12	12	6	13	5	10	9	1	9	9	2	2	4	17	0	2	4	4	6	0	0	0	0	1	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	17470	3711	3472	1339	1202	641	656	731	537	400	233	204	206	144	79	97	72	115	64	36	40	28	23	9	19	12	20	12	8	18	6	5	6	5	23	2	2	2	3	3	0	3	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south27_active	80	11206	1866	2096	629	675	279	346	405	367	235	111	105	123	81	37	61	36	77	35	16	24	14	8	4	10	7	11	5	2	13	5	2	2	2	18	0	1	2	2	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south28_all	80	17383	3715	3493	1352	1195	630	655	692	541	393	232	190	215	136	89	113	73	119	51	34	41	32	22	12	24	12	16	9	12	22	6	5	7	6	17	3	2	2	3	3	2	3	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0
0.03	south28_active	80	11151	1862	2079	616	671	279	340	398	357	219	116	101	136	78	40	68	43	90	28	15	27	17	10	6	12	6	8	3	5	16	5	3	1	2	13	1	1	1	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0
0.03	south29_all	80	17645	3724	3499	1375	1200	630	646	676	520	418	253	199	217	141	93	104	76	133	57	38	36	32	18	15	25	21	13	7	13	15	5	4	5	5	8	3	1	2	3	3	2	3	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0
0.03	south29_active	80	11168	1861	2110	637	707	268	342	396	334	243	136	110	128	84	49	61	49	95	37	18	23	19	8	5	11	13	5	3	6	10	5	2	1	2	4	1	1	1	3	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0
0.03	south30_all	80	17693	3719	3583	1394	1188	648	653	651	549	454	244	186	201	132	91	112	80	122	67	44	33	24	23	17	23	18	8	11	14	13	9	5	6	4	15	4	5	3	6	3	2	3	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0
0.03	south30_active	80	11087	1902	2185	653	677	282	368	392	351	271	134	103	113	71	47	63	49	78	49	29	18	14	11	6	8	11	4	4	7	12	7	3	2	2	12	2	2	1	3	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0
0.03	south31_all	80	14680	3457	3127	1232	1067	643	655	624	455	413	222	176	193	121	83	103	80	74	72	37	35	25	29	18	16	16	23	7	5	6	8	3	2	1	2	4	4	0	5	2	2	1	3	1	0	1	0	1	1	0	0	0	1	2	1	0	0	0	1	0	0	2	0	0	0	0
0.03	south31_active	80	9206	1669	1787	565	548	294	364	342	268	233	104	84	118	68	42	68	50	34	49	14	14	13	13	7	8	10	15	3	1	3	5	0	0	0	1	1	4	0	2	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0
0.03	south32_all	80	15077	3567	3259	1239	1060	655	679	632	477	410	224	186	209	126	92	95	89	67	68	34	43	20	32	19	23	11	25	6	4	6	6	4	0	5	0	4	3	1	3	2	2	1	3	0	0	1	0	1	0	0	0	0	1	2	2	0	0	0	0	0	0	2	0	0	0	0
0.03	south32_active	80	9422	1758	1908	577	537	300	365	358	285	242	120	92	124	66	39	63	59	31	50	10	23	9	17	9	17	7	15	1	1	3	3	1	0	4	0	2	3	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0
0.03	south33_all	80	15923	3553	3355	1236	1101	663	665	647	494	431	208	218	206	145	94	97	79	71	62	36	49	27	31	17	22	9	24	5	6	17	9	4	1	4	1	4	0	1	2	3	2	0	3	0	0	1	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0
0.03	south33_active	80	10107	1823	2032	570	602	287	352	362	296	271	107	112	125	72	40	64	49	39	41	10	32	16	15	5	20	4	13	0	2	13	8	1	1	4	0	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0
0.03	south34_all	80	16687	3719	3520	1251	1109	607	667	675	525	436	225	213	201	146	92	97	84	78	71	32	46	29	27	15	33	10	20	7	12	21	9	4	3	4	4	3	1	1	1	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	10621	1913	2195	574	629	274	361	406	313	279	125	114	126	72	39	62	53	46	53	11	32	18	12	5	27	5	10	0	6	15	5	2	3	4	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	17390	3730	3572	1228	1104	553	677	721	526	423	230	218	203	144	95	104	84	89	66	35	44	31	19	14	42	10	20	9	11	21	16	4	3	3	6	2	1	3	1	2	2	0	2	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	11133	1959	2240	571	627	247	380	426	324	254	136	118	122	76	44	67	45	64	48	12	29	19	5	3	31	4	11	0	6	16	9	2	3	3	2	1	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	17422	3735	3562	1185	1128	545	639	691	526	404	229	210	198	143	89	114	92	114	67	30	40	23	18	13	34	10	17	13	9	18	14	1	3	5	10	3	1	2	0	5	3	0	2	0	0	0	0	0	1	3	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south36_active	80	11209	1918	2212	561	602	246	377	414	319	232	130	103	120	83	44	72	54	85	42	12	24	12	7	3	20	5	7	0	6	15	6	1	2	4	6	2	1	0	0	3	1	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south37_all	80	17746	3801	3534	1170	1136	574	594	679	516	398	238	178	207	137	84	119	92	129	68	26	44	16	27	14	29	11	18	11	8	20	15	0	3	7	10	4	1	2	5	4	2	1	1	1	0	0	1	0	1	3	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south37_active	80	11427	1949	2150	549	610	273	337	404	321	210	134	88	129	88	42	76	53	97	40	9	22	8	12	3	13	4	8	0	5	13	7	0	2	5	7	4	1	0	4	3	1	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south38_all	80	17741	3783	3604	1192	1121	598	599	683	534	424	225	159	219	132	89	127	95	123	65	26	48	13	27	15	26	17	21	11	7	22	12	1	5	10	12	3	2	0	6	4	2	2	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south38_active	80	11463	1965	2174	533	592	296	333	413	339	222	109	74	139	82	44	74	62	87	39	11	22	6	13	6	12	9	10	0	5	15	9	0	2	8	10	3	0	0	5	3	2	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south39_all	80	17789	3857	3583	1240	1119	624	649	672	533	463	238	164	208	124	88	113	81	121	62	24	50	23	31	15	25	17	17	7	7	18	10	5	7	6	12	3	2	0	6	0	2	2	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	south39_active	80	11486	1967	2222	540	592	315	342	434	337	250	123	91	128	70	44	68	58	73	36	8	28	11	13	6	12	10	10	1	5	11	7	1	4	5	9	3	0	0	5	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	17562	3824	3556	1222	1181	616	675	686	556	485	258	186	233	122	97	101	90	104	46	30	57	23	35	22	25	20	16	8	8	11	8	6	6	7	13	4	3	3	1	3	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south40_active	80	11418	1989	2276	543	649	292	361	442	342	274	126	110	153	70	45	59	63	55	26	13	35	11	18	12	12	13	11	2	5	3	7	1	4	4	9	4	0	2	1	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
