label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46
0.03	north1_all	80	6419	2839	1854	1215	811	549	307	372	182	248	93	100	103	73	50	34	35	17	28	23	11	2	8	6	3	10	4	3	1	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	3187	1411	1000	630	426	319	145	235	100	148	35	55	69	44	28	15	25	7	20	14	10	0	5	0	1	5	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	6404	2841	1855	1231	788	555	305	363	165	242	101	99	91	64	53	37	32	18	29	33	11	2	9	7	0	9	7	3	1	0	3	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	3142	1382	1001	644	423	321	143	227	87	141	45	52	63	37	28	22	22	7	18	22	9	1	6	0	0	4	4	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	6491	2912	1845	1206	809	534	335	331	159	249	103	113	92	62	44	47	32	20	20	37	8	7	7	7	0	8	7	2	1	2	2	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0
0.03	north3_active	80	3131	1413	1007	664	439	300	181	200	90	162	46	59	58	38	21	32	22	9	6	27	6	3	4	0	0	5	4	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_all	80	6572	2916	1866	1254	808	551	311	331	167	248	108	107	88	44	52	50	17	18	21	36	11	10	5	6	1	6	6	2	1	3	1	0	1	3	0	1	0	0	1	1	0	0	0	0	0	0	0
0.03	north4_active	80	3180	1411	1024	706	458	304	171	174	83	157	58	62	52	23	29	33	8	12	8	26	6	4	3	0	0	2	4	1	0	1	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_all	80	6639	2898	1891	1278	832	519	300	338	182	246	102	112	118	40	51	44	20	22	23	37	10	14	5	7	1	4	7	0	1	4	2	0	0	2	0	1	1	0	6	1	0	0	0	0	0	0	0
0.03	north5_active	80	3160	1406	1020	745	467	284	166	181	88	171	53	69	77	18	27	29	10	16	9	27	5	4	3	2	0	2	6	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_all	80	6621	2922	1899	1299	853	529	303	324	174	223	120	106	119	46	54	42	29	23	20	29	10	14	5	5	1	4	7	3	1	2	1	0	1	2	0	1	1	0	5	0	0	0	0	1	0	0	0
0.03	north6_active	80	3131	1419	1058	721	470	287	152	178	78	151	61	61	79	22	31	29	11	18	9	23	4	5	4	2	0	1	6	2	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	6748	2882	1961	1263	850	543	289	322	162	201	113	110	144	50	44	39	31	23	26	28	10	10	5	6	1	3	6	4	2	1	1	3	2	0	0	1	1	0	5	0	1	0	0	2	0	0	0
0.03	north7_active	80	3155	1390	1047	697	476	291	138	180	78	129	54	65	100	20	23	27	13	15	16	22	7	4	4	3	0	1	6	3	1	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	6695	2833	1924	1226	806	516	300	314	169	218	122	110	135	51	40	41	37	20	38	32	16	8	8	3	0	10	1	4	1	1	0	4	2	1	0	0	0	0	0	0	1	0	0	2	0	0	0
0.03	north8_active	80	3130	1388	1031	686	443	292	149	181	85	137	62	66	87	24	20	25	14	13	31	27	11	7	7	1	0	9	1	3	1	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	6554	2747	1930	1216	760	524	301	312	179	251	113	104	148	57	39	52	30	18	36	29	14	13	9	5	0	8	3	3	1	1	0	5	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0
0.03	north9_active	80	3076	1365	1051	698	426	290	152	188	92	148	60	66	86	29	23	31	12	6	32	23	9	12	8	2	0	8	3	3	1	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	6393	2777	1910	1240	745	502	302	303	205	264	109	99	143	53	37	48	30	17	30	31	14	13	11	5	1	10	4	2	0	1	0	4	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north10_active	80	2994	1380	1021	715	426	282	151	187	105	156	59	65	83	31	21	29	8	4	27	21	10	12	9	2	0	8	3	2	0	1	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	6522	2880	1911	1258	827	537	332	337	192	208	103	104	132	49	47	34	21	22	30	27	18	9	8	7	2	10	4	2	0	1	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	3131	1420	1079	719	435	285	152	185	86	119	50	53	76	20	26	20	14	12	21	18	12	6	2	2	1	9	4	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	6356	2846	1846	1245	772	529	327	316	203	182	100	89	121	45	42	37	19	19	28	29	19	7	6	8	3	10	5	2	1	1	1	3	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	2993	1364	1017	707	407	272	149	176	95	99	48	46	66	16	24	20	11	9	21	21	13	4	1	2	1	8	5	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	6266	2716	1757	1203	755	517	317	299	193	176	91	100	111	38	45	33	25	17	31	25	14	12	2	5	1	12	6	3	1	1	1	2	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0
0.03	north13_active	80	2912	1281	933	650	399	280	145	169	101	91	40	55	56	14	21	16	11	4	20	17	9	9	2	1	0	7	4	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north14_all	80	6155	2682	1696	1169	713	494	299	286	176	173	100	77	115	39	34	39	28	15	34	25	13	12	4	3	1	12	6	3	1	1	1	2	1	2	1	0	0	0	1	2	0	0	0	0	0	0	0
0.03	north14_active	80	2854	1230	892	621	378	262	147	159	93	94	47	40	62	19	14	19	11	2	23	16	11	10	3	1	0	7	4	1	0	1	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north15_all	80	6086	2673	1676	1135	687	508	305	309	160	176	89	85	93	50	34	46	34	10	27	28	17	16	5	3	1	5	2	1	0	0	1	1	1	2	1	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north15_active	80	2805	1229	860	590	346	278	143	167	90	108	43	44	54	30	16	27	17	2	16	20	9	13	4	2	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north16_all	80	6175	2724	1710	1133	703	498	301	305	156	154	90	78	102	51	35	34	26	5	23	35	25	13	5	5	0	5	2	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	2905	1244	857	614	346	251	149	168	78	98	45	39	63	35	15	18	12	2	15	27	13	9	3	2	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	6168	2694	1721	1166	767	494	311	319	145	168	82	76	89	50	37	39	24	4	20	29	25	15	4	6	1	5	1	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	2886	1228	870	648	359	242	144	175	66	108	39	41	59	32	22	26	15	3	13	21	13	9	2	2	1	3	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	6294	2711	1762	1233	822	504	316	329	163	182	87	93	91	46	37	34	24	8	21	35	20	12	5	8	2	4	1	2	3	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	2986	1314	889	674	417	251	153	189	73	110	38	57	62	28	23	23	17	6	14	17	11	8	3	3	1	3	1	1	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_all	80	6390	2794	1843	1263	825	529	305	325	161	204	91	81	100	50	40	40	31	15	26	27	19	12	4	6	7	3	0	4	4	2	0	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0
0.03	north19_active	80	3056	1336	972	691	429	270	139	201	73	108	44	45	64	23	29	25	21	6	18	7	14	7	3	2	4	2	0	1	4	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_all	80	6506	2893	1924	1307	837	523	311	352	186	213	102	89	119	57	32	36	33	17	36	27	11	9	6	6	7	3	0	3	4	2	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
0.03	north20_active	80	3118	1464	1018	714	448	273	144	224	95	117	49	47	71	23	22	18	22	6	29	9	7	7	4	3	4	1	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south21_all	80	12239	4301	4168	1167	1221	450	315	364	280	180	148	104	160	98	42	72	23	20	9	19	20	11	10	6	1	6	1	4	1	3	1	6	1	0	0	2	1	0	4	0	0	0	1	0	0	0	0
0.03	south21_active	80	7483	2607	2791	640	770	214	146	217	179	97	96	58	103	65	22	37	9	11	7	10	12	3	5	4	1	0	0	3	0	0	1	3	1	0	0	0	0	0	4	0	0	0	1	0	0	0	0
0.03	south22_all	80	12331	4328	4248	1131	1235	478	297	356	291	197	163	118	144	96	42	82	19	17	7	22	11	12	7	9	0	6	3	3	1	3	1	1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0
0.03	south22_active	80	7595	2609	2803	618	802	229	137	198	177	103	104	70	90	56	18	48	10	8	5	13	4	4	3	3	0	2	0	3	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0
0.03	south23_all	80	12293	4361	4297	1186	1221	461	298	362	311	219	166	110	160	98	43	62	22	17	10	19	14	14	6	11	1	8	4	2	1	0	1	1	0	1	0	0	1	0	4	0	0	0	1	0	0	0	1
0.03	south23_active	80	7598	2574	2812	653	783	221	135	198	184	120	104	71	104	57	21	40	9	7	8	12	8	6	3	3	1	2	0	2	0	0	1	0	0	1	0	0	0	0	4	0	0	0	1	0	0	0	1
0.03	south24_all	80	12381	4365	4330	1197	1216	449	282	388	291	213	166	113	154	102	44	62	26	18	9	18	14	7	5	13	3	6	9	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	south24_active	80	7670	2609	2835	680	769	212	116	229	166	127	102	76	96	65	18	39	8	10	4	13	11	5	3	5	2	2	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south25_all	80	12508	4297	4259	1254	1216	450	295	391	280	216	153	109	159	104	36	56	23	18	12	19	18	7	11	20	4	6	6	2	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1
0.03	south25_active	80	7801	2615	2724	730	745	210	122	244	159	126	89	67	99	67	14	31	4	10	7	13	16	5	6	12	3	2	4	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south26_all	80	12440	4285	4201	1256	1227	448	272	403	277	200	142	113	170	104	37	70	27	21	10	14	23	10	10	15	5	3	5	2	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	south26_active	80	7766	2589	2675	733	752	212	122	238	167	113	72	62	107	66	16	40	8	14	4	10	17	5	7	11	3	0	4	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	12372	4351	4115	1267	1211	441	296	401	291	205	133	106	160	86	40	66	25	17	15	21	21	11	12	12	6	3	2	1	6	1	2	1	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0
0.03	south27_active	80	7743	2657	2582	717	759	203	135	246	181	114	70	52	99	51	20	36	9	14	7	13	11	5	8	9	4	1	0	1	1	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	12183	4265	4101	1229	1105	428	286	389	279	209	138	108	145	90	36	68	22	22	15	21	20	15	7	9	5	2	1	1	6	1	2	12	2	0	1	0	1	0	0	0	1	1	0	0	0	0	0
0.03	south28_active	80	7564	2511	2587	682	686	196	139	237	172	115	77	53	95	50	17	43	11	14	8	10	9	8	5	6	3	1	0	0	1	0	2	11	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	11685	4134	3924	1163	1030	392	307	362	275	188	140	96	155	67	41	56	19	26	15	24	13	12	5	8	4	3	2	1	6	1	2	11	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0
0.03	south29_active	80	7224	2401	2472	612	620	183	136	218	169	106	80	50	106	33	20	39	9	14	9	11	6	5	2	4	3	1	1	0	1	0	2	11	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	11089	3975	3645	1112	1004	395	299	349	252	189	138	95	136	71	35	61	14	32	15	19	16	10	10	8	2	2	2	2	3	1	0	13	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south30_active	80	6734	2227	2376	579	595	185	141	213	143	108	77	53	95	44	14	43	5	16	7	11	7	6	5	4	1	0	1	0	1	1	0	13	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south31_all	80	11300	4016	3554	1154	1120	432	285	402	252	214	121	120	123	74	35	49	34	5	16	10	18	8	5	6	3	3	4	1	1	0	1	1	1	2	1	0	1	1	1	0	1	0	0	0	1	0	0
0.03	south31_active	80	6745	2394	2292	635	655	204	124	228	122	121	74	61	82	43	22	30	26	3	8	9	12	7	2	1	3	1	1	1	0	0	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0
0.03	south32_all	80	11822	4175	3709	1190	1170	439	286	396	274	205	122	98	151	72	43	43	29	4	10	14	16	10	4	12	6	3	4	0	3	0	2	0	2	1	0	0	7	1	0	0	1	0	0	0	1	0	0
0.03	south32_active	80	7186	2494	2418	642	687	203	132	226	137	114	72	52	103	47	22	29	19	1	6	12	11	7	1	7	4	1	1	0	2	0	2	0	1	0	0	0	7	1	0	0	1	0	0	0	1	0	0
0.03	south33_all	80	12356	4257	3930	1223	1220	436	292	389	294	196	140	104	141	85	42	53	34	6	9	12	19	11	2	9	7	4	3	0	5	3	3	0	2	0	0	0	7	0	0	0	1	0	0	0	2	0	0
0.03	south33_active	80	7672	2538	2579	670	733	191	138	221	153	104	80	51	93	58	21	34	23	2	6	8	14	6	0	6	4	1	1	0	5	2	3	0	1	0	0	0	7	0	0	0	1	0	0	0	1	0	0
0.03	south34_all	80	12496	4298	4087	1239	1200	453	290	401	287	199	144	103	166	87	46	58	33	9	10	17	23	9	5	10	6	6	5	1	5	3	2	2	2	0	0	0	7	0	1	0	0	0	1	0	1	0	0
0.03	south34_active	80	7804	2509	2665	668	747	192	131	230	174	103	90	52	104	58	25	31	19	5	6	11	11	3	1	7	3	1	3	0	5	2	2	2	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	12322	4360	4073	1266	1201	451	278	390	283	192	137	99	157	75	43	66	35	15	13	27	24	12	6	4	2	7	4	2	3	5	1	3	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
0.03	south35_active	80	7738	2555	2640	677	739	200	126	233	170	108	83	50	95	46	22	36	20	9	8	15	11	5	1	4	0	3	3	0	3	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	12339	4427	4193	1221	1248	469	297	417	283	199	138	98	155	67	48	71	27	23	17	35	27	10	9	4	3	7	4	2	0	2	1	6	0	0	2	1	0	0	1	0	0	0	1	0	1	0	0
0.03	south36_active	80	7727	2646	2723	672	764	211	137	236	175	108	90	55	87	38	27	35	15	13	8	19	13	5	4	4	1	4	3	0	0	2	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	12274	4474	4205	1212	1227	455	302	421	301	196	139	98	164	76	46	71	20	26	16	41	22	11	8	4	3	10	1	1	0	2	0	4	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0
0.03	south37_active	80	7631	2680	2713	680	753	207	146	244	183	107	83	58	109	43	27	43	8	11	9	23	9	8	4	4	1	10	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	12304	4553	4254	1180	1248	453	287	410	303	198	146	101	173	75	54	56	14	26	15	35	17	7	8	7	3	13	1	0	0	3	0	3	0	1	2	1	1	0	0	0	0	0	1	0	0	0	0
0.03	south38_active	80	7665	2748	2741	636	775	224	140	228	183	112	87	59	115	43	33	33	7	10	7	21	11	4	4	5	1	13	0	0	0	2	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	12342	4524	4172	1249	1266	440	281	407	288	192	137	119	195	85	51	55	18	29	11	25	13	9	8	12	3	14	1	1	1	1	0	1	0	1	2	1	1	0	0	0	0	0	1	0	0	0	0
0.03	south39_active	80	7673	2696	2740	685	803	225	142	241	182	110	75	67	137	54	31	30	9	11	4	15	6	5	4	8	1	12	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	12223	4443	4121	1287	1248	448	286	405	286	176	125	122	177	108	45	51	24	24	14	14	15	7	4	12	4	11	1	1	2	1	2	0	0	2	0	1	0	0	3	0	0	0	1	0	0	1	0
0.03	south40_active	80	7617	2656	2744	692	768	222	130	238	185	114	68	69	126	73	28	26	8	11	7	6	9	4	1	7	1	7	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
