label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48
0.03	north1_all	80	13429	4119	3866	2419	1195	731	624	400	287	202	128	198	199	87	87	41	59	45	18	14	12	13	10	8	3	5	6	2	2	5	2	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	8751	1068	2933	1867	716	355	393	186	157	81	40	145	166	34	56	17	43	38	5	6	2	6	7	5	0	1	5	0	1	2	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	13948	4211	4148	2558	1198	766	622	416	296	224	135	218	196	86	87	39	63	63	17	18	15	14	8	6	5	5	9	0	2	1	1	0	2	2	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	9343	1075	3222	2020	717	378	396	210	177	86	37	170	163	36	55	14	46	54	4	7	2	7	6	3	1	2	8	0	1	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	14647	4183	4608	2876	1256	782	666	447	317	235	132	225	194	85	100	42	75	69	18	16	14	12	10	9	8	4	7	1	3	3	0	1	0	2	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	10221	1005	3711	2360	798	414	427	241	198	102	31	178	171	38	73	14	59	60	5	6	3	7	7	2	2	2	6	0	1	2	0	1	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	15454	4134	4832	3098	1340	805	708	454	339	236	139	237	225	68	102	42	71	65	17	15	13	7	10	10	10	2	11	5	2	2	1	2	0	2	6	1	0	0	1	3	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	11112	988	3956	2594	888	427	460	261	194	109	36	196	203	29	81	11	62	58	5	5	2	4	6	4	4	2	10	0	0	2	0	2	0	1	6	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	15960	4084	5038	3318	1385	808	713	466	345	227	135	241	281	69	93	37	78	53	20	18	9	6	14	9	8	3	6	5	1	2	2	3	0	3	6	1	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	11617	959	4181	2810	933	456	477	294	205	123	41	197	253	29	70	10	69	49	8	5	2	4	8	5	3	2	5	0	0	2	1	3	0	2	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_all	80	15771	4062	4970	3210	1418	809	737	488	318	224	127	238	283	64	80	35	71	42	22	15	10	4	21	7	8	3	6	5	1	0	2	2	0	2	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	11478	963	4085	2694	970	451	518	298	181	112	42	194	258	28	57	8	61	34	10	6	4	2	16	6	3	1	5	0	0	0	1	2	0	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0
